Date,KAZAKHSTAN
2005-11-30,258.2604368613124
2005-12-01,272.572426235832
2005-12-02,303.62573714113216
2005-12-05,324.96791168654863
2005-12-06,333.2653805435707
2005-12-07,339.5283906694651
2005-12-08,389.75465239243147
2005-12-09,433.3536922644415
2005-12-12,413.8710283134799
2005-12-13,420.69175845071794
2005-12-14,424.529714409992
2005-12-15,420.8580673787387
2005-12-16,402.0821872415857
2005-12-19,419.28376719092057
2005-12-20,466.2393809894318
2005-12-21,464.0649970407141
2005-12-22,465.33737436431034
2005-12-23,470.1965047613074
2005-12-26,470.1965047613074
2005-12-27,502.3425174252897
2005-12-28,539.4954425564292
2005-12-29,529.1606185861881
2005-12-30,525.422987310047
2006-01-02,525.422987310047
2006-01-03,454.57718172760536
2006-01-04,531.2304331538803
2006-01-05,533.0165354436039
2006-01-06,525.6916850095878
2006-01-09,518.5987116016281
2006-01-10,522.359181017019
2006-01-11,515.5586756167986
2006-01-12,460.90011700021927
2006-01-13,506.5382764481019
2006-01-16,508.4259185697669
2006-01-17,522.186063926496
2006-01-18,511.6154345039135
2006-01-19,514.6697193569629
2006-01-20,515.3669151472966
2006-01-23,531.5776660873722
2006-01-24,516.5624884078474
2006-01-25,498.0934916053947
2006-01-26,469.77479818714335
2006-01-27,458.9954627952359
2006-01-30,458.600156577376
2006-01-31,436.6026339690853
2006-02-01,443.09485778118193
2006-02-02,416.09608230292446
2006-02-03,447.4597388847355
2006-02-06,504.0855401928722
2006-02-07,537.1914871238051
2006-02-08,517.2089475739582
2006-02-09,549.0831331140713
2006-02-10,539.3143354463442
2006-02-13,578.7267715262913
2006-02-14,562.8923505076143
2006-02-15,568.830999131015
2006-02-16,590.3184255737301
2006-02-17,611.2068668832351
2006-02-20,612.4885991880695
2006-02-21,701.1946286657901
2006-02-22,727.5778397202453
2006-02-23,738.2108911706607
2006-02-24,715.9630811995717
2006-02-27,655.2964606646411
2006-02-28,714.457561763488
2006-03-01,712.3811837443913
2006-03-02,707.0163094415462
2006-03-03,712.8460354785798
2006-03-06,717.6109419486265
2006-03-07,689.1831994430758
2006-03-08,666.3453569336582
2006-03-09,754.5786495261655
2006-03-10,748.9147099766197
2006-03-13,740.8659386241185
2006-03-14,729.4205378359266
2006-03-15,729.9360329364346
2006-03-16,733.8022461902442
2006-03-17,641.4001512049377
2006-03-20,631.6552801526011
2006-03-21,629.2445350966318
2006-03-22,629.1269377768285
