Date,PAKISTAN GROWTH
2017-05-31,1000.0
2017-06-01,958.2329329357708
2017-06-02,949.852002735838
2017-06-05,988.2926617710204
2017-06-06,999.1426895383644
2017-06-07,997.7441823991967
2017-06-08,981.7537596048676
2017-06-09,972.7537341946623
2017-06-12,936.1507048718848
2017-06-13,970.2994732822542
2017-06-14,970.6318709108074
2017-06-15,962.090538246313
2017-06-16,950.4275371623476
2017-06-19,939.472019702599
2017-06-20,899.7601974770406
2017-06-21,911.6109557371043
2017-06-22,942.817170435212
2017-06-23,942.817170435212
2017-06-26,942.817170435212
2017-06-27,942.817170435212
2017-06-28,942.817170435212
2017-06-29,967.935458709612
2017-06-30,966.441408750014
2017-07-03,919.1757409762545
2017-07-04,918.4197106533422
2017-07-05,870.3932801863851
2017-07-06,881.2594810240857
2017-07-07,893.2824021785068
2017-07-10,923.374395373201
2017-07-11,876.8030628401848
2017-07-12,870.2483989095298
2017-07-13,878.3535530467103
2017-07-14,891.4773097511116
2017-07-17,891.5786269396673
2017-07-18,910.5904741534778
2017-07-19,901.5914237523918
2017-07-20,896.9119776067743
2017-07-21,897.652098705931
2017-07-24,898.5455114079797
2017-07-25,899.2187541920975
2017-07-26,896.9009845882791
2017-07-27,891.7706977866379
2017-07-28,873.2115071978749
2017-07-31,853.3220326376919
2017-08-01,843.0409001309837
2017-08-02,863.1533603327605
2017-08-03,868.1218401307947
2017-08-04,865.8895950038145
2017-08-07,858.235350094724
2017-08-08,847.4794669635896
2017-08-09,836.3766396955202
2017-08-10,834.1058040092665
2017-08-11,822.8066177278681
2017-08-14,822.8066177278679
2017-08-15,802.3424686855367
2017-08-16,805.3572571084569
2017-08-17,787.5983263442339
2017-08-18,781.9060833559224
2017-08-21,763.9958001639446
2017-08-22,760.5299629721022
2017-08-23,778.8379246652523
2017-08-24,765.0314115803294
2017-08-25,778.7224315723348
2017-08-28,753.8079817921774
2017-08-29,730.6623685509855
2017-08-30,718.9553948263307
2017-08-31,692.6659608533752
2017-09-01,692.5013930318371
2017-09-04,692.5013930318371
2017-09-05,679.0708234221088
2017-09-06,659.4501471422436
2017-09-07,647.2700726600413
2017-09-08,668.7955894790515
2017-09-11,678.5580931726395
2017-09-12,693.3910619443263
2017-09-13,719.101195389502
2017-09-14,733.1110115200735
2017-09-15,753.5793917733808
2017-09-18,746.021446285897
2017-09-19,745.2302257776795
2017-09-20,738.9519788492267
2017-09-21,726.7228629095374
2017-09-22,724.5114003834562
2017-09-25,725.7082454968919
2017-09-26,712.869760735861
2017-09-27,705.5320754367593
2017-09-28,702.0509737685312
2017-09-29,702.2503269549686
2017-10-02,687.0707597326904
2017-10-03,661.1931905625063
2017-10-04,652.6571857748504
2017-10-05,654.8955948966701
2017-10-06,669.0654945773699
2017-10-09,667.8131666957704
2017-10-10,660.2664831777852
2017-10-11,645.6193265845362
2017-10-12,643.1736532480473
2017-10-13,635.4200947972122
2017-10-16,654.7617336187215
2017-10-17,649.0661265530663
2017-10-18,654.7688517438295
2017-10-19,675.4282430712468
2017-10-20,683.2947960989177
2017-10-23,665.6601421230457
2017-10-24,662.6354999915795
2017-10-25,668.7449254412859
2017-10-26,669.3999053424612
2017-10-27,661.231759954158
2017-10-30,642.7525818388392
2017-10-31,622.1688061755642
2017-11-01,639.2713653997241
2017-11-02,638.2278707223961
2017-11-03,648.9365061442861
2017-11-06,643.7556667754232
2017-11-07,648.4096395816775
2017-11-08,653.208158195391
2017-11-09,666.1798057658528
2017-11-10,651.3094131170957
2017-11-13,651.0956513899787
2017-11-14,647.4743353815901
2017-11-15,637.3022494318208
2017-11-16,643.1562686990658
2017-11-17,642.0875965626099
2017-11-20,636.4078346323046
2017-11-21,638.8157891423828
2017-11-22,633.3791570062501
2017-11-23,631.4431397373077
2017-11-24,630.8956616880373
2017-11-27,622.2293360146506
2017-11-28,618.0946022896272
2017-11-29,621.9086595480662
2017-11-30,626.0705353979512
2017-12-01,626.0705353979513
2017-12-04,631.2714325614722
2017-12-05,623.2859887713327
2017-12-06,622.4682975297542
2017-12-07,602.1612181531488
2017-12-08,610.7697042088564
2017-12-11,594.7944484957624
2017-12-12,581.9124239196794
2017-12-13,582.4297453432074
2017-12-14,577.0055711067062
2017-12-15,571.4558189020419
2017-12-18,566.3048400291854
2017-12-19,566.3143894516277
2017-12-20,579.2165763873908
2017-12-21,590.504121517128
2017-12-22,605.4256395570632
2017-12-25,605.4256395570632
2017-12-26,597.7423721476051
2017-12-27,614.3444733113969
2017-12-28,627.0153720293315
2017-12-29,631.8523126373152
2018-01-01,635.3344984727639
2018-01-02,653.6528859007782
2018-01-03,656.5029395402141
2018-01-04,674.4991339685796
2018-01-05,689.1455749305774
2018-01-08,697.3839319247244
2018-01-09,688.2336608913299
2018-01-10,702.3229747165276
2018-01-11,697.9639357565121
2018-01-12,692.8764479728858
2018-01-15,686.0509519606642
2018-01-16,699.8677793559857
2018-01-17,704.538694031128
2018-01-18,705.9960867255761
2018-01-19,714.4738956484331
2018-01-22,723.7192912360848
2018-01-23,726.0284052139308
2018-01-24,738.2806631776534
2018-01-25,729.617575390649
2018-01-26,716.0284398347466
2018-01-29,716.3656220628551
2018-01-30,702.3959574835831
2018-01-31,680.7495440596044
2018-02-01,683.6227955621938
2018-02-02,683.9071818373502
2018-02-05,683.9071818373502
2018-02-06,675.0994577190139
2018-02-07,689.0422960308197
2018-02-08,679.059879931611
2018-02-09,683.6345837272837
2018-02-12,670.2311921142482
2018-02-13,672.8650089795082
2018-02-14,672.1096011252104
2018-02-15,668.4245603082477
2018-02-16,684.098153238677
2018-02-19,686.0854827448109
2018-02-20,683.9348394442488
2018-02-21,666.2268887415222
2018-02-22,678.4942481091522
2018-02-23,676.2131175648044
2018-02-26,667.2107029882987
2018-02-27,663.6434466232647
2018-02-28,664.4145673446443
2018-03-01,675.0742624992117
2018-03-02,681.0640956621125
2018-03-05,681.8994891081729
2018-03-06,680.5021700772988
2018-03-07,679.1605288304063
2018-03-08,673.490565575666
2018-03-09,673.605166612985
2018-03-12,684.6549089306442
2018-03-13,687.5838448564513
2018-03-14,682.6592109254456
2018-03-15,678.4477940750216
2018-03-16,673.4864990262325
2018-03-19,678.77791961048
2018-03-20,686.4059131427263
2018-03-21,691.1120509270721
2018-03-22,701.2117664438903
2018-03-23,701.2117664438903
2018-03-26,692.928225351509
2018-03-27,691.6103485057008
2018-03-28,695.0208114356736
2018-03-29,704.9106103157416
2018-03-30,708.5151065384532
2018-04-02,712.7659395202215
2018-04-03,712.7103915059153
2018-04-04,712.8553488362712
2018-04-05,721.2257715810606
2018-04-06,721.019598792872
2018-04-09,720.012866188182
2018-04-10,716.8310918880798
2018-04-11,711.7357384626697
2018-04-12,712.0018714004747
2018-04-13,698.9834005377548
2018-04-16,689.1674132786536
2018-04-17,689.4684825826391
2018-04-18,684.4699220678222
2018-04-19,679.2775886308258
2018-04-20,667.8157403466907
2018-04-23,667.5218298645631
2018-04-24,679.9641619867501
2018-04-25,676.5917814403781
2018-04-26,675.1050536608698
2018-04-27,675.1183560296863
2018-04-30,678.4263220823217
2018-05-01,678.4263220823217
2018-05-02,669.2966451927323
2018-05-03,662.6916897434883
2018-05-04,651.5294187519036
2018-05-07,640.4379499478028
2018-05-08,636.3992626792736
2018-05-09,632.5466335089416
2018-05-10,631.8334919912429
2018-05-11,629.7021858986603
2018-05-14,615.6863903708733
2018-05-15,613.8819787760292
2018-05-16,606.5004073083429
2018-05-17,595.574294012511
2018-05-18,593.2351109823844
2018-05-21,596.5709339529577
2018-05-22,607.4453453940063
2018-05-23,604.0759007755013
2018-05-24,596.2604457912828
2018-05-25,591.8679079796564
2018-05-28,588.4663195774964
2018-05-29,598.2018648763686
2018-05-30,591.4562218990302
2018-05-31,596.1531699197766
2018-06-01,599.7505009315806
2018-06-04,606.3555780999459
2018-06-05,620.7329569145924
2018-06-06,640.3066723925992
2018-06-07,637.3284340916839
2018-06-08,637.1354462888271
2018-06-11,622.3803774637804
2018-06-12,600.9965135320671
2018-06-13,600.3416997975805
2018-06-14,592.1958917149183
2018-06-15,592.1958917149183
2018-06-18,592.1958917149183
2018-06-19,580.2639652406313
2018-06-20,560.1946577430577
2018-06-21,549.1536377215054
2018-06-22,538.6428340278692
2018-06-25,533.6281315902121
2018-06-26,533.2318502219147
2018-06-27,535.869579524558
2018-06-28,543.9747442649198
2018-06-29,544.4152800946331
2018-07-02,544.3575709017204
2018-07-03,541.9118321114323
2018-07-04,523.4881035089923
2018-07-05,526.8671078329205
2018-07-06,526.1735718915589
2018-07-09,511.4460835041751
2018-07-10,519.9993652996925
2018-07-11,519.084758494033
2018-07-12,522.7657322145004
2018-07-13,541.3134508894045
2018-07-16,499.8290647715009
2018-07-17,505.2294826108657
2018-07-18,522.0326725255297
2018-07-19,538.1557726049899
2018-07-20,527.0236838696143
2018-07-23,512.8996594275033
2018-07-24,525.5758551262215
2018-07-25,525.5758551262215
2018-07-26,538.6270934420015
2018-07-27,559.2196208766148
2018-07-30,601.4588148925827
2018-07-31,570.5673278763231
2018-08-01,568.1090099642238
2018-08-02,546.9449241579268
2018-08-03,538.8680703670024
2018-08-06,544.4669244909425
2018-08-07,544.490602018754
2018-08-08,542.5666366318795
2018-08-09,549.1676304774718
2018-08-10,550.8963597283519
2018-08-13,543.422890207265
2018-08-14,543.4228902072651
2018-08-15,545.2997435330602
2018-08-16,534.3313237085491
2018-08-17,538.004887680245
2018-08-20,543.7331654742876
2018-08-21,543.7331654742876
2018-08-22,543.7331654742876
2018-08-23,543.7331654742876
2018-08-24,543.2559999523436
2018-08-27,544.0897000093768
2018-08-28,543.8157155115111
2018-08-29,539.7271625504267
2018-08-30,529.4222380948245
2018-08-31,523.7304548582623
2018-09-03,522.839899423443
2018-09-04,527.0584376178344
