Date,OMAN
2005-05-31,1075.56249
2005-06-01,1056.562899
2005-06-02,1042.046505
2005-06-03,1042.046505
2005-06-06,1069.089591
2005-06-07,1093.471626
2005-06-08,1103.991062
2005-06-09,1095.856871
2005-06-10,1095.856871
2005-06-13,1115.608562
2005-06-14,1133.022842
2005-06-15,1178.908928
2005-06-16,1214.440124
2005-06-17,1214.440124
2005-06-20,1236.257306
2005-06-21,1216.294365
2005-06-22,1220.897224
2005-06-23,1228.830566
2005-06-24,1228.990175
2005-06-27,1226.872145
2005-06-28,1204.83964
2005-06-29,1193.485965
2005-06-30,1186.279991
2005-07-01,1186.279991
2005-07-04,1156.884721
2005-07-05,1165.019649
2005-07-06,1179.131351
2005-07-07,1174.55968
2005-07-08,1174.55968
2005-07-11,1174.598474
2005-07-12,1172.058209
2005-07-13,1171.714821
2005-07-14,1173.792198
2005-07-15,1173.792198
2005-07-18,1149.53453
2005-07-19,1158.700104
2005-07-20,1160.755128
2005-07-21,1157.044544
2005-07-22,1157.044544
2005-07-25,1129.92901
2005-07-26,1124.819458
2005-07-27,1131.6925
2005-07-28,1135.020848
2005-07-29,1135.020848
2005-08-01,1141.484073
2005-08-02,1141.484073
2005-08-03,1093.529244
2005-08-04,1061.703075
2005-08-05,1061.703075
2005-08-08,1137.540444
2005-08-09,1177.510426
2005-08-10,1157.511764
2005-08-11,1152.931176
2005-08-12,1152.931176
2005-08-15,1150.458953
2005-08-16,1147.103945
2005-08-17,1143.056495
2005-08-18,1121.282782
2005-08-19,1121.13716
2005-08-22,1143.009293
2005-08-23,1148.518631
2005-08-24,1141.900218
2005-08-25,1143.550172
2005-08-26,1143.698704
2005-08-29,1143.158127
2005-08-30,1139.838401
2005-08-31,1137.662489
2005-09-01,1137.815429
2005-09-02,1137.815429
2005-09-05,1117.951798
2005-09-06,1105.851631
2005-09-07,1104.919389
2005-09-08,1110.505997
2005-09-09,1110.505997
2005-09-12,1108.102363
2005-09-13,1105.302442
2005-09-14,1102.575797
2005-09-15,1100.660819
2005-09-16,1100.660819
2005-09-19,1098.773746
2005-09-20,1099.707954
2005-09-21,1092.558778
2005-09-22,1083.346985
2005-09-23,1083.346985
2005-09-26,1065.473317
2005-09-27,1074.792922
2005-09-28,1096.893958
2005-09-29,1103.543542
2005-09-30,1103.543542
2005-10-03,1111.887071
2005-10-04,1134.575663
2005-10-05,1135.72054
2005-10-06,1124.599876
2005-10-07,1124.599876
2005-10-10,1131.210615
2005-10-11,1132.556909
2005-10-12,1133.102681
2005-10-13,1128.279926
2005-10-14,1128.279926
2005-10-17,1154.527602
2005-10-18,1163.467348
2005-10-19,1155.579905
2005-10-20,1150.111392
2005-10-21,1150.260776
2005-10-24,1114.049022
2005-10-25,1128.786482
2005-10-26,1126.443991
2005-10-27,1120.136964
2005-10-28,1120.136964
2005-10-31,1087.514882
2005-11-01,1099.116511
2005-11-02,1103.118104
2005-11-03,1103.118104
2005-11-04,1103.118104
2005-11-07,1095.481408
2005-11-08,1079.882001
2005-11-09,1073.786984
2005-11-10,1071.411215
2005-11-11,1071.411215
2005-11-14,1029.161432
2005-11-15,1050.710392
2005-11-16,1048.888487
2005-11-17,1042.359909
2005-11-18,1042.359909
2005-11-21,1029.294067
2005-11-22,1019.211249
2005-11-23,1008.823894
2005-11-24,1014.234605
2005-11-25,1014.234605
2005-11-28,983.3575817
2005-11-29,982.8226572
2005-11-30,1000.0
2005-12-01,1003.2796219678031
2005-12-02,1003.4099349463676
2005-12-05,1006.1049775152502
2005-12-06,1012.1063141008538
2005-12-07,998.0295678143002
2005-12-08,996.3437902806454
2005-12-09,996.3437902806454
2005-12-12,975.0082403818623
2005-12-13,974.5511993656922
2005-12-14,983.4612292566588
2005-12-15,978.0920677828061
2005-12-16,978.0920677828061
2005-12-19,964.0188527815005
2005-12-20,965.1116839787843
2005-12-21,966.284123210605
2005-12-22,973.3313001441824
2005-12-23,973.3313001441824
2005-12-26,954.9015977475345
2005-12-27,978.6828416900684
2005-12-28,970.7731736052532
2005-12-29,970.735725362486
2005-12-30,970.735725362486
2006-01-02,1001.2823725326857
2006-01-03,1006.2409929827436
2006-01-04,1008.8741383466678
2006-01-05,1004.5128625048405
2006-01-06,1004.5128625048405
2006-01-09,1005.8510360830726
2006-01-10,1005.8510360830726
2006-01-11,1005.8510360830726
2006-01-12,1005.8510360830726
2006-01-13,1001.2521858731666
2006-01-16,983.8926400928416
2006-01-17,981.0495537564777
2006-01-18,991.5591590549748
2006-01-19,999.6928581872347
2006-01-20,999.6928581872347
2006-01-23,999.1963663217606
2006-01-24,1001.967907389944
2006-01-25,997.6384184525431
2006-01-26,1000.8667062521633
2006-01-27,1000.8667062521633
2006-01-30,1002.1523081540062
2006-01-31,1002.1523081540062
2006-02-01,999.7748762012349
2006-02-02,992.8079418578712
2006-02-03,992.8079418578712
2006-02-06,973.3052490291867
2006-02-07,962.8336517688514
2006-02-08,947.7572898398051
2006-02-09,948.0998511292894
2006-02-10,948.0998511292894
2006-02-13,940.1244381405414
2006-02-14,938.1775398087034
2006-02-15,927.0903862203527
2006-02-16,931.3783874021068
2006-02-17,931.3783874021068
