Date,LITHUANIA
2008-05-30,1000.0
2008-06-02,1002.5183388596716
2008-06-03,963.4940421230283
2008-06-04,963.1286941653432
2008-06-05,993.9045239761692
2008-06-06,1017.817638017271
2008-06-09,1002.234646216158
2008-06-10,980.8711602177702
2008-06-11,975.9397783320021
2008-06-12,965.7685589046033
2008-06-13,963.8400072672955
2008-06-16,969.5970433792538
2008-06-17,974.4016616864517
2008-06-18,984.6380074019771
2008-06-19,981.7431414581796
2008-06-20,988.1644013253584
2008-06-23,978.8575652362734
2008-06-24,985.6208061810509
2008-06-25,988.1589550655847
2008-06-26,999.7419357475394
2008-06-27,989.6927771444574
2008-06-30,977.59202406943
2008-07-01,979.7749671407552
2008-07-02,991.7932555350271
2008-07-03,968.1928040657361
2008-07-04,968.8711607054527
2008-07-07,967.1130929124832
2008-07-08,981.3789674814634
2008-07-09,981.9128824941472
2008-07-10,993.4495828186728
2008-07-11,1005.9373629956408
2008-07-14,999.319616073517
2008-07-15,1001.7990510108978
2008-07-16,981.4469226487037
2008-07-17,980.1034281410326
2008-07-18,978.1910970559165
2008-07-21,974.845230474799
2008-07-22,966.4975255149607
2008-07-23,961.8630058845156
2008-07-24,974.9886615718593
2008-07-25,971.0838626597914
2008-07-28,976.3456830955892
2008-07-29,963.4443113233395
2008-07-30,971.9666618359491
2008-07-31,982.7502725138404
2008-08-01,978.4372405050308
2008-08-04,992.1973223464528
2008-08-05,978.6408344547714
2008-08-06,969.8903815107452
2008-08-07,970.6567038598936
2008-08-08,952.0082811156389
2008-08-11,949.9611738213198
2008-08-12,955.1957889944292
2008-08-13,950.5027064682437
2008-08-14,944.2778493162414
2008-08-15,931.10122535267
2008-08-18,928.18890782869
2008-08-19,928.2284321391921
2008-08-20,937.3153267370897
2008-08-21,947.1328967542066
2008-08-22,949.1913615808285
2008-08-25,954.2830354453463
2008-08-26,942.3712237235284
2008-08-27,945.983840758717
2008-08-28,946.9922663095853
2008-08-29,961.233443506093
2008-09-01,964.1620244290625
2008-09-02,959.8236113256875
2008-09-03,957.0197304728786
2008-09-04,962.2230165078871
2008-09-05,936.8221075579277
2008-09-08,948.8756444632369
2008-09-09,938.0245161028616
2008-09-10,921.3007104854076
2008-09-11,901.0131719601601
2008-09-12,924.9476767839735
2008-09-15,905.2572419401796
2008-09-16,899.6993166821753
2008-09-17,894.6736989669791
2008-09-18,894.306502349435
2008-09-19,888.8056185728844
2008-09-22,921.0684913461399
2008-09-23,908.21297686348
2008-09-24,902.9973868461236
2008-09-25,898.3991626053692
2008-09-26,880.6186787122726
2008-09-29,843.2968102628913
2008-09-30,795.4681466721324
2008-10-01,817.7367495728777
2008-10-02,802.5864886093883
2008-10-03,800.4755537186691
2008-10-06,746.8691273337872
2008-10-07,706.9843921670594
2008-10-08,649.1488897020963
2008-10-09,741.7061661680038
2008-10-10,685.8476621330225
2008-10-13,741.0297313256366
2008-10-14,794.8376791254738
2008-10-15,766.9742608276114
2008-10-16,725.1649442905183
2008-10-17,715.8732213444098
2008-10-20,709.1893678472926
2008-10-21,697.5161052109348
2008-10-22,650.7240598259772
2008-10-23,639.7652624311919
2008-10-24,601.8998027590682
2008-10-27,546.1208114090919
2008-10-28,551.3288407703247
2008-10-29,580.9319935495138
2008-10-30,572.6427294170717
2008-10-31,555.4983599339507
2008-11-03,558.9262218158178
2008-11-04,585.0907079350668
2008-11-05,594.7216239190534
2008-11-06,581.278139488942
2008-11-07,583.5689606324923
2008-11-10,582.8210502426806
2008-11-11,556.9456317512781
2008-11-12,541.0529358741863
2008-11-13,526.2013503763499
2008-11-14,540.899695215226
2008-11-17,527.3402085407586
2008-11-18,501.0460382144897
2008-11-19,501.925831387556
2008-11-20,473.7906112162723
2008-11-21,464.1873780437584
2008-11-24,482.4471742138826
2008-11-25,505.78102048795625
2008-11-26,507.3659547517505
2008-11-27,502.160571008227
2008-11-28,489.90789426400715
2008-12-01,487.28543587945467
2008-12-02,486.5494171064427
2008-12-03,487.50209442794034
2008-12-04,481.9992509090965
2008-12-05,477.25846779174736
2008-12-08,483.1646395490347
2008-12-09,479.9608901652413
2008-12-10,481.127707134302
2008-12-11,486.3093151666557
2008-12-12,484.32902174404757
2008-12-15,490.34189980259396
2008-12-16,497.95707677260583
2008-12-17,530.3129654638376
2008-12-18,534.3082339686862
2008-12-19,504.6938439161234
2008-12-22,507.80396117965535
2008-12-23,504.52184240154287
