Date,BAHRAIN
2005-05-31,1211.862416
2005-06-01,1209.049005
2005-06-02,1205.5818
2005-06-03,1205.5818
2005-06-06,1195.172978
2005-06-07,1186.776001
2005-06-08,1192.373986
2005-06-09,1192.71345
2005-06-10,1192.71345
2005-06-13,1179.280039
2005-06-14,1176.690471
2005-06-15,1176.690471
2005-06-16,1173.208848
2005-06-17,1173.208848
2005-06-20,1171.101255
2005-06-21,1169.647455
2005-06-22,1170.207254
2005-06-23,1173.909018
2005-06-24,1173.909018
2005-06-27,1170.532107
2005-06-28,1169.966855
2005-06-29,1170.25391
2005-06-30,1180.745626
2005-07-01,1180.745626
2005-07-04,1188.355262
2005-07-05,1184.104223
2005-07-06,1160.574566
2005-07-07,1171.770537
2005-07-08,1171.770537
2005-07-11,1163.163941
2005-07-12,1163.163941
2005-07-13,1166.981326
2005-07-14,1172.59373
2005-07-15,1172.59373
2005-07-18,1162.741198
2005-07-19,1152.32536
2005-07-20,1140.771613
2005-07-21,1154.206779
2005-07-22,1154.206779
2005-07-25,1139.669942
2005-07-26,1134.527042
2005-07-27,1114.287508
2005-07-28,1096.82534
2005-07-29,1096.82534
2005-08-01,1074.753691
2005-08-02,1074.753691
2005-08-03,1067.021223
2005-08-04,1049.212381
2005-08-05,1049.212381
2005-08-08,1022.988058
2005-08-09,1019.365486
2005-08-10,1020.485084
2005-08-11,1020.485084
2005-08-12,1020.485084
2005-08-15,970.2568269
2005-08-16,966.8980351
2005-08-17,970.9938113
2005-08-18,971.1039781
2005-08-19,971.1039781
2005-08-22,970.2298496
2005-08-23,970.2298496
2005-08-24,969.1281782
2005-08-25,969.1281782
2005-08-26,969.1281782
2005-08-29,983.6831342
2005-08-30,999.2385565
2005-08-31,1031.790152
2005-09-01,1034.54433
2005-09-02,1034.54433
2005-09-05,1036.086671
2005-09-06,1034.017156
2005-09-07,1038.914972
2005-09-08,1049.866334
2005-09-09,1049.866334
2005-09-12,1051.584195
2005-09-13,1049.240096
2005-09-14,1065.037286
2005-09-15,1064.138023
2005-09-16,1064.138023
2005-09-19,1054.502125
2005-09-20,1037.187729
2005-09-21,1027.689078
2005-09-22,1013.63441
2005-09-23,1013.63441
2005-09-26,1009.751864
2005-09-27,996.8764973
2005-09-28,996.3402725
2005-09-29,1029.132564
2005-09-30,1029.132564
2005-10-03,1066.946509
2005-10-04,1077.706839
2005-10-05,1077.083915
2005-10-06,1081.127488
2005-10-07,1080.697332
2005-10-10,1077.906611
2005-10-11,1075.55456
2005-10-12,1076.345668
2005-10-13,1078.267327
2005-10-14,1078.267327
2005-10-17,1076.463043
2005-10-18,1073.201755
2005-10-19,1075.184765
2005-10-20,1064.447195
2005-10-21,1064.447195
2005-10-24,1049.663135
2005-10-25,1048.877548
2005-10-26,1045.412097
2005-10-27,1040.960597
2005-10-28,1040.960597
2005-10-31,1038.081834
2005-11-01,1033.168974
2005-11-02,1038.062827
2005-11-03,1038.062827
2005-11-04,1037.925079
2005-11-07,1038.062827
2005-11-08,1023.941544
2005-11-09,1018.868761
2005-11-10,1008.895409
2005-11-11,1009.430988
2005-11-14,1018.579981
2005-11-15,1027.538027
2005-11-16,1039.255388
2005-11-17,1042.589294
2005-11-18,1042.589294
2005-11-21,1032.914227
2005-11-22,1022.240401
2005-11-23,1024.812192
2005-11-24,1020.551626
2005-11-25,1020.551626
2005-11-28,1018.503467
2005-11-29,1000.484218
2005-11-30,1000.0
2005-12-01,979.0509328395934
2005-12-02,979.3107314153767
2005-12-05,972.2564074907613
2005-12-06,986.1268995782235
2005-12-07,984.3277482149755
2005-12-08,981.7387149296425
2005-12-09,981.7387149296425
2005-12-12,976.8740432824421
2005-12-13,973.4451952284326
