Date,RUSSIA GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.0
2001-01-03,89.71526783932595
2001-01-04,99.53777258444448
2001-01-05,102.87547931211795
2001-01-08,102.87547931211795
2001-01-09,107.8335981304
2001-01-10,113.32776374599395
2001-01-11,117.22786782234097
2001-01-12,116.14290014437233
2001-01-15,119.6834940086206
2001-01-16,119.23345565274737
2001-01-17,125.68163139848511
2001-01-18,123.62597237468479
2001-01-19,121.17034618840516
2001-01-22,115.49769910193125
2001-01-23,117.96551434789313
2001-01-24,123.58359808496758
2001-01-25,123.19519005116841
2001-01-26,122.6950805019013
2001-01-29,110.66670315280074
2001-01-30,110.08184502409924
2001-01-31,109.88090277319125
2001-02-01,108.2110769665211
2001-02-02,108.9878930341194
2001-02-05,105.05889113607199
2001-02-06,108.00564255960752
2001-02-07,106.29793461922577
2001-02-08,108.76125770918213
2001-02-09,107.04585286512366
2001-02-12,107.78254072100755
2001-02-13,111.63353227362896
2001-02-14,112.70502348358077
2001-02-15,118.06951895968433
2001-02-16,111.51733860215535
2001-02-19,109.42508485297792
2001-02-20,108.18026180548402
2001-02-21,101.21014566145332
2001-02-22,105.93842440712702
2001-02-23,101.80398810216603
2001-02-26,105.24186476295753
2001-02-27,103.27736381393383
2001-02-28,103.51361338188443
2001-03-01,101.5424617075518
2001-03-02,101.82846416972049
2001-03-05,107.39465779468904
2001-03-06,113.4648158084709
2001-03-07,114.86470328208864
2001-03-08,114.86470328208864
2001-03-09,114.86470328208864
2001-03-12,110.40279464508852
2001-03-13,110.20787974597596
2001-03-14,103.6451471488897
2001-03-15,107.39148705815515
2001-03-16,108.66976347727173
2001-03-19,111.32543412279915
2001-03-20,111.13398836374898
2001-03-21,107.96731635294816
2001-03-22,106.71324623770379
2001-03-23,106.6035102145131
2001-03-26,107.43681584433065
2001-03-27,107.49489971037217
2001-03-28,105.67740159674007
2001-03-29,101.47550823102586
2001-03-30,100.75448486390977
2001-04-02,100.37804073485034
2001-04-03,96.94867464355062
2001-04-04,94.73856252462585
2001-04-05,100.93164922509018
2001-04-06,100.12795036956689
2001-04-09,100.5656743692222
2001-04-10,101.8588807939908
2001-04-11,103.45554684147122
2001-04-12,101.9936856692451
2001-04-13,103.0980214217017
2001-04-16,101.83341149130369
2001-04-17,100.2374409472156
2001-04-18,102.99436332394276
2001-04-19,105.84629246163878
2001-04-20,102.17325639698473
2001-04-23,100.15386973010436
2001-04-24,101.86609789871723
2001-04-25,103.12936842450875
2001-04-26,106.31076969753133
2001-04-27,110.75382964908519
2001-04-30,110.75382964908519
2001-05-01,110.75382964908519
2001-05-02,110.75382964908519
2001-05-03,114.6867839640697
2001-05-04,116.50205113284082
2001-05-07,119.14601379185684
2001-05-08,123.03539522932724
