Date,ESTONIA
2002-05-31,214.62275476926467
2002-06-03,212.86948801738666
2002-06-04,212.93802165493435
2002-06-05,212.07407384630523
2002-06-06,214.7570751399661
2002-06-07,211.60960917075144
2002-06-10,211.2933296281927
2002-06-11,211.23647114564355
2002-06-12,212.6146574356806
2002-06-13,212.96118421709372
2002-06-14,213.71503211461922
2002-06-17,212.2870094417571
2002-06-18,212.87158236408715
2002-06-19,213.8626881518514
2002-06-20,215.5223532538013
2002-06-21,216.05656596712575
2002-06-24,217.985144776904
2002-06-25,216.21389017106836
2002-06-26,215.25697668003392
2002-06-27,212.7172495918355
2002-06-28,213.1990254186329
2002-07-01,212.70462999875312
2002-07-02,209.94269355001867
2002-07-03,207.11618485324772
2002-07-04,206.82051578136588
2002-07-05,207.63784094117375
2002-07-08,213.64979809549163
2002-07-09,218.01445019829347
2002-07-10,216.49791658863668
2002-07-11,214.29049009034716
2002-07-12,214.92161554960174
2002-07-15,217.0026594342709
2002-07-16,216.22333274230124
2002-07-17,214.50990529104092
2002-07-18,217.62050741065664
2002-07-19,215.44949789603697
2002-07-22,211.22164750287286
2002-07-23,209.76039123425906
2002-07-24,206.5335386812675
2002-07-25,207.84140759130554
2002-07-26,196.3923262961987
2002-07-29,191.40191365044126
2002-07-30,195.81875987819626
2002-07-31,196.4312859182162
2002-08-01,195.7654724561277
2002-08-02,194.24175202710364
2002-08-05,186.1289216409205
2002-08-06,180.1741618905048
2002-08-07,186.51787405276718
2002-08-08,188.3762995204456
2002-08-09,190.5763767302095
2002-08-12,188.95734394425045
2002-08-13,188.39342582700212
2002-08-14,189.61881047294648
2002-08-15,189.30231968589626
2002-08-16,196.0979287687071
2002-08-19,195.4544433280196
2002-08-20,195.3143039135675
2002-08-21,202.8259558066981
2002-08-22,207.02455098299546
2002-08-23,210.1219961546537
2002-08-26,207.50722285898968
2002-08-27,208.96928467665558
2002-08-28,207.7303983692552
2002-08-29,205.68258677063986
2002-08-30,206.17965180934306
2002-09-02,206.95752956165728
2002-09-03,204.52842202664718
2002-09-04,205.00113751946262
2002-09-05,204.80143559775877
2002-09-06,204.88661957346187
2002-09-09,205.71504204462843
2002-09-10,209.54891430840172
2002-09-11,211.22209355436706
2002-09-12,207.07515348726992
2002-09-13,207.634385699931
2002-09-16,206.02458912348825
2002-09-17,207.42128544402448
2002-09-18,205.83449090548473
2002-09-19,205.34485278026622
2002-09-20,206.316265536068
2002-09-23,203.67583448946627
2002-09-24,202.72808522198997
2002-09-25,203.17251236643725
2002-09-26,205.0947869944855
2002-09-27,206.91525247569365
2002-09-30,211.78098505203104
2002-10-01,210.9880787583882
2002-10-02,212.0740081105513
2002-10-03,211.90227851090367
2002-10-04,208.66143683663387
2002-10-07,209.0699918543199
2002-10-08,208.1556352912554
2002-10-09,210.0381617154823
2002-10-10,209.25776762879127
2002-10-11,211.60148889230138
2002-10-14,212.66994822259943
2002-10-15,215.68482283481217
2002-10-16,215.7609863963674
2002-10-17,218.90717710168425
2002-10-18,222.34904418980497
2002-10-21,222.38052380949603
2002-10-22,221.43931766691304
2002-10-23,221.92863591045696
2002-10-24,219.9263604207827
2002-10-25,228.02446943096905
2002-10-28,234.52488889809197
2002-10-29,231.85075885125588
2002-10-30,228.47255437706508
2002-10-31,229.3575328583166
2002-11-01,230.5297987927913
2002-11-04,234.3435708103391
2002-11-05,234.7419832433049
2002-11-06,236.2122445718344
2002-11-07,236.93911848581118
2002-11-08,237.45524927348617
2002-11-11,236.86674790214562
2002-11-12,237.00157467305513
2002-11-13,237.26297112858143
2002-11-14,236.9039646227598
2002-11-15,240.1246985473652
2002-11-18,246.00967606123535
2002-11-19,248.62368109765825
2002-11-20,245.6790095500345
2002-11-21,249.8137685053477
2002-11-22,251.7891765190686
2002-11-25,252.09756572938466
2002-11-26,250.95136534498687
2002-11-27,251.51264828948783
2002-11-28,252.8596063412579
2002-11-29,255.40967023391738
