Date,SLOVENIA
2002-05-31,177.53728477321394
2002-06-03,178.83497494431452
2002-06-04,187.135125006787
2002-06-05,184.21680980561842
2002-06-06,185.0017104364749
2002-06-07,184.9382623492511
2002-06-10,184.82864196564594
2002-06-11,184.49874343844684
2002-06-12,184.5195480477699
2002-06-13,178.92604441438567
2002-06-14,178.68762809007455
2002-06-17,178.83141977674103
2002-06-18,185.08698205339874
2002-06-19,187.34316821886742
2002-06-20,188.84170558159644
2002-06-21,189.9891415270545
2002-06-24,191.65145768266743
2002-06-25,190.18425348742622
2002-06-26,193.40359503958013
2002-06-27,189.54968121443466
2002-06-28,194.07857851654148
2002-07-01,191.3247061964298
2002-07-02,190.5954402318962
2002-07-03,189.40675025588544
2002-07-04,186.0822055201973
2002-07-05,187.2554380136489
2002-07-08,188.49709825377212
2002-07-09,188.65611346414119
2002-07-10,187.79873578755928
2002-07-11,180.90031420725083
2002-07-12,179.38723843875312
2002-07-15,182.11906133323245
2002-07-16,183.2680405626858
2002-07-17,183.90087570344946
2002-07-18,185.528816899096
2002-07-19,186.4202619407972
2002-07-22,177.07429899185655
2002-07-23,173.28501069979396
2002-07-24,172.35792564504203
2002-07-25,174.11750662252877
2002-07-26,171.76592628748367
2002-07-29,157.88123191019346
2002-07-30,182.8362695410031
2002-07-31,182.16160683793328
2002-08-01,183.2483011981422
2002-08-02,183.9347570704515
2002-08-05,182.9498936972186
2002-08-06,179.32678813905594
2002-08-07,180.98778409993625
2002-08-08,180.95066230166572
2002-08-09,181.64639608674634
2002-08-12,181.92560976956085
2002-08-13,176.67145127914767
2002-08-14,178.76921001159081
2002-08-15,177.41251420713624
2002-08-16,178.28556059093336
2002-08-19,171.20233067982818
2002-08-20,172.3630383079278
2002-08-21,173.04820564358198
2002-08-22,178.6005530277056
2002-08-23,185.4642711515621
2002-08-26,193.2061826014514
2002-08-27,190.05380901480564
2002-08-28,186.87142641350292
2002-08-29,197.1490285987585
2002-08-30,193.05009796798097
2002-09-02,185.05256575330193
2002-09-03,180.77274715669387
2002-09-04,183.13792235151533
2002-09-05,183.97403189413788
2002-09-06,188.79406188909903
2002-09-09,185.10301374962708
2002-09-10,187.61207959354917
2002-09-11,187.11264581797502
2002-09-12,188.31266828780596
2002-09-13,188.88676066332513
2002-09-16,177.38021909992293
2002-09-17,185.92923907443085
2002-09-18,188.3293518108435
2002-09-19,185.12546210464777
2002-09-20,182.59499981948142
2002-09-23,181.62602455192987
2002-09-24,182.174207825778
2002-09-25,179.60503079835365
2002-09-26,179.55457039293955
2002-09-27,170.70035832876195
2002-09-30,185.22057282635157
2002-10-01,178.37771664788764
2002-10-02,177.342621404947
2002-10-03,177.12442160750675
2002-10-04,176.42019759668395
2002-10-07,175.90475396890784
2002-10-08,174.02057099173365
2002-10-09,173.9734974990233
2002-10-10,172.23889407080426
2002-10-11,173.43459010968184
2002-10-14,174.61053998139846
2002-10-15,174.6014407379108
2002-10-16,175.78313747239844
2002-10-17,173.5996292983334
2002-10-18,175.04458841225897
2002-10-21,180.72862108219203
2002-10-22,183.01929318501814
2002-10-23,183.77611092331483
2002-10-24,182.88644540367494
2002-10-25,179.11110825464667
2002-10-28,182.83204897175617
2002-10-29,182.86675725525316
2002-10-30,184.10774870354587
2002-10-31,185.3309306784664
2002-11-01,186.46050879708972
2002-11-04,187.03100661049797
2002-11-05,182.93911199018925
2002-11-06,183.02906585067583
2002-11-07,184.3267597465054
2002-11-08,190.2876156068817
2002-11-11,189.4481225413966
