Date,IVORY COAST
2016-11-30,1000.0
2016-12-01,972.5430685922987
2016-12-02,1004.9490874965029
2016-12-05,1014.5399254283908
2016-12-06,1011.8306954356405
2016-12-07,1053.6088837656412
2016-12-08,972.5430685922989
2016-12-09,993.2724703677437
2016-12-12,1000.0124191339769
2016-12-13,992.6618401187682
2016-12-14,1046.0855764295154
2016-12-15,1022.6807177437794
2016-12-16,950.6224576582528
2016-12-19,953.1338878432653
2016-12-20,985.1121653364555
2016-12-21,1017.6525015972835
2016-12-22,1019.944620980284
2016-12-23,1006.7353746026187
2016-12-26,1006.7353746026187
2016-12-27,958.4747377140176
2016-12-28,952.6091503122992
2016-12-29,961.361750903283
2016-12-30,1008.1064991984038
2017-01-02,956.3202064313625
2017-01-03,938.0970482152859
2017-01-04,947.0490059338364
2017-01-05,957.6558540670072
2017-01-06,941.7289584516149
2017-01-09,953.5905227814766
2017-01-10,946.4869733542349
2017-01-11,935.4511094490587
2017-01-12,962.4439023687797
2017-01-13,959.8691595047169
2017-01-16,954.6258225510134
2017-01-17,955.6619007338235
2017-01-18,955.6268986497765
2017-01-19,948.264225558514
2017-01-20,978.6836223211079
2017-01-23,963.8104266976882
2017-01-24,971.6134177306388
2017-01-25,960.5939776899677
2017-01-26,977.7670227412344
2017-01-27,946.2920113994868
2017-01-30,965.831655964102
2017-01-31,990.4605729352086
2017-02-01,986.0613663839263
2017-02-02,990.4501750142256
2017-02-03,988.8108828157875
2017-02-06,984.3200682180267
2017-02-07,979.5084126627636
2017-02-08,981.4007166517841
2017-02-09,1012.3076092498467
2017-02-10,1008.4157421555924
2017-02-13,1006.7071596873062
2017-02-14,975.1053093967911
2017-02-15,989.8259311652637
2017-02-16,1012.9595132426963
2017-02-17,1012.7081135138723
2017-02-20,1015.1661358866135
2017-02-21,1007.2620166357339
2017-02-22,1011.8655036534554
2017-02-23,1016.6374320667005
2017-02-24,1036.4532668706636
2017-02-27,1042.2475781928003
2017-02-28,1043.5038014446247
2017-03-01,1105.6645090534028
2017-03-02,1033.6636225544835
2017-03-03,1037.2333196961456
2017-03-06,1040.7541987748907
2017-03-07,1038.9662580379857
2017-03-08,1036.560477237565
2017-03-09,1039.0153624353577
2017-03-10,1046.4292886582273
2017-03-13,1047.586838423979
2017-03-14,1080.1432540935746
2017-03-15,1078.6719671482376
2017-03-16,1068.3420067983586
2017-03-17,1061.8428685025494
2017-03-20,1070.033594137359
2017-03-21,1061.502349255373
2017-03-22,1060.6677018782727
2017-03-23,1059.243883944115
2017-03-24,1075.2079510996414
2017-03-27,1083.0688105926129
2017-03-28,1084.9345165096818
2017-03-29,1090.7976290525958
2017-03-30,1078.7341583141326
2017-03-31,1085.2674462700304
2017-04-03,1080.9043636793447
2017-04-04,1071.6386153065137
2017-04-05,1081.9696806442782
2017-04-06,1081.4116341634528
2017-04-07,1077.30214515581
2017-04-10,1075.4757025922108
2017-04-11,1078.4690502514022
2017-04-12,1069.263827846647
2017-04-13,1081.6425938277291
2017-04-14,1078.1646433652606
2017-04-17,1082.071173540424
2017-04-18,1086.272262954939
2017-04-19,1073.16709810601
2017-04-20,1092.471895795698
2017-04-21,1084.5414391425522
2017-04-24,1102.162121337739
2017-04-25,1144.419366112949
2017-04-26,1139.2345268660456
2017-04-27,1138.1871079490948
2017-04-28,1133.4674903331404
2017-05-01,1136.3820392292982
2017-05-02,1106.1702660133053
2017-05-03,1106.8298065100876
2017-05-04,1110.6855503183226
2017-05-05,1104.107231477716
2017-05-08,1102.1085148409206
2017-05-09,1104.9622606666196
2017-05-10,1106.430093409842
2017-05-11,1102.7710276335486
2017-05-12,1115.502490238112
2017-05-15,1121.1704356270598
2017-05-16,1128.2655763281584
2017-05-17,1131.030229734145
2017-05-18,1128.9644416300832
2017-05-19,1099.2713613185676
2017-05-22,1104.414177942035
2017-05-23,1102.6956745133127
2017-05-24,1171.4430300132722
2017-05-25,1174.480487750357
2017-05-26,1134.8354353253574
2017-05-29,1134.0885163075093
2017-05-30,1134.175830370249
2017-05-31,1177.7954868196584
2017-06-01,1102.302882740894
2017-06-02,1107.1637546266097
2017-06-05,1104.9542449822422
2017-06-06,1076.6944413185156
2017-06-07,1142.8007549555596
2017-06-08,1065.2273134836555
2017-06-09,1076.2632838246939
2017-06-12,1063.3287839778707
