Date,BANGLADESH
2009-11-30,1000.0
2009-12-01,1006.333245914377
2009-12-02,998.8392476459334
2009-12-03,999.3445951481242
2009-12-04,999.3445951481242
2009-12-07,976.9971086227458
2009-12-08,974.8334755711583
2009-12-09,975.3810706540729
2009-12-10,968.9600261991782
2009-12-11,968.9600261991782
2009-12-14,971.7122616807261
2009-12-15,963.4721542957333
2009-12-16,963.4721542957333
2009-12-17,957.3549993851408
2009-12-18,957.3549993851408
2009-12-21,938.2444928867346
2009-12-22,955.4459110786763
2009-12-23,962.9242777390738
2009-12-24,957.6493295992793
2009-12-25,957.6493295992793
2009-12-28,957.6493295992793
2009-12-29,970.60793655765
2009-12-30,968.7984908196288
2009-12-31,968.7984908196288
2010-01-01,968.7984908196288
2010-01-04,1000.5763868015854
2010-01-05,1012.6320567582579
2010-01-06,1012.8402941213205
2010-01-07,1004.8156566784859
2010-01-08,1004.8156566784859
2010-01-11,1014.0255837859355
2010-01-12,1020.762465414244
2010-01-13,1003.8572538395792
2010-01-14,1019.2534277516872
2010-01-15,1019.2534277516872
2010-01-18,1034.7206196847533
2010-01-19,1039.205117707366
2010-01-20,1043.9054396051022
2010-01-21,1053.1021219723016
2010-01-22,1053.1021219723016
2010-01-25,1093.4522961418907
2010-01-26,1092.5757122179825
2010-01-27,1112.4753639437545
2010-01-28,1132.6569399364967
2010-01-29,1132.6569399364967
2010-02-01,1139.0082483268066
2010-02-02,1169.0870452218574
2010-02-03,1151.6859962360734
2010-02-04,1154.9509574548101
2010-02-05,1154.9509574548101
2010-02-08,1168.5681630166214
2010-02-09,1176.6670790812132
2010-02-10,1170.7486358801043
2010-02-11,1173.6055424497265
2010-02-12,1173.6055424497265
2010-02-15,1193.5409919940814
2010-02-16,1196.1556211005359
2010-02-17,1199.6659434589644
2010-02-18,1185.7935227356893
2010-02-19,1185.7935227356893
2010-02-22,1170.1865672375616
2010-02-23,1170.933057299194
2010-02-24,1182.834113616811
2010-02-25,1183.9068392237573
2010-02-26,1183.9068392237573
2010-03-01,1158.6141007779534
2010-03-02,1160.9039113904962
2010-03-03,1174.6822588794457
2010-03-04,1181.970959533898
2010-03-05,1181.970959533898
2010-03-08,1159.8141514157699
2010-03-09,1147.9205734711547
2010-03-10,1161.9150893988137
2010-03-11,1162.5255711838763
2010-03-12,1162.5255711838763
2010-03-15,1135.0205117415642
2010-03-16,1152.8869136018677
2010-03-17,1152.8869136018677
2010-03-18,1144.2185728217687
2010-03-19,1144.2185728217687
2010-03-22,1167.5634154681566
2010-03-23,1160.792885524133
2010-03-24,1176.2044800757778
2010-03-25,1165.4944591027431
2010-03-26,1165.4944591027431
2010-03-29,1141.7339007736653
2010-03-30,1151.9864158624605
2010-03-31,1157.1093552307036
2010-04-01,1159.6594877184848
2010-04-02,1159.6594877184848
2010-04-05,1153.1406626185576
2010-04-06,1138.373673642177
2010-04-07,1135.1531147633996
2010-04-08,1154.7896599752326
2010-04-09,1154.7896599752326
2010-04-12,1138.9329018864544
2010-04-13,1138.1365944473746
2010-04-14,1138.1365944473746
2010-04-15,1135.1570279142609
2010-04-16,1135.1570279142609
2010-04-19,1138.4327426424513
2010-04-20,1157.027151015261
2010-04-21,1158.872164215415
2010-04-22,1158.843474721982
2010-04-23,1158.843474721982
2010-04-26,1171.1712333891041
2010-04-27,1161.835143740666
2010-04-28,1172.6434249317517
2010-04-29,1170.7057327328773
2010-04-30,1170.7057327328773
2010-05-03,1160.0357240494095
2010-05-04,1147.1179840543496
2010-05-05,1146.5435568791245
2010-05-06,1147.0401827339667
2010-05-07,1147.0401827339667
2010-05-10,1165.69863852536
2010-05-11,1192.8543223536553
2010-05-12,1217.2959359329523
2010-05-13,1202.4402908054547
2010-05-14,1202.4402908054547
2010-05-17,1198.1233188577094
2010-05-18,1196.29935509632
2010-05-19,1212.4270456637673
2010-05-20,1216.7229949952969
2010-05-21,1216.7229949952969
2010-05-24,1220.4594351335945
2010-05-25,1213.520925271932
2010-05-26,1219.009042894187
2010-05-27,1219.009042894187
2010-05-28,1219.009042894187
2010-05-31,1233.8066013341834
2010-06-01,1253.323218149188
2010-06-02,1246.7106830913142
2010-06-03,1252.3777221870387
2010-06-04,1252.3777221870387
2010-06-07,1220.6616213533925
2010-06-08,1236.1297466335452
2010-06-09,1244.6904086224445
2010-06-10,1250.682524530851
2010-06-11,1250.682524530851
2010-06-14,1257.094570875238
2010-06-15,1264.2526024807862
2010-06-16,1271.9415869033749
2010-06-17,1288.4092102322484
2010-06-18,1288.4092102322484
2010-06-21,1247.792687581288
2010-06-22,1265.9827792633805
2010-06-23,1262.5020939796264
2010-06-24,1263.6339531591925
2010-06-25,1263.6339531591925
2010-06-28,1267.7096114019691
2010-06-29,1249.2718972929777
2010-06-30,1243.2467618429669
2010-07-01,1247.644617122371
2010-07-02,1247.644617122371
2010-07-05,1265.827000238358
2010-07-06,1261.0984019433542
2010-07-07,1263.158075450183
2010-07-08,1257.8058059473199
2010-07-09,1257.8058059473199
2010-07-12,1225.6567749708552
2010-07-13,1242.7249210145026
2010-07-14,1228.5891486505175
2010-07-15,1228.212661113994
2010-07-16,1228.212661113994
2010-07-19,1270.0012250829614
2010-07-20,1267.312600020395
2010-07-21,1267.6950978005264
2010-07-22,1256.56647008739
2010-07-23,1256.56647008739
2010-07-26,1240.4857077659224
2010-07-27,1241.7681817634934
2010-07-28,1241.7681817634934
2010-07-29,1249.556162712169
2010-07-30,1249.556162712169
2010-08-02,1275.1129741904765
2010-08-03,1283.3109300080798
2010-08-04,1285.1590691946199
2010-08-05,1285.3411132718975
2010-08-06,1285.3411132718975
2010-08-09,1272.002341430012
2010-08-10,1298.4212217338647
2010-08-11,1310.9190980899436
2010-08-12,1302.4503651869493
2010-08-13,1302.4503651869493
2010-08-16,1291.5171784784936
2010-08-17,1286.9222369497097
2010-08-18,1299.5020144996677
2010-08-19,1303.2536035199741
2010-08-20,1303.2536035199741
2010-08-23,1305.5039401014974
2010-08-24,1311.9412938975331
2010-08-25,1290.785770220475
2010-08-26,1293.6601224166373
2010-08-27,1293.6601224166373
2010-08-30,1314.1344621061648
2010-08-31,1321.1731215147904
2010-09-01,1321.1731215147904
2010-09-02,1331.976114420004
2010-09-03,1331.976114420004
2010-09-06,1336.0911519453136
2010-09-07,1336.0911519453136
2010-09-08,1326.7806916936745
2010-09-09,1323.7299636535656
2010-09-10,1323.7299636535656
2010-09-13,1329.6796707672795
2010-09-14,1329.071910161335
2010-09-15,1317.5743006521075
2010-09-16,1307.782662398312
2010-09-17,1307.782662398312
2010-09-20,1334.1498065524574
2010-09-21,1352.277919032404
2010-09-22,1345.1124006578923
2010-09-23,1342.4029416531646
2010-09-24,1342.4029416531646
2010-09-27,1335.0374651115696
2010-09-28,1343.95362585
2010-09-29,1339.2812824
2010-09-30,1329.1722668194348
2010-10-01,1329.1722668194348
2010-10-04,1345.67933061777
2010-10-05,1338.8676423160216
2010-10-06,1353.4833542796264
2010-10-07,1360.1806615318656
2010-10-08,1360.1806615318656
2010-10-11,1352.3534924246208
2010-10-12,1361.5039395661822
2010-10-13,1358.553665890547
2010-10-14,1369.2980690808954
2010-10-15,1369.2980690808954
2010-10-18,1371.3140441316655
2010-10-19,1353.3348999264585
2010-10-20,1349.083378766104
2010-10-21,1371.509393453778
2010-10-22,1371.509393453778
2010-10-25,1387.8183874470528
2010-10-26,1383.2713295217561
