Date,TUNISIA
2004-05-31,477.3300843458043
2004-06-01,480.75970481206883
2004-06-02,482.82393721416526
2004-06-03,485.96376801030095
2004-06-04,485.09532362973107
2004-06-07,486.3482134197701
2004-06-08,483.9414938326439
2004-06-09,476.77664741385803
2004-06-10,477.4191353976867
2004-06-11,474.60459298632094
2004-06-14,472.9729987631833
2004-06-15,474.13041611096185
2004-06-16,471.4616146373169
2004-06-17,472.82610185035213
2004-06-18,474.16729336109717
2004-06-21,471.28883778447243
2004-06-22,472.12084248912583
2004-06-23,473.5834762106989
2004-06-24,476.0550432159319
2004-06-25,476.0049679225436
2004-06-28,478.64973094274643
2004-06-29,474.3128252929177
2004-06-30,476.08436418744566
2004-07-01,475.32671542694567
2004-07-02,481.70012407702296
2004-07-05,477.6919155075421
2004-07-06,479.0598522046913
2004-07-07,482.56257884220474
2004-07-08,481.11186998635276
2004-07-09,483.6084280658956
2004-07-12,487.00954526926824
2004-07-13,483.32372416661167
2004-07-14,485.18392853336763
2004-07-15,484.6204841185242
2004-07-16,488.73287486934413
2004-07-19,487.08774832752107
2004-07-20,486.24837938678905
2004-07-21,484.2252738992365
2004-07-22,485.93363856861686
2004-07-23,477.76789581551986
2004-07-26,486.95787273762437
2004-07-27,492.4603701400227
2004-07-28,487.00185358694006
2004-07-29,483.1850626410932
2004-07-30,483.3114404092859
2004-08-02,483.55837676855816
2004-08-03,482.2046672507859
2004-08-04,484.3007021648964
2004-08-05,483.82459058195803
2004-08-06,491.6154288767809
2004-08-09,493.1497096081808
2004-08-10,494.3861205713724
2004-08-11,487.7178950528877
2004-08-12,488.7252964647149
2004-08-13,492.0086111288518
2004-08-16,492.3236100395821
2004-08-17,489.2693371717757
2004-08-18,489.22835049938544
2004-08-19,490.2286504254036
2004-08-20,487.8485101114515
2004-08-23,485.16757388831127
2004-08-24,482.3625570210885
2004-08-25,481.2968147661693
2004-08-26,483.42613544637555
2004-08-27,481.16392801890606
2004-08-30,482.798888597961
2004-08-31,487.89790618823815
2004-09-01,487.4666932844372
2004-09-02,486.8687166514659
2004-09-03,483.81834078561803
2004-09-06,483.7620040038796
2004-09-07,482.0978653827844
2004-09-08,483.4690847202087
2004-09-09,485.065692536622
2004-09-10,486.8152907958378
2004-09-13,485.57913071763863
2004-09-14,483.9050656595971
2004-09-15,480.6982473474669
2004-09-16,479.1839897495249
2004-09-17,479.9195430625442
2004-09-20,479.33989586188477
2004-09-21,481.08019856193584
2004-09-22,480.1215033081939
2004-09-23,480.38234972933503
2004-09-24,480.3805113132363
2004-09-27,478.9488824745145
2004-09-28,478.98142817336355
2004-09-29,478.8723684768389
2004-09-30,484.07604059749406
2004-10-01,486.79047037211166
2004-10-04,482.8791116882535
2004-10-05,484.0448862484697
2004-10-06,486.40572138940496
2004-10-07,478.36862746877773
2004-10-08,479.2057594079466
2004-10-11,482.33940028232803
2004-10-12,476.5824685309948
2004-10-13,475.1370584318483
2004-10-14,476.6235915147562
2004-10-15,484.8939690117292
2004-10-18,479.4213261293261
2004-10-19,484.9520471012025
2004-10-20,488.0110053733956
2004-10-21,489.23857211643156
2004-10-22,490.4691644993964
2004-10-25,494.12463785762253
2004-10-26,494.8125653426892
2004-10-27,502.1522063598921
2004-10-28,501.09688102623346
2004-10-29,494.5884796361552
2004-11-01,493.58795841684577
2004-11-02,495.04219323572784
2004-11-03,497.7177799407241
2004-11-04,501.3549938749545
2004-11-05,503.553250226752
2004-11-08,502.0385581200581
2004-11-09,503.150198764618
2004-11-10,504.8714912911402
2004-11-11,502.97972508849705
2004-11-12,507.64196760319106
2004-11-15,507.02336981172533
2004-11-16,503.9779339241048
2004-11-17,505.35655318564545
2004-11-18,502.14383713573886
2004-11-19,502.436912345433
