Date,ROMANIA
2005-11-30,555.1829781354027
2005-12-01,551.5826273676956
2005-12-02,550.1643148286671
2005-12-05,545.6405449244158
2005-12-06,544.7569983149688
2005-12-07,553.8844601963937
2005-12-08,567.8341321025945
2005-12-09,562.475987736696
2005-12-12,556.9169671115851
2005-12-13,557.8762043897581
2005-12-14,554.7730308882917
2005-12-15,547.5262697850478
2005-12-16,554.501999988451
2005-12-19,554.6692937815109
2005-12-20,550.8237260254307
2005-12-21,545.9414171566694
2005-12-22,544.9180945779216
2005-12-23,542.9902327644884
2005-12-26,542.9902327644884
2005-12-27,542.937457195957
2005-12-28,541.1491718486956
2005-12-29,537.6853309957618
2005-12-30,536.4976086888865
2006-01-02,536.4976086888865
2006-01-03,566.4541088854213
2006-01-04,594.9993043643867
2006-01-05,593.6563586085567
2006-01-06,595.0115263435206
2006-01-09,615.4250579277395
2006-01-10,618.2009977394049
2006-01-11,644.1543757596671
2006-01-12,653.8224907566055
2006-01-13,646.709284012937
2006-01-16,647.7871867147604
2006-01-17,665.5553269782068
2006-01-18,652.479300285488
2006-01-19,666.1196117505302
2006-01-20,678.7024212446601
2006-01-23,693.8590404186277
2006-01-24,681.1556871152974
2006-01-25,686.7459885666099
2006-01-26,689.4449933034929
2006-01-27,683.4954269308777
2006-01-30,690.2115924405483
2006-01-31,705.2842956059242
2006-02-01,727.5381236803537
2006-02-02,715.3165602909639
2006-02-03,711.1476927965865
2006-02-06,719.1283515311376
2006-02-07,735.8100333272243
2006-02-08,725.161493008456
2006-02-09,735.5894425856392
2006-02-10,737.0695732031004
2006-02-13,734.0215590258553
2006-02-14,706.1174985493221
2006-02-15,706.5029671470489
2006-02-16,719.2538899621798
2006-02-17,727.0443533111895
2006-02-20,728.7668548470726
2006-02-21,724.2948909887433
2006-02-22,726.1974237064265
2006-02-23,725.6788045942051
2006-02-24,718.5351520844125
2006-02-27,722.6945791929342
2006-02-28,742.7538663958218
2006-03-01,744.053162638012
2006-03-02,726.7416086736694
2006-03-03,740.8605191314678
2006-03-06,745.512694277013
2006-03-07,726.1377063654471
2006-03-08,729.6018609979245
2006-03-09,712.5133090105176
2006-03-10,697.3331023379151
2006-03-13,704.4978117883409
2006-03-14,682.7606480313806
2006-03-15,691.772451906582
2006-03-16,717.2833025400942
2006-03-17,708.6011815105538
2006-03-20,712.8110530094604
2006-03-21,720.1675927588648
2006-03-22,712.7008635609061
2006-03-23,711.2687466011045
2006-03-24,714.2187416824449
2006-03-27,724.9394170132606
2006-03-28,710.0306504521785
2006-03-29,703.9089679459419
2006-03-30,701.9794267948706
2006-03-31,693.1058708047378
2006-04-03,699.9811442490189
2006-04-04,688.6084772634194
2006-04-05,682.4067207438374
2006-04-06,665.4774596851703
2006-04-07,671.8630292191114
2006-04-10,685.5199596989816
2006-04-11,695.6468872922836
2006-04-12,695.0738239171328
2006-04-13,682.6468830658483
2006-04-14,682.6468830658483
2006-04-17,695.291636559141
2006-04-18,694.7985486203436
2006-04-19,694.4442240258336
2006-04-20,693.3392813032126
2006-04-21,701.4480643670915
2006-04-24,703.5540256375971
2006-04-25,705.5967848840044
2006-04-26,706.2647764773824
2006-04-27,711.3108901712939
2006-04-28,725.8738842404174
2006-05-01,727.1385187888382
2006-05-02,728.1692836271911
2006-05-03,720.0780629848263
2006-05-04,716.2740926404414
2006-05-05,727.0664464522949
2006-05-08,738.0772515995975
2006-05-09,737.2494305556922
2006-05-10,730.5458997153972
2006-05-11,734.8026587679115
2006-05-12,737.909043993251
2006-05-15,711.1932904126554
2006-05-16,718.0869320677954
2006-05-17,721.2551660786277
2006-05-18,703.4775003459888
2006-05-19,703.0448054213275
2006-05-22,685.1521441615345
2006-05-23,630.2177027015512
2006-05-24,654.5546985282116
2006-05-25,670.9466365924397
2006-05-26,707.7598221827221
2006-05-29,709.9042765308271
2006-05-30,698.2116541095211
2006-05-31,697.9626969284667
2006-06-01,689.0948517136758
2006-06-02,710.4784159194593
2006-06-05,707.2710933395233
2006-06-06,699.285377158747
2006-06-07,694.8791026063781
2006-06-08,675.7632792940915
2006-06-09,675.4188640166533
2006-06-12,668.6283148810226
2006-06-13,661.1755281739564
2006-06-14,662.1905957080832
2006-06-15,655.5472893891114
2006-06-16,658.1706923258439
2006-06-19,650.9688955474692
2006-06-20,653.1028457968999
2006-06-21,642.732356604132
2006-06-22,635.2142775026109
2006-06-23,620.3619583935695
2006-06-26,616.7101420254734
2006-06-27,612.8189140955676
2006-06-28,631.4983837671901
2006-06-29,655.8150667067239
2006-06-30,699.327530807575
2006-07-03,723.1404957572951
2006-07-04,724.63681900274
2006-07-05,723.7620572349406
2006-07-06,732.2692594915899
2006-07-07,756.2381031023533
2006-07-10,749.1910853667732
2006-07-11,744.4970285968519
2006-07-12,739.4270690228828
2006-07-13,731.1345481494814
2006-07-14,715.9176777736861
2006-07-17,727.9552384564528
2006-07-18,743.8772644285528
2006-07-19,724.8368629184876
2006-07-20,740.6074447274995
2006-07-21,730.1660588830244
2006-07-24,727.9269571445634
2006-07-25,737.1646357394574
2006-07-26,744.6178968370245
2006-07-27,759.7571245045395
2006-07-28,768.6117583346521
2006-07-31,767.114646610421
2006-08-01,759.7368683619824
2006-08-02,756.2258345755719
2006-08-03,757.138297321942
2006-08-04,768.5599031562399
2006-08-07,763.3848697254714
2006-08-08,766.9991249964255
2006-08-09,785.0231260113678
2006-08-10,782.4679958771286
2006-08-11,769.8526095716969
2006-08-14,765.8819355290738
2006-08-15,772.5118037259384
2006-08-16,785.9763253601229
2006-08-17,775.0576814215248
2006-08-18,771.3811161795658
2006-08-21,777.8332791264065
2006-08-22,774.0675376918995
2006-08-23,762.3501786394639
2006-08-24,759.7165450785703
2006-08-25,759.7607113852864
2006-08-28,765.1939924256724
2006-08-29,754.4906391168479
2006-08-30,772.0600766448136
2006-08-31,770.0305463731211
2006-09-01,767.4585714634666
2006-09-04,771.5460845116622
2006-09-05,763.3581591620332
2006-09-06,757.2204584446172
2006-09-07,755.9312264997859
2006-09-08,758.5362291524347
2006-09-11,755.8814036392785
2006-09-12,753.7993643165016
2006-09-13,754.3498501985596
2006-09-14,755.7534204196228
2006-09-15,770.961991961963
2006-09-18,753.6340839854578
2006-09-19,766.2238291706872
2006-09-20,767.1261368689985
2006-09-21,764.8863390845967
2006-09-22,758.1575384047034
2006-09-25,756.0392502497117
2006-09-26,754.1443471913323
2006-09-27,759.7118858770285
2006-09-28,768.8246839713916
2006-09-29,773.9098475906686
2006-10-02,803.8072552048454
2006-10-03,824.2483487194944
2006-10-04,839.8056088386918
2006-10-05,828.9362560102117
2006-10-06,823.5640404381603
2006-10-09,818.5344844982075
2006-10-10,809.2343982802668
2006-10-11,808.0320071434866
2006-10-12,813.2372773313338
2006-10-13,809.6711315334039
2006-10-16,822.2838248772475
2006-10-17,831.4277696996863
2006-10-18,818.7880187972795
2006-10-19,828.592680663669
2006-10-20,822.8144327623683
2006-10-23,813.4800922546563
2006-10-24,807.5165767610043
2006-10-25,819.9514572517145
2006-10-26,828.1016072568696
2006-10-27,817.4071641869459
2006-10-30,824.7112755075965
2006-10-31,852.8362129276701
2006-11-01,843.3774189592325
2006-11-02,836.806975401135
2006-11-03,826.1709195054723
2006-11-06,829.7941524634424
2006-11-07,827.6885384040934
