Date,USA 100
2002-11-19,542.092342296452
2023-02-06,2857.782745417249
2023-02-07,2909.3772518831042
2023-02-08,2864.7305595189455
2023-02-09,2829.7077249269355
2023-02-10,2854.4375674420285
2023-02-13,2878.3408030851924
2023-02-14,2880.1838815582805
2023-02-15,2899.4350940881577
2023-02-16,2855.603456194055
2023-02-17,2850.481475078977
2023-02-20,2844.0803938717813
2023-02-21,2787.45018261461
2023-02-22,2798.52585850573
2023-02-23,2824.3518094273422
2023-02-24,2805.5981428741934
2023-02-27,2800.3083082427365
2023-02-28,2791.302148680575
2023-03-01,2756.451052868145
2023-03-02,2793.0348918640007
2023-03-03,2845.86376680905
2023-03-06,2832.9565928091483
2023-03-07,2815.840362196101
2023-03-08,2828.026281933216
2023-03-09,2774.402037658433
2023-03-10,2712.2808319233864
2023-03-13,2706.146704090132
2023-03-14,2758.719297685855
2023-03-15,2802.542405427045
2023-03-16,2834.16866763577
2023-03-17,2804.2614834226306
2023-03-20,2803.500680628261
2023-03-21,2828.7471806957246
2023-03-22,2783.6056692126203
2023-03-23,2774.2384222705045
2023-03-24,2819.4469331238147
2023-03-27,2813.2340716644985
2023-03-28,2789.5946775477128
2023-03-29,2828.611790919293
2023-03-30,2824.8410679055187
2023-03-31,2879.1907220466082
2023-04-03,2886.91716306217
2023-04-04,2856.609397241311
2023-04-05,2863.336229769779
2023-04-06,2875.063867368433
2023-04-07,2875.063867368433
2023-04-10,2892.5380550744767
2023-04-11,2865.3883797272642
2023-04-12,2835.163689955089
2023-04-13,2863.4090282302172
2023-04-14,2870.960170941395
2023-04-17,2900.860496840888
2023-04-18,2891.470555277865
2023-04-19,2893.0431596102026
2023-04-20,2867.988750450882
2023-04-21,2874.5145207126916
2023-04-24,2859.967561433157
2023-04-25,2828.603879418935
2023-04-26,2809.6865944818333
2023-04-27,2879.139162456372
2023-04-28,2892.5965683651
2023-05-01,2907.0878297244285
2023-05-02,2877.5486162236803
2023-05-03,2838.4373655040304
2023-05-04,2832.7536049410387
2023-05-05,2886.79536063716
2023-05-08,2889.5858233101203
2023-05-09,2890.3265847071857
2023-05-10,2904.8494325058946
2023-05-11,2919.7186000108613
2023-05-12,2927.5657429970156
2023-05-15,2933.5898608419097
2023-05-16,2925.150483619933
2023-05-17,2973.985656847308
2023-05-18,3019.3345569757134
2023-05-19,3010.4001171349382
2023-05-22,3006.9273317972206
2023-05-23,2979.9913337971007
2023-05-24,2967.5692639048966
2023-05-25,3014.4494244004704
2023-05-26,3067.7105748720096
2023-05-29,3066.707961461602
2023-05-30,3064.5359004223064
2023-05-31,3069.4141179967874
2023-06-01,3082.418204479452
2023-06-02,3120.2004983525394
2023-06-05,3120.0452888090595
2023-06-06,3129.456629630589
2023-06-07,3096.750269167315
2023-06-08,3105.899215536832
2023-06-09,3117.997227110575
2023-06-12,3155.3854261264228
2023-06-13,3157.503799856517
2023-06-14,3149.4468340788803
2023-06-15,3172.5932724415884
2023-06-16,3153.3518089388517
2023-06-19,3153.6404584705415
2023-06-20,3151.314875808038
2023-06-21,3112.548218861239
2023-06-22,3133.078099895099
2023-06-23,3132.459485942373
2023-06-26,3096.4512684730767
2023-06-27,3119.0051267467798
2023-06-28,3133.7863292397938
2023-06-29,3147.6850525258133
2023-06-30,3183.4035200154963
2023-07-03,3186.916463054606
2023-07-04,3188.231921143374
2023-07-05,3195.042030739134
2023-07-06,3171.5553377852184
2023-07-07,3132.0078030626933
2023-07-10,3122.0354478603513
2023-07-11,3133.598761030266
2023-07-12,3125.083861146758
2023-07-13,3135.877253110607
2023-07-14,3125.875035741138
2023-07-17,3142.994058833147
2023-07-18,3166.4861770950374
2023-07-19,3186.4421219855913
2023-07-20,3168.7689381448595
2023-07-21,3177.6261359119753
2023-07-24,3201.9787042316707
2023-07-25,3221.889442177624
2023-07-26,3215.533076594669
2023-07-27,3219.5021716528536
2023-07-28,3246.6654456266474
2023-07-31,3252.4629098157066
2023-08-01,3256.8893963929136
2023-08-02,3221.1722667838435
2023-08-03,3214.6184553183684
2023-08-04,3173.36751732218
2023-08-07,3207.6712194296356
2023-08-08,3213.212348108853
2023-08-09,3173.140521416804
2023-08-10,3167.1724328475643
2023-08-11,3176.3965071927255
2023-08-14,3222.2657990695866
2023-08-15,3178.3473361688125
2023-08-16,3162.5228097364416
2023-08-17,3143.267074112508
2023-08-18,3145.391857033999
2023-08-21,3171.6515513056474
2023-08-22,3174.5422592640343
2023-08-23,3214.7734130311514
2023-08-24,3167.6181025289325
2023-08-25,3211.9203822688405
2023-08-28,3220.306561365987
2023-08-29,3266.066331851419
2023-08-30,3250.9425160285036
2023-08-31,3272.0339808595213
2023-09-01,3288.919505228652
2023-09-04,3295.628163066957
2023-09-05,3315.62155453304
2023-09-06,3284.43372456102
2023-09-07,3274.5786969057617
2023-09-08,3277.5313439632587
2023-09-11,3297.3420551648105
2023-09-12,3282.2269325372977
2023-09-13,3284.5375373201387
2023-09-14,3332.4817060444316
2023-09-15,3287.6668433551013
2023-09-18,3289.927298912661
2023-09-19,3278.9369467438323
2023-09-20,3231.3069871097946
2023-09-21,3196.89749610588
2023-09-22,3190.735640995071
2023-09-25,3229.6867130616683
2023-09-26,3179.6017921021003
2023-09-27,3200.656368562086
2023-09-28,3203.2402100642507
2023-09-29,3189.7346753680067
2023-10-02,3233.4038787264185
2023-10-03,3192.2996077541156
2023-10-04,3216.558831397285
2023-10-05,3203.6878877689724
2023-10-06,3241.885858583606
2023-10-09,3256.3801943368826
2023-10-10,3253.8919980283204
2023-10-11,3261.9180847420416
2023-10-12,3271.121754674103
2023-10-13,3266.134509523006
2023-10-16,3284.569437583708
2023-10-17,3269.4642027925247
2023-10-18,3239.7408562323944
2023-10-19,3209.48090445382
2023-10-20,3162.5052238495223
2023-10-23,3150.827156571999
2023-10-24,3185.173039377688
2023-10-25,3135.953200092142
2023-10-26,3097.9732071461494
2023-10-27,3081.6666589644346
2023-10-30,3113.697934597346
2023-10-31,3144.2985269347996
2023-11-01,3195.452061621248
2023-11-02,3228.5940147103797
2023-11-03,3216.8206623674882
2023-11-06,3229.075178910231
2023-11-07,3264.932664001713
2023-11-08,3265.864434846493
2023-11-09,3235.8518301012473
2023-11-10,3304.9292936908732
2023-11-13,3296.5693263800094
2023-11-14,3304.14745812363
2023-11-15,3299.3571836640303
2023-11-16,3305.409636076923
2023-11-17,3302.383468206184
2023-11-20,3315.2772231340296
2023-11-21,3308.5924988703787
2023-11-22,3342.8332606666695
2023-11-23,3329.5048237428387
2023-11-24,3318.438024940461
2023-11-27,3314.5131430417464
2023-11-28,3306.1821009401433
