Date,WORLD HIGH DIVIDEND YIELD
2001-11-05,597.223977
2001-11-06,598.669486
2001-11-07,601.431691
2001-11-08,605.070857
2001-11-09,603.949801
2001-11-12,596.815783
2001-11-13,604.349544
2001-11-14,602.289116
2001-11-15,600.443703
2001-11-16,604.265875
2001-11-19,607.872057
2001-11-20,606.858495
2001-11-21,602.973652
2001-11-22,605.488966
2001-11-23,606.319078
2001-11-26,605.049989
2001-11-27,601.236534
2001-11-28,595.652278
2001-11-29,598.73671
2001-11-30,601.982951
2001-12-03,598.561446
2001-12-04,603.633796
2001-12-05,614.420099
2001-12-06,614.949826
2001-12-07,610.407326
2001-12-10,603.955424
2001-12-11,601.949306
2001-12-12,603.013018
2001-12-13,598.127262
2001-12-14,596.991471
2001-12-17,606.99394
2001-12-18,607.648242
2001-12-19,607.355515
2001-12-20,603.774717
2001-12-21,604.588606
2001-12-24,603.964548
2001-12-25,604.047301
2001-12-26,606.088224
2001-12-27,614.836913
2001-12-28,616.104537
2001-12-31,616.208173
2002-01-01,616.208173
2002-01-02,617.782252
2002-01-03,622.923258
2002-01-04,623.729075
2002-01-07,619.632877
2002-01-08,616.49406
2002-01-09,614.216814
2002-01-10,613.111714
2002-01-11,610.627483
2002-01-14,605.428435
2002-01-15,609.421732
2002-01-16,600.650783
2002-01-17,603.754258
2002-01-18,602.239986
2002-01-21,602.319901
2002-01-22,602.205368
2002-01-23,607.809598
2002-01-24,609.606576
2002-01-25,605.94499
2002-01-28,608.340705
2002-01-29,598.02134
2002-01-30,596.135087
2002-01-31,603.855639
2002-02-01,603.67774
2002-02-04,598.795642
2002-02-05,592.213017
2002-02-06,588.440324
2002-02-07,590.4174
2002-02-08,594.083035
2002-02-11,601.04444
2002-02-12,601.062063
2002-02-13,604.391749
2002-02-14,608.768267
2002-02-15,607.145394
2002-02-18,604.936679
2002-02-19,597.686354
2002-02-20,597.579915
2002-02-21,598.121484
2002-02-22,600.882786
2002-02-25,607.767803
2002-02-26,609.459796
2002-02-27,611.418371
2002-02-28,611.112968
2002-03-01,619.838815
2002-03-04,631.810275
2002-03-05,628.195151
2002-03-06,634.353559
2002-03-07,637.831468
2002-03-08,637.192334
2002-03-11,638.226436
2002-03-12,636.380821
2002-03-13,635.755739
2002-03-14,637.870111
2002-03-15,644.308398
2002-03-18,644.704365
2002-03-19,649.024234
2002-03-20,645.687957
2002-03-21,643.134658
2002-03-22,642.633503
2002-03-25,636.647588
2002-03-26,639.066642
2002-03-27,639.661674
2002-03-28,643.491432
2002-03-29,643.383542
2002-04-01,645.345324
2002-04-02,645.356673
2002-04-03,643.100875
2002-04-04,640.315746
2002-04-05,639.886697
2002-04-08,635.517659
2002-04-09,634.911477
2002-04-10,643.330544
2002-04-11,635.950746
2002-04-12,636.216271
2002-04-15,636.943651
2002-04-16,647.059096
2002-04-17,649.829217
2002-04-18,650.02711
2002-04-19,651.600949
2002-04-22,647.153085
2002-04-23,645.945263
2002-04-24,645.308859
2002-04-25,643.375727
2002-04-26,639.945829
2002-04-29,637.229665
2002-04-30,642.936143
2002-05-01,646.368989
2002-05-02,648.682138
2002-05-03,651.41631
2002-05-06,646.53938
2002-05-07,641.327265
2002-05-08,650.588722
2002-05-09,647.097351
2002-05-10,643.614396
2002-05-13,650.916868
2002-05-14,654.132134
2002-05-15,655.821529
2002-05-16,657.781161
2002-05-17,660.103618
2002-05-20,655.495473
2002-05-21,654.236286
2002-05-22,655.760134
2002-05-23,658.155698
2002-05-24,655.607264
2002-05-27,655.335986
2002-05-28,653.601554
2002-05-29,653.347618
2002-05-30,649.837722
2002-05-31,652.388164
2002-06-03,645.506113
2002-06-04,642.046427
2002-06-05,638.750813
2002-06-06,635.005481
2002-06-07,633.385335
2002-06-10,632.793585
2002-06-11,632.172017
2002-06-12,630.050571
2002-06-13,623.779613
2002-06-14,614.23376
2002-06-17,627.495603
2002-06-18,628.590807
2002-06-19,622.87312
2002-06-20,618.54808
2002-06-21,615.925305
2002-06-24,610.363896
2002-06-25,611.870812
2002-06-26,610.067386
2002-06-27,613.801238
2002-06-28,626.614228
2002-07-01,625.099927
2002-07-02,612.902514
2002-07-03,602.219678
2002-07-04,606.276104
2002-07-05,621.156089
2002-07-08,623.833671
2002-07-09,617.507745
2002-07-10,598.679017
2002-07-11,586.307637
2002-07-12,581.074686
2002-07-15,567.62319
2002-07-16,563.297583
2002-07-17,571.743688
2002-07-18,569.98602
2002-07-19,549.583563
2002-07-22,524.556154
2002-07-23,513.024915
2002-07-24,520.85126
2002-07-25,536.763064
2002-07-26,538.935308
2002-07-29,560.919515
2002-07-30,562.405467
2002-07-31,570.324486
2002-08-01,550.486416
2002-08-02,548.791469
2002-08-05,536.102424
2002-08-06,545.70189
2002-08-07,548.942962
2002-08-08,564.982371
2002-08-09,571.767323
2002-08-12,566.894477
2002-08-13,566.094699
2002-08-14,570.639488
2002-08-15,578.260503
2002-08-16,578.488786
2002-08-19,588.316442
2002-08-20,580.91633
2002-08-21,586.227342
2002-08-22,592.499264
2002-08-23,583.792704
2002-08-26,585.151806
2002-08-27,592.490751
2002-08-28,578.74959
2002-08-29,573.586867
2002-08-30,575.803147
2002-09-02,573.091062
2002-09-03,554.993572
2002-09-04,556.630798
2002-09-05,552.744164
2002-09-06,561.170473
2002-09-09,558.984566
2002-09-10,564.489869
2002-09-11,568.174257
2002-09-12,554.513414
2002-09-13,550.861556
2002-09-16,549.688643
2002-09-17,541.229441
2002-09-18,532.244652
2002-09-19,522.860065
2002-09-20,522.668795
2002-09-23,512.849475
2002-09-24,503.143817
2002-09-25,508.97515
2002-09-26,525.53773
2002-09-27,517.171069
2002-09-30,506.401731
2002-10-01,518.444204
2002-10-02,517.643188
2002-10-03,512.683851
2002-10-04,501.060236
2002-10-07,495.840032
2002-10-08,491.572434
2002-10-09,484.625108
2002-10-10,496.19507
2002-10-11,515.141824
2002-10-14,514.832147
2002-10-15,537.686789
2002-10-16,531.305864
2002-10-17,541.997579
2002-10-18,541.663675
2002-10-21,547.307928
2002-10-22,541.986104
2002-10-23,535.339378
2002-10-24,538.073299
2002-10-25,539.341871
2002-10-28,542.574143
2002-10-29,528.740281
2002-10-30,537.732037
2002-10-31,541.652017
2002-11-01,544.456348
2002-11-04,552.628613
2002-11-05,557.757241
2002-11-06,554.962548
2002-11-07,547.758966
2002-11-08,545.166166
2002-11-11,540.283603
2002-11-12,540.582444
2002-11-13,535.362006
2002-11-14,542.305717
2002-11-15,547.345034
2002-11-18,549.013524
2002-11-19,548.959703
2002-11-20,549.176436
2002-11-21,560.21351
2002-11-22,559.690129
2002-11-25,557.338695
2002-11-26,547.964095
2002-11-27,557.585892
2002-11-28,561.434292
2002-11-29,560.845816
2002-12-02,558.82929
2002-12-03,553.562519
2002-12-04,551.498822
2002-12-05,547.850925
2002-12-06,550.489221
2002-12-09,542.194194
2002-12-10,545.950412
2002-12-11,548.882562
2002-12-12,545.558607
2002-12-13,543.068468
2002-12-16,555.626577
2002-12-17,552.942043
2002-12-18,545.279581
2002-12-19,542.90111
2002-12-20,549.464532
2002-12-23,550.958556
2002-12-24,551.797402
2002-12-25,551.860816
2002-12-26,552.732975
2002-12-27,542.997113
2002-12-30,548.844956
2002-12-31,551.970596
2003-01-01,551.970596
2003-01-02,563.455379
2003-01-03,564.516852
2003-01-06,574.520179
2003-01-07,567.376995
2003-01-08,559.955162
2003-01-09,567.359357
2003-01-10,568.203906
2003-01-13,567.042604
2003-01-14,569.35777
2003-01-15,562.895897
2003-01-16,561.872297
2003-01-17,557.165553
2003-01-20,553.424106
2003-01-21,545.620555
2003-01-22,538.771878
2003-01-23,537.692971
2003-01-24,530.663747
2003-01-27,518.241925
2003-01-28,521.797091
2003-01-29,524.857535
2003-01-30,524.977217
2003-01-31,529.515492
2003-02-03,536.832357
2003-02-04,530.124702
2003-02-05,532.247096
2003-02-06,523.636141
2003-02-07,519.580715
2003-02-10,518.620501
2003-02-11,519.987252
2003-02-12,512.934163
2003-02-13,514.352996
2003-02-14,519.935865
2003-02-17,523.581445
2003-02-18,528.703459
2003-02-19,523.854369
2003-02-20,521.527645
2003-02-21,526.480303
2003-02-24,519.731899
2003-02-25,513.603614
2003-02-26,510.605462
2003-02-27,513.662078
2003-02-28,518.197115
2003-03-03,520.462472
2003-03-04,514.10195
2003-03-05,515.908503
2003-03-06,510.941776
2003-03-07,508.161252
2003-03-10,498.532434
2003-03-11,497.825106
2003-03-12,487.100366
2003-03-13,502.132903
2003-03-14,508.417857
2003-03-17,520.420731
2003-03-18,520.185332
2003-03-19,525.068759
2003-03-20,524.613284
2003-03-21,535.240899
2003-03-24,521.636568
2003-03-25,527.470976
2003-03-26,527.996926
2003-03-27,523.733434
2003-03-28,522.25158
2003-03-31,513.296217
2003-04-01,520.146046
2003-04-02,528.942688
2003-04-03,528.450445
2003-04-04,532.723347
2003-04-07,539.379747
2003-04-08,536.015103
2003-04-09,533.850874
2003-04-10,534.549585
2003-04-11,534.21025
2003-04-14,541.348439
2003-04-15,547.56428
2003-04-16,542.950785
2003-04-17,548.379036
2003-04-18,548.324932
2003-04-21,546.242754
2003-04-22,555.260653
2003-04-23,560.912771
2003-04-24,556.334631
2003-04-25,549.345221
2003-04-28,558.88956
2003-04-29,559.127017
2003-04-30,563.054733
2003-05-01,564.413767
2003-05-02,569.100236
2003-05-05,571.20963
2003-05-06,577.684138
2003-05-07,573.779883
2003-05-08,568.634276
2003-05-09,574.285301
2003-05-12,580.295054
2003-05-13,579.199035
2003-05-14,579.179353
2003-05-15,582.682398
2003-05-16,586.342726
2003-05-19,576.291385
2003-05-20,577.760452
2003-05-21,578.380715
2003-05-22,583.108409
2003-05-23,586.351628
2003-05-26,587.492337
2003-05-27,593.294657
2003-05-28,594.600499
2003-05-29,595.278231
2003-05-30,595.852365
2003-06-02,603.070588
2003-06-03,603.885404
2003-06-04,610.005245
2003-06-05,613.562397
2003-06-06,616.218351
2003-06-09,610.682845
2003-06-10,611.976618
2003-06-11,622.890887
2003-06-12,625.304995
2003-06-13,621.802493
2003-06-16,631.902365
2003-06-17,633.981361
2003-06-18,632.754411
2003-06-19,624.515192
2003-06-20,626.676346
2003-06-23,617.196931
2003-06-24,615.292933
2003-06-25,616.026803
2003-06-26,614.265742
2003-06-27,611.658218
2003-06-30,608.289632
2003-07-01,608.255026
2003-07-02,613.567999
2003-07-03,613.263212
2003-07-04,611.761656
2003-07-07,617.35741
2003-07-08,614.140012
2003-07-09,609.14188
2003-07-10,603.235774
2003-07-11,608.126744
2003-07-14,612.787385
2003-07-15,605.836104
2003-07-16,601.643574
2003-07-17,598.489944
2003-07-18,602.894393
2003-07-21,599.520933
2003-07-22,604.168944
2003-07-23,606.024094
2003-07-24,609.727706
2003-07-25,612.425933
2003-07-28,614.435915
2003-07-29,610.962245
2003-07-30,608.363975
2003-07-31,607.868887
2003-08-01,602.136155
2003-08-04,604.005511
2003-08-05,601.158562
2003-08-06,599.845265
2003-08-07,604.064382
2003-08-08,606.592088
2003-08-11,608.925992
2003-08-12,612.041661
2003-08-13,610.939238
2003-08-14,615.360514
2003-08-15,615.370669
2003-08-18,616.713623
2003-08-19,614.438377
2003-08-20,616.015238
2003-08-21,614.480718
2003-08-22,608.489243
2003-08-25,608.136922
2003-08-26,604.51303
2003-08-27,606.510605
2003-08-28,608.988439
2003-08-29,609.956623
2003-09-01,612.419979
2003-09-02,614.25021
2003-09-03,618.406064
2003-09-04,619.152733
2003-09-05,619.32705
2003-09-08,625.104923
2003-09-09,621.671842
2003-09-10,618.174322
2003-09-11,618.848432
2003-09-12,620.796146
2003-09-15,620.587314
2003-09-16,623.755943
2003-09-17,625.355447
2003-09-18,631.375954
2003-09-19,630.151987
2003-09-22,627.396758
2003-09-23,626.536654
2003-09-24,624.711333
2003-09-25,622.815146
2003-09-26,618.172982
2003-09-29,619.241253
2003-09-30,615.541437
2003-10-01,627.268549
2003-10-02,629.743546
2003-10-03,635.731482
2003-10-06,637.711743
2003-10-07,639.071385
2003-10-08,637.33798
2003-10-09,641.32056
2003-10-10,642.192311
2003-10-13,645.812219
2003-10-14,645.751077
2003-10-15,647.336709
2003-10-16,648.690671
2003-10-17,644.959752
2003-10-20,646.869297
2003-10-21,647.306498
2003-10-22,641.70644
2003-10-23,639.622206
2003-10-24,640.03583
2003-10-27,640.793608
2003-10-28,643.488268
2003-10-29,644.924783
2003-10-30,646.381012
2003-10-31,646.531233
2003-11-03,648.666224
2003-11-04,647.42385
2003-11-05,646.024067
2003-11-06,645.195134
2003-11-07,649.322419
2003-11-10,648.034391
2003-11-11,646.965533
2003-11-12,652.369805
2003-11-13,656.023915
2003-11-14,658.060095
2003-11-17,651.28449
2003-11-18,650.837993
2003-11-19,651.446282
2003-11-20,649.439696
2003-11-21,650.783023
2003-11-24,654.258258
2003-11-25,656.512552
2003-11-26,660.616469
2003-11-27,661.253255
2003-11-28,662.077406
2003-12-01,669.54639
2003-12-02,670.603361
2003-12-03,673.10162
2003-12-04,673.032286
2003-12-05,672.553891
2003-12-08,676.548236
2003-12-09,677.07357
2003-12-10,675.753109
2003-12-11,676.826125
2003-12-12,680.749416
2003-12-15,681.33746
2003-12-16,683.71706
2003-12-17,687.211078
2003-12-18,692.794786
2003-12-19,693.820952
2003-12-22,696.188478
2003-12-23,698.347491
2003-12-24,699.926462
2003-12-25,699.937622
2003-12-26,700.740982
2003-12-29,706.474587
2003-12-30,710.36101
2003-12-31,714.75294
2004-01-01,714.75294
2004-01-02,717.51888
2004-01-05,724.771307
2004-01-06,727.077928
2004-01-07,722.366782
2004-01-08,725.408226
2004-01-09,722.925795
2004-01-12,723.334527
2004-01-13,721.744704
2004-01-14,723.100363
2004-01-15,720.32671
2004-01-16,718.268879
2004-01-19,717.666726
2004-01-20,723.047217
2004-01-21,730.670517
2004-01-22,731.557123
2004-01-23,728.977386
2004-01-26,728.272315
2004-01-27,726.672035
2004-01-28,725.760494
2004-01-29,718.639474
2004-01-30,716.798106
2004-02-02,717.582588
2004-02-03,720.290293
2004-02-04,716.759766
2004-02-05,718.379779
2004-02-06,725.172324
2004-02-09,728.784396
2004-02-10,730.561547
2004-02-11,734.497365
2004-02-12,737.519549
2004-02-13,735.646313
2004-02-16,736.976055
2004-02-17,742.919044
2004-02-18,741.562986
2004-02-19,741.516153
2004-02-20,735.608978
2004-02-23,736.757334
2004-02-24,737.49709
2004-02-25,736.792158
2004-02-26,734.396049
2004-02-27,736.105861
2004-03-01,743.570495
2004-03-02,739.020804
2004-03-03,732.958261
2004-03-04,736.022001
2004-03-05,743.788839
2004-03-08,743.235054
2004-03-09,740.45378
2004-03-10,730.287065
2004-03-11,716.43905
2004-03-12,717.463524
2004-03-15,710.19387
2004-03-16,718.140148
2004-03-17,722.143761
2004-03-18,723.123879
2004-03-19,720.931258
2004-03-22,711.808688
2004-03-23,710.801261
2004-03-24,706.229681
2004-03-25,710.77303
2004-03-26,710.234934
2004-03-29,718.917276
2004-03-30,722.899064
2004-03-31,725.227104
2004-04-01,732.882277
2004-04-02,731.752297
2004-04-05,732.178005
2004-04-06,734.802667
2004-04-07,734.72307
2004-04-08,734.37165
2004-04-09,734.360961
2004-04-12,735.542723
2004-04-13,729.478588
2004-04-14,722.312486
2004-04-15,723.366623
2004-04-16,731.423263
2004-04-19,731.74185
2004-04-20,726.699555
2004-04-21,722.216656
2004-04-22,727.444733
2004-04-23,727.01556
2004-04-26,728.774854
2004-04-27,730.958524
2004-04-28,720.958335
2004-04-29,718.434229
2004-04-30,716.61106
2004-05-03,720.944893
2004-05-04,728.370511
2004-05-05,730.837978
2004-05-06,723.518361
2004-05-07,711.688711
2004-05-10,694.996541
2004-05-11,698.087844
2004-05-12,700.349203
2004-05-13,700.597414
2004-05-14,700.797683
2004-05-17,696.676459
2004-05-18,698.830753
2004-05-19,706.315003
2004-05-20,701.364987
2004-05-21,706.552663
2004-05-24,707.101984
2004-05-25,715.411409
2004-05-26,718.586717
2004-05-27,725.817672
2004-05-28,722.874341
2004-05-31,723.761736
2004-06-01,723.240675
2004-06-02,726.881879
2004-06-03,724.794424
2004-06-04,727.649131
2004-06-07,737.01005
2004-06-08,736.471543
2004-06-09,728.588176
2004-06-10,731.833323
2004-06-11,728.89399
2004-06-14,722.357848
2004-06-15,726.539583
2004-06-16,730.125406
2004-06-17,731.944819
2004-06-18,736.805173
2004-06-21,735.207314
2004-06-22,731.978978
2004-06-23,735.667602
2004-06-24,739.116967
2004-06-25,734.604326
2004-06-28,739.021431
2004-06-29,734.557579
2004-06-30,734.733134
2004-07-01,731.394571
2004-07-02,733.65146
2004-07-05,733.244538
2004-07-06,731.791863
2004-07-07,735.249024
2004-07-08,735.587773
2004-07-09,736.599437
2004-07-12,736.709992
2004-07-13,734.613411
2004-07-14,734.550526
2004-07-15,729.291498
2004-07-16,734.22318
2004-07-19,734.017711
2004-07-20,733.181418
2004-07-21,728.000657
2004-07-22,724.817716
2004-07-23,720.696335
2004-07-26,719.585818
2004-07-27,721.814081
2004-07-28,723.684687
2004-07-29,730.079643
2004-07-30,730.76159
2004-08-02,732.9053
2004-08-03,735.277924
2004-08-04,733.138262
2004-08-05,729.337166
2004-08-06,725.820853
2004-08-09,723.992984
2004-08-10,730.268367
2004-08-11,726.369725
2004-08-12,724.75808
2004-08-13,726.947528
2004-08-16,732.8525
2004-08-17,731.719639
2004-08-18,734.023841
2004-08-19,736.696168
2004-08-20,738.05384
2004-08-23,737.602798
2004-08-24,735.049027
2004-08-25,737.898892
2004-08-26,740.203416
2004-08-27,742.964708
2004-08-30,741.27662
2004-08-31,744.599001
2004-09-01,748.067761
2004-09-02,751.928077
2004-09-03,751.496759
2004-09-06,753.038413
2004-09-07,755.34247
2004-09-08,754.353487
2004-09-09,753.68164
2004-09-10,759.381256
2004-09-13,760.570891
2004-09-14,761.904929
2004-09-15,755.383507
2004-09-16,759.233512
2004-09-17,763.530347
2004-09-20,758.946988
2004-09-21,766.909613
2004-09-22,760.63732
2004-09-23,756.687638
2004-09-24,758.138411
2004-09-27,756.134682
2004-09-28,761.260284
2004-09-29,762.394257
2004-09-30,760.792389
2004-10-01,770.733664
2004-10-04,770.472672
2004-10-05,773.265314
2004-10-06,775.597656
2004-10-07,772.912485
2004-10-08,775.414003
2004-10-11,775.096465
2004-10-12,769.985998
2004-10-13,765.171904
2004-10-14,765.074796
2004-10-15,769.384773
2004-10-18,768.892276
2004-10-19,768.375382
2004-10-20,767.114636
2004-10-21,768.929207
2004-10-22,767.723081
2004-10-25,765.546709
2004-10-26,770.478683
2004-10-27,777.346508
2004-10-28,780.098752
2004-10-29,780.074475
2004-11-01,783.977239
2004-11-02,785.20798
2004-11-03,794.532382
2004-11-04,802.022923
2004-11-05,804.22916
2004-11-08,804.695436
2004-11-09,801.979518
2004-11-10,803.288925
2004-11-11,808.059577
2004-11-12,814.34568
2004-11-15,812.942699
2004-11-16,809.23713
2004-11-17,815.375743
2004-11-18,813.241852
2004-11-19,810.930576
2004-11-22,810.667548
2004-11-23,813.721174
2004-11-24,816.655707
2004-11-25,823.051826
2004-11-26,823.603985
2004-11-29,822.432807
2004-11-30,819.955969
2004-12-01,828.480349
2004-12-02,827.384668
2004-12-03,829.181066
2004-12-06,829.44421
2004-12-07,827.182163
2004-12-08,820.79198
2004-12-09,818.71735
2004-12-10,819.448074
2004-12-13,829.427895
2004-12-14,830.795721
2004-12-15,837.188091
2004-12-16,833.426107
2004-12-17,828.376683
2004-12-20,838.16542
2004-12-21,839.056242
2004-12-22,842.894847
2004-12-23,847.55062
2004-12-24,850.208999
2004-12-27,850.240887
2004-12-28,851.56052
2004-12-29,850.472742
2004-12-30,852.289974
2004-12-31,851.487965
2005-01-03,845.483932
2005-01-04,838.745224
2005-01-05,834.289729
2005-01-06,833.517646
2005-01-07,831.296085
2005-01-10,833.516322
2005-01-11,831.144456
2005-01-12,833.850573
2005-01-13,830.77354
2005-01-14,829.899554
2005-01-17,830.976065
2005-01-18,833.550995
2005-01-19,832.608474
2005-01-20,826.094154
2005-01-21,826.144417
2005-01-24,828.722601
2005-01-25,828.50446
2005-01-26,835.09457
2005-01-27,835.379432
2005-01-28,830.908221
2005-01-31,837.119721
2005-02-01,843.643842
2005-02-02,848.046921
2005-02-03,845.253956
2005-02-04,853.954189
2005-02-07,852.513039
2005-02-08,850.61159
2005-02-09,849.163551
2005-02-10,855.909202
2005-02-11,861.173121
2005-02-14,866.134172
2005-02-15,868.231961
2005-02-16,866.995782
2005-02-17,868.228728
2005-02-18,870.671417
2005-02-21,870.387311
2005-02-22,866.481912
2005-02-23,865.623953
2005-02-24,867.61422
2005-02-25,877.236473
2005-02-28,878.276249
2005-03-01,879.068924
2005-03-02,876.456278
2005-03-03,877.075658
2005-03-04,888.933834
2005-03-07,886.045537
2005-03-08,889.284662
2005-03-09,881.156466
2005-03-10,878.59367
2005-03-11,879.868682
