Date,WORLD ex UK HIGH DIVIDEND YIELD
1998-12-31,1000.0
1999-01-01,1000.000540783349
1999-01-04,1021.0653589206383
1999-01-05,1030.303298535978
1999-01-06,1052.8477035591266
1999-01-07,1047.597607501226
1999-01-08,1050.654930761874
1999-01-11,1038.8087250917429
1999-01-12,1024.313149689942
1999-01-13,1003.4238390751823
1999-01-14,992.8437950302837
1999-01-15,1000.5363448658621
1999-01-18,1011.6359423091052
1999-01-19,1010.7521460413656
1999-01-20,1012.3214983778647
1999-01-21,1004.727417723052
1999-01-22,987.3774297889223
1999-01-25,986.7903831415562
1999-01-26,989.120088363601
1999-01-27,980.8062988250944
1999-01-28,990.9399413015776
1999-01-29,995.6078234264558
1999-02-01,996.8975417471117
1999-02-02,990.8955303116769
1999-02-03,988.354396825498
1999-02-04,984.5028668170162
1999-02-05,990.0882139746553
1999-02-08,988.4267566924825
1999-02-09,973.9008063547325
1999-02-10,968.9354949335705
1999-02-11,976.3615923390105
1999-02-12,973.6657197914292
1999-02-15,972.6260403009937
1999-02-16,970.1070215658723
1999-02-17,965.2510598626233
1999-02-18,970.9764609614125
1999-02-19,969.1101160416626
1999-02-22,979.9324565538902
1999-02-23,980.7990484119871
1999-02-24,973.2535783822373
1999-02-25,970.6816157997953
1999-02-26,966.6873286163617
1999-03-01,958.837972088767
1999-03-02,957.7115455929771
1999-03-03,954.0034107912876
1999-03-04,963.5567004280025
1999-03-05,984.8332386659908
1999-03-08,983.3174169714011
1999-03-09,983.5926271495456
1999-03-10,994.7411806054718
1999-03-11,1000.4706739685112
1999-03-12,1007.5000005654474
1999-03-15,1009.9638747867385
1999-03-16,1008.9711925959281
1999-03-17,1012.0406374964923
1999-03-18,1017.143922237109
1999-03-19,1016.6550201381905
1999-03-22,1015.4501954736135
1999-03-23,995.6751295281701
1999-03-24,990.2854193276173
1999-03-25,1000.1275786335782
1999-03-26,988.0598483382731
1999-03-29,1000.2014782644808
1999-03-30,992.7622672205518
1999-03-31,993.5891657956222
1999-04-01,994.9283056610549
1999-04-02,993.5521160383504
1999-04-05,999.0559491423381
1999-04-06,1005.2563993261268
1999-04-07,1013.6213478419572
1999-04-08,1024.4063493007818
1999-04-09,1025.7949264795534
1999-04-12,1034.856875673417
1999-04-13,1034.7591973595183
1999-04-14,1036.4001978057888
1999-04-15,1042.9913281186534
1999-04-16,1054.3534038119428
1999-04-19,1063.4540616506579
1999-04-20,1051.5028597729565
1999-04-21,1051.8121660808436
1999-04-22,1057.0653277561028
1999-04-23,1059.0841452911814
1999-04-26,1054.6216464625707
1999-04-27,1074.7175332604763
1999-04-28,1078.5346543155079
1999-04-29,1085.0497804371157
1999-04-30,1081.1425932120528
1999-05-03,1098.2491435211548
1999-05-04,1095.8201424304852
1999-05-05,1090.4271791019116
1999-05-06,1089.760181850228
1999-05-07,1089.1699619836804
1999-05-10,1090.5465755261278
1999-05-11,1088.0998113473236
1999-05-12,1079.2648257337476
1999-05-13,1084.6689528633851
1999-05-14,1073.0375815930374
1999-05-17,1061.0864732007458
1999-05-18,1059.7707442055985
1999-05-19,1067.2078777979118
1999-05-20,1068.0617871261616
1999-05-21,1067.8683965264256
1999-05-24,1062.487671476757
1999-05-25,1051.75004538237
1999-05-26,1054.2082571970966
1999-05-27,1032.5730817915
1999-05-28,1038.221877898459
1999-05-31,1040.7026022428633
1999-06-01,1040.484258870181
1999-06-02,1038.9237412293367
1999-06-03,1044.0303233839675
1999-06-04,1048.706003877734
1999-06-07,1058.3308762683432
1999-06-08,1061.279292471292
1999-06-09,1063.5628064496395
1999-06-10,1060.6814843511115
1999-06-11,1062.1777860415114
1999-06-14,1063.3971688668546
1999-06-15,1066.85640982133
1999-06-16,1069.3210237367311
1999-06-17,1075.9814815576926
1999-06-18,1081.6602610871425
1999-06-21,1079.4349732279995
1999-06-22,1072.6065397061445
1999-06-23,1067.3721572332827
1999-06-24,1056.2106606067202
1999-06-25,1061.1756721197603
1999-06-28,1059.8263297991132
1999-06-29,1066.021186900337
1999-06-30,1066.9305149275453
1999-07-01,1074.3671982922297
1999-07-02,1081.0678043413998
1999-07-05,1093.1984515773393
1999-07-06,1093.7692834477443
1999-07-07,1088.886844244963
1999-07-08,1083.2745740378853
1999-07-09,1088.2221202611836
1999-07-12,1084.569768643194
1999-07-13,1075.9820913332396
1999-07-14,1079.8173509166909
1999-07-15,1089.0095529278246
1999-07-16,1085.9048745624611
1999-07-19,1081.8699302417303
1999-07-20,1079.83266162125
1999-07-21,1076.0894426768018
1999-07-22,1070.724161429455
1999-07-23,1062.406171698099
1999-07-26,1061.3109294295532
1999-07-27,1065.3544699995884
1999-07-28,1066.7172715484103
1999-07-29,1052.4297274348833
1999-07-30,1055.7848081738766
1999-08-02,1054.7828077446045
1999-08-03,1053.2906431763583
1999-08-04,1056.2799594969006
1999-08-05,1052.1097549975514
1999-08-06,1043.963809463802
1999-08-09,1046.673286978708
1999-08-10,1037.2517321371747
1999-08-11,1041.212064688883
1999-08-12,1047.9546180960679
1999-08-13,1059.6519840927301
1999-08-16,1062.6160685459377
1999-08-17,1065.524710882075
1999-08-18,1065.6542662522731
1999-08-19,1063.0130648105373
1999-08-20,1073.112106177884
1999-08-23,1080.5128365607668
1999-08-24,1078.8471171592169
1999-08-25,1079.019940071241
1999-08-26,1070.4866404311717
1999-08-27,1067.960336747258
1999-08-30,1056.906696268497
1999-08-31,1048.6979518313906
1999-09-01,1058.2853280333388
1999-09-02,1049.4134115081074
1999-09-03,1066.2291744387132
1999-09-06,1069.1503808977493
1999-09-07,1064.0265168043913
1999-09-08,1064.3362506175185
1999-09-09,1067.9585561458794
1999-09-10,1065.7387140484684
1999-09-13,1057.7179542015801
1999-09-14,1051.4074359392496
1999-09-15,1040.5744593740071
1999-09-16,1034.7173527486857
1999-09-17,1039.0661794088223
1999-09-20,1038.2309001995527
1999-09-21,1027.3029351714586
1999-09-22,1023.0330566888069
1999-09-23,1017.1142919893291
1999-09-24,1010.9480300637614
1999-09-27,1015.4489823860227
1999-09-28,1011.157891469866
1999-09-29,1012.7492332899207
1999-09-30,1022.2778917259084
1999-10-01,1019.8974681907256
1999-10-04,1032.3924515792248
1999-10-05,1030.540369997098
1999-10-06,1041.0458159781422
1999-10-07,1044.0081809525539
1999-10-08,1041.1359610899358
1999-10-11,1036.5956743569736
1999-10-12,1030.731757524526
1999-10-13,1022.6018449139754
1999-10-14,1022.7580288914878
1999-10-15,1006.9944435106505
1999-10-18,1005.7684090350582
1999-10-19,1017.578697687239
1999-10-20,1022.9067096587047
1999-10-21,1020.9906180633103
1999-10-22,1034.124541316225
1999-10-25,1025.2517855246592
1999-10-26,1021.2199981778415
1999-10-27,1024.1063408356094
1999-10-28,1044.4701453079906
1999-10-29,1056.4948839639267
1999-11-01,1052.1198908084932
1999-11-02,1053.064912867443
1999-11-03,1054.3829722400044
1999-11-04,1058.5271143412626
1999-11-05,1055.3524790058855
1999-11-08,1057.2906505768842
1999-11-09,1058.382849004401
1999-11-10,1062.261545363112
1999-11-11,1066.9850433029426
1999-11-12,1070.3831384034004
1999-11-15,1076.8788344586296
1999-11-16,1085.3031875289648
1999-11-17,1088.8431785358912
1999-11-18,1088.2285416459451
1999-11-19,1086.2582716346221
1999-11-22,1075.7838299033904
1999-11-23,1070.0274009512173
1999-11-24,1063.2885276910245
1999-11-25,1072.3838309269972
1999-11-26,1068.8983646226684
1999-11-29,1057.583196639952
1999-11-30,1056.100147682993
1999-12-01,1061.4172635716193
1999-12-02,1059.0391751015354
1999-12-03,1074.0189546157353
1999-12-06,1074.8854629083069
1999-12-07,1067.4253051073067
1999-12-08,1059.7765583335533
1999-12-09,1061.8137396589298
1999-12-10,1059.90271993211
1999-12-13,1057.0322096758823
1999-12-14,1055.105119185652
1999-12-15,1054.9763275723192
1999-12-16,1060.540127867798
1999-12-17,1056.1654012374017
1999-12-20,1054.2685749354266
1999-12-21,1053.5481357976516
1999-12-22,1060.9120154189625
1999-12-23,1081.7313215678066
1999-12-24,1084.9610244511173
1999-12-27,1075.9019007721715
1999-12-28,1079.3676588519795
1999-12-29,1078.3416355799159
1999-12-30,1084.0773580583
1999-12-31,1084.8551429221639
2000-01-03,1074.2650176865748
2000-01-04,1051.999782700789
2000-01-05,1050.625267940435
2000-01-06,1060.3671994873769
2000-01-07,1077.3885398970401
2000-01-10,1075.6678233042965
2000-01-11,1066.7506599925596
2000-01-12,1061.5424414246718
2000-01-13,1069.2055996687527
2000-01-14,1072.8029738970367
2000-01-17,1074.1200443259513
2000-01-18,1060.485465539499
2000-01-19,1056.381959999165
2000-01-20,1050.1593644778982
2000-01-21,1044.6862437982277
2000-01-24,1030.7844495507943
2000-01-25,1019.5974370388008
2000-01-26,1029.0172348236758
2000-01-27,1032.3293491027569
2000-01-28,1014.6153409885198
2000-01-31,1018.0640162179325
2000-02-01,1023.1729485763225
2000-02-02,1025.8593139131945
2000-02-03,1041.591552135728
2000-02-04,1038.2911880269296
2000-02-07,1028.6691202607028
2000-02-08,1043.6328139654247
2000-02-09,1038.4629847512404
2000-02-10,1027.1742458499832
2000-02-11,1018.7669021718015
2000-02-14,1015.9895161572767
2000-02-15,1015.3801678784656
2000-02-16,1016.8596100910848
2000-02-17,1020.2316749714993
2000-02-18,1002.5381620704497
2000-02-21,997.8365172963978
2000-02-22,1010.9410731249556
2000-02-23,1008.815667227522
2000-02-24,996.3936419148315
2000-02-25,986.8713096763905
2000-02-28,985.054443009156
2000-02-29,987.9875144485308
2000-03-01,1002.6135093877671
2000-03-02,1018.3139564756211
2000-03-03,1023.8611291025425
2000-03-06,1017.4543222980641
2000-03-07,1005.1866346599884
2000-03-08,1003.5475247065818
2000-03-09,1011.0006631173453
2000-03-10,1008.8374967380241
2000-03-13,1002.2592772517156
2000-03-14,995.3827122335973
2000-03-15,1010.9702448977662
2000-03-16,1053.5408333022158
2000-03-17,1047.5262185888869
2000-03-20,1045.9290996078983
2000-03-21,1058.1915504914691
2000-03-22,1045.2482213399928
2000-03-23,1056.6870185730759
2000-03-24,1066.9213942287206
2000-03-27,1063.9752956638267
2000-03-28,1067.2897380156182
2000-03-29,1063.8995255867985
2000-03-30,1056.3855945850564
2000-03-31,1061.1691589997713
2000-04-03,1069.4003873975646
2000-04-04,1076.42314036938
2000-04-05,1069.7369758741936
2000-04-06,1075.1851254901221
2000-04-07,1067.0199320327981
2000-04-10,1073.7767214056041
2000-04-11,1077.3519960628682
2000-04-12,1083.7104187696236
2000-04-13,1080.054176370275
2000-04-14,1042.6647937777689
2000-04-17,1035.3175486434848
2000-04-18,1041.2508462032597
2000-04-19,1033.8886196153737
2000-04-20,1040.63897532369
2000-04-21,1040.3381618036033
2000-04-24,1049.3979324060404
2000-04-25,1058.7116149442654
2000-04-26,1055.4478676760755
2000-04-27,1034.948445899616
2000-04-28,1032.9243040311328
2000-05-01,1036.3008847595213
2000-05-02,1041.184701936279
2000-05-03,1019.7166428104638
2000-05-04,1016.6243901668682
2000-05-05,1024.5991271709806
2000-05-08,1026.853608531323
2000-05-09,1022.2416351424655
2000-05-10,1024.7491111967674
2000-05-11,1034.3647741444797
2000-05-12,1041.4170301804463
2000-05-15,1053.7347166547665
2000-05-16,1057.4377167310572
2000-05-17,1036.6417347171287
2000-05-18,1039.9004463355984
2000-05-19,1025.0373473890213
2000-05-22,1027.3772963853937
2000-05-23,1033.8786317308006
2000-05-24,1035.726575896494
2000-05-25,1031.0682396084603
2000-05-26,1037.0357827067521
2000-05-29,1042.082283527537
2000-05-30,1053.724852125234
2000-05-31,1054.3629383758382
2000-06-01,1064.599257829906
2000-06-02,1074.8856169373664
2000-06-05,1068.4834378029755
2000-06-06,1075.3110802366864
2000-06-07,1075.8257410323401
2000-06-08,1066.7568819062988
2000-06-09,1062.4705630248363
2000-06-12,1064.6422872643773
2000-06-13,1074.2159194319606
2000-06-14,1082.7709976886372
2000-06-15,1068.9848974557585
2000-06-16,1058.8173595439798
2000-06-19,1061.629881302755
2000-06-20,1051.9230239641079
2000-06-21,1045.4723711743675
2000-06-22,1041.349244697631
2000-06-23,1039.3617926699546
2000-06-26,1043.072599564045
2000-06-27,1046.8984066447697
2000-06-28,1045.965192593383
2000-06-29,1041.6557496002222
2000-06-30,1038.2884187698978
2000-07-03,1050.7574746421155
2000-07-04,1050.9265311666823
2000-07-05,1053.0108402351088
2000-07-06,1050.6535153908503
2000-07-07,1056.79142182469
2000-07-10,1060.051374399372
2000-07-11,1061.3923486247945
2000-07-12,1055.0879909559144
2000-07-13,1047.4605415471428
2000-07-14,1047.488237394041
2000-07-17,1042.7713280796372
2000-07-18,1039.5160734531369
2000-07-19,1037.1754005713995
2000-07-20,1036.5282974493923
2000-07-21,1034.3229250592906
2000-07-24,1033.8682221394583
2000-07-25,1038.8873257936004
2000-07-26,1031.7518512462461
2000-07-27,1035.9290977623846
2000-07-28,1026.5355267101304
2000-07-31,1025.7048852986954
2000-08-01,1034.1091913196765
2000-08-02,1036.5251660513482
2000-08-03,1036.2596785900082
2000-08-04,1042.8171939316417
2000-08-07,1051.753195613632
2000-08-08,1045.514860685291
2000-08-09,1042.8951327025366
2000-08-10,1052.8366653308885
2000-08-11,1057.2128071314958
2000-08-14,1062.6371513282545
2000-08-15,1065.9793082545614
2000-08-16,1066.53508916588
2000-08-17,1066.79367207501
2000-08-18,1061.5693718858781
2000-08-21,1061.0470915258315
2000-08-22,1059.8523387815123
2000-08-23,1058.4164173651513
2000-08-24,1055.9519486027277
2000-08-25,1058.4846419887454
2000-08-28,1056.762214162311
2000-08-29,1049.8469581686256
2000-08-30,1045.7928083125441
2000-08-31,1042.8692046525452
2000-09-01,1052.6687810791072
2000-09-04,1056.342505242283
2000-09-05,1051.901445815245
2000-09-06,1049.5912320659431
2000-09-07,1049.181468992018
2000-09-08,1049.9406392591197
2000-09-11,1054.493701467942
2000-09-12,1051.6195834094074
2000-09-13,1048.7284283013132
2000-09-14,1041.8209917546478
2000-09-15,1042.0966937463572
2000-09-18,1028.1168340467211
2000-09-19,1025.642195501819
2000-09-20,1012.4611251846312
2000-09-21,1012.7291002560029
2000-09-22,1035.7770386108443
2000-09-25,1031.4233974738102
2000-09-26,1030.0012581687513
2000-09-27,1034.1606610653541
2000-09-28,1050.7503061373206
2000-09-29,1050.494868272383
2000-10-02,1058.7343464810897
2000-10-03,1058.2031599366462
2000-10-04,1056.7094766300345
2000-10-05,1062.095368337397
2000-10-06,1054.3879097885929
2000-10-09,1044.761202546806
2000-10-10,1045.839369334135
2000-10-11,1036.8653297506528
2000-10-12,1022.910640069016
2000-10-13,1024.9184342987955
2000-10-16,1019.9062451259695
2000-10-17,1017.4498713893912
2000-10-18,1010.8396361429691
2000-10-19,1019.2918901163678
2000-10-20,1023.8774365771893
2000-10-23,1030.9264441859327
2000-10-24,1043.8418507502288
2000-10-25,1038.968083255909
2000-10-26,1036.2880100185787
2000-10-27,1052.9960908005098
2000-10-30,1074.0497312877576
2000-10-31,1083.822374415674
