Date,EMU HIGH DIVIDEND YIELD
2002-06-06,524.53419
2002-06-07,517.222359
2002-06-10,516.002298
2002-06-11,522.534501
2002-06-12,513.898722
2002-06-13,507.805987
2002-06-14,495.627713
2002-06-17,511.188942
2002-06-18,514.965294
2002-06-19,511.751179
2002-06-20,504.905031
2002-06-21,503.57299
2002-06-24,493.213406
2002-06-25,501.834729
2002-06-26,504.736832
2002-06-27,505.364331
2002-06-28,527.895832
2002-07-01,529.206383
2002-07-02,508.302886
2002-07-03,494.905275
2002-07-04,505.173449
2002-07-05,521.506312
2002-07-08,528.122121
2002-07-09,526.475203
2002-07-10,503.1402
2002-07-11,486.740757
2002-07-12,484.49213
2002-07-15,464.302858
2002-07-16,462.29382
2002-07-17,475.251068
2002-07-18,481.786059
2002-07-19,462.558381
2002-07-22,432.1154
2002-07-23,417.11594
2002-07-24,411.191013
2002-07-25,432.170544
2002-07-26,426.68378
2002-07-29,447.869981
2002-07-30,448.134574
2002-07-31,449.878317
2002-08-01,430.732451
2002-08-02,433.092541
2002-08-05,422.129796
2002-08-06,430.370749
2002-08-07,430.688681
2002-08-08,448.172098
2002-08-09,457.660071
2002-08-12,449.546098
2002-08-13,452.959615
2002-08-14,441.701778
2002-08-15,450.919491
2002-08-16,457.221141
2002-08-19,468.339327
2002-08-20,460.646929
2002-08-21,466.625882
2002-08-22,474.004218
2002-08-23,468.441871
2002-08-26,462.171963
2002-08-27,480.913731
2002-08-28,461.822883
2002-08-29,452.073802
2002-08-30,458.41073
2002-09-02,451.501626
2002-09-03,436.282235
2002-09-04,436.555738
2002-09-05,431.836642
2002-09-06,443.996916
2002-09-09,435.603766
2002-09-10,444.336822
2002-09-11,454.061273
2002-09-12,437.234507
2002-09-13,429.223671
2002-09-16,426.184645
2002-09-17,420.326893
2002-09-18,406.952064
2002-09-19,401.306922
2002-09-20,395.963502
2002-09-23,381.771089
2002-09-24,374.313977
2002-09-25,377.425062
2002-09-26,401.045554
2002-09-27,398.406749
2002-09-30,381.890871
2002-10-01,389.427267
2002-10-02,403.051892
2002-10-03,395.511479
2002-10-04,381.699456
2002-10-07,379.230537
2002-10-08,371.338573
2002-10-09,369.18234
2002-10-10,378.856966
2002-10-11,397.222184
2002-10-14,393.772569
2002-10-15,415.392286
2002-10-16,409.793124
2002-10-17,417.791397
2002-10-18,416.489482
2002-10-21,418.551176
2002-10-22,411.209071
2002-10-23,396.338804
2002-10-24,405.806819
2002-10-25,404.247396
2002-10-28,411.73886
2002-10-29,393.678714
2002-10-30,405.402576
2002-10-31,416.846082
2002-11-01,415.58093
2002-11-04,428.870369
2002-11-05,434.118883
2002-11-06,428.392037
2002-11-07,421.828269
2002-11-08,420.962823
2002-11-11,419.804602
2002-11-12,420.142488
2002-11-13,416.233922
2002-11-14,424.416736
2002-11-15,426.954669
2002-11-18,432.831434
2002-11-19,431.484015
2002-11-20,426.139235
2002-11-21,440.013259
2002-11-22,438.113611
2002-11-25,434.026594
2002-11-26,425.613108
2002-11-27,436.201902
2002-11-28,439.700874
2002-11-29,440.451741
2002-12-02,439.105487
2002-12-03,432.417391
2002-12-04,428.396094
2002-12-05,422.735409
2002-12-06,425.865268
2002-12-09,415.984488
2002-12-10,420.343972
2002-12-11,425.333006
2002-12-12,422.912698
2002-12-13,418.981754
2002-12-16,433.237146
2002-12-17,434.107043
2002-12-18,424.646697
2002-12-19,420.289323
2002-12-20,425.215924
2002-12-23,429.497993
2002-12-24,432.295705
2002-12-25,432.295705
2002-12-26,433.385821
2002-12-27,423.773021
2002-12-30,429.972141
2002-12-31,433.783906
2003-01-01,433.783906
2003-01-02,446.203452
2003-01-03,445.522095
2003-01-06,452.495669
2003-01-07,445.123893
2003-01-08,436.30685
2003-01-09,445.602917
2003-01-10,447.410896
2003-01-13,448.579859
2003-01-14,450.116239
2003-01-15,447.875546
2003-01-16,448.082452
2003-01-17,439.882105
2003-01-20,434.045103
2003-01-21,427.006805
2003-01-22,418.971908
2003-01-23,418.953159
2003-01-24,416.25859
2003-01-27,403.512709
2003-01-28,406.552596
2003-01-29,410.491249
2003-01-30,415.557098
2003-01-31,419.210353
2003-02-03,423.717243
2003-02-04,415.875615
2003-02-05,419.783874
2003-02-06,410.021832
2003-02-07,403.157682
2003-02-10,400.787939
2003-02-11,408.102094
2003-02-12,399.30996
2003-02-13,400.847473
2003-02-14,410.572136
2003-02-17,413.464507
2003-02-18,417.43219
2003-02-19,410.785734
2003-02-20,408.816438
2003-02-21,413.717588
2003-02-24,402.168753
2003-02-25,389.893421
2003-02-26,385.239053
2003-02-27,391.379531
2003-02-28,399.104103
2003-03-03,400.180795
2003-03-04,395.12293
2003-03-05,394.494595
2003-03-06,388.187812
2003-03-07,381.528455
2003-03-10,373.685287
2003-03-11,373.635122
2003-03-12,354.626348
2003-03-13,370.843128
2003-03-14,384.08191
2003-03-17,393.644548
2003-03-18,387.011248
2003-03-19,390.928424
2003-03-20,385.920032
2003-03-21,398.728029
2003-03-24,385.099693
2003-03-25,395.696575
2003-03-26,394.284421
2003-03-27,388.199857
2003-03-28,391.293369
2003-03-31,382.128796
2003-04-01,388.025722
2003-04-02,397.476328
2003-04-03,401.637985
2003-04-04,404.627568
2003-04-07,417.038058
2003-04-08,413.650253
2003-04-09,413.388947
2003-04-10,409.677785
2003-04-11,411.254534
2003-04-14,415.920421
2003-04-15,422.871494
2003-04-16,421.49701
2003-04-17,426.751457
2003-04-18,426.751457
2003-04-21,424.911914
2003-04-22,431.057122
2003-04-23,436.007111
2003-04-24,429.801651
2003-04-25,422.937261
2003-04-28,433.778684
2003-04-29,431.534144
2003-04-30,436.234814
2003-05-01,440.09993
2003-05-02,442.77589
2003-05-05,451.151901
2003-05-06,462.482923
2003-05-07,460.170333
2003-05-08,452.521454
2003-05-09,459.233015
2003-05-12,462.274853
2003-05-13,460.24564
2003-05-14,459.637877
2003-05-15,463.846185
2003-05-16,469.335255
2003-05-19,458.712053
2003-05-20,458.6206
2003-05-21,455.850798
2003-05-22,461.848547
2003-05-23,463.884912
2003-05-26,466.610398
2003-05-27,469.122752
2003-05-28,471.286077
2003-05-29,475.720057
2003-05-30,475.908086
2003-06-02,480.841509
2003-06-03,480.40952
2003-06-04,485.563944
2003-06-05,488.827696
2003-06-06,492.260674
2003-06-09,489.393155
2003-06-10,489.694622
2003-06-11,501.675025
2003-06-12,508.420918
2003-06-13,504.792801
2003-06-16,516.104622
2003-06-17,515.695149
2003-06-18,512.987951
2003-06-19,504.044437
2003-06-20,507.466003
2003-06-23,494.091033
2003-06-24,492.008478
2003-06-25,496.499627
2003-06-26,490.856256
2003-06-27,491.311948
2003-06-30,487.603871
2003-07-01,483.277807
2003-07-02,489.227023
2003-07-03,489.296974
2003-07-04,486.551488
2003-07-07,494.874737
2003-07-08,493.283022
2003-07-09,488.684528
2003-07-10,483.016059
2003-07-11,488.743053
2003-07-14,494.460536
2003-07-15,490.05617
2003-07-16,485.964839
2003-07-17,484.139575
2003-07-18,488.338948
2003-07-21,487.503043
2003-07-22,491.768811
2003-07-23,492.870146
2003-07-24,502.715494
2003-07-25,498.943142
2003-07-28,503.47361
2003-07-29,499.29433
2003-07-30,495.303558
2003-07-31,496.682788
2003-08-01,490.87443
2003-08-04,492.193185
2003-08-05,497.03428
2003-08-06,490.99988
2003-08-07,495.139661
2003-08-08,497.43825
2003-08-11,502.483904
2003-08-12,503.719481
2003-08-13,502.140457
2003-08-14,509.926931
2003-08-15,511.074729
2003-08-18,510.647421
2003-08-19,507.171944
2003-08-20,504.772675
2003-08-21,500.816092
2003-08-22,496.54731
2003-08-25,494.520952
2003-08-26,488.26224
2003-08-27,492.428645
2003-08-28,495.648362
2003-08-29,494.573627
2003-09-01,500.804969
2003-09-02,495.953009
2003-09-03,500.403333
2003-09-04,502.927228
2003-09-05,505.570462
2003-09-08,511.530085
2003-09-09,509.224588
2003-09-10,504.013328
2003-09-11,503.79402
2003-09-12,504.727537
2003-09-15,504.752294
2003-09-16,505.267519
2003-09-17,507.7079
2003-09-18,509.65479
2003-09-19,510.433713
2003-09-22,505.877018
2003-09-23,502.593383
2003-09-24,501.211217
2003-09-25,500.470689
2003-09-26,493.443685
2003-09-29,493.620624
2003-09-30,490.933472
2003-10-01,502.376154
2003-10-02,500.140452
2003-10-03,510.160487
2003-10-06,509.343378
2003-10-07,509.88619
2003-10-08,510.721254
2003-10-09,516.610479
2003-10-10,518.197495
2003-10-13,519.883612
2003-10-14,520.211756
2003-10-15,521.740836
2003-10-16,522.463587
2003-10-17,518.603001
2003-10-20,520.583432
2003-10-21,520.932142
2003-10-22,517.072955
2003-10-23,512.155237
2003-10-24,512.45365
2003-10-27,515.558133
2003-10-28,515.810891
2003-10-29,517.273955
2003-10-30,521.934061
2003-10-31,519.613599
2003-11-03,522.649293
2003-11-04,523.209194
2003-11-05,519.271942
2003-11-06,519.661017
2003-11-07,527.130883
2003-11-10,525.053111
2003-11-11,523.55729
2003-11-12,528.879233
2003-11-13,533.633879
2003-11-14,540.304961
2003-11-17,528.337611
2003-11-18,531.791928
2003-11-19,531.927982
2003-11-20,530.362183
2003-11-21,533.306785
2003-11-24,534.112223
2003-11-25,535.321287
2003-11-26,541.240996
2003-11-27,543.286357
2003-11-28,546.042001
2003-12-01,553.838493
2003-12-02,558.827874
2003-12-03,563.192373
2003-12-04,561.265879
2003-12-05,562.820929
2003-12-08,564.080852
2003-12-09,567.893535
2003-12-10,566.825074
2003-12-11,566.545293
2003-12-12,572.70378
2003-12-15,575.303923
2003-12-16,577.567825
2003-12-17,580.650059
2003-12-18,585.032108
2003-12-19,585.311016
2003-12-22,587.865722
2003-12-23,588.869512
2003-12-24,590.905558
2003-12-25,590.905558
2003-12-26,590.668312
2003-12-29,595.855406
2003-12-30,599.807681
2003-12-31,606.86453
2004-01-01,606.86453
2004-01-02,613.144761
2004-01-05,619.813577
2004-01-06,623.082206
2004-01-07,613.060963
2004-01-08,615.487023
2004-01-09,613.966144
2004-01-12,612.205165
2004-01-13,613.261019
2004-01-14,610.443391
2004-01-15,609.879111
2004-01-16,602.429294
2004-01-19,604.028512
2004-01-20,609.87764
2004-01-21,617.742332
2004-01-22,622.602903
2004-01-23,621.910275
2004-01-26,613.405673
2004-01-27,617.459138
2004-01-28,619.201466
2004-01-29,603.232363
2004-01-30,600.089405
2004-02-02,604.559188
2004-02-03,608.605737
2004-02-04,604.846647
2004-02-05,607.58567
2004-02-06,613.52324
2004-02-09,619.123318
2004-02-10,620.811294
2004-02-11,622.033753
2004-02-12,629.462095
2004-02-13,622.985522
2004-02-16,626.507106
2004-02-17,630.766884
2004-02-18,631.710549
2004-02-19,630.423254
2004-02-20,622.54939
2004-02-23,625.181744
2004-02-24,624.075439
2004-02-25,617.94053
2004-02-26,614.454986
2004-02-27,617.400992
2004-03-01,622.628865
2004-03-02,619.987856
2004-03-03,610.158473
2004-03-04,616.334254
2004-03-05,626.243256
2004-03-08,627.445307
2004-03-09,624.591956
2004-03-10,619.727616
2004-03-11,604.475491
2004-03-12,599.371072
2004-03-15,589.131757
2004-03-16,596.233533
2004-03-17,597.184483
2004-03-18,597.009691
2004-03-19,597.43663
2004-03-22,588.356754
2004-03-23,585.494915
2004-03-24,580.649238
2004-03-25,585.968046
2004-03-26,586.119045
2004-03-29,595.58854
2004-03-30,597.858215
2004-03-31,602.543812
2004-04-01,612.047487
2004-04-02,613.15676
2004-04-05,611.214412
2004-04-06,612.937516
2004-04-07,615.785384
2004-04-08,615.630639
2004-04-09,615.630639
2004-04-12,613.901378
2004-04-13,613.842009
2004-04-14,608.196744
2004-04-15,610.264056
2004-04-16,621.596349
2004-04-19,619.043197
2004-04-20,617.734872
2004-04-21,610.433567
2004-04-22,613.165708
2004-04-23,614.131325
2004-04-26,615.185584
2004-04-27,617.476286
2004-04-28,607.279316
2004-04-29,606.452117
2004-04-30,606.355129
2004-05-03,610.643814
2004-05-04,617.336285
2004-05-05,624.150112
2004-05-06,611.14623
2004-05-07,600.217149
2004-05-10,582.363312
2004-05-11,588.554167
2004-05-12,586.813365
2004-05-13,591.726916
2004-05-14,591.169456
2004-05-17,590.527031
2004-05-18,591.011603
2004-05-19,603.437684
2004-05-20,594.256026
2004-05-21,598.498589
2004-05-24,600.871154
2004-05-25,605.701514
2004-05-26,611.474107
2004-05-27,623.002941
2004-05-28,617.379568
2004-05-31,619.363896
2004-06-01,615.465442
2004-06-02,621.899847
2004-06-03,623.109412
2004-06-04,628.328234
2004-06-07,636.550452
2004-06-08,635.100003
2004-06-09,623.140294
2004-06-10,626.537749
2004-06-11,621.60744
2004-06-14,618.69153
2004-06-15,624.317494
2004-06-16,626.755985
2004-06-17,630.518629
2004-06-18,639.370943
2004-06-21,636.772893
2004-06-22,630.311293
2004-06-23,632.198012
2004-06-24,640.218662
2004-06-25,636.092786
2004-06-28,641.212532
2004-06-29,634.602744
2004-06-30,632.90704
2004-07-01,631.580106
2004-07-02,635.868211
2004-07-05,634.942552
2004-07-06,632.819509
2004-07-07,637.929153
2004-07-08,643.427649
2004-07-09,644.911195
2004-07-12,642.56488
2004-07-13,638.461075
2004-07-14,639.880557
2004-07-15,635.170151
2004-07-16,639.873346
2004-07-19,635.977803
2004-07-20,635.124332
2004-07-21,630.086509
2004-07-22,623.212018
2004-07-23,613.971583
2004-07-26,610.266947
2004-07-27,613.544516
2004-07-28,613.272384
2004-07-29,624.381112
2004-07-30,624.574385
2004-08-02,622.193977
2004-08-03,629.629628
2004-08-04,624.955679
2004-08-05,626.077667
2004-08-06,623.974954
2004-08-09,620.194311
2004-08-10,627.694572
2004-08-11,617.46884
2004-08-12,620.587572
2004-08-13,624.3071
2004-08-16,628.163289
2004-08-17,627.761278
2004-08-18,627.233502
2004-08-19,631.386726
2004-08-20,629.631568
2004-08-23,630.276124
2004-08-24,624.652801
2004-08-25,624.946164
2004-08-26,629.707673
2004-08-27,631.421706
2004-08-30,631.118579
2004-08-31,633.862564
2004-09-01,639.143847
2004-09-02,641.893542
2004-09-03,642.084486
2004-09-06,643.533663
2004-09-07,644.045281
2004-09-08,644.661596
2004-09-09,643.176931
2004-09-10,652.573511
2004-09-13,654.859387
2004-09-14,655.315179
2004-09-15,647.660162
2004-09-16,647.566096
2004-09-17,654.425752
2004-09-20,651.606062
2004-09-21,662.018921
2004-09-22,654.811745
2004-09-23,653.347298
2004-09-24,653.499921
2004-09-27,653.95222
2004-09-28,657.452489
2004-09-29,659.10058
2004-09-30,660.454039
2004-10-01,672.342035
2004-10-04,668.925695
2004-10-05,673.768775
2004-10-06,674.901235
2004-10-07,675.024434
2004-10-08,680.364004
2004-10-11,679.192429
2004-10-12,670.109002
2004-10-13,667.507995
2004-10-14,671.904243
2004-10-15,675.784865
2004-10-18,677.69896
2004-10-19,682.119514
2004-10-20,681.197843
2004-10-21,685.180574
2004-10-22,688.096222
2004-10-25,684.657322
2004-10-26,684.898985
2004-10-27,693.956789
2004-10-28,698.678129
2004-10-29,696.691873
2004-11-01,702.253123
2004-11-02,702.930988
2004-11-03,710.485808
2004-11-04,715.210539
2004-11-05,717.506958
2004-11-08,718.877152
2004-11-09,714.738312
2004-11-10,716.793324
2004-11-11,723.170693
2004-11-12,724.516255
2004-11-15,723.180456
2004-11-16,720.157395
2004-11-17,730.730701
2004-11-18,727.533454
2004-11-19,727.82353
2004-11-22,724.645371
2004-11-23,727.19047
2004-11-24,730.909472
2004-11-25,742.567456
2004-11-26,742.711717
2004-11-29,741.718203
2004-11-30,739.73429
2004-12-01,748.212846
2004-12-02,745.007189
2004-12-03,747.687703
2004-12-06,749.290409
2004-12-07,751.545368
2004-12-08,742.269128
2004-12-09,738.247342
2004-12-10,740.964322
2004-12-13,749.03828
2004-12-14,750.269568
2004-12-15,756.159331
2004-12-16,750.777933
2004-12-17,741.862389
2004-12-20,754.564119
2004-12-21,753.560522
2004-12-22,760.250981
2004-12-23,769.610785
2004-12-24,771.309624
2004-12-27,775.236838
2004-12-28,775.650115
2004-12-29,773.870157
2004-12-30,776.290951
2004-12-31,773.915445
2005-01-03,770.474455
2005-01-04,761.706429
2005-01-05,756.20533
2005-01-06,755.99245
2005-01-07,752.076216
2005-01-10,754.83012
2005-01-11,754.410607
2005-01-12,757.399841
2005-01-13,757.400845
2005-01-14,755.504939
2005-01-17,757.48249
2005-01-18,754.921148
2005-01-19,757.046175
2005-01-20,748.444769
2005-01-21,754.469008
2005-01-24,756.660178
2005-01-25,756.523008
2005-01-26,761.706445
2005-01-27,760.13102
2005-01-28,754.599279
2005-01-31,761.845618
2005-02-01,767.769428
2005-02-02,773.36579
2005-02-03,767.229552
2005-02-04,773.718984
2005-02-07,769.587334
2005-02-08,766.431707
2005-02-09,765.557741
2005-02-10,773.159228
2005-02-11,782.842471
2005-02-14,786.806348
2005-02-15,791.256639
2005-02-16,789.661233
2005-02-17,796.506394
2005-02-18,798.183452
2005-02-21,791.857099
2005-02-22,796.955329
2005-02-23,790.074147
2005-02-24,789.489609
2005-02-25,797.77767
2005-02-28,804.063039
2005-03-01,801.808205
2005-03-02,797.11505
2005-03-03,798.307251
2005-03-04,813.501492
2005-03-07,810.079253
2005-03-08,816.132878
2005-03-09,813.194393
2005-03-10,807.210619
2005-03-11,811.386313
2005-03-14,806.466917
