Date,EUROPE HIGH DIVIDEND YIELD
2001-02-07,573.226658
2001-02-08,565.840924
2001-02-09,564.793339
2001-02-12,571.501821
2001-02-13,570.005918
2001-02-14,569.463752
2001-02-15,563.224245
2001-02-16,562.655941
2001-02-19,564.628704
2001-02-20,554.670372
2001-02-21,552.269344
2001-02-22,547.422703
2001-02-23,542.666123
2001-02-26,541.132229
2001-02-27,545.029785
2001-02-28,546.52878
2001-03-01,551.267788
2001-03-02,553.077402
2001-03-05,553.051373
2001-03-06,555.110002
2001-03-07,555.659227
2001-03-08,558.889353
2001-03-09,555.784798
2001-03-12,544.953047
2001-03-13,531.740881
2001-03-14,518.185377
2001-03-15,523.240642
2001-03-16,505.829515
2001-03-19,502.292579
2001-03-20,509.887675
2001-03-21,498.711649
2001-03-22,472.504849
2001-03-23,485.306037
2001-03-26,500.773138
2001-03-27,515.327494
2001-03-28,506.396039
2001-03-29,508.626026
2001-03-30,511.847841
2001-04-02,510.934021
2001-04-03,502.590337
2001-04-04,513.178376
2001-04-05,517.285102
2001-04-06,519.447051
2001-04-09,527.558401
2001-04-10,528.930498
2001-04-11,525.960719
2001-04-12,530.543255
2001-04-13,530.543255
2001-04-16,526.380876
2001-04-17,524.161858
2001-04-18,528.249856
2001-04-19,536.168947
2001-04-20,538.791853
2001-04-23,533.986307
2001-04-24,536.831263
2001-04-25,537.317837
2001-04-26,541.044705
2001-04-27,543.705937
2001-04-30,542.294685
2001-05-01,544.01271
2001-05-02,540.442762
2001-05-03,533.208577
2001-05-04,537.541569
2001-05-07,538.07032
2001-05-08,535.5432
2001-05-09,533.160963
2001-05-10,541.057369
2001-05-11,536.281331
2001-05-14,527.21569
2001-05-15,534.599675
2001-05-16,538.758168
2001-05-17,541.035908
2001-05-18,541.985031
2001-05-21,543.199249
2001-05-22,539.312893
2001-05-23,533.819781
2001-05-24,533.726352
2001-05-25,531.535245
2001-05-28,533.673439
2001-05-29,529.294932
2001-05-30,528.05302
2001-05-31,525.312282
2001-06-01,524.225946
2001-06-04,527.085224
2001-06-05,529.819271
2001-06-06,525.458115
2001-06-07,527.127304
2001-06-08,525.941933
2001-06-11,517.727993
2001-06-12,516.926901
2001-06-13,522.381299
2001-06-14,522.840289
2001-06-15,521.267281
2001-06-18,516.013997
2001-06-19,515.914015
2001-06-20,512.23462
2001-06-21,514.168294
2001-06-22,517.077884
2001-06-25,521.921047
2001-06-26,515.068714
2001-06-27,516.122513
2001-06-28,515.737489
2001-06-29,518.810934
2001-07-02,525.347331
2001-07-03,520.242189
2001-07-04,518.976272
2001-07-05,513.587827
2001-07-06,508.223805
2001-07-09,509.452915
2001-07-10,510.864107
2001-07-11,508.725038
2001-07-12,508.546372
2001-07-13,511.498925
2001-07-16,511.193887
2001-07-17,506.508833
2001-07-18,510.575855
2001-07-19,515.247926
2001-07-20,515.276528
2001-07-23,513.547902
2001-07-24,511.139949
2001-07-25,505.508214
2001-07-26,507.030596
2001-07-27,512.263954
2001-07-30,516.918837
2001-07-31,522.451136
2001-08-01,525.018275
2001-08-02,526.355694
2001-08-03,525.880166
2001-08-06,524.284953
2001-08-07,522.479369
2001-08-08,516.316006
2001-08-09,515.417454
2001-08-10,516.480375
2001-08-13,520.383973
2001-08-14,525.381702
2001-08-15,530.265452
2001-08-16,527.585332
2001-08-17,522.046109
2001-08-20,520.871562
2001-08-21,524.846239
2001-08-22,529.312998
2001-08-23,525.809042
2001-08-24,533.606051
2001-08-27,532.201164
2001-08-28,527.910532
2001-08-29,528.886095
2001-08-30,518.907232
2001-08-31,518.759564
2001-09-03,513.876762
2001-09-04,511.904982
2001-09-05,506.718191
2001-09-06,498.81478
2001-09-07,492.253637
2001-09-10,485.12644
2001-09-11,458.104045
2001-09-12,463.07356
2001-09-13,469.831987
2001-09-14,453.157994
2001-09-17,461.095467
2001-09-18,458.210344
2001-09-19,448.715387
2001-09-20,427.563068
2001-09-21,410.471019
2001-09-24,431.288097
2001-09-25,440.014378
2001-09-26,446.447617
2001-09-27,451.931601
2001-09-28,458.659647
2001-10-01,454.051157
2001-10-02,457.879531
2001-10-03,462.704925
2001-10-04,474.62296
2001-10-05,475.33963
2001-10-08,473.032706
2001-10-09,470.967203
2001-10-10,476.704958
2001-10-11,477.434356
2001-10-12,477.765361
2001-10-15,467.561677
2001-10-16,470.676792
2001-10-17,478.14862
2001-10-18,469.322421
2001-10-19,458.312235
2001-10-22,459.995454
2001-10-23,470.319697
2001-10-24,475.365454
2001-10-25,469.855831
2001-10-26,476.532192
2001-10-29,474.17584
2001-10-30,465.633181
2001-10-31,467.422289
2001-11-01,472.042566
2001-11-02,471.986657
2001-11-05,478.042845
2001-11-06,476.96163
2001-11-07,482.690793
2001-11-08,485.896945
2001-11-09,481.68658
2001-11-12,472.441597
2001-11-13,479.489055
2001-11-14,481.325485
2001-11-15,480.257006
2001-11-16,486.65427
2001-11-19,490.660969
2001-11-20,488.114748
2001-11-21,486.463502
2001-11-22,489.132262
2001-11-23,486.425198
2001-11-26,486.109582
2001-11-27,481.611039
2001-11-28,478.882589
2001-11-29,480.38681
2001-11-30,486.10507
2001-12-03,480.940158
2001-12-04,485.562935
2001-12-05,497.435821
2001-12-06,503.297742
2001-12-07,497.902923
2001-12-10,490.237558
2001-12-11,489.506298
2001-12-12,487.613589
2001-12-13,482.696297
2001-12-14,482.063864
2001-12-17,493.8495
2001-12-18,492.613995
2001-12-19,487.106228
2001-12-20,483.136927
2001-12-21,485.038537
2001-12-24,482.212137
2001-12-25,482.212137
2001-12-26,483.441917
2001-12-27,494.378154
2001-12-28,495.943358
2001-12-31,498.800835
2002-01-01,498.800835
2002-01-02,501.191743
2002-01-03,507.807666
2002-01-04,507.679499
2002-01-07,502.31172
2002-01-08,500.180214
2002-01-09,499.033697
2002-01-10,496.820945
2002-01-11,497.045404
2002-01-14,489.397671
2002-01-15,491.512709
2002-01-16,483.464155
2002-01-17,489.759448
2002-01-18,489.332448
2002-01-21,488.6238
2002-01-22,489.011597
2002-01-23,492.608977
2002-01-24,494.541562
2002-01-25,487.602593
2002-01-28,490.229764
2002-01-29,484.25366
2002-01-30,479.522132
2002-01-31,485.076981
2002-02-01,485.509734
2002-02-04,483.640014
2002-02-05,478.249202
2002-02-06,473.132153
2002-02-07,475.96781
2002-02-08,477.714649
2002-02-11,484.779863
2002-02-12,483.756771
2002-02-13,485.07717
2002-02-14,488.155361
2002-02-15,484.698177
2002-02-18,480.998173
2002-02-19,474.719744
2002-02-20,471.20822
2002-02-21,475.072463
2002-02-22,473.697701
2002-02-25,477.611901
2002-02-26,479.552597
2002-02-27,481.350462
2002-02-28,481.496405
2002-03-01,486.769613
2002-03-04,498.893921
2002-03-05,496.716145
2002-03-06,500.810318
2002-03-07,505.990324
2002-03-08,506.839132
2002-03-11,505.389594
2002-03-12,500.833255
2002-03-13,503.001299
2002-03-14,507.330152
2002-03-15,513.625262
2002-03-18,514.428189
2002-03-19,517.832425
2002-03-20,515.889659
2002-03-21,513.474335
2002-03-22,514.068545
2002-03-25,509.539005
2002-03-26,511.485989
2002-03-27,510.632862
2002-03-28,516.276589
2002-03-29,516.276589
2002-04-01,520.923393
2002-04-02,518.687195
2002-04-03,518.933157
2002-04-04,515.387149
2002-04-05,514.502292
2002-04-08,506.718319
2002-04-09,509.496546
2002-04-10,516.421538
2002-04-11,513.192725
2002-04-12,515.442553
2002-04-15,518.227695
2002-04-16,526.268358
2002-04-17,528.86975
2002-04-18,530.064247
2002-04-19,532.240766
2002-04-22,530.657951
2002-04-23,530.049171
2002-04-24,532.078238
2002-04-25,528.323171
2002-04-26,526.451028
2002-04-29,527.093521
2002-04-30,529.057781
2002-05-01,530.227406
2002-05-02,530.217303
2002-05-03,536.28862
2002-05-06,535.368699
2002-05-07,529.145414
2002-05-08,535.756219
2002-05-09,531.804899
2002-05-10,529.366836
2002-05-13,534.475646
2002-05-14,532.702327
2002-05-15,536.881831
2002-05-16,535.319357
2002-05-17,540.141262
2002-05-20,536.634334
2002-05-21,533.936747
2002-05-22,533.263814
2002-05-23,532.066767
2002-05-24,534.521468
2002-05-27,534.847919
2002-05-28,535.091284
2002-05-29,535.541402
2002-05-30,533.287312
2002-05-31,533.815654
2002-06-03,532.66227
2002-06-04,526.170958
2002-06-05,521.224687
2002-06-06,524.072543
2002-06-07,517.946912
2002-06-10,517.696975
2002-06-11,522.049676
2002-06-12,515.40409
2002-06-13,508.533004
2002-06-14,496.084254
2002-06-17,508.445985
2002-06-18,508.858384
2002-06-19,504.00459
2002-06-20,498.022106
2002-06-21,500.289958
2002-06-24,491.975629
2002-06-25,498.909356
2002-06-26,499.788493
2002-06-27,499.475363
2002-06-28,516.571021
2002-07-01,518.980816
2002-07-02,502.488801
2002-07-03,486.700477
2002-07-04,493.117781
2002-07-05,507.141375
2002-07-08,512.062914
2002-07-09,510.164638
2002-07-10,495.370149
2002-07-11,477.615681
2002-07-12,475.613595
2002-07-15,457.239691
2002-07-16,458.639572
2002-07-17,473.377954
2002-07-18,483.120993
2002-07-19,465.061013
2002-07-22,441.137578
2002-07-23,427.453488
2002-07-24,419.563825
2002-07-25,441.246735
2002-07-26,440.058322
2002-07-29,459.801445
2002-07-30,460.815451
2002-07-31,463.540947
2002-08-01,444.281563
2002-08-02,447.704148
2002-08-05,436.473728
2002-08-06,443.081406
2002-08-07,441.53734
2002-08-08,454.888742
2002-08-09,463.072643
2002-08-12,457.628668
2002-08-13,461.560364
2002-08-14,454.2367
2002-08-15,465.241305
2002-08-16,467.944568
2002-08-19,478.238371
2002-08-20,471.744604
2002-08-21,477.116366
2002-08-22,481.959387
2002-08-23,475.956017
2002-08-26,473.389975
2002-08-27,487.46847
2002-08-28,472.330968
2002-08-29,464.826647
2002-08-30,469.219409
2002-09-02,463.495941
2002-09-03,451.309809
2002-09-04,451.5289
2002-09-05,447.211222
2002-09-06,456.640603
2002-09-09,450.688243
2002-09-10,460.060221
2002-09-11,465.272
2002-09-12,453.237616
2002-09-13,445.763101
2002-09-16,442.679317
2002-09-17,438.812576
2002-09-18,425.291573
2002-09-19,421.120951
2002-09-20,420.007871
2002-09-23,405.654935
2002-09-24,397.245027
2002-09-25,401.375966
2002-09-26,419.129104
2002-09-27,417.711812
2002-09-30,402.983635
2002-10-01,409.115428
2002-10-02,419.512236
2002-10-03,413.994621
2002-10-04,403.11917
2002-10-07,400.316704
2002-10-08,392.462281
2002-10-09,391.896836
2002-10-10,399.594946
2002-10-11,420.287957
2002-10-14,416.583026
2002-10-15,437.745809
2002-10-16,431.750556
2002-10-17,440.495822
2002-10-18,436.275558
2002-10-21,439.269459
2002-10-22,436.425478
2002-10-23,422.637189
2002-10-24,431.014088
2002-10-25,428.602261
2002-10-28,434.908975
2002-10-29,419.657229
2002-10-30,428.80553
2002-10-31,437.127829
2002-11-01,434.024936
2002-11-04,449.559789
2002-11-05,456.261013
2002-11-06,449.27866
2002-11-07,445.893685
2002-11-08,442.984548
2002-11-11,441.006417
2002-11-12,442.560833
2002-11-13,436.748704
2002-11-14,440.639958
2002-11-15,443.593101
2002-11-18,448.920309
2002-11-19,447.078983
2002-11-20,443.989297
2002-11-21,457.921667
2002-11-22,457.191551
2002-11-25,450.414534
2002-11-26,442.024603
2002-11-27,449.150578
2002-11-28,454.786699
2002-11-29,455.127241
2002-12-02,454.38071
2002-12-03,447.788395
2002-12-04,444.44414
2002-12-05,440.276167
2002-12-06,441.658376
2002-12-09,430.59188
2002-12-10,432.251439
2002-12-11,436.551046
2002-12-12,433.145797
2002-12-13,430.284447
2002-12-16,442.833174
2002-12-17,441.278925
2002-12-18,433.353929
2002-12-19,430.753297
2002-12-20,435.728952
2002-12-23,437.580823
2002-12-24,438.79535
2002-12-25,438.79535
2002-12-26,439.3624
2002-12-27,430.97304
2002-12-30,437.710349
2002-12-31,442.527144
2003-01-01,442.527144
2003-01-02,452.21217
2003-01-03,452.915845
2003-01-06,455.957435
2003-01-07,448.997971
2003-01-08,441.242026
2003-01-09,447.764822
2003-01-10,451.167
2003-01-13,450.664621
2003-01-14,451.883208
2003-01-15,447.406989
2003-01-16,446.881991
2003-01-17,441.418317
2003-01-20,436.853127
2003-01-21,430.190178
2003-01-22,423.054926
2003-01-23,422.461093
2003-01-24,421.996561
2003-01-27,408.643239
2003-01-28,410.686031
2003-01-29,409.685643
2003-01-30,417.427156
2003-01-31,418.399915
2003-02-03,426.476565
2003-02-04,418.609474
2003-02-05,424.603531
2003-02-06,416.573744
2003-02-07,412.449747
2003-02-10,408.611681
2003-02-11,415.376872
2003-02-12,408.379502
2003-02-13,412.116202
2003-02-14,415.932674
2003-02-17,420.511309
2003-02-18,423.79718
2003-02-19,418.648158
2003-02-20,417.21433
2003-02-21,420.327395
2003-02-24,411.581437
2003-02-25,398.840546
2003-02-26,396.790584
2003-02-27,399.322532
2003-02-28,407.733592
2003-03-03,409.4961
2003-03-04,403.796482
2003-03-05,403.367923
2003-03-06,398.815091
2003-03-07,392.739926
2003-03-10,384.843424
2003-03-11,386.931662
2003-03-12,371.494084
2003-03-13,388.149578
2003-03-14,398.176877
2003-03-17,407.984566
2003-03-18,405.253133
2003-03-19,407.823812
2003-03-20,405.213414
2003-03-21,416.73335
2003-03-24,404.732305
2003-03-25,410.394231
2003-03-26,411.191267
2003-03-27,404.838638
2003-03-28,403.715197
2003-03-31,396.115487
2003-04-01,400.406066
2003-04-02,409.670935
2003-04-03,413.548571
2003-04-04,416.356482
2003-04-07,428.489995
2003-04-08,423.391821
2003-04-09,423.058713
2003-04-10,421.68847
2003-04-11,422.930587
2003-04-14,428.367908
2003-04-15,436.287011
2003-04-16,433.593144
2003-04-17,438.30922
2003-04-18,438.30922
2003-04-21,435.455302
2003-04-22,441.945965
2003-04-23,448.061321
2003-04-24,442.717505
2003-04-25,436.507434
2003-04-28,447.625955
2003-04-29,448.69044
2003-04-30,452.138521
2003-05-01,452.871161
2003-05-02,455.785612
2003-05-05,461.121198
2003-05-06,470.337157
2003-05-07,466.110751
2003-05-08,459.503835
2003-05-09,464.881882
2003-05-12,467.93914
2003-05-13,466.928153
2003-05-14,467.663769
2003-05-15,471.757966
2003-05-16,477.074133
2003-05-19,467.91121
2003-05-20,469.839988
2003-05-21,467.847252
2003-05-22,471.380646
2003-05-23,472.698165
2003-05-26,474.235832
2003-05-27,477.098288
2003-05-28,482.640117
2003-05-29,488.489018
2003-05-30,485.338677
2003-06-02,492.503589
2003-06-03,490.547573
2003-06-04,493.894897
2003-06-05,498.270653
2003-06-06,504.268864
2003-06-09,500.110515
2003-06-10,498.998981
2003-06-11,510.82632
2003-06-12,515.092449
2003-06-13,512.213646
2003-06-16,522.123742
2003-06-17,525.700129
2003-06-18,523.000296
2003-06-19,514.649619
2003-06-20,516.479527
2003-06-23,505.646188
2003-06-24,502.121806
2003-06-25,506.393533
2003-06-26,501.242803
2003-06-27,500.600696
2003-06-30,497.49908
2003-07-01,492.921464
2003-07-02,498.801059
2003-07-03,500.788527
2003-07-04,498.163024
2003-07-07,505.548942
2003-07-08,503.216415
2003-07-09,498.61959
2003-07-10,494.140122
2003-07-11,499.426376
2003-07-14,505.340754
2003-07-15,500.077664
2003-07-16,494.860489
2003-07-17,491.343565
2003-07-18,493.741776
2003-07-21,493.809884
2003-07-22,497.880197
2003-07-23,499.623694
2003-07-24,508.688688
2003-07-25,506.672267
2003-07-28,510.984066
2003-07-29,508.303889
2003-07-30,506.021454
2003-07-31,506.527498
2003-08-01,501.125627
2003-08-04,502.035402
2003-08-05,504.877883
2003-08-06,499.243334
2003-08-07,503.626654
2003-08-08,505.130917
2003-08-11,508.315569
2003-08-12,510.198637
2003-08-13,511.182129
2003-08-14,517.263117
2003-08-15,517.644921
2003-08-18,517.835846
2003-08-19,514.693805
2003-08-20,514.34384
2003-08-21,511.867484
2003-08-22,508.074044
2003-08-25,506.921167
2003-08-26,500.327937
2003-08-27,504.256423
2003-08-28,506.237126
2003-08-29,504.91947
2003-09-01,509.436857
2003-09-02,506.560858
2003-09-03,511.676919
2003-09-04,513.348726
2003-09-05,515.003259
2003-09-08,519.885049
2003-09-09,517.851962
2003-09-10,513.839622
2003-09-11,514.032529
2003-09-12,516.591368
2003-09-15,517.822538
2003-09-16,518.776528
2003-09-17,522.067122
2003-09-18,527.162834
2003-09-19,526.828921
2003-09-22,524.474736
2003-09-23,522.17725
2003-09-24,522.412278
2003-09-25,521.201613
2003-09-26,515.06033
2003-09-29,515.062705
2003-09-30,510.579881
2003-10-01,522.955508
2003-10-02,524.83354
2003-10-03,532.916599
2003-10-06,532.657993
2003-10-07,533.304201
2003-10-08,532.491264
2003-10-09,538.287924
2003-10-10,539.319626
2003-10-13,542.510039
2003-10-14,542.163359
2003-10-15,545.651316
2003-10-16,546.409949
2003-10-17,542.603771
2003-10-20,546.079917
2003-10-21,547.126662
2003-10-22,542.664331
2003-10-23,536.617277
2003-10-24,538.220598
2003-10-27,540.2758
2003-10-28,542.692096
2003-10-29,544.676201
2003-10-30,549.235693
2003-10-31,547.017969
2003-11-03,549.679323
2003-11-04,549.430504
2003-11-05,546.060858
2003-11-06,545.414522
2003-11-07,553.386815
2003-11-10,551.434575
2003-11-11,549.300265
2003-11-12,554.417598
2003-11-13,558.517679
2003-11-14,562.453362
2003-11-17,553.264563
2003-11-18,557.130838
2003-11-19,555.6482
2003-11-20,553.957397
2003-11-21,557.345582
2003-11-24,559.761861
2003-11-25,561.922822
2003-11-26,566.944416
2003-11-27,568.660676
2003-11-28,571.310766
2003-12-01,579.240919
2003-12-02,580.964785
2003-12-03,584.85031
2003-12-04,581.644969
2003-12-05,582.905494
2003-12-08,584.93492
2003-12-09,590.126178
2003-12-10,587.958208
2003-12-11,586.798669
2003-12-12,592.086934
2003-12-15,594.010168
2003-12-16,594.593184
2003-12-17,599.77368
2003-12-18,605.616671
2003-12-19,607.518422
2003-12-22,609.623015
2003-12-23,611.190427
2003-12-24,613.504535
2003-12-25,613.504535
2003-12-26,613.67118
2003-12-29,616.70833
2003-12-30,621.267462
2003-12-31,626.825523
2004-01-01,626.825523
2004-01-02,632.223334
2004-01-05,638.032299
2004-01-06,641.74177
2004-01-07,633.573764
2004-01-08,637.190685
2004-01-09,635.873063
2004-01-12,635.11202
2004-01-13,634.331362
2004-01-14,631.721618
2004-01-15,629.078106
2004-01-16,623.030311
2004-01-19,623.171478
2004-01-20,629.862276
2004-01-21,638.209735
2004-01-22,640.637222
2004-01-23,637.675529
2004-01-26,629.321945
2004-01-27,631.16614
2004-01-28,636.121636
2004-01-29,621.707849
2004-01-30,619.344564
2004-02-02,620.568832
2004-02-03,626.109526
2004-02-04,622.935499
2004-02-05,625.096
2004-02-06,631.135176
2004-02-09,638.299538
2004-02-10,637.69027
2004-02-11,639.152831
2004-02-12,645.125652
2004-02-13,643.042821
2004-02-16,645.926804
2004-02-17,652.377776
2004-02-18,652.625248
2004-02-19,653.164517
2004-02-20,646.607337
2004-02-23,648.029846
2004-02-24,648.890636
2004-02-25,645.94964
2004-02-26,641.593055
2004-02-27,641.86626
2004-03-01,649.856316
2004-03-02,644.372795
2004-03-03,635.243968
2004-03-04,640.558647
2004-03-05,648.347421
2004-03-08,649.172635
2004-03-09,646.372829
2004-03-10,639.223584
2004-03-11,624.419732
2004-03-12,621.516051
2004-03-15,614.158935
2004-03-16,622.609284
2004-03-17,624.521212
2004-03-18,624.06499
2004-03-19,625.716771
2004-03-22,616.721241
2004-03-23,615.210634
2004-03-24,610.579828
2004-03-25,613.143576
2004-03-26,611.381288
2004-03-29,621.147856
2004-03-30,624.782829
2004-03-31,628.37929
2004-04-01,637.759058
2004-04-02,637.730124
2004-04-05,636.564662
2004-04-06,639.949769
2004-04-07,642.136795
2004-04-08,642.859668
2004-04-09,642.859668
2004-04-12,641.837769
2004-04-13,641.066288
2004-04-14,632.275695
2004-04-15,633.165213
2004-04-16,644.271502
2004-04-19,644.21723
2004-04-20,642.776008
2004-04-21,633.906748
2004-04-22,636.70597
2004-04-23,637.482551
2004-04-26,641.26343
2004-04-27,643.723485
2004-04-28,634.280317
2004-04-29,633.376747
2004-04-30,630.352571
2004-05-03,632.698319
2004-05-04,643.331389
2004-05-05,647.557134
2004-05-06,638.651015
2004-05-07,630.112121
2004-05-10,611.740757
2004-05-11,615.366543
2004-05-12,615.991326
2004-05-13,620.242139
2004-05-14,619.100567
2004-05-17,617.223623
2004-05-18,617.226452
2004-05-19,629.513262
2004-05-20,620.383161
2004-05-21,625.507917
2004-05-24,627.341388
2004-05-25,634.542276
2004-05-26,639.873933
2004-05-27,649.475567
2004-05-28,644.761024
2004-05-31,645.765155
2004-06-01,644.86968
2004-06-02,650.478653
2004-06-03,651.750891
2004-06-04,654.257738
2004-06-07,661.418044
2004-06-08,661.073384
2004-06-09,651.465948
2004-06-10,654.179123
2004-06-11,648.931472
2004-06-14,644.221746
2004-06-15,648.919462
2004-06-16,653.822198
2004-06-17,656.861794
2004-06-18,663.536556
2004-06-21,660.337165
2004-06-22,653.80262
2004-06-23,656.637901
2004-06-24,662.545465
2004-06-25,659.379385
2004-06-28,665.120884
2004-06-29,657.91551
2004-06-30,655.311085
2004-07-01,652.461184
2004-07-02,655.025332
2004-07-05,654.782316
2004-07-06,654.245533
2004-07-07,658.298696
2004-07-08,662.773216
2004-07-09,664.756536
2004-07-12,662.971782
2004-07-13,659.15033
2004-07-14,660.566526
2004-07-15,656.128438
2004-07-16,663.137232
2004-07-19,660.356729
2004-07-20,657.670852
2004-07-21,654.786527
2004-07-22,647.860656
2004-07-23,642.021631
2004-07-26,639.189786
2004-07-27,639.843699
2004-07-28,641.78892
2004-07-29,651.614382
2004-07-30,651.813984
2004-08-02,652.885539
2004-08-03,658.245726
2004-08-04,654.848941
2004-08-05,656.22091
2004-08-06,654.796389
2004-08-09,650.798784
2004-08-10,657.556012
2004-08-11,647.919248
2004-08-12,650.23008
2004-08-13,652.906204
2004-08-16,657.258978
2004-08-17,654.796447
2004-08-18,654.166539
2004-08-19,657.321595
2004-08-20,655.612694
2004-08-23,656.681595
2004-08-24,650.825932
2004-08-25,652.230482
2004-08-26,655.824537
2004-08-27,659.812591
2004-08-30,659.623103
2004-08-31,660.822465
2004-09-01,666.766002
2004-09-02,668.594782
2004-09-03,668.569811
2004-09-06,670.396663
2004-09-07,669.635132
2004-09-08,671.290846
2004-09-09,670.339023
2004-09-10,679.053544
2004-09-13,680.079723
2004-09-14,680.446735
2004-09-15,673.109534
2004-09-16,676.213323
2004-09-17,682.915863
2004-09-20,680.564493
2004-09-21,690.322464
2004-09-22,684.773722
2004-09-23,682.814989
2004-09-24,684.898314
2004-09-27,683.906281
2004-09-28,688.088903
2004-09-29,688.205426
2004-09-30,689.379146
2004-10-01,699.628898
2004-10-04,697.047073
2004-10-05,701.855079
2004-10-06,702.623906
2004-10-07,702.99451
2004-10-08,707.551737
2004-10-11,707.350419
2004-10-12,698.508338
2004-10-13,696.34138
2004-10-14,701.012362
2004-10-15,703.930576
2004-10-18,704.315231
2004-10-19,708.208511
2004-10-20,706.891113
2004-10-21,710.563737
2004-10-22,712.265694
2004-10-25,709.170287
2004-10-26,710.018948
2004-10-27,717.318882
2004-10-28,719.377161
2004-10-29,716.724723
2004-11-01,723.572674
2004-11-02,726.445897
2004-11-03,733.84785
2004-11-04,736.813784
2004-11-05,739.5116
2004-11-08,741.268832
2004-11-09,738.387002
2004-11-10,738.886477
2004-11-11,743.560083
2004-11-12,747.378008
2004-11-15,747.475558
2004-11-16,743.642694
2004-11-17,750.500638
2004-11-18,747.750027
2004-11-19,748.853182
2004-11-22,745.150783
2004-11-23,750.094849
2004-11-24,752.652137
2004-11-25,763.16738
2004-11-26,763.57132
2004-11-29,763.780112
2004-11-30,762.527753
2004-12-01,772.370669
2004-12-02,772.340144
2004-12-03,776.859545
2004-12-06,776.453559
2004-12-07,778.875289
2004-12-08,769.453348
2004-12-09,764.132283
2004-12-10,766.463208
2004-12-13,775.54377
2004-12-14,776.830941
2004-12-15,784.839348
2004-12-16,781.884747
2004-12-17,774.369747
2004-12-20,787.985682
2004-12-21,783.12558
2004-12-22,788.015824
2004-12-23,795.249094
2004-12-24,798.289472
2004-12-27,801.801434
2004-12-28,800.768965
2004-12-29,799.312157
2004-12-30,801.815315
2004-12-31,799.529084
2005-01-03,794.432038
2005-01-04,790.024349
2005-01-05,784.616033
2005-01-06,782.529474
2005-01-07,781.275156
2005-01-10,783.300384
2005-01-11,780.852974
2005-01-12,782.807237
2005-01-13,781.705595
2005-01-14,779.894128
2005-01-17,780.944066
2005-01-18,779.386037
2005-01-19,782.072391
2005-01-20,774.860038
2005-01-21,777.505817
2005-01-24,779.994322
2005-01-25,780.656918
2005-01-26,786.81878
2005-01-27,786.868973
2005-01-28,781.977796
2005-01-31,788.169905
2005-02-01,793.875722
2005-02-02,799.001469
2005-02-03,793.830974
2005-02-04,802.296359
2005-02-07,798.612779
2005-02-08,796.154761
2005-02-09,796.532756
2005-02-10,803.326887
2005-02-11,810.725939
2005-02-14,817.531445
2005-02-15,822.301607
2005-02-16,818.269743
2005-02-17,824.147078
2005-02-18,826.114863
2005-02-21,823.849803
2005-02-22,826.036229
2005-02-23,819.178924
2005-02-24,817.800301
2005-02-25,825.672264
2005-02-28,828.142297
2005-03-01,829.055596
2005-03-02,823.565758
2005-03-03,824.861416
2005-03-04,838.028
2005-03-07,832.541984
2005-03-08,838.510237
2005-03-09,833.694343
2005-03-10,829.344207
2005-03-11,834.112157
2005-03-14,827.96151
