Date,WORLD EX USA HIGH DIVIDEND YIELD
1998-12-31,1000.0
1999-01-01,1000.0005829843748
1999-01-04,1019.6527999755707
1999-01-05,1025.4916938160513
1999-01-06,1049.76552566959
1999-01-07,1042.8376641169675
1999-01-08,1038.4274952621981
1999-01-11,1026.588240995229
1999-01-12,1020.416471216922
1999-01-13,993.6259340983844
1999-01-14,990.3933832891196
1999-01-15,995.5774304877725
1999-01-18,1014.6599512036844
1999-01-19,1011.9759735987506
1999-01-20,1015.3214913017651
1999-01-21,1008.4056760446324
1999-01-22,982.7767178258152
1999-01-25,979.3146365098249
1999-01-26,978.5155324636748
1999-01-27,978.7711075076602
1999-01-28,982.1749767806351
1999-01-29,987.860442307581
1999-02-01,998.7848169856023
1999-02-02,1001.8078599794408
1999-02-03,993.9624386452543
1999-02-04,998.1861575525863
1999-02-05,1001.5744619358918
1999-02-08,999.2800657592007
1999-02-09,986.0811036944544
1999-02-10,974.5436562698138
1999-02-11,981.8683626726805
1999-02-12,989.8804622028482
1999-02-15,990.9284312446706
1999-02-16,992.7181320814518
1999-02-17,984.359755682815
1999-02-18,983.5121336391932
1999-02-19,977.2028075518043
1999-02-22,980.8841998622095
1999-02-23,988.1189928075347
1999-02-24,992.2642283799606
1999-02-25,990.6388122267834
1999-02-26,989.7666882362944
1999-03-01,980.1375093487687
1999-03-02,984.8322368467728
1999-03-03,980.5930814911477
1999-03-04,985.7068855696164
1999-03-05,1009.9861536989304
1999-03-08,1008.4622512022773
1999-03-09,1011.2749828294476
1999-03-10,1022.0737265292674
1999-03-11,1036.0579699568798
1999-03-12,1046.6291019726182
1999-03-15,1043.2778748965866
1999-03-16,1047.132807781226
1999-03-17,1051.7786841863913
1999-03-18,1050.2023636593913
1999-03-19,1059.0108117788532
1999-03-22,1055.0105258723968
1999-03-23,1043.4508391395034
1999-03-24,1038.0398849138633
1999-03-25,1047.7303891996091
1999-03-26,1040.281828474346
1999-03-29,1049.7765607561143
1999-03-30,1049.7337446554636
1999-03-31,1052.544907451104
1999-04-01,1051.2373319769981
1999-04-02,1049.8837192905348
1999-04-05,1047.9068256407938
1999-04-06,1057.81389087498
1999-04-07,1070.6270894758356
1999-04-08,1077.1942048890876
1999-04-09,1082.7251429508767
1999-04-12,1085.6077878668623
1999-04-13,1093.3588185455887
1999-04-14,1096.482883171384
1999-04-15,1098.6828342290555
1999-04-16,1112.2710337250328
1999-04-19,1127.2460442323502
1999-04-20,1107.1161606527876
1999-04-21,1103.5146401461916
1999-04-22,1112.5754555295061
1999-04-23,1116.267213737801
1999-04-26,1119.9208298773665
1999-04-27,1140.8176446778843
1999-04-28,1138.108930988579
1999-04-29,1138.5429845027556
1999-04-30,1146.7783994623749
1999-05-03,1149.786837649631
1999-05-04,1158.9380189215278
1999-05-05,1145.6572052724111
1999-05-06,1154.1411291131667
1999-05-07,1143.4940226077429
1999-05-10,1144.209419858362
1999-05-11,1140.2572224010153
1999-05-12,1128.8451696600266
1999-05-13,1133.7183360517195
1999-05-14,1119.5668052196972
1999-05-17,1101.3240503165268
1999-05-18,1105.3479103939167
1999-05-19,1110.2366255910006
1999-05-20,1114.8399764805815
1999-05-21,1110.4889737173696
1999-05-24,1112.510797086756
1999-05-25,1102.247730967664
1999-05-26,1094.2209876708203
1999-05-27,1083.5221121764164
1999-05-28,1087.1119701599112
1999-05-31,1089.3412056017894
1999-06-01,1092.0940888233679
1999-06-02,1092.7807717744683
1999-06-03,1098.8270717163352
1999-06-04,1102.4173312876335
1999-06-07,1111.3225762796103
1999-06-08,1118.9982963560428
1999-06-09,1122.197230017493
1999-06-10,1120.299746352288
1999-06-11,1133.9873739671734
1999-06-14,1125.284673314838
1999-06-15,1124.5402474293285
1999-06-16,1129.8834244050192
1999-06-17,1134.6517106430001
1999-06-18,1142.7994903418653
1999-06-21,1143.5333279814747
1999-06-22,1137.7523563692864
1999-06-23,1128.07177728704
1999-06-24,1121.1925517971704
1999-06-25,1127.0207896569013
1999-06-28,1119.1655265624513
1999-06-29,1113.5297908388825
1999-06-30,1111.9680355364062
1999-07-01,1125.914923014712
1999-07-02,1129.838996116633
1999-07-05,1150.197882308276
1999-07-06,1151.0003304670033
1999-07-07,1140.3763287455843
1999-07-08,1135.7555574442665
1999-07-09,1140.3368059706177
1999-07-12,1137.060952844
1999-07-13,1123.8908652867894
1999-07-14,1130.6390526795592
1999-07-15,1147.3840614155345
1999-07-16,1139.7734071141622
1999-07-19,1129.5382060426514
1999-07-20,1132.5561951270088
1999-07-21,1126.227052042083
1999-07-22,1120.830007737043
1999-07-23,1106.6411108199015
1999-07-26,1106.989375453945
1999-07-27,1112.1714474957755
1999-07-28,1113.9902733462961
1999-07-29,1104.2400548350702
1999-07-30,1121.5049868638937
1999-08-02,1120.9090894606823
1999-08-03,1120.7383925958195
1999-08-04,1130.3571259640482
1999-08-05,1114.6055342484453
1999-08-06,1112.9610293126318
1999-08-09,1114.309862051114
1999-08-10,1101.746451943719
1999-08-11,1102.4755808552297
1999-08-12,1120.975886295657
1999-08-13,1129.7021481957343
1999-08-16,1133.4751496568274
1999-08-17,1125.4546238490602
1999-08-18,1132.5780065484996
1999-08-19,1128.147750405135
1999-08-20,1139.8025107936107
1999-08-23,1148.1937640673293
1999-08-24,1144.3950953952478
1999-08-25,1147.013484374045
1999-08-26,1143.4877494043278
1999-08-27,1143.9776761875119
1999-08-30,1142.2666697543712
1999-08-31,1133.6205418893126
1999-09-01,1141.8897018717173
1999-09-02,1134.0898941480355
1999-09-03,1145.664264522203
1999-09-06,1150.5121986008542
1999-09-07,1148.3548520697777
1999-09-08,1147.993569939922
1999-09-09,1157.4768073575106
1999-09-10,1151.7857341265064
1999-09-13,1138.5054545419653
1999-09-14,1133.7506791839494
1999-09-15,1121.3365593035487
1999-09-16,1112.0161282965182
1999-09-17,1113.8520385574043
1999-09-20,1112.2368771972046
1999-09-21,1101.871033319119
1999-09-22,1098.7849392735297
1999-09-23,1096.9104961148403
1999-09-24,1089.9811487532986
1999-09-27,1105.148115096214
1999-09-28,1096.3526020767458
1999-09-29,1098.4367481285717
1999-09-30,1104.6927436646306
1999-10-01,1107.044826869525
1999-10-04,1119.4903857571978
1999-10-05,1120.6513020867858
1999-10-06,1124.400920107278
1999-10-07,1134.5645221165953
1999-10-08,1124.211688146311
1999-10-11,1121.4753736450102
1999-10-12,1118.1684038000872
1999-10-13,1113.536819103962
1999-10-14,1108.8023685553524
1999-10-15,1095.3542351305643
1999-10-18,1085.9287596990894
1999-10-19,1101.218064384257
1999-10-20,1106.34071263002
1999-10-21,1105.120368286624
1999-10-22,1115.5221125433839
1999-10-25,1107.7718110335747
1999-10-26,1109.3943037472407
1999-10-27,1098.7221003483357
1999-10-28,1117.4647527421796
1999-10-29,1132.3140165929433
1999-11-01,1130.7365248163599
1999-11-02,1130.4009019588839
1999-11-03,1132.0989878544638
1999-11-04,1140.878937767725
1999-11-05,1132.0558020100214
1999-11-08,1128.1525760235975
1999-11-09,1137.7950320456011
1999-11-10,1143.787788593719
1999-11-11,1151.3522620647796
1999-11-12,1147.264781128874
1999-11-15,1155.1095844699812
1999-11-16,1165.3142990547037
1999-11-17,1172.742235672136
1999-11-18,1169.278157358961
1999-11-19,1166.2934983804694
1999-11-22,1158.2266241343889
1999-11-23,1163.8084023965334
1999-11-24,1154.5505866064914
1999-11-25,1168.7479293823465
1999-11-26,1160.122220296619
1999-11-29,1152.3453140371118
1999-11-30,1140.044192176677
1999-12-01,1147.264579771623
1999-12-02,1142.0852247027856
1999-12-03,1152.5148027932032
1999-12-06,1161.7009169909863
1999-12-07,1158.7774852361754
1999-12-08,1155.3098779380177
1999-12-09,1156.717971729198
1999-12-10,1160.6631675689384
1999-12-13,1158.2614664960793
1999-12-14,1157.4205084663831
1999-12-15,1157.3779884396924
1999-12-16,1176.8832572908968
1999-12-17,1175.9304225057438
1999-12-20,1176.2033688659787
1999-12-21,1176.0305707428324
1999-12-22,1185.1201288721631
1999-12-23,1208.7972330610776
1999-12-24,1213.9027369548119
1999-12-27,1212.4098131449416
1999-12-28,1208.3472455830859
1999-12-29,1208.0692074120866
1999-12-30,1219.6244093018042
1999-12-31,1218.989087913635
2000-01-03,1224.8873039426978
2000-01-04,1200.7374256461464
2000-01-05,1189.3118051316542
2000-01-06,1187.624933871987
2000-01-07,1199.404927758
2000-01-10,1204.7679779483801
2000-01-11,1193.473106241454
2000-01-12,1187.0210123848663
2000-01-13,1188.5874058807547
2000-01-14,1185.1013956697984
2000-01-17,1181.256336729519
2000-01-18,1164.6786229643492
2000-01-19,1159.4276162851866
2000-01-20,1151.5090189239968
2000-01-21,1146.541721894882
2000-01-24,1138.9573657147346
2000-01-25,1123.9578426376052
2000-01-26,1129.492375748904
2000-01-27,1133.188309206509
2000-01-28,1110.858512445235
2000-01-31,1088.6176817353357
2000-02-01,1092.8853621720673
2000-02-02,1095.9922527196663
2000-02-03,1121.0774201424008
2000-02-04,1108.8646382673614
2000-02-07,1098.5475455514081
2000-02-08,1129.016188956979
2000-02-09,1128.5628444941208
2000-02-10,1122.0598027208307
2000-02-11,1106.8245858682753
2000-02-14,1095.7780842176608
2000-02-15,1090.4684498050244
2000-02-16,1117.7507277580053
2000-02-17,1130.7548251222538
2000-02-18,1120.8561947094136
2000-02-21,1113.513913725603
