Date,NORTH AMERICA HIGH DIVIDEND YIELD
2004-02-02,1095.2249964511368
2004-02-03,1092.421996952728
2004-02-04,1088.2596498863472
2004-02-05,1090.8713788173952
2004-02-06,1098.2349410547401
2004-02-09,1096.0324816009734
2004-02-10,1099.2320160929548
2004-02-11,1111.4939993273465
2004-02-12,1107.2656376999787
2004-02-13,1104.0255382829457
2004-02-16,1104.360572783766
2004-02-17,1111.8058342650936
2004-02-18,1105.1964883008854
2004-02-19,1102.0604122071259
2004-02-20,1098.4563452848067
2004-02-23,1103.5649204075823
2004-02-24,1101.2378214735982
2004-02-25,1103.2947166241786
2004-02-26,1103.6469607640972
2004-02-27,1105.2086035908
2004-03-01,1114.952059069132
2004-03-02,1109.6577076228416
2004-03-03,1111.8884151000743
2004-03-04,1111.9206556365777
2004-03-05,1119.6238568385677
2004-03-08,1113.9261818494915
2004-03-09,1107.999722103074
2004-03-10,1093.259111871546
2004-03-11,1075.6108392389121
2004-03-12,1084.2560439962938
2004-03-15,1072.813431376952
2004-03-16,1080.95963732395
2004-03-17,1089.6967719958432
2004-03-18,1090.1872014993223
2004-03-19,1079.276191315802
2004-03-22,1064.67648088657
2004-03-23,1063.7129327112025
2004-03-24,1057.0151226336502
2004-03-25,1069.0997319153996
2004-03-26,1069.9652697010674
2004-03-29,1082.8643282019166
2004-03-30,1088.8165594555835
2004-03-31,1088.2726514328797
2004-04-01,1094.8109949337015
2004-04-02,1097.518821473663
2004-04-05,1106.5505683331153
2004-04-06,1107.3918701343646
2004-04-07,1099.9568815658336
2004-04-08,1098.621495838751
2004-04-09,1098.621495838751
2004-04-12,1103.87772685359
2004-04-13,1088.7825017829198
2004-04-14,1085.8735811214644
2004-04-15,1090.1035289403521
2004-04-16,1098.1593789400315
2004-04-19,1096.5265886479272
2004-04-20,1082.8589057281552
2004-04-21,1085.1896792296993
2004-04-22,1098.4105558660299
2004-04-23,1094.5309835211078
2004-04-26,1093.4624845905848
2004-04-27,1096.507943906758
2004-04-28,1082.8418272723072
2004-04-29,1079.3151056105605
2004-04-30,1078.0914165005627
2004-05-03,1089.7725155618357
2004-05-04,1092.4279945989244
2004-05-05,1094.956485590786
2004-05-06,1089.4889631695191
2004-05-07,1070.6290772350817
2004-05-10,1054.3012998666534
2004-05-11,1058.9421482278049
2004-05-12,1063.4649777466066
2004-05-13,1060.8452641259203
2004-05-14,1064.487354888585
2004-05-17,1054.8703439652186
2004-05-18,1060.1054061493573
2004-05-19,1057.169082116486
2004-05-20,1058.3760666659593
2004-05-21,1062.7450423456332
2004-05-24,1062.076938601368
2004-05-25,1075.7999531777277
2004-05-26,1077.0125776192995
2004-05-27,1081.6163213411703
2004-05-28,1079.3387623010694
2004-05-31,1079.6431485528133
2004-06-01,1081.2845541703552
2004-06-02,1085.1954649677216
2004-06-03,1078.2534279346892
2004-06-04,1082.4294544933737
2004-06-07,1097.4307064501677
2004-06-08,1097.3803343716766
2004-06-09,1089.0575316967838
2004-06-10,1095.1055743318793
2004-06-11,1094.2309840069126
2004-06-14,1084.447437662303
2004-06-15,1091.3731658424772
2004-06-16,1094.9196464858373
2004-06-17,1096.7917180079787
2004-06-18,1101.1279070737003
2004-06-21,1098.9613930752273
2004-06-22,1101.6916614380546
2004-06-23,1110.5983561364492
2004-06-24,1108.4837181721794
2004-06-25,1096.353310328478
2004-06-28,1099.8836985220128
2004-06-29,1100.4133831645456
2004-06-30,1103.3907583772934
2004-07-01,1095.3438073980453
2004-07-02,1094.659688282767
2004-07-05,1094.7737369371107
2004-07-06,1091.053417533322
2004-07-07,1093.3103620395595
2004-07-08,1087.5360177318103
2004-07-09,1090.6634983786096
2004-07-12,1094.2695900921412
2004-07-13,1094.9873541626628
2004-07-14,1094.5774515087214
2004-07-15,1088.6731342281619
2004-07-16,1088.8431272697985
2004-07-19,1091.6643595097025
2004-07-20,1093.6520472472523
2004-07-21,1081.9318074892874
2004-07-22,1084.4915256819631
2004-07-23,1079.5489361951893
2004-07-26,1079.330278801806
2004-07-27,1088.058464925891
2004-07-28,1093.3960201743155
2004-07-29,1097.8398557444277
2004-07-30,1097.6000096199878
2004-08-02,1101.772638173427
2004-08-03,1100.3237173882471
2004-08-04,1099.813611691978
2004-08-05,1083.5208240512325
2004-08-06,1072.4634803396573
2004-08-09,1075.2729302753733
2004-08-10,1086.5340889462166
2004-08-11,1090.825843688507
2004-08-12,1081.3900705977792
2004-08-13,1083.8635479261964
2004-08-16,1097.0264316176265
2004-08-17,1096.3840115566095
2004-08-18,1106.9738337872682
2004-08-19,1104.758412311902
2004-08-20,1111.7240352214938
2004-08-23,1107.2826029830048
2004-08-24,1110.0351266666912
2004-08-25,1117.373205102012
2004-08-26,1117.0303195731803
2004-08-27,1119.9260468037312
2004-08-30,1113.9088592675466
2004-08-31,1122.0236163434652
2004-09-01,1123.2638432888116
2004-09-02,1133.5467402358715
2004-09-03,1133.321020132758
2004-09-06,1133.4741110059656
2004-09-07,1142.6759366824713
2004-09-08,1137.8119897820063
2004-09-09,1139.129958748253
2004-09-10,1140.3410685134959
2004-09-13,1141.3144095061043
2004-09-14,1142.8438680918453
2004-09-15,1136.8420538532139
2004-09-16,1142.339075848615
2004-09-17,1148.137819979178
2004-09-20,1138.7452657365282
2004-09-21,1147.461358274319
2004-09-22,1133.8741822793515
2004-09-23,1123.7972574305325
2004-09-24,1126.6788620122036
2004-09-27,1121.505012588272
2004-09-28,1129.7238083706911
2004-09-29,1132.1759917241543
2004-09-30,1125.1745111769123
2004-10-01,1139.3249828064531
2004-10-04,1141.9385213802298
2004-10-05,1142.1583712294134
2004-10-06,1149.9080647557737
2004-10-07,1140.8785139964828
2004-10-08,1137.3929194388534
2004-10-11,1139.340184521156
2004-10-12,1137.5978373393054
2004-10-13,1126.2301970794376
2004-10-14,1118.463273815464
2004-10-15,1126.1478439809737
2004-10-18,1127.6521266234658
2004-10-19,1114.485571006014
2004-10-20,1113.0089137214052
2004-10-21,1110.9991073336614
2004-10-22,1104.1143989220247
2004-10-25,1101.787167676305
2004-10-26,1117.4052172873642
2004-10-27,1126.2196446344835
2004-10-28,1128.7069250331044
2004-10-29,1132.328138031014
2004-11-01,1131.9878474854172
2004-11-02,1128.4496155283848
2004-11-03,1143.160637484397
2004-11-04,1165.0069870165917
2004-11-05,1166.0802390416338
2004-11-08,1165.386801604858
2004-11-09,1163.4382157599318
2004-11-10,1164.7260990663167
2004-11-11,1174.2640685122112
2004-11-12,1185.1002022797657
2004-11-15,1179.9334086375761
2004-11-16,1174.435632149207
2004-11-17,1179.1955442458977
2004-11-18,1179.426165176281
2004-11-19,1169.8462958972657
2004-11-22,1176.046347945663
2004-11-23,1174.1426003419067
2004-11-24,1176.2416280953082
2004-11-25,1176.794929348335
2004-11-26,1178.8905918181374
2004-11-29,1173.682966937382
2004-11-30,1170.0191584591626
2004-12-01,1184.9135852640698
2004-12-02,1183.7024308090074
2004-12-03,1179.0680328617177
2004-12-06,1175.4565542423393
2004-12-07,1165.0571954955876
2004-12-08,1170.3305756341833
2004-12-09,1175.5402375481442
2004-12-10,1176.816761578855
2004-12-13,1190.3632602428534
2004-12-14,1194.0082632021097
2004-12-15,1199.2930252291244
2004-12-16,1198.4800492538568
2004-12-17,1184.3677937440482
2004-12-20,1186.8401546795355
2004-12-21,1197.532531202949
2004-12-22,1203.3514080710718
2004-12-23,1205.4304058183925
2004-12-24,1206.1831374630344
2004-12-27,1200.6297578571418
2004-12-28,1207.3345200111596
2004-12-29,1207.318334376394
2004-12-30,1207.570452638909
2004-12-31,1206.2880459889907
2005-01-03,1196.1180123176696
2005-01-04,1185.6929187793062
2005-01-05,1181.8419110737564
2005-01-06,1187.7368910611874
2005-01-07,1184.779711128848
2005-01-10,1187.6829522105668
2005-01-11,1181.0602378576916
2005-01-12,1185.830050948741
2005-01-13,1175.762080783927
2005-01-14,1181.2017725198064
2005-01-17,1181.4902702752165
2005-01-18,1193.531473061801
2005-01-19,1184.519867555244
2005-01-20,1178.900946517035
2005-01-21,1171.4544730097475
2005-01-24,1172.33465477359
2005-01-25,1175.1854703761262
2005-01-26,1179.7086071491906
2005-01-27,1178.6886127311827
2005-01-28,1172.3669380682109
2005-01-31,1179.589111711235
2005-02-01,1188.402712913847
2005-02-02,1193.7199742488754
2005-02-03,1193.1231356826652
2005-02-04,1204.2965325589412
2005-02-07,1206.3594602283954
2005-02-08,1208.1111088811933
2005-02-09,1200.1325214255762
2005-02-10,1204.3682958228471
2005-02-11,1211.1563991447747
2005-02-14,1216.2295121762056
2005-02-15,1217.3784677363024
2005-02-16,1218.4497215855313
2005-02-17,1212.0361776368006
2005-02-18,1219.1341869759265
2005-02-21,1219.2892940733068
2005-02-22,1201.0348182876494
2005-02-23,1209.7661130055533
2005-02-24,1220.183927081986
2005-02-25,1233.6790455762984
2005-02-28,1226.356200073048
2005-03-01,1229.755474927803
2005-03-02,1231.5534349941142
2005-03-03,1231.1186806663993
2005-03-04,1245.326785915272
2005-03-07,1245.354092318728
2005-03-08,1242.6061781629194
2005-03-09,1226.708801522522
2005-03-10,1229.4683925074971
2005-03-11,1223.6373707795092
2005-03-14,1231.6258118842059
2005-03-15,1221.870760469874
2005-03-16,1211.572308469069
2005-03-17,1213.6194479782125
2005-03-18,1215.6327616817916
2005-03-21,1208.4561791575525
2005-03-22,1195.5083253899843
2005-03-23,1195.3747654394163
2005-03-24,1194.0198196252409
2005-03-25,1194.0198196252409
2005-03-28,1195.9596192518436
2005-03-29,1186.881927910575
2005-03-30,1204.7848742469478
2005-03-31,1207.2199771651062
2005-04-01,1202.2341188790951
2005-04-04,1200.7677608956221
2005-04-05,1207.7587244048768
2005-04-06,1213.4129959729075
2005-04-07,1219.5406192060336
2005-04-08,1210.2702999254136
2005-04-11,1213.1306149013128
2005-04-12,1220.503295409278
2005-04-13,1210.7767841081961
2005-04-14,1200.9599646377385
2005-04-15,1187.6938250300605
2005-04-18,1193.5700645850807
2005-04-19,1200.1195109275945
2005-04-20,1183.0640348775564
2005-04-21,1202.7143194843159
2005-04-22,1201.2806055352512
2005-04-25,1209.168336330163
2005-04-26,1199.4934490832634
2005-04-27,1202.7199622221842
2005-04-28,1189.6667555161134
2005-04-29,1207.016467217078
2005-05-02,1213.570534493308
2005-05-03,1211.7849169830376
2005-05-04,1224.9914254670218
2005-05-05,1221.25798122678
2005-05-06,1217.0058085802355
2005-05-09,1224.5215640447489
2005-05-10,1212.2930900280412
2005-05-11,1216.1267813338748
2005-05-12,1202.300187251329
2005-05-13,1191.5217454960193
2005-05-16,1202.029810943677
2005-05-17,1209.919588542585
2005-05-18,1221.2407348597178
2005-05-19,1226.4536747986112
2005-05-20,1222.7093935160901
2005-05-23,1227.0709855652099
2005-05-24,1225.8629149162932
2005-05-25,1221.575755799779
2005-05-26,1226.892020412214
2005-05-27,1227.718046261703
2005-05-30,1228.215661765355
2005-05-31,1219.3195323876298
2005-06-01,1230.5218883117413
2005-06-02,1230.1309628700126
2005-06-03,1224.2660916050331
2005-06-06,1225.5222573013755
2005-06-07,1226.185246555315
2005-06-08,1224.4510666010417
2005-06-09,1227.4846393601094
2005-06-10,1227.954846949068
2005-06-13,1228.0689692883507
2005-06-14,1230.434250498188
2005-06-15,1234.3714332841917
2005-06-16,1238.6320603607546
2005-06-17,1246.4153846867855
2005-06-20,1244.9322469554183
2005-06-21,1240.5328105531255
2005-06-22,1241.6984897616658
2005-06-23,1227.8630497990139
2005-06-24,1219.9412630861223
2005-06-27,1220.1345991718351
2005-06-28,1229.976461545399
2005-06-29,1227.6310957996925
2005-06-30,1216.637553171258
2005-07-01,1218.5713224909246
2005-07-04,1218.3002878039458
2005-07-05,1226.3273568557593
2005-07-06,1214.7313811372185
2005-07-07,1214.6317335084107
2005-07-08,1228.3127356590696
2005-07-11,1234.8344032881969
2005-07-12,1236.3600444278961
2005-07-13,1238.3089469905685
2005-07-14,1241.1723850660148
2005-07-15,1240.6367927939955
2005-07-18,1231.6969040014683
2005-07-19,1234.974201619674
2005-07-20,1239.9155673216603
2005-07-21,1230.906801817711
2005-07-22,1237.6816627703404
2005-07-25,1234.886043210978
2005-07-26,1233.2586380798064
2005-07-27,1237.3641363454965
2005-07-28,1243.4634951216008
2005-07-29,1233.3819872603208
2005-08-01,1233.3908622324955
2005-08-02,1242.8261803109258
2005-08-03,1241.5342804334998
2005-08-04,1232.4415467146523
2005-08-05,1221.1574879225311
2005-08-08,1219.1610789307285
2005-08-09,1227.118069204503
2005-08-10,1226.7378386279158
2005-08-11,1234.6409742774704
2005-08-12,1229.4904304510267
2005-08-15,1232.3504053950123
2005-08-16,1221.723005395054
2005-08-17,1220.5596875410743
2005-08-18,1219.9804191790056
2005-08-19,1221.407798849681
2005-08-22,1223.8707964101022
2005-08-23,1219.116210171302
2005-08-24,1210.3738755766597
2005-08-25,1213.9683654421606
2005-08-26,1205.6170529941098
2005-08-29,1212.9582377043325
2005-08-30,1209.1032158016226
2005-08-31,1221.3977997481036
2005-09-01,1224.7684930196897
2005-09-02,1222.7172632354082
2005-09-05,1222.6381328557027
2005-09-06,1236.1599445067932
2005-09-07,1239.238590615248
2005-09-08,1234.3087868330297
2005-09-09,1244.7945973770225
2005-09-12,1242.9251039712824
2005-09-13,1233.752135578114
2005-09-14,1232.7573678016752
2005-09-15,1233.970932781095
2005-09-16,1247.8640175093335
2005-09-19,1241.986771179952
2005-09-20,1234.9642730177839
2005-09-21,1223.9033027220678
2005-09-22,1225.5283051536476
2005-09-23,1225.0398289681468
2005-09-26,1225.1982843690464
2005-09-27,1226.8582607712024
2005-09-28,1227.1619157856887
2005-09-29,1235.0927396643756
2005-09-30,1233.3194671583692
2005-10-03,1230.2008604967493
2005-10-04,1216.5799018964935
2005-10-05,1201.227647773072
2005-10-06,1198.5263510186765
2005-10-07,1201.8609198500396
2005-10-10,1192.5580319213598
2005-10-11,1190.647259917894
2005-10-12,1186.6634335235906
2005-10-13,1183.6413895969024
2005-10-14,1191.0516426177396
2005-10-17,1193.5006591480342
2005-10-18,1178.3476815289232
2005-10-19,1192.6355732665672
2005-10-20,1173.240609358488
2005-10-21,1173.9129815156834
2005-10-24,1191.5335152620175
2005-10-25,1192.144018307479
2005-10-26,1189.384793168504
2005-10-27,1182.4661253562863
2005-10-28,1200.1416698069754
2005-10-31,1202.3072935705272
2005-11-01,1197.5419557474638
2005-11-02,1206.3343939695856
2005-11-03,1210.2018209344776
2005-11-04,1210.908331307558
2005-11-07,1211.6778076981407
2005-11-08,1209.6926036796897
2005-11-09,1214.2680798891226
2005-11-10,1223.7839429346857
2005-11-11,1227.4976849598331
2005-11-14,1223.542063089044
2005-11-15,1217.342978735061
2005-11-16,1217.541115915032
2005-11-17,1225.662822662696
2005-11-18,1235.6565476869177
2005-11-21,1242.9040498142222
2005-11-22,1246.5714917354785
2005-11-23,1252.3759033370377
2005-11-24,1254.5939477151715
2005-11-25,1257.0841950536105
2005-11-28,1248.9274135490236
2005-11-29,1249.4796495679343
2005-11-30,1237.2786987143536
2005-12-01,1247.6598183096062
2005-12-02,1248.244273176936
2005-12-05,1249.0974793959524
2005-12-06,1249.175080033948
2005-12-07,1241.1219359023542
2005-12-08,1239.8721681276834
2005-12-09,1241.9927495275263
2005-12-12,1241.4353946724743
2005-12-13,1254.2086214702385
2005-12-14,1263.673493879717
2005-12-15,1262.0095846734046
2005-12-16,1260.726857390062
2005-12-19,1261.0080067410613
2005-12-20,1257.8882343455189
2005-12-21,1259.7318120113243
2005-12-22,1263.7316640733438
2005-12-23,1264.6975332147945
2005-12-26,1264.6975332147945
2005-12-27,1253.827794440552
2005-12-28,1254.9111930108193
2005-12-29,1252.728593973373
2005-12-30,1247.1247722206128
2006-01-02,1247.1247722206128
2006-01-03,1268.5839450442625
2006-01-04,1269.9340874898953
2006-01-05,1269.1982068185325
2006-01-06,1277.7855796296255
2006-01-09,1279.0698298909658
2006-01-10,1277.5863161808627
2006-01-11,1281.513861776636
2006-01-12,1273.0886018162728
2006-01-13,1278.8192628271609
2006-01-16,1279.5331784219147
2006-01-17,1274.1920050458968
2006-01-18,1269.1787761743108
2006-01-19,1271.9094930432504
2006-01-20,1250.2962188652637
2006-01-23,1254.4257405185217
2006-01-24,1253.0391236578894
2006-01-25,1254.9055542761353
2006-01-26,1263.2685067084888
2006-01-27,1272.2652584706136
2006-01-30,1272.8918450347758
2006-01-31,1267.5705172250675
2006-02-01,1269.7942052305766
2006-02-02,1259.2013030855235
2006-02-03,1252.755137409835
2006-02-06,1255.7545269685531
2006-02-07,1247.0086446967314
2006-02-08,1255.9332054523834
2006-02-09,1258.7842171696634
2006-02-10,1260.9784871649154
2006-02-13,1258.1779390279899
2006-02-14,1268.3743874028412
2006-02-15,1274.2931251941686
2006-02-16,1281.7737145849912
2006-02-17,1284.9939052569819
2006-02-20,1285.0602392585492
2006-02-21,1281.85793800808
2006-02-22,1293.432463238823
2006-02-23,1289.2112470234174
2006-02-24,1292.1872694442939
2006-02-27,1295.8577167414833
2006-02-28,1283.4305237830047
2006-03-01,1289.1973296287385
2006-03-02,1285.493864939688
2006-03-03,1285.6407381563486
2006-03-06,1279.6023515324366
2006-03-07,1281.27321596785
2006-03-08,1284.4369886772165
2006-03-09,1279.5204169906756
2006-03-10,1288.764314093623
2006-03-13,1292.838199310648
2006-03-14,1302.1161979232943
2006-03-15,1305.7871433738358
2006-03-16,1310.31544328048
2006-03-17,1309.4857759542442
2006-03-20,1306.9007724630342
2006-03-21,1301.4731391362297
2006-03-22,1311.3462402085547
2006-03-23,1306.0213495502182
2006-03-24,1307.3008407792722
2006-03-27,1303.6200671173856
2006-03-28,1293.644207135561
2006-03-29,1299.1610792209297
2006-03-30,1296.1891721801037
2006-03-31,1291.7053267122096
2006-04-03,1295.1805182618136
2006-04-04,1302.9548735512785
2006-04-05,1305.8635888416559
2006-04-06,1301.2076427903146
2006-04-07,1289.5869719303585
2006-04-10,1291.142550184854
2006-04-11,1283.802188268172
2006-04-12,1283.5108409386169
2006-04-13,1283.2054807806242
2006-04-14,1283.2054807806242
2006-04-17,1280.862762446497
2006-04-18,1300.7321635881055
2006-04-19,1302.1331848160273
2006-04-20,1305.0564407562467
2006-04-21,1308.4178872560049
2006-04-24,1306.6555253329254
2006-04-25,1303.4271551004674
2006-04-26,1308.6515840732857
2006-04-27,1318.9788945033843
2006-04-28,1330.553807576089
2006-05-01,1324.0344578182776
2006-05-02,1332.4780255534165
2006-05-03,1326.6782492644948
2006-05-04,1329.5753564902611
2006-05-05,1342.9533182744171
2006-05-08,1338.964536664821
2006-05-09,1339.4077748937934
2006-05-10,1336.5180143893494
2006-05-11,1323.3832325014614
2006-05-12,1309.5667867889204
2006-05-15,1316.8085195596095
2006-05-16,1318.3778815208648
2006-05-17,1294.9746370790815
2006-05-18,1286.0799845519857
2006-05-19,1289.4923334327075
2006-05-22,1289.2032926661261
2006-05-23,1284.0341564110734
2006-05-24,1284.5486259574413
2006-05-25,1299.1489197849257
2006-05-26,1305.3091697707043
2006-05-29,1305.5602660961579
2006-05-30,1288.9364392648422
2006-05-31,1297.324197430551
2006-06-01,1310.502016708949
2006-06-02,1315.9775281039817
2006-06-05,1296.6761235553568
2006-06-06,1296.1935187384058
2006-06-07,1291.0924625098448
2006-06-08,1295.9375036932106
2006-06-09,1291.2596729558288
2006-06-12,1283.156823647763
2006-06-13,1266.8248329558578
2006-06-14,1268.6133921733199
2006-06-15,1287.580246737046
2006-06-16,1283.8158213510244
2006-06-19,1272.7199252005664
2006-06-20,1275.4011748394641
2006-06-21,1282.260952215285
2006-06-22,1278.2014804036396
2006-06-23,1274.893344818467
2006-06-26,1282.6351110338753
2006-06-27,1275.385987102296
2006-06-28,1283.157545392556
2006-06-29,1305.3957708736689
2006-06-30,1301.379874451174
2006-07-03,1312.0819918001735
2006-07-04,1313.1588045962997
2006-07-05,1307.9834696167043
2006-07-06,1315.7449878963102
2006-07-07,1313.3046378065847
2006-07-10,1318.2775702706979
2006-07-11,1322.0351633402172
2006-07-12,1310.6968733299102
2006-07-13,1298.2721946947684
2006-07-14,1295.9050939848548
2006-07-17,1293.4148214781587
2006-07-18,1297.9430826773198
2006-07-19,1321.237652783795
2006-07-20,1317.2734825567998
2006-07-21,1313.939961018661
2006-07-24,1332.100029684727
2006-07-25,1339.0164055050336
2006-07-26,1343.1637360459029
2006-07-27,1338.3181427705172
2006-07-28,1352.6385121726862
2006-07-31,1348.172205819952
2006-08-01,1347.8188797938894
2006-08-02,1353.1478656553004
2006-08-03,1356.024833579547
2006-08-04,1358.538757281474
2006-08-07,1356.5108706649773
2006-08-08,1355.9619988863053
2006-08-09,1350.8153948059514
2006-08-10,1354.0128783688046
2006-08-11,1351.0691252126721
2006-08-14,1351.4023909782502
2006-08-15,1365.7109010717863
2006-08-16,1369.6190829374816
2006-08-17,1371.085783432655
2006-08-18,1377.286413217752
2006-08-21,1376.260468978556
2006-08-22,1379.9060708458244
2006-08-23,1377.319913750085
2006-08-24,1383.4019273526897
2006-08-25,1379.521006836433
2006-08-28,1385.4412322985477
2006-08-29,1385.7950223155758
2006-08-30,1383.6962045376333
2006-08-31,1381.5188370982394
2006-09-01,1387.6694643572655
2006-09-04,1387.6291722983622
2006-09-05,1386.105763497863
2006-09-06,1379.0015873624827
2006-09-07,1372.5351235683254
2006-09-08,1374.1199980468625
2006-09-11,1372.2114668035201
2006-09-12,1380.0755077157885
2006-09-13,1383.678126889335
2006-09-14,1382.5436662518496
2006-09-15,1384.015275212517
2006-09-18,1386.6102612376706
2006-09-19,1385.6655827252478
2006-09-20,1389.1210423456776
2006-09-21,1386.383612163726
2006-09-22,1386.6264739490682
2006-09-25,1395.12133888862
2006-09-26,1402.8364619179465
2006-09-27,1404.7570199664142
2006-09-28,1407.7722796247276
2006-09-29,1402.6174587784726
2006-10-02,1403.1659740547595
2006-10-03,1404.617086402231
2006-10-04,1416.207371474122
2006-10-05,1415.9105251012886
2006-10-06,1412.9726035829067
2006-10-09,1412.5138671503619
2006-10-10,1413.6774711921914
2006-10-11,1408.7094522897962
2006-10-12,1416.0099385692995
2006-10-13,1418.5030067218058
2006-10-16,1419.939334822406
2006-10-17,1419.6869996933247
2006-10-18,1424.8662380136366
2006-10-19,1424.4169719130373
2006-10-20,1428.9544384498884
2006-10-23,1436.1933890559528
2006-10-24,1434.1444670262074
2006-10-25,1442.8077448802846
2006-10-26,1445.7930151028002
2006-10-27,1438.506871033851
2006-10-30,1435.361779412024
2006-10-31,1434.6990097670005
2006-11-01,1428.1743169521224
2006-11-02,1428.642019450865
2006-11-03,1428.3270751822124
2006-11-06,1441.534281253731
2006-11-07,1444.5601295743045
2006-11-08,1448.442631955064
2006-11-09,1439.3696287234186
2006-11-10,1439.203633888265
2006-11-13,1440.4970847106422
2006-11-14,1445.5991213343248
2006-11-15,1447.490435201788
2006-11-16,1449.4783539983077
2006-11-17,1453.8055294429457
2006-11-20,1449.8943655477951
2006-11-21,1448.9800680929513
2006-11-22,1450.2672188100978
2006-11-23,1450.8826629560983
2006-11-24,1445.3498249099043
2006-11-27,1434.41194839752
2006-11-28,1438.8175026366584
2006-11-29,1450.915253156595
2006-11-30,1451.8246520517441
2006-12-01,1451.5218947909232
2006-12-04,1457.2326296376255
2006-12-05,1463.3047432997564
2006-12-06,1462.8269183263442
2006-12-07,1460.1877370895825
2006-12-08,1462.5454569763303
2006-12-11,1468.5949923001908
2006-12-12,1470.9935927851272
2006-12-13,1472.5853349159686
2006-12-14,1483.6377182506087
2006-12-15,1490.4538520716073
2006-12-18,1492.1503986943355
2006-12-19,1494.2476040709732
2006-12-20,1494.715746640215
2006-12-21,1491.0683710635303
2006-12-22,1484.7300607539255
2006-12-25,1484.7300607539255
2006-12-26,1490.9257475818142
2006-12-27,1502.019941737203
2006-12-28,1500.3418961650916
2006-12-29,1493.5871800620776
2007-01-01,1493.5871800620776
2007-01-02,1493.3468640746125
2007-01-03,1497.187854089122
2007-01-04,1495.274710087984
2007-01-05,1481.901078277752
2007-01-08,1483.1936058714691
2007-01-09,1482.0065435012323
2007-01-10,1483.429133427708
2007-01-11,1489.408350184743
2007-01-12,1492.487944835528
2007-01-15,1492.9648714574314
2007-01-16,1496.2888317305749
2007-01-17,1496.8034035602773
2007-01-18,1500.469470293879
2007-01-19,1500.9336863183219
2007-01-22,1495.6824107216112
2007-01-23,1497.4569190671034
2007-01-24,1507.9772799321847
2007-01-25,1494.7796722606727
2007-01-26,1493.2426166309288
2007-01-29,1490.9203455069771
2007-01-30,1495.7686223875744
2007-01-31,1503.8785126613197
2007-02-01,1513.4046203685696
2007-02-02,1513.0198615780291
2007-02-05,1514.1450758824897
2007-02-06,1515.916245770307
2007-02-07,1513.9020108886177
2007-02-08,1509.7902478609453
2007-02-09,1503.247959255515
2007-02-12,1503.3770717073203
2007-02-13,1515.1681450266526
2007-02-14,1524.0017412402808
2007-02-15,1522.9520813635759
2007-02-16,1522.7147028565123
2007-02-19,1522.7032200625413
2007-02-20,1525.0663103880865
2007-02-21,1519.8030451802556
2007-02-22,1517.111252010766
2007-02-23,1513.701231559142
2007-02-26,1519.0556145729427
2007-02-27,1473.8425976768115
2007-02-28,1480.3884148142292
2007-03-01,1477.8112211869052
2007-03-02,1463.1086057969349
2007-03-05,1448.9784123437307
2007-03-06,1468.8355899619542
2007-03-07,1462.3498565888028
2007-03-08,1472.9645972837134
2007-03-09,1476.9168367413083
2007-03-12,1480.9620842044762
2007-03-13,1453.0707112164814
2007-03-14,1457.354172717047
2007-03-15,1466.0735662678517
2007-03-16,1459.7279227776723
2007-03-19,1474.7385029460233
2007-03-20,1486.0067832104664
2007-03-21,1510.482841142484
2007-03-22,1509.9279845222832
2007-03-23,1510.0347410745624
2007-03-26,1512.4615344207134
2007-03-27,1504.6065892327713
2007-03-28,1493.8585699453333
2007-03-29,1502.2236636269854
2007-03-30,1499.8320405740917
2007-04-02,1501.0954135697793
2007-04-03,1513.3913013693477
2007-04-04,1513.0519995198583
2007-04-05,1517.2900677462105
2007-04-06,1517.2900677462105
2007-04-09,1518.2350809455545
2007-04-10,1522.4132682919685
2007-04-11,1515.6743367864508
2007-04-12,1520.4964027520557
2007-04-13,1528.0742319555868
2007-04-16,1545.1561208211995
2007-04-17,1547.9471485624915
2007-04-18,1552.6218932225138
2007-04-19,1551.1076223841796
2007-04-20,1563.4164015020358
2007-04-23,1556.2303396591142
2007-04-24,1554.1390510277738
2007-04-25,1569.487457260344
2007-04-26,1567.4791771821624
2007-04-27,1568.2574131292226
2007-04-30,1562.529312755338
2007-05-01,1567.2511909985237
2007-05-02,1573.084028506819
2007-05-03,1579.7777668495976
2007-05-04,1584.1772055660433
2007-05-07,1590.035386918975
2007-05-08,1585.386543343381
2007-05-09,1591.2695783654603
2007-05-10,1570.8779404745242
2007-05-11,1581.9646923956366
2007-05-14,1581.631675009678
2007-05-15,1585.6279159634762
2007-05-16,1601.2628587949569
2007-05-17,1598.9125744020478
2007-05-18,1608.060791123752
2007-05-21,1607.494308306265
2007-05-22,1607.2700464858776
2007-05-23,1605.079628575011
2007-05-24,1592.4920583717806
2007-05-25,1596.9930609015519
2007-05-28,1597.3298303628044
2007-05-29,1599.3022631871627
2007-05-30,1607.4870987983877
2007-05-31,1606.204833135646
2007-06-01,1608.8621757364176
2007-06-04,1608.8418260893172
2007-06-05,1597.4379442574457
2007-06-06,1584.0954959867386
2007-06-07,1558.0329063718182
2007-06-08,1573.642641619624
2007-06-11,1577.5312511204709
2007-06-12,1559.201469693199
2007-06-13,1580.5159785278097
2007-06-14,1583.8162400604883
2007-06-15,1592.1391630605838
2007-06-18,1586.80560711623
2007-06-19,1593.5592400892144
2007-06-20,1573.4740243983647
2007-06-21,1578.1872636732762
2007-06-22,1555.1043671108316
