Date,EUROPE ex UK HIGH DIVIDEND YIELD
1998-12-31,1000.0
1999-01-01,1000.0011821115003
1999-01-04,1042.3348076619745
1999-01-05,1052.5652957044829
1999-01-06,1060.7315035557542
1999-01-07,1045.9024691160052
1999-01-08,1038.9736618903976
1999-01-11,1021.9158541658685
1999-01-12,1010.8728346777826
1999-01-13,978.5754399424139
1999-01-14,974.7793529399535
1999-01-15,971.4750115782334
1999-01-18,988.5025550152025
1999-01-19,986.6988392358155
1999-01-20,987.4677301118502
1999-01-21,980.1744553337251
1999-01-22,957.3808177360883
1999-01-25,954.2779963449498
1999-01-26,951.1989607364815
1999-01-27,954.1613327078934
1999-01-28,963.9314927432753
1999-01-29,961.4542846178845
1999-02-01,967.8347535420431
1999-02-02,971.0845666981157
1999-02-03,965.4242733138467
1999-02-04,963.3420304352417
1999-02-05,978.3402423446878
1999-02-08,981.1621316170941
1999-02-09,966.7787292047929
1999-02-10,958.48555646417
1999-02-11,959.4090256961011
1999-02-12,962.1513584420941
1999-02-15,962.9824799807325
1999-02-16,960.0468108766408
1999-02-17,953.9601545057121
1999-02-18,945.5934054817296
1999-02-19,940.5718058942684
1999-02-22,945.0243480339387
1999-02-23,953.0460756496326
1999-02-24,952.4278246884425
1999-02-25,952.4855555693848
1999-02-26,946.0901080273305
1999-03-01,930.1041342777481
1999-03-02,932.9161395209281
1999-03-03,927.647317673139
1999-03-04,935.7392604714753
1999-03-05,958.2000119501483
1999-03-08,953.4914742841556
1999-03-09,957.9185651763441
1999-03-10,965.695695603135
1999-03-11,982.173648621784
1999-03-12,999.1981357565988
1999-03-15,1000.8025460556635
1999-03-16,1003.3263786866709
1999-03-17,1012.8309797940035
1999-03-18,1014.6682045644474
1999-03-19,1025.3459271963898
1999-03-22,1018.5584557675902
1999-03-23,996.0392372453362
1999-03-24,987.9102014008704
1999-03-25,997.3599471632175
1999-03-26,983.212472457182
1999-03-29,999.387164128774
1999-03-30,998.5920298438111
1999-03-31,1003.9919064262585
1999-04-01,1005.0150026347326
1999-04-02,1002.7675845755383
1999-04-05,996.6618585111279
1999-04-06,1013.8307005196007
1999-04-07,1019.8836561933008
1999-04-08,1020.9604781980642
1999-04-09,1021.5564309735989
1999-04-12,1030.1086458904103
1999-04-13,1029.6009858972964
1999-04-14,1033.0835864521596
1999-04-15,1034.824100958845
1999-04-16,1041.7059762350973
1999-04-19,1053.8376209990695
1999-04-20,1040.3338557549805
1999-04-21,1041.819016985169
1999-04-22,1044.6203954248683
1999-04-23,1047.2858524875287
1999-04-26,1048.6256801055952
1999-04-27,1071.11377434633
1999-04-28,1066.882740299067
1999-04-29,1071.6193709151462
1999-04-30,1078.885267067688
1999-05-03,1086.359435389057
1999-05-04,1095.8754606842137
1999-05-05,1085.3640722160753
1999-05-06,1096.9011700236476
1999-05-07,1098.8993636689106
1999-05-10,1101.641036733494
1999-05-11,1094.4776732698035
1999-05-12,1081.4709172085863
1999-05-13,1079.1814393003701
1999-05-14,1075.9360589018609
1999-05-17,1054.5289769218443
1999-05-18,1054.7596005697542
1999-05-19,1061.1813453508469
1999-05-20,1066.2314287829122
1999-05-21,1060.5482142138942
1999-05-24,1061.8223772918784
1999-05-25,1061.0985760133544
1999-05-26,1047.2590333409617
1999-05-27,1032.1740506462384
1999-05-28,1030.5130080508197
1999-05-31,1030.0982481104268
1999-06-01,1029.6043076108465
1999-06-02,1024.9450744606918
1999-06-03,1032.9843730207165
1999-06-04,1036.8999286065787
1999-06-07,1044.6936926870283
1999-06-08,1056.884475577667
1999-06-09,1059.7494567325573
1999-06-10,1055.5593924517284
1999-06-11,1064.732241179942
1999-06-14,1054.6699375229566
1999-06-15,1060.2287518857393
1999-06-16,1058.224251685183
1999-06-17,1061.8691628236124
1999-06-18,1071.5407591078176
1999-06-21,1071.7029829285573
1999-06-22,1063.365851851157
1999-06-23,1057.1084453299684
1999-06-24,1053.9043312258484
1999-06-25,1060.6358324765924
1999-06-28,1054.9287959865262
1999-06-29,1059.0483107329653
1999-06-30,1055.914321799096
1999-07-01,1063.5664461777676
1999-07-02,1063.066635465032
1999-07-05,1087.1679651315371
1999-07-06,1092.6365722961127
1999-07-07,1084.3690971569872
1999-07-08,1080.3484022245348
1999-07-09,1090.5417349585312
1999-07-12,1087.2366509746269
1999-07-13,1075.0730344882747
1999-07-14,1082.6845720354402
1999-07-15,1093.6199577280336
1999-07-16,1087.4122288155847
1999-07-19,1084.1370611156628
1999-07-20,1091.719848021333
1999-07-21,1087.9802964424357
1999-07-22,1076.3319826613254
1999-07-23,1062.7005747028654
1999-07-26,1061.1812066500938
1999-07-27,1066.8818058483785
1999-07-28,1071.7856691336958
1999-07-29,1057.311812887558
1999-07-30,1071.3113132750518
1999-08-02,1064.2605173863576
1999-08-03,1063.2137353560368
1999-08-04,1075.3913743819269
1999-08-05,1061.7716123152718
1999-08-06,1060.1967398672998
1999-08-09,1068.118187197945
1999-08-10,1058.835039637555
1999-08-11,1057.3046268914925
1999-08-12,1076.1717267746635
1999-08-13,1082.699774423149
1999-08-16,1085.7315285531868
1999-08-17,1083.076430278819
1999-08-18,1085.5555361272043
1999-08-19,1084.1497756639137
1999-08-20,1097.7508799991697
1999-08-23,1098.834065245004
1999-08-24,1097.13736335305
1999-08-25,1100.3553046885727
1999-08-26,1094.0252908947643
1999-08-27,1096.8855781789603
1999-08-30,1093.9680829631486
1999-08-31,1082.8857770232664
1999-09-01,1096.9463325749346
1999-09-02,1091.9478869230795
1999-09-03,1099.8294040660314
1999-09-06,1101.0938628018341
1999-09-07,1101.7713862722294
1999-09-08,1102.106960409263
1999-09-09,1106.1182727188127
1999-09-10,1106.4416450596837
1999-09-13,1093.4650049218308
1999-09-14,1095.01220704368
1999-09-15,1084.5010802072588
1999-09-16,1073.9094928820111
1999-09-17,1074.1529708274466
1999-09-20,1076.1562164046538
1999-09-21,1068.5822072474443
1999-09-22,1065.164395232623
1999-09-23,1056.0991462274776
1999-09-24,1049.5487331414129
1999-09-27,1059.0439001103991
1999-09-28,1056.0686904595846
1999-09-29,1060.1797595659068
1999-09-30,1065.7620183934152
1999-10-01,1066.98348912997
1999-10-04,1078.9209061005404
1999-10-05,1077.3522950676977
1999-10-06,1083.6650040689988
1999-10-07,1093.740212557217
1999-10-08,1075.8924591452621
1999-10-11,1077.7321436224677
1999-10-12,1080.8989393532888
1999-10-13,1078.0823761404952
1999-10-14,1078.3403932039746
1999-10-15,1069.8971290687443
1999-10-18,1056.5040611489758
1999-10-19,1069.4947823637904
1999-10-20,1071.260722208997
1999-10-21,1070.9950507842427
1999-10-22,1075.9408011684675
1999-10-25,1067.6064351516343
1999-10-26,1067.6576748971972
1999-10-27,1057.7380636572245
1999-10-28,1074.2376474128803
1999-10-29,1088.0055157027805
1999-11-01,1085.9613261854556
1999-11-02,1085.0445906813259
1999-11-03,1085.4219577175322
1999-11-04,1090.3928776533778
1999-11-05,1089.0366719550882
1999-11-08,1085.9635594503445
1999-11-09,1088.4144009667298
1999-11-10,1096.1447972760836
1999-11-11,1099.0619276395632
1999-11-12,1088.3772865336464
1999-11-15,1094.9979757778904
1999-11-16,1104.2260900712101
1999-11-17,1117.7003995479508
1999-11-18,1114.4630030041858
1999-11-19,1106.5012869222357
1999-11-22,1093.902288594909
1999-11-23,1088.8864065883597
1999-11-24,1078.1269758387698
1999-11-25,1088.9525915879751
1999-11-26,1076.1646267027054
1999-11-29,1067.7337096087695
1999-11-30,1065.20141339675
1999-12-01,1075.9243182546788
1999-12-02,1071.6869197827589
1999-12-03,1080.2870697175122
1999-12-06,1095.1307879953067
1999-12-07,1093.7285586450737
1999-12-08,1092.2211766031785
1999-12-09,1088.42030663405
1999-12-10,1092.845583334919
1999-12-13,1094.7482995575251
1999-12-14,1090.4842330404101
1999-12-15,1097.2724280720963
1999-12-16,1124.9249096594529
1999-12-17,1114.8536472874073
1999-12-20,1110.769310663711
1999-12-21,1109.982254658075
