Date,PACIFIC HIGH DIVIDEND YIELD
2001-05-28,500.949652
2001-05-29,500.893583
2001-05-30,498.010276
2001-05-31,496.196403
2001-06-01,497.479852
2001-06-04,500.028506
2001-06-05,500.792993
2001-06-06,502.333293
2001-06-07,508.727378
2001-06-08,509.960145
2001-06-11,505.952512
2001-06-12,501.246989
2001-06-13,502.126853
2001-06-14,503.128462
2001-06-15,502.140413
2001-06-18,497.300262
2001-06-19,497.793667
2001-06-20,495.717623
2001-06-21,495.350017
2001-06-22,496.831537
2001-06-25,496.754966
2001-06-26,499.969911
2001-06-27,496.064141
2001-06-28,491.448038
2001-06-29,496.389016
2001-07-02,492.768534
2001-07-03,496.573783
2001-07-04,497.775726
2001-07-05,491.019855
2001-07-06,483.917736
2001-07-09,481.501567
2001-07-10,485.689433
2001-07-11,484.700634
2001-07-12,487.005646
2001-07-13,483.983447
2001-07-16,485.27231
2001-07-17,482.036785
2001-07-18,481.937444
2001-07-19,481.48813
2001-07-20,479.707106
2001-07-23,476.280098
2001-07-24,474.995223
2001-07-25,473.267575
2001-07-26,469.028855
2001-07-27,470.399979
2001-07-30,471.505548
2001-07-31,476.569346
2001-08-01,484.364875
2001-08-02,488.092274
2001-08-03,482.755291
2001-08-06,484.178328
2001-08-07,486.335343
2001-08-08,486.899711
2001-08-09,479.910363
2001-08-10,482.169008
2001-08-13,477.98707
2001-08-14,482.795811
2001-08-15,490.052483
2001-08-16,489.698035
2001-08-17,493.917874
2001-08-20,489.392839
2001-08-21,491.107948
2001-08-22,493.027082
2001-08-23,492.57057
2001-08-24,493.880885
2001-08-27,494.568226
2001-08-28,492.228591
2001-08-29,490.987618
2001-08-30,486.989272
2001-08-31,482.107133
2001-09-03,478.314621
2001-09-04,480.892856
2001-09-05,476.981555
2001-09-06,475.181327
2001-09-07,468.569459
2001-09-10,463.37792
2001-09-11,468.540413
2001-09-12,441.371093
2001-09-13,449.349825
2001-09-14,450.107364
2001-09-17,430.351776
2001-09-18,432.753582
2001-09-19,440.306567
2001-09-20,435.177615
2001-09-21,422.629247
2001-09-24,424.816551
2001-09-25,430.210246
2001-09-26,426.000905
2001-09-27,425.620909
2001-09-28,437.191175
2001-10-01,442.660417
2001-10-02,447.110529
2001-10-03,446.367767
2001-10-04,449.60471
2001-10-05,456.03438
2001-10-08,452.045845
2001-10-09,454.234684
2001-10-10,450.244178
2001-10-11,455.010929
2001-10-12,455.124799
2001-10-15,457.706165
2001-10-16,460.507418
2001-10-17,465.016187
2001-10-18,454.830039
2001-10-19,450.3368
2001-10-22,450.053974
2001-10-23,455.073945
2001-10-24,456.805843
2001-10-25,458.969308
2001-10-26,458.443354
2001-10-29,454.762129
2001-10-30,455.585103
2001-10-31,453.73769
2001-11-01,455.085585
2001-11-02,452.296249
2001-11-05,453.601765
2001-11-06,457.85835
2001-11-07,452.333378
2001-11-08,457.617417
2001-11-09,459.134191
2001-11-12,464.723269
2001-11-13,462.785278
2001-11-14,466.505427
2001-11-15,470.157271
2001-11-16,464.371194
2001-11-19,464.130172
2001-11-20,467.44242
2001-11-21,465.027549
2001-11-22,462.3378
2001-11-23,462.630994
2001-11-26,466.192723
2001-11-27,469.586525
2001-11-28,465.851409
2001-11-29,464.234301
2001-11-30,471.948603
2001-12-03,465.618042
2001-12-04,466.12643
2001-12-05,472.023692
2001-12-06,471.360474
2001-12-07,468.727866
2001-12-10,465.411834
2001-12-11,465.695912
2001-12-12,469.045865
2001-12-13,463.043042
2001-12-14,459.558761
2001-12-17,457.027292
2001-12-18,457.570753
2001-12-19,458.508488
2001-12-20,458.934649
2001-12-21,457.769649
2001-12-24,459.956244
2001-12-25,460.5034
2001-12-26,458.293447
2001-12-27,461.987305
2001-12-28,466.907982
2001-12-31,467.601483
2002-01-01,467.601483
2002-01-02,468.303631
2002-01-03,469.147368
2002-01-04,474.04693
2002-01-07,477.967826
2002-01-08,474.931558
2002-01-09,471.935013
2002-01-10,470.555709
2002-01-11,467.855239
2002-01-14,468.194464
2002-01-15,465.357761
2002-01-16,467.23982
2002-01-17,465.722203
2002-01-18,467.027231
2002-01-21,471.023068
2002-01-22,467.975583
2002-01-23,468.05097
2002-01-24,468.202056
2002-01-25,470.271181
2002-01-28,471.87744
2002-01-29,472.565891
2002-01-30,465.903191
2002-01-31,467.698728
2002-02-01,465.133532
2002-02-04,466.812891
2002-02-05,462.210502
2002-02-06,460.469404
2002-02-07,459.817796
2002-02-08,464.372816
2002-02-11,469.394583
2002-02-12,470.69621
2002-02-13,472.516069
2002-02-14,478.108127
2002-02-15,476.96292
2002-02-18,476.056124
2002-02-19,470.036528
2002-02-20,468.847157
2002-02-21,471.229317
2002-02-22,468.936912
2002-02-25,466.17911
2002-02-26,466.499506
2002-02-27,470.209571
2002-02-28,470.893165
2002-03-01,474.237809
2002-03-04,485.115084
2002-03-05,486.190988
2002-03-06,485.670339
2002-03-07,498.62884
2002-03-08,498.564525
2002-03-11,499.710791
2002-03-12,495.118805
2002-03-13,491.439693
2002-03-14,494.475984
2002-03-15,492.692535
2002-03-18,492.283006
2002-03-19,494.554525
2002-03-20,496.311814
2002-03-21,492.876926
2002-03-22,490.127659
2002-03-25,488.741802
2002-03-26,483.824745
2002-03-27,487.794043
2002-03-28,492.441935
2002-03-29,489.979898
2002-04-01,487.138102
2002-04-02,484.090593
2002-04-03,483.291269
2002-04-04,483.764422
2002-04-05,485.192866
2002-04-08,481.681463
2002-04-09,480.430646
2002-04-10,484.094002
2002-04-11,483.30356
2002-04-12,480.554933
2002-04-15,480.82126
2002-04-16,482.934344
2002-04-17,488.903088
2002-04-18,491.514541
2002-04-19,492.867074
2002-04-22,492.851774
2002-04-23,493.422211
2002-04-24,492.15422
2002-04-25,492.165347
2002-04-26,490.384963
2002-04-29,485.897641
2002-04-30,487.385739
2002-05-01,490.029699
2002-05-02,490.570124
2002-05-03,493.889865
2002-05-06,491.755021
2002-05-07,491.974061
2002-05-08,494.542537
2002-05-09,494.479092
2002-05-10,495.919699
2002-05-13,495.876155
2002-05-14,494.483885
2002-05-15,500.370542
2002-05-16,504.483375
2002-05-17,509.991111
2002-05-20,508.968769
2002-05-21,509.683471
2002-05-22,515.469334
2002-05-23,514.013041
2002-05-24,514.713218
2002-05-27,513.910246
2002-05-28,516.067888
2002-05-29,515.375689
2002-05-30,517.269447
2002-05-31,514.997251
2002-06-03,517.544442
2002-06-04,517.653942
2002-06-05,514.137926
2002-06-06,515.861321
2002-06-07,516.509962
2002-06-10,515.472292
2002-06-11,514.912616
2002-06-12,513.955769
2002-06-13,510.89097
2002-06-14,502.598041
2002-06-17,497.603526
2002-06-18,499.138577
2002-06-19,495.697153
2002-06-20,499.996281
2002-06-21,499.429928
2002-06-24,500.468854
2002-06-25,497.600585
2002-06-26,491.358988
2002-06-27,494.028012
2002-06-28,496.748999
2002-07-01,495.918401
2002-07-02,495.731104
2002-07-03,496.617299
2002-07-04,497.593638
2002-07-05,499.75486
2002-07-08,504.164812
2002-07-09,511.040191
2002-07-10,508.046024
2002-07-11,499.352816
2002-07-12,499.845566
2002-07-15,500.231491
2002-07-16,494.708397
2002-07-17,488.184842
2002-07-18,493.406994
2002-07-19,489.45782
2002-07-22,485.005915
2002-07-23,483.848727
2002-07-24,473.037354
2002-07-25,472.636839
2002-07-26,462.293908
2002-07-29,465.723033
2002-07-30,472.339126
2002-07-31,474.019892
2002-08-01,472.939842
2002-08-02,470.708592
2002-08-05,464.742358
2002-08-06,455.942436
2002-08-07,468.260566
2002-08-08,467.949264
2002-08-09,469.987991
2002-08-12,472.136892
2002-08-13,475.748446
2002-08-14,477.905805
2002-08-15,483.845633
2002-08-16,484.337756
2002-08-19,481.403171
2002-08-20,483.678838
2002-08-21,483.06701
2002-08-22,484.899705
2002-08-23,483.206171
2002-08-26,484.400391
2002-08-27,485.674657
2002-08-28,482.377489
2002-08-29,481.411339
2002-08-30,479.781976
2002-09-02,479.406517
2002-09-03,476.842653
2002-09-04,472.62324
2002-09-05,472.700823
2002-09-06,472.610063
2002-09-09,475.056174
2002-09-10,475.464637
2002-09-11,476.215263
2002-09-12,477.648766
2002-09-13,474.884678
2002-09-16,471.021626
2002-09-17,476.125468
2002-09-18,473.14808
2002-09-19,474.250231
2002-09-20,465.343916
2002-09-23,461.606472
2002-09-24,458.969336
2002-09-25,453.009186
2002-09-26,455.142913
2002-09-27,456.683268
2002-09-30,452.459455
2002-10-01,450.758616
2002-10-02,450.586889
2002-10-03,449.018953
2002-10-04,448.951892
2002-10-07,441.402572
2002-10-08,441.649232
2002-10-09,437.83623
2002-10-10,433.128055
2002-10-11,436.314934
2002-10-14,438.309132
2002-10-15,446.748849
2002-10-16,446.841409
2002-10-17,449.739538
2002-10-18,449.768833
2002-10-21,450.761955
2002-10-22,450.320195
2002-10-23,454.410109
2002-10-24,454.908853
2002-10-25,454.334267
2002-10-28,459.095625
2002-10-29,454.295739
2002-10-30,455.17245
2002-10-31,460.374478
2002-11-01,455.937956
2002-11-04,461.885129
2002-11-05,462.704656
2002-11-06,463.14297
2002-11-07,461.981401
2002-11-08,459.505623
2002-11-11,451.221881
2002-11-12,453.978698
2002-11-13,449.906828
2002-11-14,450.660283
2002-11-15,455.739027
2002-11-18,451.695069
2002-11-19,447.863821
2002-11-20,448.285957
2002-11-21,451.159123
2002-11-22,454.581186
2002-11-25,455.186353
2002-11-26,452.613743
2002-11-27,451.136174
2002-11-28,457.428329
2002-11-29,456.340734
2002-12-02,456.637737
2002-12-03,454.505606
2002-12-04,449.200731
2002-12-05,449.86804
2002-12-06,449.740698
2002-12-09,448.421395
2002-12-10,445.938013
2002-12-11,442.973138
2002-12-12,447.505265
2002-12-13,446.866352
2002-12-16,444.056349
2002-12-17,448.322464
2002-12-18,443.73184
2002-12-19,445.844971
2002-12-20,447.112541
2002-12-23,449.431099
2002-12-24,450.688795
2002-12-25,451.29717
2002-12-26,452.355533
2002-12-27,451.890972
2002-12-30,449.852275
2002-12-31,451.796379
2003-01-01,451.796379
2003-01-02,451.613167
2003-01-03,456.481624
2003-01-06,464.062175
2003-01-07,460.653325
2003-01-08,460.289541
2003-01-09,462.420884
2003-01-10,464.244253
2003-01-13,466.874513
2003-01-14,470.875582
2003-01-15,472.12019
2003-01-16,468.767655
2003-01-17,467.758293
2003-01-20,466.447065
2003-01-21,464.648369
2003-01-22,461.685236
2003-01-23,465.050321
2003-01-24,465.158919
2003-01-27,461.562995
2003-01-28,456.720092
2003-01-29,454.15863
2003-01-30,453.169048
2003-01-31,451.492621
2003-02-03,450.193809
2003-02-04,454.099504
2003-02-05,451.109062
2003-02-06,447.44431
2003-02-07,449.910302
2003-02-10,449.350487
2003-02-11,446.126164
2003-02-12,449.732791
2003-02-13,445.244572
2003-02-14,443.045587
2003-02-17,448.075983
2003-02-18,450.160543
2003-02-19,453.621923
2003-02-20,450.696828
2003-02-21,449.965025
2003-02-24,456.306741
2003-02-25,449.918249
2003-02-26,453.136582
2003-02-27,450.153699
2003-02-28,450.187609
2003-03-03,456.290599
2003-03-04,455.842294
2003-03-05,453.046825
2003-03-06,450.604785
2003-03-07,445.781299
2003-03-10,443.794998
2003-03-11,438.419201
2003-03-12,435.148538
2003-03-13,431.20249
2003-03-14,438.8811
2003-03-17,436.948511
2003-03-18,446.0726
2003-03-19,450.137508
2003-03-20,452.478546
2003-03-21,449.934967
2003-03-24,452.512727
2003-03-25,453.292455
2003-03-26,457.641528
2003-03-27,458.184378
2003-03-28,457.211271
2003-03-31,453.655597
2003-04-01,455.463895
2003-04-02,455.740646
2003-04-03,455.450762
2003-04-04,459.703747
2003-04-07,464.335061
2003-04-08,462.630711
2003-04-09,457.775315
2003-04-10,462.389576
2003-04-11,461.011144
2003-04-14,458.668093
2003-04-15,463.811792
2003-04-16,467.456111
2003-04-17,466.8435
2003-04-18,466.178948
2003-04-21,465.303216
2003-04-22,471.344227
2003-04-23,470.828381
2003-04-24,471.33322
2003-04-25,470.015039
2003-04-28,469.298476
2003-04-29,477.492403
2003-04-30,479.674413
2003-05-01,482.200234
2003-05-02,479.828292
2003-05-05,482.188107
2003-05-06,483.590592
2003-05-07,482.86698
2003-05-08,484.213387
2003-05-09,485.131549
2003-05-12,490.695689
2003-05-13,490.753506
2003-05-14,489.946816
2003-05-15,488.875517
2003-05-16,490.310324
2003-05-19,491.050757
2003-05-20,489.641114
2003-05-21,490.007838
2003-05-22,494.103427
2003-05-23,499.733115
2003-05-26,502.521602
2003-05-27,498.977356
2003-05-28,496.352739
2003-05-29,496.953231
2003-05-30,495.868286
2003-06-02,502.663655
2003-06-03,503.478584
2003-06-04,507.976851
2003-06-05,510.748835
2003-06-06,508.841239
2003-06-09,508.759564
2003-06-10,510.654747
2003-06-11,515.101996
2003-06-12,517.58015
2003-06-13,520.257221
2003-06-16,521.185143
2003-06-17,525.937988
2003-06-18,523.701267
2003-06-19,524.100347
2003-06-20,523.507988
2003-06-23,520.195485
2003-06-24,514.923988
2003-06-25,517.87933
2003-06-26,511.288093
2003-06-27,512.831884
2003-06-30,509.686162
2003-07-01,515.783924
2003-07-02,517.457234
2003-07-03,521.149472
2003-07-04,518.024532
2003-07-07,520.000129
2003-07-08,511.707296
2003-07-09,507.970599
2003-07-10,509.593759
2003-07-11,510.950318
2003-07-14,516.8528
2003-07-15,514.211951
2003-07-16,517.413808
2003-07-17,513.747302
2003-07-18,511.34392
2003-07-21,514.158329
2003-07-22,510.804484
2003-07-23,515.518338
2003-07-24,519.028113
2003-07-25,520.161587
2003-07-28,524.398556
2003-07-29,523.434748
2003-07-30,515.354186
2003-07-31,515.251245
2003-08-01,520.649362
2003-08-04,517.204111
2003-08-05,514.04183
2003-08-06,514.316133
2003-08-07,517.717661
2003-08-08,519.843132
2003-08-11,522.773592
2003-08-12,523.18463
2003-08-13,526.874325
2003-08-14,528.171359
2003-08-15,528.738787
2003-08-18,531.974474
2003-08-19,531.326685
2003-08-20,535.642126
2003-08-21,536.301024
2003-08-22,536.70416
2003-08-25,536.968504
2003-08-26,531.549696
2003-08-27,529.012115
2003-08-28,528.342771
2003-08-29,533.574091
2003-09-01,533.823045
2003-09-02,534.339836
2003-09-03,535.528305
2003-09-04,537.360061
2003-09-05,538.356728
2003-09-08,541.914866
2003-09-09,545.345816
2003-09-10,540.242637
2003-09-11,541.099566
2003-09-12,544.5584
2003-09-15,546.411704
2003-09-16,547.503784
2003-09-17,551.632555
2003-09-18,554.634272
2003-09-19,556.221107
2003-09-22,560.165792
2003-09-23,560.793679
2003-09-24,568.728706
2003-09-25,565.647498
2003-09-26,561.093486
2003-09-29,558.434611
2003-09-30,560.815769
2003-10-01,564.335992
2003-10-02,573.91092
2003-10-03,576.807579
2003-10-06,579.671308
2003-10-07,584.498369
2003-10-08,585.581961
2003-10-09,589.906846
2003-10-10,590.707992
2003-10-13,590.885424
2003-10-14,589.032248
2003-10-15,591.212274
2003-10-16,595.208007
2003-10-17,595.213073
2003-10-20,595.032634
2003-10-21,601.651705
2003-10-22,602.219012
2003-10-23,587.803436
2003-10-24,586.811358
2003-10-27,588.845301
2003-10-28,591.898183
2003-10-29,593.934378
2003-10-30,595.613819
2003-10-31,596.295641
2003-11-03,592.467985
2003-11-04,594.359262
2003-11-05,596.734409
2003-11-06,590.19451
2003-11-07,592.156468
2003-11-10,592.880182
2003-11-11,586.941397
2003-11-12,587.331322
2003-11-13,595.124149
2003-11-14,592.878752
2003-11-17,582.518813
2003-11-18,586.247054
2003-11-19,585.126868
2003-11-20,587.099928
2003-11-21,586.364273
2003-11-24,583.563446
2003-11-25,587.588958
2003-11-26,592.118788
2003-11-27,590.570638
2003-11-28,593.040652
2003-12-01,596.165102
2003-12-02,600.875804
2003-12-03,606.689732
2003-12-04,608.265311
2003-12-05,608.822104
2003-12-08,609.605778
2003-12-09,611.653615
2003-12-10,611.680962
2003-12-11,610.187861
2003-12-12,617.304049
2003-12-15,622.0532
2003-12-16,615.234855
2003-12-17,614.298484
2003-12-18,609.92384
2003-12-19,611.595754
2003-12-22,615.293459
2003-12-23,616.55925
2003-12-24,621.687135
2003-12-25,621.899745
2003-12-26,621.318225
2003-12-29,623.842156
2003-12-30,630.188554
2003-12-31,633.649599
2004-01-01,633.649599
2004-01-02,637.328957
2004-01-05,645.916182
2004-01-06,652.514133
2004-01-07,650.355508
2004-01-08,651.240025
2004-01-09,656.095343
2004-01-12,656.129907
2004-01-13,657.805589
2004-01-14,660.285836
2004-01-15,653.170998
2004-01-16,648.793811
2004-01-19,644.913793
2004-01-20,654.868703
2004-01-21,660.782614
2004-01-22,667.142338
2004-01-23,667.977242
2004-01-26,668.701931
2004-01-27,667.244155
2004-01-28,659.694577
2004-01-29,647.658649
2004-01-30,650.412855
2004-02-02,646.531504
2004-02-03,651.468747
2004-02-04,647.704386
2004-02-05,650.100385
2004-02-06,655.526914
2004-02-09,662.978575
2004-02-10,664.760775
2004-02-11,666.435983
2004-02-12,675.198665
2004-02-13,677.420857
2004-02-16,678.042794
2004-02-17,682.083331
2004-02-18,684.028961
2004-02-19,681.010765
2004-02-20,673.053339
2004-02-23,669.38459
2004-02-24,670.406926
2004-02-25,667.597547
2004-02-26,666.771946
2004-02-27,672.732592
2004-03-01,677.506646
2004-03-02,673.899363
2004-03-03,660.168868
2004-03-04,662.019438
2004-03-05,669.835365
2004-03-08,668.921315
2004-03-09,673.141503
2004-03-10,662.343566
2004-03-11,652.617991
2004-03-12,647.466523
2004-03-15,649.531563
2004-03-16,659.060787
2004-03-17,661.797278
2004-03-18,668.742999
2004-03-19,669.128922
2004-03-22,664.787382
2004-03-23,664.416492
2004-03-24,664.021023
2004-03-25,660.767369
2004-03-26,665.17917
2004-03-29,664.449046
2004-03-30,672.606385
2004-03-31,677.801226
2004-04-01,684.453777
2004-04-02,679.917001
2004-04-05,675.988267
2004-04-06,680.181136
2004-04-07,684.108698
2004-04-08,680.74513
2004-04-09,680.30516
2004-04-12,682.379415
2004-04-13,675.889453
2004-04-14,657.13402
2004-04-15,655.83874
2004-04-16,658.945866
2004-04-19,660.702866
2004-04-20,658.176568
2004-04-21,651.164556
2004-04-22,647.728957
2004-04-23,654.392156
2004-04-26,652.044823
2004-04-27,649.87644
2004-04-28,646.034708
2004-04-29,637.058272
2004-04-30,636.604261
2004-05-03,633.594739
2004-05-04,642.081483
2004-05-05,644.8178
2004-05-06,639.152055
2004-05-07,622.957734
2004-05-10,604.330831
2004-05-11,605.444259
2004-05-12,611.936926
2004-05-13,603.163593
2004-05-14,599.383497
2004-05-17,591.766607
2004-05-18,593.755408
2004-05-19,612.21446
2004-05-20,605.823122
2004-05-21,618.607395
2004-05-24,620.368885
2004-05-25,622.376154
2004-05-26,627.431338
2004-05-27,639.639029
2004-05-28,638.493218
2004-05-31,640.680149
2004-06-01,638.324275
2004-06-02,634.971844
2004-06-03,624.069028
2004-06-04,627.459207
2004-06-07,641.732701
2004-06-08,641.258178
2004-06-09,634.092508
2004-06-10,638.065528
2004-06-11,635.930755
2004-06-14,631.506547
2004-06-15,629.863454
2004-06-16,632.537918
2004-06-17,630.838481
2004-06-18,633.550267
2004-06-21,638.437821
2004-06-22,636.069873
2004-06-23,636.886246
2004-06-24,648.02165
2004-06-25,646.290679
2004-06-28,647.468618
2004-06-29,641.688398
2004-06-30,646.510309
2004-07-01,651.600166
2004-07-02,655.473764
2004-07-05,653.612061
2004-07-06,658.971558
2004-07-07,665.43486
2004-07-08,664.240225
2004-07-09,664.668364
2004-07-12,669.253129
2004-07-13,666.936197
2004-07-14,658.849666
2004-07-15,657.202674
2004-07-16,664.404124
2004-07-19,666.88752
2004-07-20,661.492679
2004-07-21,655.445015
2004-07-22,652.822495
2004-07-23,646.084145
2004-07-26,647.824719
2004-07-27,642.76072
2004-07-28,640.712037
2004-07-29,641.006404
2004-07-30,647.521814
2004-08-02,651.953001
2004-08-03,655.061841
2004-08-04,652.11663
2004-08-05,653.578788
2004-08-06,661.432984
2004-08-09,659.247382
2004-08-10,656.840839
2004-08-11,655.444306
2004-08-12,655.055263
2004-08-13,654.66216
2004-08-16,653.308374
2004-08-17,653.834223
2004-08-18,654.43875
2004-08-19,664.199158
2004-08-20,666.00239
2004-08-23,667.144267
2004-08-24,661.787497
2004-08-25,662.674089
2004-08-26,662.523133
2004-08-27,666.640399
2004-08-30,664.391768
2004-08-31,670.154117
2004-09-01,674.487007
2004-09-02,672.00511
2004-09-03,665.466242
2004-09-06,669.72038
2004-09-07,673.494454
2004-09-08,672.022499
2004-09-09,666.595865
2004-09-10,674.421381
2004-09-13,675.612349
2004-09-14,682.905016
2004-09-15,675.470734
2004-09-16,679.603453
2004-09-17,678.577934
2004-09-20,680.624927
2004-09-21,682.093468
2004-09-22,686.654684
2004-09-23,691.055825
2004-09-24,685.255627
2004-09-27,682.947553
2004-09-28,685.040727
2004-09-29,687.654802
2004-09-30,697.186588
2004-10-01,697.387055
2004-10-04,700.979919
2004-10-05,705.120739
2004-10-06,705.078585
2004-10-07,705.420403
2004-10-08,710.619202
2004-10-11,711.995174
2004-10-12,709.410877
2004-10-13,704.541827
2004-10-14,705.282922
2004-10-15,707.730479
2004-10-18,702.185768
2004-10-19,707.418469
2004-10-20,707.702913
2004-10-21,710.687529
2004-10-22,711.60769
2004-10-25,711.383102
2004-10-26,712.584979
2004-10-27,718.530339
2004-10-28,724.487088
2004-10-29,726.10906
2004-11-01,728.266388
2004-11-02,731.10759
2004-11-03,742.465299
2004-11-04,742.981933
2004-11-05,746.993647
2004-11-08,743.247315
2004-11-09,743.98633
2004-11-10,745.225533
2004-11-11,748.126829
2004-11-12,755.162309
2004-11-15,762.379754
2004-11-16,760.064914
2004-11-17,767.983969
2004-11-18,765.825426
2004-11-19,771.360488
2004-11-22,765.706201
2004-11-23,773.815686
2004-11-24,779.555177
2004-11-25,786.887362
2004-11-26,785.239986
2004-11-29,788.098275
2004-11-30,782.628095
2004-12-01,777.75188
2004-12-02,784.87119
2004-12-03,785.827632
2004-12-06,786.749756
2004-12-07,782.271834
2004-12-08,762.621275
2004-12-09,757.263519
2004-12-10,755.659234
2004-12-13,763.654863
2004-12-14,767.906564
2004-12-15,777.229125
2004-12-16,773.456091
2004-12-17,776.54469
2004-12-20,783.75313
2004-12-21,785.4413
2004-12-22,787.394184
2004-12-23,790.119632
2004-12-24,795.751838
2004-12-27,798.67545
2004-12-28,800.264821
2004-12-29,796.195793
2004-12-30,801.575169
2004-12-31,807.275125
2005-01-03,802.259917
2005-01-04,793.749296
2005-01-05,787.528693
2005-01-06,781.777158
2005-01-07,781.86654
2005-01-10,784.796585
2005-01-11,788.103477
2005-01-12,793.165194
2005-01-13,791.200897
2005-01-14,784.937266
2005-01-17,787.358724
2005-01-18,782.972934
2005-01-19,785.933029
2005-01-20,780.459369
2005-01-21,784.264732
2005-01-24,786.097784
2005-01-25,785.373434
2005-01-26,794.848298
2005-01-27,800.630777
2005-01-28,799.531358
2005-01-31,801.832659
2005-02-01,801.035204
2005-02-02,805.926541
2005-02-03,802.353647
2005-02-04,807.381011
2005-02-07,811.869683
2005-02-08,805.094944
2005-02-09,807.2437
2005-02-10,819.791536
2005-02-11,819.732093
2005-02-14,822.386468
2005-02-15,821.121852
2005-02-16,819.069044
2005-02-17,824.89514
2005-02-18,827.354149
2005-02-21,831.429351
2005-02-22,833.548165
2005-02-23,822.549404
2005-02-24,819.543085
2005-02-25,826.625354
2005-02-28,841.590316
2005-03-01,838.218678
2005-03-02,834.08554
2005-03-03,837.220272
2005-03-04,844.609966
2005-03-07,846.556825
2005-03-08,853.149515
2005-03-09,852.173828
2005-03-10,846.145499
2005-03-11,845.671373
