Date,KOKUSAI HIGH DIVIDEND YIELD
2001-02-27,655.922099
2001-02-28,653.106955
2001-03-01,654.072081
2001-03-02,658.125474
2001-03-05,659.338944
2001-03-06,660.998386
2001-03-07,663.31138
2001-03-08,669.034718
2001-03-09,664.23467
2001-03-12,650.592546
2001-03-13,642.571215
2001-03-14,626.824721
2001-03-15,631.513276
2001-03-16,617.41902
2001-03-19,618.864002
2001-03-20,618.293623
2001-03-21,606.545069
2001-03-22,584.655623
2001-03-23,594.496559
2001-03-26,609.286436
2001-03-27,623.974572
2001-03-28,614.508878
2001-03-29,615.689456
2001-03-30,623.178521
2001-04-02,620.43945
2001-04-03,608.772383
2001-04-04,615.297809
2001-04-05,624.263418
2001-04-06,622.009149
2001-04-09,630.409008
2001-04-10,636.896127
2001-04-11,632.084264
2001-04-12,636.805688
2001-04-13,636.805688
2001-04-16,636.650947
2001-04-17,637.109642
2001-04-18,642.36783
2001-04-19,647.082611
2001-04-20,647.805199
2001-04-23,645.342637
2001-04-24,645.444334
2001-04-25,649.504125
2001-04-26,654.945549
2001-04-27,659.333086
2001-04-30,655.942053
2001-05-01,660.219438
2001-05-02,656.616771
2001-05-03,649.802233
2001-05-04,656.256816
2001-05-07,657.146438
2001-05-08,653.507392
2001-05-09,652.911821
2001-05-10,659.996116
2001-05-11,654.178675
2001-05-14,649.684974
2001-05-15,656.292
2001-05-16,665.643249
2001-05-17,665.725817
2001-05-18,668.08792
2001-05-21,668.618933
2001-05-22,665.168248
2001-05-23,659.265559
2001-05-24,659.954563
2001-05-25,656.285619
2001-05-28,657.640003
2001-05-29,656.76507
2001-05-30,654.83867
2001-05-31,654.140017
2001-06-01,653.230246
2001-06-04,657.300561
2001-06-05,660.923664
2001-06-06,655.210989
2001-06-07,654.184372
2001-06-08,652.063465
2001-06-11,647.937686
2001-06-12,647.214833
2001-06-13,649.56389
2001-06-14,646.446382
2001-06-15,643.939213
2001-06-18,639.735189
2001-06-19,640.322989
2001-06-20,638.594406
2001-06-21,641.415008
2001-06-22,642.510899
2001-06-25,643.523906
2001-06-26,638.905341
2001-06-27,636.844819
2001-06-28,636.435717
2001-06-29,639.935224
2001-07-02,645.900185
2001-07-03,642.417843
2001-07-04,641.329624
2001-07-05,635.9586
2001-07-06,627.496477
2001-07-09,629.410245
2001-07-10,628.412286
2001-07-11,626.672651
2001-07-12,629.162742
2001-07-13,631.998009
2001-07-16,631.729256
2001-07-17,630.708787
2001-07-18,632.877367
2001-07-19,636.204625
2001-07-20,633.83654
2001-07-23,630.204415
2001-07-24,623.336171
2001-07-25,625.433283
2001-07-26,628.822771
2001-07-27,632.337957
2001-07-30,636.102767
2001-07-31,641.023504
2001-08-01,644.392474
2001-08-02,644.910183
2001-08-03,642.162679
2001-08-06,639.170783
2001-08-07,640.883161
2001-08-08,634.784662
2001-08-09,633.952503
2001-08-10,636.369123
2001-08-13,639.273371
2001-08-14,643.028057
2001-08-15,646.389607
2001-08-16,645.641285
2001-08-17,639.396385
2001-08-20,640.052089
2001-08-21,641.596114
2001-08-22,646.302402
2001-08-23,644.149815
2001-08-24,651.110254
2001-08-27,648.577226
2001-08-28,642.29603
2001-08-29,640.654246
2001-08-30,632.503027
2001-08-31,632.371983
2001-09-03,628.341156
2001-09-04,629.879601
2001-09-05,625.54234
2001-09-06,616.592203
2001-09-07,607.963889
2001-09-10,604.494927
2001-09-11,588.960822
2001-09-12,588.352465
2001-09-13,592.718672
2001-09-14,581.000391
2001-09-17,579.632972
2001-09-18,577.043485
2001-09-19,567.243503
2001-09-20,546.475469
2001-09-21,528.511248
2001-09-24,549.781288
2001-09-25,558.569441
2001-09-26,561.466277
2001-09-27,570.205071
2001-09-28,581.986532
2001-10-01,576.525491
2001-10-02,582.808847
2001-10-03,586.188123
2001-10-04,593.255319
2001-10-05,592.790178
2001-10-08,588.750017
2001-10-09,587.417261
2001-10-10,596.815176
2001-10-11,598.020818
2001-10-12,595.370246
2001-10-15,587.769674
2001-10-16,592.241403
2001-10-17,595.720997
2001-10-18,585.713482
2001-10-19,578.226871
2001-10-22,582.402138
2001-10-23,587.319398
2001-10-24,588.748026
2001-10-25,587.025862
2001-10-26,595.142263
2001-10-29,589.158028
2001-10-30,579.466034
2001-10-31,580.236657
2001-11-01,588.92606
2001-11-02,588.661949
2001-11-05,594.741901
2001-11-06,596.147187
2001-11-07,599.148838
2001-11-08,602.551033
2001-11-09,601.384974
2001-11-12,594.193079
2001-11-13,601.736563
2001-11-14,599.330526
2001-11-15,596.756253
2001-11-16,600.844398
2001-11-19,604.650749
2001-11-20,603.704604
2001-11-21,599.868501
2001-11-22,602.547468
2001-11-23,603.433398
2001-11-26,601.853632
2001-11-27,598.201723
2001-11-28,592.726508
2001-11-29,595.968518
2001-11-30,598.706277
2001-12-03,595.348646
2001-12-04,600.50006
2001-12-05,611.352777
2001-12-06,612.142339
2001-12-07,608.299982
2001-12-10,601.584455
2001-12-11,599.501781
2001-12-12,600.290757
2001-12-13,595.402236
2001-12-14,594.364946
2001-12-17,604.709222
2001-12-18,605.583656
2001-12-19,605.518937
2001-12-20,601.49666
2001-12-21,602.782528
2001-12-24,602.25596
2001-12-25,602.25596
2001-12-26,604.550679
2001-12-27,613.433077
2001-12-28,614.737965
2001-12-31,614.872696
2002-01-01,614.872696
2002-01-02,616.462832
2002-01-03,621.642332
2002-01-04,622.197661
2002-01-07,618.117203
2002-01-08,615.356435
2002-01-09,613.112797
2002-01-10,612.594074
2002-01-11,610.144076
2002-01-14,605.175292
2002-01-15,609.480052
2002-01-16,600.616606
2002-01-17,603.548447
2002-01-18,602.132293
2002-01-21,602.266297
2002-01-22,602.584799
2002-01-23,608.4892
2002-01-24,610.04739
2002-01-25,606.247247
2002-01-28,608.714244
2002-01-29,597.969287
2002-01-30,596.057249
2002-01-31,603.771356
2002-02-01,603.787671
2002-02-04,598.874733
2002-02-05,592.477373
2002-02-06,588.590829
2002-02-07,590.340947
2002-02-08,593.921745
2002-02-11,601.029635
2002-02-12,601.178003
2002-02-13,604.384185
2002-02-14,608.782728
2002-02-15,606.705868
2002-02-18,604.486975
2002-02-19,597.360423
2002-02-20,597.099006
2002-02-21,597.992279
2002-02-22,600.870325
2002-02-25,608.097583
2002-02-26,610.147518
2002-02-27,611.941035
2002-02-28,611.588746
2002-03-01,620.276908
2002-03-04,632.199107
2002-03-05,628.696495
2002-03-06,634.90508
2002-03-07,638.223672
2002-03-08,637.669127
2002-03-11,638.611148
2002-03-12,636.892148
2002-03-13,636.425516
2002-03-14,638.535267
2002-03-15,645.400261
2002-03-18,645.748493
2002-03-19,650.186961
2002-03-20,646.815357
2002-03-21,644.456142
2002-03-22,644.059987
2002-03-25,637.886377
2002-03-26,640.546891
2002-03-27,641.166339
2002-03-28,645.146759
2002-03-29,645.146759
2002-04-01,647.48003
2002-04-02,647.405452
2002-04-03,645.012386
2002-04-04,642.146094
2002-04-05,641.734073
2002-04-08,637.638354
2002-04-09,637.433487
2002-04-10,645.931002
2002-04-11,638.57664
2002-04-12,638.933099
2002-04-15,639.724682
2002-04-16,649.822099
2002-04-17,652.490621
2002-04-18,653.063392
2002-04-19,655.056201
2002-04-22,650.557406
2002-04-23,649.155586
2002-04-24,648.559488
2002-04-25,646.452223
2002-04-26,643.25392
2002-04-29,640.54187
2002-04-30,646.318809
2002-05-01,649.550439
2002-05-02,652.026368
2002-05-03,655.009302
2002-05-06,650.294043
2002-05-07,644.761957
2002-05-08,653.829583
2002-05-09,650.001093
2002-05-10,646.56666
2002-05-13,653.83155
2002-05-14,657.038461
2002-05-15,658.280499
2002-05-16,659.82107
2002-05-17,662.094807
2002-05-20,657.491349
2002-05-21,656.103383
2002-05-22,657.361527
2002-05-23,659.575299
2002-05-24,657.265602
2002-05-27,657.090931
2002-05-28,654.890141
2002-05-29,654.878461
2002-05-30,651.092194
2002-05-31,653.629294
2002-06-03,646.672844
2002-06-04,643.069115
2002-06-05,639.230575
2002-06-06,635.571216
2002-06-07,633.862245
2002-06-10,633.345683
2002-06-11,632.754681
2002-06-12,630.233501
2002-06-13,624.373135
2002-06-14,614.682458
2002-06-17,628.18368
2002-06-18,629.482629
2002-06-19,623.694939
2002-06-20,619.143145
2002-06-21,616.507359
2002-06-24,611.111599
2002-06-25,612.610616
2002-06-26,610.375145
2002-06-27,613.869713
2002-06-28,626.563238
2002-07-01,624.919164
2002-07-02,612.519875
2002-07-03,601.536728
2002-07-04,605.620065
2002-07-05,620.681267
2002-07-08,623.51939
2002-07-09,616.986574
2002-07-10,597.775647
2002-07-11,584.947748
2002-07-12,579.484024
2002-07-15,565.766062
2002-07-16,561.649095
2002-07-17,570.647408
2002-07-18,569.103147
2002-07-19,548.528731
2002-07-22,523.96309
2002-07-23,512.303906
2002-07-24,519.981744
2002-07-25,535.848907
2002-07-26,538.257948
2002-07-29,560.903417
2002-07-30,562.80947
2002-07-31,570.367501
2002-08-01,549.507894
2002-08-02,547.815913
2002-08-05,534.845265
2002-08-06,545.011426
2002-08-07,548.69303
2002-08-08,565.002381
2002-08-09,572.136522
2002-08-12,566.789813
2002-08-13,565.510715
2002-08-14,569.486441
2002-08-15,577.550354
2002-08-16,577.791733
2002-08-19,587.759577
2002-08-20,580.537595
2002-08-21,585.993805
2002-08-22,592.623516
2002-08-23,583.750481
2002-08-26,585.273915
2002-08-27,592.673746
2002-08-28,578.867908
2002-08-29,573.536862
2002-08-30,575.964315
2002-09-02,573.186089
2002-09-03,554.723968
2002-09-04,556.019683
2002-09-05,552.097745
2002-09-06,560.74083
2002-09-09,558.412502
2002-09-10,564.01466
2002-09-11,567.657209
2002-09-12,553.731181
2002-09-13,550.186282
2002-09-16,549.029648
2002-09-17,540.133034
2002-09-18,530.752008
2002-09-19,521.291092
2002-09-20,521.317168
2002-09-23,511.026215
2002-09-24,501.016841
2002-09-25,506.967912
2002-09-26,523.968053
2002-09-27,515.916808
2002-09-30,504.887726
2002-10-01,517.015772
2002-10-02,516.504335
2002-10-03,510.722955
2002-10-04,498.842088
2002-10-07,494.105447
2002-10-08,489.383466
2002-10-09,482.312006
2002-10-10,494.011953
2002-10-11,513.098215
2002-10-14,512.855503
2002-10-15,536.292491
2002-10-16,529.577566
2002-10-17,540.528877
2002-10-18,540.188524
2002-10-21,545.735578
2002-10-22,540.096503
2002-10-23,533.538281
2002-10-24,536.757021
2002-10-25,537.833241
2002-10-28,541.233672
2002-10-29,526.865784
2002-10-30,535.166803
2002-10-31,539.131683
2002-11-01,541.823268
2002-11-04,550.373622
2002-11-05,555.987737
2002-11-06,553.129537
2002-11-07,545.445908
2002-11-08,542.753243
2002-11-11,538.036266
2002-11-12,538.048062
2002-11-13,532.985725
2002-11-14,539.991979
2002-11-15,544.996192
2002-11-18,547.295989
2002-11-19,547.298146
2002-11-20,547.215276
2002-11-21,558.53774
2002-11-22,557.788377
2002-11-25,555.259862
2002-11-26,545.790397
2002-11-27,555.640406
2002-11-28,559.846615
2002-11-29,559.156361
2002-12-02,557.364671
2002-12-03,552.056702
2002-12-04,549.707485
2002-12-05,546.048141
2002-12-06,548.661649
2002-12-09,540.258296
2002-12-10,544.014848
2002-12-11,546.837341
2002-12-12,543.331963
2002-12-13,540.748645
2002-12-16,553.536919
2002-12-17,550.876665
2002-12-18,543.31182
2002-12-19,540.627502
2002-12-20,547.165075
2002-12-23,548.681739
2002-12-24,549.439124
2002-12-25,549.439124
2002-12-26,550.255185
2002-12-27,540.328605
2002-12-30,546.120315
2002-12-31,549.294137
2003-01-01,549.294137
2003-01-02,560.900529
2003-01-03,562.110165
2003-01-06,572.226441
2003-01-07,565.332355
2003-01-08,557.80225
2003-01-09,565.126364
2003-01-10,566.043262
2003-01-13,564.812441
2003-01-14,567.020235
2003-01-15,560.5581
2003-01-16,559.516181
2003-01-17,554.884565
2003-01-20,551.267549
2003-01-21,543.348715
2003-01-22,536.405564
2003-01-23,535.352931
2003-01-24,527.999227
2003-01-27,515.291888
2003-01-28,518.938774
2003-01-29,522.505685
2003-01-30,522.406513
2003-01-31,527.118449
2003-02-03,534.707516
2003-02-04,528.216597
2003-02-05,530.330758
2003-02-06,521.877958
2003-02-07,517.868891
2003-02-10,517.037834
2003-02-11,518.434591
2003-02-12,511.082766
2003-02-13,512.301529
2003-02-14,517.589568
2003-02-17,521.160227
2003-02-18,526.220155
2003-02-19,521.360387
2003-02-20,519.089827
2003-02-21,523.980202
2003-02-24,517.041744
2003-02-25,511.019684
2003-02-26,507.809776
2003-02-27,510.867381
2003-02-28,515.551666
2003-03-03,518.002579
2003-03-04,511.359439
2003-03-05,513.074662
2003-03-06,508.037018
2003-03-07,505.373804
2003-03-10,495.728329
2003-03-11,494.96786
2003-03-12,484.122065
2003-03-13,499.18586
2003-03-14,505.488078
2003-03-17,517.588041
2003-03-18,517.365231
2003-03-19,522.278239
2003-03-20,521.755197
2003-03-21,532.481606
2003-03-24,518.864144
2003-03-25,524.674946
2003-03-26,525.085952
2003-03-27,520.658326
2003-03-28,519.138817
2003-03-31,510.044213
2003-04-01,516.787743
2003-04-02,525.503438
2003-04-03,525.294968
2003-04-04,529.652122
2003-04-07,536.337219
2003-04-08,532.844207
2003-04-09,530.486046
2003-04-10,531.151471
2003-04-11,530.754767
2003-04-14,537.838957
2003-04-15,544.193971
2003-04-16,539.502214
2003-04-17,544.834987
2003-04-18,544.834987
2003-04-21,542.746616
2003-04-22,551.815232
2003-04-23,557.821921
2003-04-24,553.246572
2003-04-25,546.030164
2003-04-28,555.677006
2003-04-29,556.057403
2003-04-30,559.689721
2003-05-01,560.886668
2003-05-02,566.565276
2003-05-05,568.376697
2003-05-06,574.992724
2003-05-07,570.872975
2003-05-08,565.625043
2003-05-09,571.502499
2003-05-12,577.451045
2003-05-13,576.293063
2003-05-14,576.209369
2003-05-15,579.893562
2003-05-16,583.750515
2003-05-19,573.369854
2003-05-20,574.904961
2003-05-21,575.64123
2003-05-22,580.57418
2003-05-23,583.772065
2003-05-26,584.901037
2003-05-27,590.926949
2003-05-28,592.233566
2003-05-29,592.999057
2003-05-30,593.754204
2003-06-02,601.208663
2003-06-03,602.103162
2003-06-04,608.384959
2003-06-05,611.954807
2003-06-06,614.78265
2003-06-09,609.346802
2003-06-10,610.641144
2003-06-11,621.745907
2003-06-12,624.2933
2003-06-13,620.676295
2003-06-16,630.764084
2003-06-17,633.041393
2003-06-18,631.950276
2003-06-19,623.604614
2003-06-20,625.803158
2003-06-23,616.385921
2003-06-24,614.540543
2003-06-25,615.297031
2003-06-26,613.576321
2003-06-27,610.972059
2003-06-30,607.746357
2003-07-01,607.430473
2003-07-02,612.721613
2003-07-03,612.447588
2003-07-04,610.945159
2003-07-07,616.70785
2003-07-08,613.445685
2003-07-09,608.235681
2003-07-10,602.236169
2003-07-11,607.208892
2003-07-14,612.01026
2003-07-15,604.895942
2003-07-16,600.646639
2003-07-17,597.327567
2003-07-18,601.62262
2003-07-21,598.206077
2003-07-22,602.960499
2003-07-23,604.890092
2003-07-24,608.802204
2003-07-25,611.380839
2003-07-28,613.469954
2003-07-29,610.004019
2003-07-30,607.325769
2003-07-31,606.734188
2003-08-01,600.916657
2003-08-04,602.932893
2003-08-05,600.134075
2003-08-06,598.623886
2003-08-07,602.815435
2003-08-08,605.368353
2003-08-11,607.85078
2003-08-12,611.088324
2003-08-13,610.024327
2003-08-14,614.42268
2003-08-15,614.427076
2003-08-18,615.752261
2003-08-19,613.444314
2003-08-20,614.927585
2003-08-21,613.165257
2003-08-22,607.089489
2003-08-25,606.715955
2003-08-26,603.003292
2003-08-27,605.156797
2003-08-28,607.731839
2003-08-29,608.525577
2003-09-01,611.03364
2003-09-02,612.824561
2003-09-03,616.896311
2003-09-04,617.589076
2003-09-05,617.816614
2003-09-08,623.728291
2003-09-09,620.111135
2003-09-10,616.610164
2003-09-11,617.222206
2003-09-12,619.134852
2003-09-15,618.946412
2003-09-16,621.98222
2003-09-17,623.665595
2003-09-18,629.468519
2003-09-19,627.922394
2003-09-22,624.982648
2003-09-23,623.942964
2003-09-24,622.192961
2003-09-25,620.422295
2003-09-26,615.885826
2003-09-29,616.908077
2003-09-30,613.298972
2003-10-01,624.945006
2003-10-02,627.430527
2003-10-03,633.493588
2003-10-06,635.620401
2003-10-07,636.827454
2003-10-08,635.059633
2003-10-09,638.968973
2003-10-10,639.925042
2003-10-13,643.576603
2003-10-14,643.496622
2003-10-15,645.178637
2003-10-16,646.469912
2003-10-17,642.822174
2003-10-20,645.117819
2003-10-21,645.344553
2003-10-22,639.677834
2003-10-23,637.602622
2003-10-24,638.069676
2003-10-27,638.599739
2003-10-28,641.321517
2003-10-29,642.734036
2003-10-30,644.282218
2003-10-31,644.491425
2003-11-03,646.656388
2003-11-04,645.278926
2003-11-05,643.81239
2003-11-06,643.064186
2003-11-07,647.220053
2003-11-10,645.836218
2003-11-11,644.761267
2003-11-12,650.257355
2003-11-13,654.025905
2003-11-14,656.115029
2003-11-17,649.304729
2003-11-18,649.036682
2003-11-19,649.6059
2003-11-20,647.449026
2003-11-21,648.842255
2003-11-24,652.285973
2003-11-25,654.507636
2003-11-26,658.733731
2003-11-27,659.407596
2003-11-28,660.297527
2003-12-01,667.645167
2003-12-02,668.706615
2003-12-03,671.188896
2003-12-04,671.083342
2003-12-05,670.597139
2003-12-08,674.548058
2003-12-09,674.975024
2003-12-10,673.753902
2003-12-11,674.731481
2003-12-12,678.601308
2003-12-15,679.213219
2003-12-16,681.759393
2003-12-17,685.417282
2003-12-18,691.013578
2003-12-19,692.013235
2003-12-22,694.338645
2003-12-23,696.535348
2003-12-24,698.183269
2003-12-25,698.183269
2003-12-26,698.990413
2003-12-29,704.79518
2003-12-30,708.782539
2003-12-31,713.282978
2004-01-01,713.282978
2004-01-02,716.099447
2004-01-05,723.375327
2004-01-06,725.759534
2004-01-07,721.052605
2004-01-08,724.230488
2004-01-09,721.733126
2004-01-12,722.052555
2004-01-13,720.439531
2004-01-14,721.801712
2004-01-15,718.948584
2004-01-16,716.801933
2004-01-19,716.188324
2004-01-20,721.808527
2004-01-21,729.557653
2004-01-22,730.32945
2004-01-23,727.606314
2004-01-26,726.715985
2004-01-27,725.139571
2004-01-28,724.3162
2004-01-29,717.150221
2004-01-30,715.130316
2004-02-02,715.851481
2004-02-03,718.681575
2004-02-04,715.293479
2004-02-05,716.767718
2004-02-06,723.593116
2004-02-09,727.321127
2004-02-10,729.091021
2004-02-11,733.041376
2004-02-12,735.976893
2004-02-13,734.041345
2004-02-16,735.323246
2004-02-17,741.422873
2004-02-18,740.101174
2004-02-19,739.930652
2004-02-20,734.022714
2004-02-23,735.202758
2004-02-24,736.074562
2004-02-25,735.40864
2004-02-26,732.87373
2004-02-27,734.5461
2004-03-01,742.001604
2004-03-02,737.428394
2004-03-03,731.318496
2004-03-04,734.489579
2004-03-05,742.324607
2004-03-08,741.824497
2004-03-09,738.902559
2004-03-10,728.706762
2004-03-11,714.687308
2004-03-12,715.637413
2004-03-15,708.357287
2004-03-16,716.258436
2004-03-17,720.11922
2004-03-18,720.795758
2004-03-19,718.599885
2004-03-22,709.350844
2004-03-23,708.29346
2004-03-24,703.62833
2004-03-25,708.027771
2004-03-26,707.496495
2004-03-29,716.196792
2004-03-30,720.268599
2004-03-31,722.450914
2004-04-01,730.102473
2004-04-02,729.007104
2004-04-05,729.557925
2004-04-06,732.518957
2004-04-07,732.241257
2004-04-08,731.819437
2004-04-09,731.819437
2004-04-12,733.110359
2004-04-13,727.153124
2004-04-14,720.085341
2004-04-15,721.213545
2004-04-16,729.210337
2004-04-19,729.624683
2004-04-20,724.591374
2004-04-21,720.188782
2004-04-22,725.438847
2004-04-23,724.998261
2004-04-26,726.798101
2004-04-27,729.123606
2004-04-28,719.030354
2004-04-29,716.570496
2004-04-30,714.879417
2004-05-03,719.24808
2004-05-04,726.70825
2004-05-05,729.156626
2004-05-06,721.860616
2004-05-07,710.149168
2004-05-10,693.50261
2004-05-11,696.709019
2004-05-12,698.874494
2004-05-13,699.218873
2004-05-14,699.472432
2004-05-17,695.32622
2004-05-18,697.491539
2004-05-19,704.747169
2004-05-20,699.714591
2004-05-21,704.714659
2004-05-24,705.236948
2004-05-25,713.760823
2004-05-26,716.867755
2004-05-27,724.144552
2004-05-28,721.139345
2004-05-31,721.932176
2004-06-01,721.502929
2004-06-02,725.11232
2004-06-03,723.193422
2004-06-04,725.97648
2004-06-07,735.251005
2004-06-08,734.735548
2004-06-09,726.856425
2004-06-10,730.101655
2004-06-11,727.178254
2004-06-14,720.656458
2004-06-15,724.725132
2004-06-16,728.417465
2004-06-17,730.32656
2004-06-18,735.143374
2004-06-21,733.356029
2004-06-22,730.009367
2004-06-23,733.732933
2004-06-24,737.006464
2004-06-25,732.384842
2004-06-28,736.946212
2004-06-29,732.392604
2004-06-30,732.627422
2004-07-01,729.124178
2004-07-02,731.445414
2004-07-05,731.210978
2004-07-06,729.744711
2004-07-07,733.037928
2004-07-08,733.415439
2004-07-09,734.308455
2004-07-12,734.355944
2004-07-13,732.230271
2004-07-14,732.19494
2004-07-15,726.833279
2004-07-16,731.806631
2004-07-19,731.498168
2004-07-20,730.710931
2004-07-21,725.640827
2004-07-22,722.482823
2004-07-23,718.425166
2004-07-26,717.265924
2004-07-27,719.624236
2004-07-28,721.621332
2004-07-29,727.99823
2004-07-30,728.566454
2004-08-02,730.645279
2004-08-03,733.049429
2004-08-04,730.942492
2004-08-05,727.036276
2004-08-06,723.308593
2004-08-09,721.562734
2004-08-10,727.818256
2004-08-11,723.847141
2004-08-12,722.334634
2004-08-13,724.497075
2004-08-16,730.509996
2004-08-17,729.30581
2004-08-18,731.668326
2004-08-19,734.310081
2004-08-20,735.604977
2004-08-23,735.117573
2004-08-24,732.516171
2004-08-25,735.350405
2004-08-26,737.588926
2004-08-27,740.46946
2004-08-30,738.732608
2004-08-31,742.087599
2004-09-01,745.554271
2004-09-02,749.405968
2004-09-03,749.075784
2004-09-06,750.610264
2004-09-07,753.070239
2004-09-08,752.125606
2004-09-09,751.563342
2004-09-10,757.26694
2004-09-13,758.301507
2004-09-14,759.550747
2004-09-15,753.102733
2004-09-16,756.985765
2004-09-17,761.330709
2004-09-20,756.659828
2004-09-21,764.74373
2004-09-22,758.5725
2004-09-23,754.498592
2004-09-24,756.084468
2004-09-27,754.262498
2004-09-28,759.436549
2004-09-29,760.351748
2004-09-30,758.516576
2004-10-01,768.589841
2004-10-04,768.359549
2004-10-05,771.295971
2004-10-06,773.849186
2004-10-07,771.413407
2004-10-08,773.817323
2004-10-11,773.515433
2004-10-12,768.555092
2004-10-13,763.553908
2004-10-14,763.625877
2004-10-15,767.829863
2004-10-18,767.328315
2004-10-19,766.660406
2004-10-20,765.426138
2004-10-21,767.053965
2004-10-22,765.868528
2004-10-25,763.779221
2004-10-26,768.582048
2004-10-27,775.291373
2004-10-28,777.973984
2004-10-29,778.00318
2004-11-01,781.936567
2004-11-02,782.904075
2004-11-03,792.635228
2004-11-04,800.138293
2004-11-05,802.139536
2004-11-08,802.646342
2004-11-09,800.006533
2004-11-10,801.204107
2004-11-11,806.033465
2004-11-12,812.253045
2004-11-15,810.786951
2004-11-16,806.970136
2004-11-17,813.003474
2004-11-18,810.927287
2004-11-19,808.645659
2004-11-22,808.494967
2004-11-23,811.688536
2004-11-24,814.584898
2004-11-25,820.895375
2004-11-26,821.542728
2004-11-29,820.237181
2004-11-30,817.79528
2004-12-01,827.021291
2004-12-02,826.576843
2004-12-03,828.383163
2004-12-06,828.831512
2004-12-07,826.968307
2004-12-08,819.981985
2004-12-09,817.71825
2004-12-10,819.011042
2004-12-13,828.877565
2004-12-14,830.474305
2004-12-15,837.303766
2004-12-16,833.761128
2004-12-17,828.728032
2004-12-20,837.866151
2004-12-21,838.295934
2004-12-22,842.722905
2004-12-23,846.944819
2004-12-24,849.712965
2004-12-27,850.583978
2004-12-28,851.797575
2004-12-29,850.731397
2004-12-30,852.584661
2004-12-31,851.505861
2005-01-03,846.051994
2005-01-04,839.575892
2005-01-05,835.146267
2005-01-06,834.093677
2005-01-07,832.047392
2005-01-10,834.074868
2005-01-11,831.497654
2005-01-12,833.256146
2005-01-13,830.046788
2005-01-14,828.825692
2005-01-17,829.861829
2005-01-18,832.408188
2005-01-19,831.900724
2005-01-20,825.456149
2005-01-21,825.674899
2005-01-24,827.508025
2005-01-25,827.277523
2005-01-26,833.821209
2005-01-27,834.197567
2005-01-28,830.01842
2005-01-31,836.247873
2005-02-01,842.074181
2005-02-02,846.202482
2005-02-03,842.530066
2005-02-04,851.032703
2005-02-07,849.470932
2005-02-08,847.111313
2005-02-09,845.780865
2005-02-10,852.271405
2005-02-11,858.106293
2005-02-14,862.764369
2005-02-15,864.92776
2005-02-16,862.237792
2005-02-17,863.861938
2005-02-18,865.15508
2005-02-21,864.417275
2005-02-22,861.143908
2005-02-23,859.454615
2005-02-24,860.032783
2005-02-25,868.354799
2005-02-28,868.896034
2005-03-01,870.728984
2005-03-02,867.361306
2005-03-03,867.551392
2005-03-04,879.640319
2005-03-07,876.893777
2005-03-08,880.269374
2005-03-09,873.448339
2005-03-10,870.923341
2005-03-11,871.57879
