Date,EUROPE HIGH DIVIDEND YIELD CAPPED
2006-05-31,1000.0
2006-06-01,1004.1892107621491
2006-06-02,1014.6289084937832
2006-06-05,1008.5721569657428
2006-06-06,983.3831867327095
2006-06-07,990.0811496834776
2006-06-08,957.4145418202532
2006-06-09,973.6437552855205
2006-06-12,962.2562944110798
2006-06-13,941.1420540434087
2006-06-14,945.8216482939837
2006-06-15,965.2275560962437
2006-06-16,961.2496697203669
2006-06-19,960.7237066602493
2006-06-20,966.7547638925183
2006-06-21,970.4737873796423
2006-06-22,969.127116251232
2006-06-23,965.7184191504973
2006-06-26,966.2939094110154
2006-06-27,962.2590104865726
2006-06-28,959.7665941541189
2006-06-29,976.8110195038581
2006-06-30,1009.4516453432951
2006-07-03,1015.0818042999692
2006-07-04,1018.4391986952458
2006-07-05,1002.020887682149
2006-07-06,1013.3293373222149
2006-07-07,1018.253689940222
2006-07-10,1015.5433210496238
2006-07-11,1008.0952437769073
2006-07-12,1003.4648112241625
2006-07-13,990.0396984044024
2006-07-14,973.9262995209201
2006-07-17,962.8062702757701
2006-07-18,960.7512830236757
2006-07-19,987.8131314212177
2006-07-20,994.306645543612
2006-07-21,991.0183392176099
2006-07-24,1004.494073753364
2006-07-25,1002.7203734117983
2006-07-26,1006.413763893798
2006-07-27,1029.563119353905
2006-07-28,1040.2600655961105
2006-07-31,1034.91932145532
2006-08-01,1026.1777770609299
2006-08-02,1044.247598024442
2006-08-03,1035.8836537345044
2006-08-04,1057.3651753699846
2006-08-07,1045.202093439038
2006-08-08,1046.1581721355258
2006-08-09,1058.9879541773178
2006-08-10,1041.786731582461
2006-08-11,1041.7713027845543
2006-08-14,1050.792205036106
2006-08-15,1062.456748657556
2006-08-16,1072.0748226358774
2006-08-17,1071.8035733516951
2006-08-18,1066.691526065501
2006-08-21,1074.3627874107758
2006-08-22,1069.131931094287
2006-08-23,1062.661672119308
2006-08-24,1067.7891008858264
2006-08-25,1065.3773043808715
2006-08-28,1072.930837558505
2006-08-29,1072.0361116145903
2006-08-30,1082.7110783774772
2006-08-31,1075.4797552304701
2006-09-01,1081.4915409946418
2006-09-04,1091.360598969047
2006-09-05,1083.16995663908
2006-09-06,1070.6624573397644
2006-09-07,1057.2743084700464
2006-09-08,1056.5971507735387
2006-09-11,1054.220787090352
2006-09-12,1066.9753326754753
2006-09-13,1069.101410125926
2006-09-14,1077.6083519748854
2006-09-15,1075.1258121943854
2006-09-18,1076.729562574908
2006-09-19,1072.8748563325285
2006-09-20,1086.350445865836
2006-09-21,1092.2373568087585
2006-09-22,1084.961485498473
2006-09-25,1080.275377471049
2006-09-26,1087.3520071672044
2006-09-27,1096.9208955569047
2006-09-28,1094.6596087906466
2006-09-29,1093.465414070418
2006-10-02,1099.4818801563424
2006-10-03,1097.6524526151275
2006-10-04,1103.6825259059206
2006-10-05,1108.2320112080054
2006-10-06,1103.843934018614
2006-10-09,1104.5696684584177
2006-10-10,1104.7323418094588
2006-10-11,1106.3233487316966
2006-10-12,1116.1609207442357
2006-10-13,1114.7902144604861
2006-10-16,1118.6098366302265
2006-10-17,1108.213025159551
2006-10-18,1115.7444262803078
2006-10-19,1119.716385000077
2006-10-20,1122.1200471244745
2006-10-23,1121.3930739252712
2006-10-24,1122.5876464743615
2006-10-25,1127.7105618408232
2006-10-26,1135.188876579727
2006-10-27,1138.8301620210427
2006-10-30,1136.4228998232823
2006-10-31,1141.5669259904812
2006-11-01,1143.827119733356
2006-11-02,1136.5183401146828
2006-11-03,1135.0016763815827
2006-11-06,1147.2875811168562
2006-11-07,1160.89637523477
2006-11-08,1159.3201346870376
2006-11-09,1157.6103800378721
2006-11-10,1163.2975470249962
2006-11-13,1161.482188844746
2006-11-14,1157.8369551880403
