Date,EM LATAM ex BR IMI MOMENTUM
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,991.4482986084253
1999-01-05,989.3158281568136
1999-01-06,997.3670613171804
1999-01-07,999.7790016794637
1999-01-08,1004.1490322983495
1999-01-11,988.462996390624
1999-01-12,968.7730214686898
1999-01-13,923.1615738334327
1999-01-14,914.0427555589715
1999-01-15,950.5079649246132
1999-01-18,951.2005674388853
1999-01-19,941.712401481734
1999-01-20,946.5860935695046
1999-01-21,925.7605135418896
1999-01-22,924.8561146604698
1999-01-25,935.290854249266
1999-01-26,934.522601426594
1999-01-27,933.7764430437836
1999-01-28,940.962504625233
1999-01-29,944.9514940872309
1999-02-01,958.1466569093
1999-02-02,955.2126060879095
1999-02-03,959.5263779670952
1999-02-04,963.0757634087116
1999-02-05,965.3077583622934
1999-02-08,965.4791766830814
1999-02-09,958.2945678231451
1999-02-10,958.5209438597959
1999-02-11,976.0490180350273
1999-02-12,972.1567680566544
1999-02-15,972.901322143324
1999-02-16,981.1248351591715
1999-02-17,977.2395941416783
1999-02-18,981.1093157427272
1999-02-19,999.1827775463337
1999-02-22,1009.2386629976144
1999-02-23,1001.6039733424406
1999-02-24,1007.7621995454792
1999-02-25,991.2464939306117
1999-02-26,996.1531935156553
1999-03-01,996.9083133670892
1999-03-02,989.6685703746947
1999-03-03,987.5337126315676
1999-03-04,1003.757941020585
1999-03-05,1002.1751508572229
1999-03-08,1011.5630167661603
1999-03-09,1012.3002874559198
1999-03-10,1013.6339271531111
1999-03-11,1030.8085208573045
1999-03-12,1020.2134654945239
1999-03-15,1030.2833698825407
1999-03-16,1038.8048387243418
1999-03-17,1029.0442887364366
1999-03-18,1030.3654294145965
1999-03-19,1028.7793313278237
1999-03-22,1028.76457900031
1999-03-23,1028.2313233470513
1999-03-24,1028.1088153482867
1999-03-25,1048.8108700782211
1999-03-26,1057.6490813591208
1999-03-29,1061.7451114493194
1999-03-30,1059.185563807059
1999-03-31,1057.7267487769564
1999-04-01,1054.1621172811617
1999-04-02,1057.989097175765
1999-04-05,1081.396357833187
1999-04-06,1076.2780358709776
1999-04-07,1081.1537962896869
1999-04-08,1087.8330406110804
1999-04-09,1102.7159965926464
1999-04-12,1097.8123699071996
1999-04-13,1104.0225577224737
1999-04-14,1110.628544263031
1999-04-15,1127.362755302221
1999-04-16,1156.8552647934528
1999-04-19,1182.0210022015926
1999-04-20,1175.0595884712575
1999-04-21,1184.5891229115853
1999-04-22,1178.4332994903293
1999-04-23,1169.6194400537067
1999-04-26,1171.3395712602169
1999-04-27,1161.4864684564434
1999-04-28,1164.118673916269
1999-04-29,1164.6679601968162
1999-04-30,1177.2157132524212
1999-05-03,1194.4968810070206
1999-05-04,1191.8844115659608
1999-05-05,1193.7528720116657
1999-05-06,1191.4945716307197
1999-05-07,1199.8358115259593
1999-05-10,1194.7527103466834
1999-05-11,1195.1864332802675
1999-05-12,1193.1170420412818
1999-05-13,1211.781351657247
1999-05-14,1199.4934900373637
1999-05-17,1194.8033998047263
1999-05-18,1192.2889482803025
1999-05-19,1175.7967114627993
1999-05-20,1176.067647175928
1999-05-21,1170.6659552141734
1999-05-24,1160.3922632662
1999-05-25,1153.5917766461453
1999-05-26,1180.718073948977
1999-05-27,1177.3200559865036
1999-05-28,1188.480204547679
1999-05-31,1193.8406411217327
1999-06-01,1183.7989208530987
1999-06-02,1192.3446166762324
1999-06-03,1178.7793186496883
1999-06-04,1189.3735679668705
1999-06-07,1196.086519349348
1999-06-08,1186.0198056925146
1999-06-09,1178.6397531105426
1999-06-10,1170.1198100895913
1999-06-11,1166.4397110901052
1999-06-14,1172.2890838559938
1999-06-15,1169.4501097167165
1999-06-16,1186.1080738843714
1999-06-17,1187.75279954867
1999-06-18,1183.3674486941193
1999-06-21,1193.5291125496335
1999-06-22,1206.4477450183326
1999-06-23,1199.0809644318053
1999-06-24,1178.0445136538917
1999-06-25,1145.4505124608347
1999-06-28,1165.6921613422924
1999-06-29,1173.0102185956612
1999-06-30,1184.8501094697135
1999-07-01,1204.4357919560985
1999-07-02,1221.4211409704585
1999-07-05,1232.1085017999378
1999-07-06,1247.1692463890136
1999-07-07,1252.0732246344044
1999-07-08,1253.813748617825
1999-07-09,1249.8426015097823
1999-07-12,1243.6476959980216
1999-07-13,1240.0179126283176
1999-07-14,1235.3459590383757
1999-07-15,1228.918322885309
1999-07-16,1232.4818894818843
1999-07-19,1246.4845527313018
1999-07-20,1202.1848449751812
1999-07-21,1185.1045617184095
1999-07-22,1179.2041407897943
1999-07-23,1172.7861188509937
1999-07-26,1136.1306027243306
1999-07-27,1133.1967066041511
1999-07-28,1132.6338688534638
1999-07-29,1113.444619753916
1999-07-30,1113.2017126088049
1999-08-02,1108.8334991429786
1999-08-03,1114.0776068861933
1999-08-04,1105.7716213796423
