Date,AC ASIA ex JAPAN IMI HIGH DIVIDEND YIELD
2010-05-26,1000.0
2010-05-27,1014.2564878255388
2010-05-28,1021.8715049555316
2010-05-31,1036.4925631154842
2010-06-01,1017.2041850439581
2010-06-02,1020.6817298774687
2010-06-03,1042.2295311634223
2010-06-04,1054.605948267675
2010-06-07,1038.7853486618956
2010-06-08,1039.802517675874
2010-06-09,1034.3045744310193
2010-06-10,1039.0647941167192
2010-06-11,1051.5584094369385
2010-06-14,1048.2264340585564
2010-06-15,1046.1259980883246
2010-06-16,1049.2685667901474
2010-06-17,1051.742540003655
2010-06-18,1057.0138292325346
2010-06-21,1086.330369008598
2010-06-22,1085.7011063293373
2010-06-23,1086.5681395178747
2010-06-24,1074.1136958061131
2010-06-25,1072.8831456418768
2010-06-28,1075.7236853597608
2010-06-29,1071.2939693441776
2010-06-30,1062.224305093075
2010-07-01,1040.4750925581411
2010-07-02,1025.3965141237736
2010-07-05,1034.1289948858189
2010-07-06,1037.125831078775
2010-07-07,1030.4032164800606
2010-07-08,1038.1399362201262
2010-07-09,1054.2922009562687
2010-07-12,1060.2071612773254
2010-07-13,1050.8604001719707
2010-07-14,1053.4754793397137
2010-07-15,1032.721632045226
2010-07-16,1026.9298086186295
2010-07-19,1020.423286126246
2010-07-20,1034.3690757701606
2010-07-21,1042.9565834179284
2010-07-22,1036.6519500450336
2010-07-23,1055.7875552481835
2010-07-26,1048.8855836453672
2010-07-27,1052.2356724687188
2010-07-28,1052.2732720880788
2010-07-29,1050.9341184453874
2010-07-30,1054.927441746716
2010-08-02,1059.2897547808736
2010-08-03,1055.528574231606
2010-08-04,1062.7933726518506
2010-08-05,1063.2064633121088
2010-08-06,1055.4837892023977
2010-08-09,1061.7535933999143
2010-08-10,1061.3864337899504
2010-08-11,1066.6995509696437
2010-08-12,1063.2338690035438
2010-08-13,1072.4095989795628
2010-08-16,1066.7783788751763
2010-08-17,1067.8857024868648
2010-08-18,1071.505214484335
2010-08-19,1077.4284250210278
2010-08-20,1090.5747530735339
2010-08-23,1092.2693149380991
2010-08-24,1082.255144382325
2010-08-25,1080.5228546032715
2010-08-26,1072.6584379355957
2010-08-27,1078.6553738148334
2010-08-30,1089.2228958791386
2010-08-31,1080.012083956735
2010-09-01,1080.9009160319622
2010-09-02,1086.6442732551352
2010-09-03,1091.0913476469534
2010-09-06,1101.426656679608
2010-09-07,1115.647133662867
2010-09-08,1108.1961585487284
2010-09-09,1114.3312119358025
2010-09-10,1120.1933608156205
2010-09-13,1126.7709647106262
2010-09-14,1117.2259078010024
2010-09-15,1113.997166087792
2010-09-16,1106.7530806486982
2010-09-17,1121.2127129368098
2010-09-20,1120.4005395925005
2010-09-21,1120.444729443616
2010-09-22,1102.4332163735048
2010-09-23,1109.1529274868299
2010-09-24,1103.9364466315187
2010-09-27,1116.0664278446159
2010-09-28,1104.6884134703498
2010-09-29,1112.165924553889
2010-09-30,1107.7248304125249
2010-10-01,1105.1095740468868
2010-10-04,1119.6803929570422
2010-10-05,1106.6006160411198
2010-10-06,1116.1425125298329
2010-10-07,1112.3772112265892
2010-10-08,1109.105141164493
2010-10-11,1121.87524339332
2010-10-12,1117.2335842586567
2010-10-13,1119.9322199064204
2010-10-14,1125.0584781118584
2010-10-15,1129.8650971836641
2010-10-18,1117.505322704002
2010-10-19,1136.3181782954648
2010-10-20,1117.60568506806
2010-10-21,1118.9191709948004
2010-10-22,1124.3818515253977
2010-10-25,1131.7004147891757
2010-10-26,1138.4542358471317
2010-10-27,1126.887064143397
2010-10-28,1121.5800582949416
2010-10-29,1121.4219541953994
2010-11-01,1145.2067590967706
2010-11-02,1135.444497651773
2010-11-03,1149.0452175483022
2010-11-04,1145.6012242705394
2010-11-05,1171.237182709786
2010-11-08,1190.2711098737252
2010-11-09,1185.9602587273753
2010-11-10,1199.049223818105
2010-11-11,1203.4165054391956
2010-11-12,1180.908411748071
2010-11-15,1182.5195374900804
2010-11-16,1176.9162594166546
2010-11-17,1159.2076606871226
2010-11-18,1171.3538371790669
2010-11-19,1169.7466943147824
2010-11-22,1179.1225552784663
2010-11-23,1168.2130622469376
2010-11-24,1172.0892147875543
2010-11-25,1179.620121442205
2010-11-26,1183.4129148558359
2010-11-29,1204.4045700245658
2010-11-30,1205.259176669383
2010-12-01,1215.487880842895
2010-12-02,1220.1442591758155
2010-12-03,1202.673976602124
2010-12-06,1211.5241023987824
2010-12-07,1210.8656029679498
2010-12-08,1213.43598344948
2010-12-09,1222.857678729804
2010-12-10,1217.24118920602
2010-12-13,1207.3162245936358
2010-12-14,1213.1233103584775
2010-12-15,1205.7980451108351
2010-12-16,1211.095768887174
2010-12-17,1220.2468757727793
2010-12-20,1217.713995405565
2010-12-21,1226.5331929589534
2010-12-22,1234.6699629034629
