Date,EM LATIN AMERICA HIGH DIVIDEND YIELD
1999-08-09,1042.4529121932378
1999-08-10,1026.3172875814514
1999-08-11,1044.0516662379532
1999-08-12,1053.944259607466
1999-08-13,1060.6969166659064
1999-08-16,1053.5849177207508
1999-08-17,1049.851206342226
1999-08-18,1029.8957721372162
1999-08-19,1023.8125448619691
1999-08-20,1039.0266224959726
1999-08-23,1050.466530475019
1999-08-24,1048.507048897323
1999-08-25,1070.6226449784458
1999-08-26,1067.5369565753224
1999-08-27,1059.1780049795407
1999-08-30,1058.359139869534
1999-08-31,1056.5407551970168
1999-09-01,1074.7795307646782
1999-09-02,1075.2918632972016
1999-09-03,1079.8375198221897
1999-09-06,1079.3643769576447
1999-09-07,1077.4129415201496
1999-09-08,1083.0783771483511
1999-09-09,1108.308423130589
1999-09-10,1121.7606704018663
1999-09-13,1121.269934467824
1999-09-14,1125.4731945758144
1999-09-15,1113.6909566842694
1999-09-16,1104.8699719885276
1999-09-17,1109.4972040567277
1999-09-20,1129.7273063878763
1999-09-21,1116.456246722995
1999-09-22,1118.2504248505734
1999-09-23,1106.120813918556
1999-09-24,1109.9369556738666
1999-09-27,1119.8703328301865
1999-09-28,1108.830977427517
1999-09-29,1112.6658292757716
1999-09-30,1103.9353389657301
1999-10-01,1084.7482356757216
1999-10-04,1091.4051397626401
1999-10-05,1080.999652415303
1999-10-06,1090.1835911832407
1999-10-07,1098.7621120717263
1999-10-08,1097.9076556276764
1999-10-11,1102.6621615661977
1999-10-12,1097.0812802836444
1999-10-13,1071.7585516161782
1999-10-14,1067.3172097222348
1999-10-15,1051.8571814077911
1999-10-18,1031.239380285452
1999-10-19,1038.5215638327525
1999-10-20,1045.7742192913968
1999-10-21,1045.4855586151393
1999-10-22,1060.2418358264504
1999-10-25,1050.0194514483262
1999-10-26,1052.6163212102606
1999-10-27,1057.1436243470096
1999-10-28,1061.4264784579445
1999-10-29,1077.838722431808
1999-11-01,1080.4019855646297
1999-11-02,1089.0451916256961
1999-11-03,1110.6032084822966
1999-11-04,1131.640135056356
1999-11-05,1145.56082916958
1999-11-08,1148.3202966164563
1999-11-09,1149.7415502977415
1999-11-10,1157.5635964830374
1999-11-11,1148.0586180677237
1999-11-12,1148.982310241609
1999-11-15,1150.6927098026515
1999-11-16,1154.70458684807
1999-11-17,1143.4850337904268
1999-11-18,1157.5879914541367
1999-11-19,1170.5073145280753
1999-11-22,1168.4601366193283
1999-11-23,1168.776462351588
1999-11-24,1157.2630131732424
1999-11-25,1164.6461854048036
1999-11-26,1178.7835859248298
1999-11-29,1186.6393377924803
1999-11-30,1190.7744902384245
1999-12-01,1203.4673942662166
1999-12-02,1234.8543048782221
1999-12-03,1243.513328970141
1999-12-06,1237.9315175996435
1999-12-07,1236.9931082761925
1999-12-08,1238.5140323471098
1999-12-09,1238.2240613075012
1999-12-10,1256.8680625074558
1999-12-13,1252.4808835196684
1999-12-14,1246.795730025464
1999-12-15,1245.226686319406
1999-12-16,1258.5290927663125
1999-12-17,1279.179533645054
1999-12-20,1291.8152553830348
1999-12-21,1301.771066150024
1999-12-22,1307.6945358539406
1999-12-23,1306.837113658659
1999-12-24,1307.7129880804662
1999-12-27,1301.5075332148674
1999-12-28,1311.60384850933
1999-12-29,1335.578235678989
1999-12-30,1374.8381935789596
1999-12-31,1374.8802962380466
2000-01-03,1369.8838403113346
2000-01-04,1304.5554818720095
2000-01-05,1319.156564800521
2000-01-06,1316.9945586299
2000-01-07,1349.842722221958
2000-01-10,1399.9449739701674
2000-01-11,1384.2004288695987
2000-01-12,1397.6732888794138
2000-01-13,1478.0822208998547
2000-01-14,1508.8345178828965
2000-01-17,1534.1169757847638
2000-01-18,1528.1814019981125
2000-01-19,1500.105690754986
2000-01-20,1486.5896457400922
2000-01-21,1484.7981561653826
2000-01-24,1495.7347690822614
2000-01-25,1487.438424684489
2000-01-26,1495.8670471011662
2000-01-27,1494.3468129012947
2000-01-28,1470.0696678460322
2000-01-31,1443.1079421266757
2000-02-01,1449.3604160139273
2000-02-02,1469.2381843978608
2000-02-03,1520.8873934125945
2000-02-04,1557.5663213209702
2000-02-07,1565.2662853969985
2000-02-08,1599.2403572725755
2000-02-09,1595.8744424939746
2000-02-10,1599.3810117243233
2000-02-11,1582.3703500013269
2000-02-14,1572.9126254661394
2000-02-15,1577.861865668969
2000-02-16,1583.8323663218555
2000-02-17,1572.229586032261
2000-02-18,1540.1495225958543
2000-02-21,1538.4346618279637
2000-02-22,1523.272418860263
2000-02-23,1549.2623649335908
2000-02-24,1561.676512959244
2000-02-25,1545.0163212768305
2000-02-28,1521.0957031674786
2000-02-29,1526.9480068536716
2000-03-01,1545.2436461001626
2000-03-02,1577.514436493945
2000-03-03,1603.993836844376
2000-03-06,1600.0655279149762
2000-03-07,1587.4534531400793
2000-03-08,1566.8735192671213
2000-03-09,1566.7727168988117
2000-03-10,1546.5189201999458
2000-03-13,1521.5101589003702
2000-03-14,1528.5773971944673
2000-03-15,1512.06441527716
2000-03-16,1518.809306041685
2000-03-17,1502.586935471482
2000-03-20,1509.115036730717
2000-03-21,1527.5368631249682
2000-03-22,1527.5104760318561
2000-03-23,1537.7029249135826
2000-03-24,1541.3471483829326
2000-03-27,1539.8606163667332
2000-03-28,1515.42039301478
2000-03-29,1492.3041758185338
2000-03-30,1476.2602849693155
2000-03-31,1484.842781690128
2000-04-03,1464.3619310482034
2000-04-04,1429.3510964283137
2000-04-05,1430.5661230478017
2000-04-06,1465.2932557833913
2000-04-07,1493.5395508272877
2000-04-10,1473.7531550195183
2000-04-11,1451.4372549324173
2000-04-12,1437.8872235884558
2000-04-13,1399.9034239617154
2000-04-14,1345.1953698710606
2000-04-17,1335.1003461760185
2000-04-18,1374.1823160169145
2000-04-19,1348.076699333122
2000-04-20,1359.3674251031252
2000-04-21,1359.3674251031252
2000-04-24,1333.5349929778702
2000-04-25,1354.2367233226732
2000-04-26,1351.6628789461663
2000-04-27,1334.7887213351946
2000-04-28,1355.9936364061903
2000-05-01,1357.0209805964341
2000-05-02,1396.8076377382638
2000-05-03,1364.6209681681555
2000-05-04,1345.5599124046828
2000-05-05,1348.3533104162411
2000-05-08,1325.89271162177
2000-05-09,1310.8046231613043
2000-05-10,1291.3950810133106
2000-05-11,1298.9651669639366
2000-05-12,1315.4666761667138
2000-05-15,1344.3012945651487
2000-05-16,1372.0859385887263
2000-05-17,1330.1852201122538
2000-05-18,1319.5857132152196
2000-05-19,1287.483337695791
2000-05-22,1261.8491535553837
2000-05-23,1246.6898350285828
2000-05-24,1267.819675949098
2000-05-25,1266.2467824447633
2000-05-26,1290.9367953877272
2000-05-29,1307.698719850639
2000-05-30,1352.2055953866472
2000-05-31,1339.8305281078515
2000-06-01,1360.0180493734908
2000-06-02,1409.4946163322306
2000-06-05,1398.5090590860898
2000-06-06,1370.1473220186547
2000-06-07,1374.1532501139393
2000-06-08,1380.4283062368088
2000-06-09,1380.1109480922723
2000-06-12,1379.7106082930127
2000-06-13,1386.0150844516506
2000-06-14,1392.5609471125242
2000-06-15,1390.962062224465
2000-06-16,1378.195191566967
2000-06-19,1389.5077639772226
2000-06-20,1377.3151459341332
2000-06-21,1384.5816524691068
2000-06-22,1379.5441882632979
2000-06-23,1366.1440374264644
2000-06-26,1345.6183928836165
2000-06-27,1321.1914086227
2000-06-28,1340.9568365288274
2000-06-29,1328.0398906592827
2000-06-30,1364.479322153427
2000-07-03,1394.2827376652112
2000-07-04,1427.13980528953
2000-07-05,1410.472834867812
2000-07-06,1424.4764164924068
2000-07-07,1447.0806880759508
2000-07-10,1451.0507032001367
2000-07-11,1417.7552474241488
2000-07-12,1426.7819348998667
2000-07-13,1399.1442149713623
2000-07-14,1414.8129133486923
2000-07-17,1446.7449326699464
2000-07-18,1441.3112427606914
2000-07-19,1405.0969309906034
2000-07-20,1423.7071513431015
2000-07-21,1426.2730647185472
2000-07-24,1428.7399710194309
2000-07-25,1423.810175393371
2000-07-26,1430.488849708668
2000-07-27,1425.6772441227113
2000-07-28,1392.500797458445
2000-07-31,1404.7158161807442
2000-08-01,1388.3920006096507
2000-08-02,1386.9586067710675
2000-08-03,1407.7154007837562
2000-08-04,1429.0362649633828
2000-08-07,1435.0202872786797
2000-08-08,1427.554686075428
2000-08-09,1416.6430374898289
2000-08-10,1415.4777895163859
2000-08-11,1442.4970636547257
2000-08-14,1460.7117581366685
2000-08-15,1454.835519293856
2000-08-16,1434.9764654419164
2000-08-17,1454.2647934704032
2000-08-18,1426.9979883920068
2000-08-21,1411.2363490969922
2000-08-22,1419.3560680372289
2000-08-23,1423.5747973234509
2000-08-24,1417.4087716922745
2000-08-25,1419.6825499449908
2000-08-28,1419.9403044517367
2000-08-29,1409.74048846251
2000-08-30,1420.1995549740147
2000-08-31,1410.7356320682502
2000-09-01,1424.0921033637812
2000-09-04,1419.7944985837344
2000-09-05,1425.5939930546201
2000-09-06,1438.1823872941495
2000-09-07,1434.8569068189431
2000-09-08,1417.857141406718
2000-09-11,1422.8854627383666
2000-09-12,1405.7745425342785
2000-09-13,1403.4891621615277
2000-09-14,1394.6139794492435
2000-09-15,1379.48240772949
2000-09-18,1338.069323191753
2000-09-19,1337.5714830962738
2000-09-20,1324.7385550154725
2000-09-21,1319.873686442377
2000-09-22,1329.9876992536301
2000-09-25,1342.7909145185592
2000-09-26,1322.975476179706
2000-09-27,1307.2445113338777
2000-09-28,1317.6262245422597
2000-09-29,1308.6116956260457
2000-10-02,1290.0727360891171
2000-10-03,1298.0216373780115
2000-10-04,1305.6738816695663
2000-10-05,1325.840352697316
2000-10-06,1302.9824778646705
2000-10-09,1290.7569410242156
2000-10-10,1285.3160846719109
2000-10-11,1258.325353975038
2000-10-12,1262.4851164513832
2000-10-13,1255.6365319779673
2000-10-16,1259.8194933269504
2000-10-17,1245.0215221479325
2000-10-18,1211.149445397112
2000-10-19,1217.0592610641777
2000-10-20,1197.4988642560056
2000-10-23,1168.8898812398718
2000-10-24,1172.666285401455
2000-10-25,1158.9528707062152
2000-10-26,1178.9277509149945
2000-10-27,1221.0342612915117
2000-10-30,1229.7651663452402
2000-10-31,1238.4594130120217
2000-11-01,1247.708040826794
2000-11-02,1246.8316179974856
2000-11-03,1229.8725741537464
2000-11-06,1229.4572283420853
2000-11-07,1232.128085596408
2000-11-08,1236.3334343076087
2000-11-09,1224.9868967368707
2000-11-10,1231.746998769862
2000-11-13,1214.1178966275538
2000-11-14,1218.347489491597
2000-11-15,1221.3611461958687
2000-11-16,1216.325886293899
2000-11-17,1209.5840520595016
2000-11-20,1233.6094114602627
2000-11-21,1247.4185301064363
2000-11-22,1230.7989177511977
2000-11-23,1221.7126746953911
2000-11-24,1221.942147052288
2000-11-27,1200.1417051286185
2000-11-28,1182.0482347515938
2000-11-29,1191.9544833946186
2000-11-30,1172.0646994527003
2000-12-01,1176.5184854880808
2000-12-04,1183.666730987021
2000-12-05,1226.0871433099387
2000-12-06,1233.6950068575266
2000-12-07,1241.7023007603273
2000-12-08,1264.1589011142835
2000-12-11,1282.1321271036065
2000-12-12,1274.4386119804458
2000-12-13,1281.2068821022092
2000-12-14,1271.4218972278056
2000-12-15,1254.379043551544
2000-12-18,1259.6049858919794
2000-12-19,1262.6155339471215
2000-12-20,1229.438584876404
2000-12-21,1238.0521686599773
2000-12-22,1244.4734572648847
2000-12-25,1244.4734572648847
2000-12-26,1251.9698770603416
2000-12-27,1271.240939506314
2000-12-28,1292.182591551464
2000-12-29,1298.398403891769
2001-01-01,1298.398403891769
2001-01-02,1302.6226527333315
2001-01-03,1345.461697780939
2001-01-04,1373.1524034047668
2001-01-05,1354.339225059735
2001-01-08,1360.219736093941
2001-01-09,1394.0457336222014
2001-01-10,1382.5565391937419
2001-01-11,1391.0566562597094
2001-01-12,1388.3829315912265
2001-01-15,1391.7109190547008
2001-01-16,1386.8950818700162
2001-01-17,1405.1006567792583
2001-01-18,1430.3571634255004
2001-01-19,1438.2882717083276
2001-01-22,1431.443604331841
2001-01-23,1450.0724922480126
2001-01-24,1461.615614602887
2001-01-25,1456.4277288682458
2001-01-26,1478.044780512836
2001-01-29,1477.2692252843196
2001-01-30,1476.5535652952608
2001-01-31,1486.526348985224
2001-02-01,1458.0250242353375
2001-02-02,1444.017776889344
2001-02-05,1424.529823051783
2001-02-06,1435.5447843692482
2001-02-07,1413.2658491747973
2001-02-08,1429.2266049082527
2001-02-09,1421.0170538347284
2001-02-12,1422.1047931393564
2001-02-13,1427.5111095359002
2001-02-14,1424.872219368083
2001-02-15,1426.752986114634
2001-02-16,1382.2605253762265
2001-02-19,1374.3446758030318
2001-02-20,1368.0786676337473
2001-02-21,1345.289524456388
2001-02-22,1358.8332508174935
2001-02-23,1361.368374856121
2001-02-26,1371.6121248752963
2001-02-27,1365.6993592965373
2001-02-28,1347.6720024228093
2001-03-01,1367.6992104176065
2001-03-02,1392.680952994097
2001-03-05,1411.8463705925317
2001-03-06,1405.2565418518434
2001-03-07,1412.9392883865223
2001-03-08,1419.842153666622
2001-03-09,1401.7331077369872
2001-03-12,1351.7413867326195
2001-03-13,1358.2460558036762
2001-03-14,1335.7369870490627
2001-03-15,1320.5720926696938
2001-03-16,1301.380411741352
2001-03-19,1281.4812066120676
2001-03-20,1320.1879773602948
2001-03-21,1323.4815311371326
2001-03-22,1251.9612080821744
2001-03-23,1258.8362157106328
2001-03-26,1301.6039527906585
2001-03-27,1318.021730692414
2001-03-28,1310.3145859621668
2001-03-29,1295.9858121854097
2001-03-30,1302.9127734297963
2001-04-02,1294.164309279066
2001-04-03,1265.0953546686385
2001-04-04,1272.7213461598997
2001-04-05,1306.8960756221022
2001-04-06,1315.414411700633
2001-04-09,1317.4064052672663
2001-04-10,1344.47620475515
2001-04-11,1329.320352222476
2001-04-12,1328.1803091052316
2001-04-13,1328.0482361594975
2001-04-16,1298.4128987303304
2001-04-17,1303.9878468779893
2001-04-18,1333.16843297138
2001-04-19,1305.4200521708794
2001-04-20,1265.6167604013442
2001-04-23,1256.1922736819884
2001-04-24,1255.2331507103393
2001-04-25,1249.1687088217996
2001-04-26,1290.2001718030342
2001-04-27,1318.1224389679473
2001-04-30,1335.1071642937723
2001-05-01,1328.7120232485452
2001-05-02,1328.2524712256322
2001-05-03,1321.3111631439608
2001-05-04,1340.4847825805607
2001-05-07,1332.3615851340612
2001-05-08,1315.159091254993
2001-05-09,1332.426703616438
2001-05-10,1341.7386481551193
2001-05-11,1322.1212027155188
2001-05-14,1300.3669543790654
2001-05-15,1311.4325002549153
2001-05-16,1336.8579627074255
2001-05-17,1362.2807328371373
2001-05-18,1367.5579696816342
2001-05-21,1365.6453784695684
2001-05-22,1387.984769834504
2001-05-23,1379.2821462980476
2001-05-24,1384.7198945457133
2001-05-25,1377.6548332106595
2001-05-28,1384.8263023867057
2001-05-29,1386.0960853983845
2001-05-30,1371.8949335225707
2001-05-31,1379.6205292200798
2001-06-01,1370.0442779583493
2001-06-04,1391.2862432359868
2001-06-05,1400.1710660449064
2001-06-06,1409.321673864003
2001-06-07,1427.4678828286146
2001-06-08,1435.602581935678
2001-06-11,1426.0042347466738
2001-06-12,1413.0261933528643
2001-06-13,1409.6170587610795
2001-06-14,1404.732927222478
2001-06-15,1391.3380326673844
2001-06-18,1346.5650310850885
2001-06-19,1337.0661566728947
2001-06-20,1338.6196930359379
2001-06-21,1365.1231217689344
2001-06-22,1393.429819352072
2001-06-25,1392.751313581455
2001-06-26,1387.5128085352676
2001-06-27,1376.2893925076896
2001-06-28,1388.6919882291218
2001-06-29,1394.8960326002043
2001-07-02,1407.946974453359
2001-07-03,1385.572031589007
2001-07-04,1359.6065912060446
2001-07-05,1351.6860280980743
2001-07-06,1323.214461562912
2001-07-09,1337.2259621797705
2001-07-10,1313.813661713411
2001-07-11,1287.5548652120046
2001-07-12,1278.2929636079612
2001-07-13,1282.7510190675957
2001-07-16,1264.8782843447127
2001-07-17,1294.8572950785663
2001-07-18,1313.7122642573083
2001-07-19,1305.5553728546265
2001-07-20,1318.91168053596
2001-07-23,1340.7116394698637
2001-07-24,1323.3305151480315
2001-07-25,1313.2483993773124
2001-07-26,1322.3929534636784
2001-07-27,1328.5987854443729
2001-07-30,1333.5591608024583
2001-07-31,1348.7272998712679
2001-08-01,1323.5083410718753
2001-08-02,1326.3350155074825
2001-08-03,1327.4563081398915
2001-08-06,1339.61858534302
2001-08-07,1347.5244727159677
2001-08-08,1343.1659114387332
2001-08-09,1337.8148072629667
2001-08-10,1356.694097447222
2001-08-13,1348.4232382926032
2001-08-14,1345.953437474591
2001-08-15,1349.430321529587
2001-08-16,1350.563978087511
2001-08-17,1312.1384878559038
2001-08-20,1311.6883442901883
2001-08-21,1306.8507181730981
2001-08-22,1323.4656576622951
2001-08-23,1316.403985446787
2001-08-24,1317.6088000422417
2001-08-27,1316.0970832715993
2001-08-28,1320.256527697574
2001-08-29,1333.5103268957614
2001-08-30,1326.6118778967116
2001-08-31,1324.9434194012636
2001-09-03,1300.6374803442272
2001-09-04,1307.520635567668
2001-09-05,1316.5896697908684
2001-09-06,1294.1175529269974
2001-09-07,1295.1926226521343
2001-09-10,1285.1524449474716
2001-09-11,1192.754103844279
2001-09-12,1201.6323238320447
2001-09-13,1139.7646192886255
2001-09-14,1134.2240632503776
2001-09-17,1152.6552185884323
2001-09-18,1157.3786253065962
2001-09-19,1150.2443708709213
2001-09-20,1116.0544315483096
2001-09-21,1098.9328026955386
2001-09-24,1132.0886830757327
2001-09-25,1136.6676475794866
2001-09-26,1123.495451256394
2001-09-27,1125.3856070796865
2001-09-28,1137.86630815313
2001-10-01,1129.205832691252
2001-10-02,1125.4888336671897
2001-10-03,1111.7132637629609
2001-10-04,1114.4021160272393
2001-10-05,1117.0855407316508
2001-10-08,1109.1421219336128
2001-10-09,1124.3837338890478
2001-10-10,1138.8941797321518
2001-10-11,1157.426573667749
2001-10-12,1142.7510281763568
2001-10-15,1164.972302010154
2001-10-16,1164.096898607181
2001-10-17,1188.2462405471915
2001-10-18,1172.8444807765252
2001-10-19,1175.6300083263009
2001-10-22,1203.3245283482738
2001-10-23,1195.4303513157088
2001-10-24,1192.3545115378636
2001-10-25,1200.9457855721387
2001-10-26,1203.593381416211
2001-10-29,1186.15074448297
2001-10-30,1169.3958850020138
2001-10-31,1191.2854296406322
2001-11-01,1192.0985557089193
2001-11-02,1196.2880834050866
2001-11-05,1246.6282706153156
2001-11-06,1251.4648273956564
2001-11-07,1247.452897006162
2001-11-08,1252.650809356413
2001-11-09,1251.43318277235
2001-11-12,1233.9039057362045
2001-11-13,1261.1783559564155
2001-11-14,1264.016386868352
2001-11-15,1264.8151660708418
2001-11-16,1274.9958607740732
2001-11-19,1302.3433438232005
2001-11-20,1277.9793939535452
2001-11-21,1284.0628821486819
2001-11-22,1289.5141621537005
2001-11-23,1301.94996927614
2001-11-26,1323.3101171534324
2001-11-27,1322.6408517121151
2001-11-28,1291.6033857078046
2001-11-29,1282.6207539822426
2001-11-30,1274.3232854574103
2001-12-03,1323.2235908405873
2001-12-04,1331.521458948887
2001-12-05,1360.098338004406
2001-12-06,1361.5917693245988
2001-12-07,1367.0866749091454
2001-12-10,1373.6102492341743
2001-12-11,1374.3705194342813
2001-12-12,1365.9803691857564
2001-12-13,1346.6950189742515
2001-12-14,1345.7729268074763
2001-12-17,1353.7133911501387
2001-12-18,1375.6628329923553
2001-12-19,1396.3548896431969
2001-12-20,1380.2069480782488
2001-12-21,1392.9197354078697
2001-12-24,1399.6599596907404
2001-12-25,1399.6599596907404
2001-12-26,1408.1462552801395
2001-12-27,1426.4435530198882
2001-12-28,1430.6153689746122
2001-12-31,1435.5788168938032
2002-01-01,1435.5788168938032
2002-01-02,1448.1114848268464
2002-01-03,1488.1946510133346
2002-01-04,1472.3593183526773
2002-01-07,1438.6615776733486
2002-01-08,1431.1779987419056
2002-01-09,1410.3294648183469
2002-01-10,1389.1405852266284
2002-01-11,1370.2780193354672
2002-01-14,1348.045149250766
2002-01-15,1367.1467693367313
2002-01-16,1361.1989095735478
2002-01-17,1372.5489902450363
2002-01-18,1376.3484403529756
2002-01-21,1374.916462407402
2002-01-22,1377.7742427943163
2002-01-23,1382.7713768990302
2002-01-24,1380.3966396995913
2002-01-25,1373.4551594201498
2002-01-28,1385.1177394299848
2002-01-29,1360.127568253589
2002-01-30,1356.7526311979288
2002-01-31,1378.2970189516357
2002-02-01,1375.2888539382136
2002-02-04,1366.2805418033213
2002-02-05,1369.7601156173191
2002-02-06,1376.604176309651
2002-02-07,1359.5570005991283
2002-02-08,1350.0900366939888
2002-02-11,1334.867315295406
2002-02-12,1338.401315837361
2002-02-13,1373.7977254291957
2002-02-14,1386.275101221377
2002-02-15,1383.5311585210402
2002-02-18,1380.6562732506043
2002-02-19,1385.2091757785056
2002-02-20,1384.8927575799653
2002-02-21,1402.6191016251123
2002-02-22,1408.9293516439486
2002-02-25,1435.670636888369
2002-02-26,1438.7111242328576
2002-02-27,1464.2459116668888
2002-02-28,1482.1194424421087
2002-03-01,1518.4835281832686
2002-03-04,1538.5790742545698
2002-03-05,1529.0218872197595
2002-03-06,1521.1488889608775
2002-03-07,1510.2174653140837
2002-03-08,1521.6815181832899
2002-03-11,1525.500798027798
2002-03-12,1549.5429874701176
2002-03-13,1558.027764113369
2002-03-14,1556.3032668875387
2002-03-15,1581.7761254495315
2002-03-18,1594.2925428791752
2002-03-19,1602.7442857932663
2002-03-20,1600.756235011501
2002-03-21,1582.691521977547
2002-03-22,1560.4581751968622
2002-03-25,1548.1564390883063
2002-03-26,1572.0229055689977
2002-03-27,1582.0529156655034
2002-03-28,1583.1187427748566
2002-03-29,1583.1187427748566
2002-04-01,1603.2154796738514
2002-04-02,1604.7879929645387
2002-04-03,1597.9912664043566
2002-04-04,1590.3117125851988
2002-04-05,1598.6084546030575
2002-04-08,1606.7852497557703
2002-04-09,1598.5780038676407
2002-04-10,1627.170252096339
2002-04-11,1628.4682136259225
2002-04-12,1625.6121024540857
2002-04-15,1615.8017593261732
2002-04-16,1628.9228314867619
2002-04-17,1640.2388641283437
2002-04-18,1614.048668465454
2002-04-19,1608.1248608202793
2002-04-22,1599.7673139739022
2002-04-23,1594.3361122938627
2002-04-24,1596.0021613120432
2002-04-25,1571.4433727886096
2002-04-26,1565.0769944289739
2002-04-29,1563.7166144176545
2002-04-30,1573.3636722077606
2002-05-01,1570.383125581606
2002-05-02,1548.6857767935041
2002-05-03,1535.8033343382053
2002-05-06,1529.7472286989093
2002-05-07,1531.0021499881923
2002-05-08,1550.3248756176793
2002-05-09,1518.1162539207237
2002-05-10,1505.521141362901
2002-05-13,1497.5562246854513
2002-05-14,1499.1016278608597
2002-05-15,1501.925945151615
2002-05-16,1536.653801162817
2002-05-17,1538.6915944378684
2002-05-20,1542.2570835173008
2002-05-21,1538.3688939357723
2002-05-22,1529.2424821402026
2002-05-23,1532.2070684542991
2002-05-24,1525.9750816344413
