Date,EM ASIA HIGH DIVIDEND YIELD
1999-08-05,1305.1287483319356
1999-08-06,1284.4240898958244
1999-08-09,1292.4339989073133
1999-08-10,1295.7947026262796
1999-08-11,1271.2135667275675
1999-08-12,1277.9993777773464
1999-08-13,1281.3381090485052
1999-08-16,1315.3016381265084
1999-08-17,1319.9718508945566
1999-08-18,1330.2632255348794
1999-08-19,1324.7171601371062
1999-08-20,1351.456964356269
1999-08-23,1394.936057812344
1999-08-24,1393.9611743971852
1999-08-25,1387.9939500229393
1999-08-26,1403.8289752881246
1999-08-27,1402.8797919388883
1999-08-30,1398.2491092445653
1999-08-31,1402.6320710727662
1999-09-01,1384.496402403022
1999-09-02,1355.2940637660026
1999-09-03,1347.1081481622666
1999-09-06,1364.623771508517
1999-09-07,1358.0585328538323
1999-09-08,1352.6131374496758
1999-09-09,1359.498051862766
1999-09-10,1376.0696366095306
1999-09-13,1375.1631491043456
1999-09-14,1379.2043319870145
1999-09-15,1356.8853937347199
1999-09-16,1334.0808453047277
1999-09-17,1341.705881563716
1999-09-20,1342.1893249860607
1999-09-21,1334.7469150575846
1999-09-22,1331.3798773507601
1999-09-23,1335.6627547454552
1999-09-24,1341.07347062938
1999-09-27,1321.2349862265862
1999-09-28,1320.2496054354472
1999-09-29,1312.90750669445
1999-09-30,1301.9216858735792
1999-10-01,1306.1206706788237
1999-10-04,1294.8442271883148
1999-10-05,1280.5579658072427
1999-10-06,1283.903847402976
1999-10-07,1327.4010244027677
1999-10-08,1330.2166505359448
1999-10-11,1340.6967161933994
1999-10-12,1361.1689856355938
1999-10-13,1350.1211561586745
1999-10-14,1353.596400898541
1999-10-15,1326.0466934638637
1999-10-18,1327.2137923142354
1999-10-19,1320.7922376275437
1999-10-20,1354.2769327649191
1999-10-21,1340.9436756908085
1999-10-22,1344.1152139640997
1999-10-25,1345.9984540651578
1999-10-26,1341.3086327076471
1999-10-27,1320.7387579497843
1999-10-28,1305.905404406194
1999-10-29,1289.6268033893386
1999-11-01,1271.5456483189637
1999-11-02,1304.7192494648048
1999-11-03,1284.34918933436
1999-11-04,1290.0606229656623
1999-11-05,1306.2974618089718
1999-11-08,1312.3416862084327
1999-11-09,1316.821364225263
1999-11-10,1317.45185131454
1999-11-11,1326.165077751017
1999-11-12,1326.9553304175586
1999-11-15,1328.1529175558014
1999-11-16,1330.148373404929
1999-11-17,1304.4557762941224
1999-11-18,1306.1239699294326
1999-11-19,1310.8331753569373
1999-11-22,1323.7538413656891
1999-11-23,1323.9618150271165
1999-11-24,1323.5495900583232
1999-11-25,1329.344336624292
1999-11-26,1324.8615261258085
1999-11-29,1350.3559304846451
1999-11-30,1360.0408640841924
1999-12-01,1357.1888997318872
1999-12-02,1369.032532585686
1999-12-03,1373.9165972127282
1999-12-06,1383.398900453807
1999-12-07,1370.7656347333314
1999-12-08,1365.568412900024
1999-12-09,1364.3791766229865
1999-12-10,1378.196742837654
1999-12-13,1379.3076421148294
1999-12-14,1376.5653659314905
1999-12-15,1369.728430999074
1999-12-16,1361.7443521457
1999-12-17,1347.0233847453756
1999-12-20,1356.9530255890966
1999-12-21,1350.8687191890808
1999-12-22,1359.4356877974803
1999-12-23,1361.029941505867
1999-12-24,1347.369870601947
1999-12-27,1343.8019250445595
1999-12-28,1360.604875394786
1999-12-29,1365.2093032866803
1999-12-30,1372.8157875922755
1999-12-31,1373.0197910960312
2000-01-03,1412.2620724179244
2000-01-04,1469.9209040894252
2000-01-05,1451.4938377573167
2000-01-06,1461.6288551523767
2000-01-07,1469.6830312270188
2000-01-10,1488.5216989988978
2000-01-11,1462.3809870543373
2000-01-12,1475.5868880820356
2000-01-13,1477.442919382045
2000-01-14,1484.495315087374
2000-01-17,1505.1466360648044
2000-01-18,1502.7247831089678
2000-01-19,1470.0104864400798
2000-01-20,1458.097145564845
2000-01-21,1470.7946452040758
2000-01-24,1478.4327435329624
2000-01-25,1449.6898460730495
2000-01-26,1455.9557075426787
2000-01-27,1472.8569246045643
2000-01-28,1495.218009915341
2000-01-31,1482.986808542239
2000-02-01,1496.4835568279418
2000-02-02,1501.7105112877975
2000-02-03,1508.3005030816355
2000-02-04,1509.441657280113
2000-02-07,1523.189478176651
2000-02-08,1535.6697512385751
2000-02-09,1539.250609054692
2000-02-10,1559.3525002944207
2000-02-11,1551.3968852976204
2000-02-14,1517.3544458647611
2000-02-15,1497.7665832739228
2000-02-16,1489.9185664154973
2000-02-17,1508.0885886239294
2000-02-18,1488.212276524747
2000-02-21,1480.612517626062
2000-02-22,1444.6898547659325
2000-02-23,1439.0914098582182
2000-02-24,1430.9796488710056
2000-02-25,1413.9598995167564
2000-02-28,1434.2211554792084
2000-02-29,1396.5169242757004
2000-03-01,1418.7409924827218
2000-03-02,1404.9930819315316
2000-03-03,1377.9741352579674
2000-03-06,1393.0008026966357
2000-03-07,1387.036276515471
2000-03-08,1372.5961305369883
2000-03-09,1359.5786712102042
2000-03-10,1347.5688870623123
2000-03-13,1290.6751125043593
2000-03-14,1302.676309894771
2000-03-15,1293.8040453918318
2000-03-16,1287.5004205468908
2000-03-17,1304.2898050531992
2000-03-20,1289.0039839433323
2000-03-21,1309.3804336897795
2000-03-22,1312.7179559267015
2000-03-23,1316.0140815688408
2000-03-24,1299.182234731665
2000-03-27,1327.8302221581332
2000-03-28,1334.2204465155464
2000-03-29,1316.00532969026
2000-03-30,1319.4366613997738
2000-03-31,1332.8417433334157
2000-04-03,1322.5154276444034
2000-04-04,1293.6977115428026
2000-04-05,1302.7689961261772
2000-04-06,1304.8922805407083
2000-04-07,1336.656756200781
2000-04-10,1362.7856512286235
2000-04-11,1352.293912914902
2000-04-12,1337.8625058300145
2000-04-13,1317.2328606803612
2000-04-14,1313.656872116612
2000-04-17,1239.3275407651179
2000-04-18,1261.9559003271256
2000-04-19,1252.65421746545
2000-04-20,1253.6386849137482
2000-04-21,1258.6222058934666
2000-04-24,1239.3020775187047
2000-04-25,1237.6056076708703
2000-04-26,1223.6921867871768
2000-04-27,1213.9146341033643
2000-04-28,1215.7809589267515
2000-05-01,1213.7443311382217
2000-05-02,1185.8931013470758
2000-05-03,1185.4787295538358
2000-05-04,1204.728553638152
2000-05-05,1221.7729079152477
2000-05-08,1205.847026240468
2000-05-09,1202.094159653533
2000-05-10,1185.2654381004568
2000-05-11,1161.4078304137433
2000-05-12,1157.020427783144
2000-05-15,1148.6931980212792
2000-05-16,1147.598601250893
2000-05-17,1160.5026444035773
2000-05-18,1151.2432534106886
2000-05-19,1150.234557313168
2000-05-22,1113.7392091640754
2000-05-23,1109.6304849404758
2000-05-24,1116.5055731204989
2000-05-25,1136.4969192795402
2000-05-26,1137.9399077330206
2000-05-29,1154.19062977881
2000-05-30,1163.6164014993697
2000-05-31,1171.773721322975
2000-06-01,1166.4306662170302
2000-06-02,1188.5706997408192
2000-06-05,1218.3323341027663
2000-06-06,1214.241623578569
2000-06-07,1220.3008007419028
2000-06-08,1212.876730014728
2000-06-09,1244.3076311381683
2000-06-12,1245.308360905007
2000-06-13,1218.650728056967
2000-06-14,1221.3653095747209
2000-06-15,1207.098730978316
2000-06-16,1212.7262347586122
2000-06-19,1211.7548796936367
2000-06-20,1226.6141480583076
2000-06-21,1219.8480285661442
2000-06-22,1220.7518301594657
2000-06-23,1212.1983213185629
2000-06-26,1206.8655920594479
2000-06-27,1213.108724281279
2000-06-28,1214.7164126358966
2000-06-29,1207.8433260335346
2000-06-30,1217.8386997412251
2000-07-03,1232.933017742549
2000-07-04,1221.5332622496646
2000-07-05,1246.7967413923097
2000-07-06,1255.2656960301133
2000-07-07,1257.805790815418
2000-07-10,1265.303927825525
2000-07-11,1262.685594871942
2000-07-12,1261.3255473848674
2000-07-13,1264.6947326116353
2000-07-14,1258.7480278130674
2000-07-17,1263.384307429545
2000-07-18,1244.5151800101494
2000-07-19,1242.2425658645866
2000-07-20,1237.37322787901
2000-07-21,1238.9673094946988
2000-07-24,1211.7453161649976
2000-07-25,1212.050600420984
2000-07-26,1209.0109523389242
2000-07-27,1216.386463402283
2000-07-28,1206.9669757394508
2000-07-31,1209.5340121821826
2000-08-01,1206.985305049248
2000-08-02,1214.1071615224746
2000-08-03,1205.621528256907
2000-08-04,1199.8966113555718
2000-08-07,1179.7667975741022
2000-08-08,1178.3865019496936
2000-08-09,1207.2668435652379
2000-08-10,1211.9562079099044
2000-08-11,1212.1439704956915
2000-08-14,1218.3301558877786
2000-08-15,1219.2548923556433
2000-08-16,1225.1616738351825
2000-08-17,1226.183345856752
2000-08-18,1219.9493853547574
2000-08-21,1221.9178511346531
2000-08-22,1226.6236830327273
2000-08-23,1211.2367415798014
2000-08-24,1201.5711461407973
2000-08-25,1200.6679111588842
2000-08-28,1190.50490700195
2000-08-29,1189.5264277866856
2000-08-30,1177.7196133841298
2000-08-31,1173.219166477139
2000-09-01,1172.431473407567
2000-09-04,1192.001712697921
2000-09-05,1196.3215371157391
2000-09-06,1187.7508982024535
2000-09-07,1177.4782081572332
2000-09-08,1167.7453578290936
2000-09-11,1165.7265493672137
2000-09-12,1158.0023476758156
2000-09-13,1151.8983109426074
2000-09-14,1143.6488318394488
2000-09-15,1127.0089049320222
2000-09-18,1066.1682841969305
2000-09-19,1042.0219517597654
2000-09-20,1068.0606558319787
2000-09-21,1067.9995766193078
2000-09-22,1031.5496301018252
2000-09-25,1067.955270084128
2000-09-26,1069.1908215089338
2000-09-27,1079.9008726308186
2000-09-28,1072.9427374095142
2000-09-29,1072.989274619086
2000-10-02,1046.5769336943167
2000-10-03,1054.4902319370524
2000-10-04,1059.1587383379142
2000-10-05,1057.2799798337826
2000-10-06,1062.280263623528
2000-10-09,1041.3900169122987
2000-10-10,1036.177265157267
2000-10-11,1012.5080477631362
2000-10-12,999.3100972510789
2000-10-13,987.3150863481966
2000-10-16,995.4030689359959
2000-10-17,972.4717374471875
2000-10-18,958.06824964005
2000-10-19,941.3831252944232
2000-10-20,970.7297633918009
2000-10-23,962.9164047544542
2000-10-24,979.4227616756201
2000-10-25,982.4060589790682
2000-10-26,977.5493997303057
2000-10-27,971.0817318495785
2000-10-30,966.6992512758201
2000-10-31,970.2276380552743
2000-11-01,991.9677474743056
2000-11-02,1009.9631923346695
2000-11-03,1018.6357523746091
2000-11-06,1016.9044594180691
2000-11-07,1023.0376497435475
2000-11-08,1028.714806865653
2000-11-09,1031.0752187336816
2000-11-10,1035.448205133971
2000-11-13,1001.7949234758244
2000-11-14,1017.7401539186087
2000-11-15,1016.9045774119243
2000-11-16,1001.0816712560945
2000-11-17,988.8107219218632
2000-11-20,962.1564935763784
2000-11-21,960.9472633018528
2000-11-22,948.0267467363781
2000-11-23,936.1434234083532
2000-11-24,954.3822777347258
2000-11-27,969.0392487028724
2000-11-28,966.7226441403652
2000-11-29,954.5128880993425
2000-11-30,941.8101582421272
2000-12-01,951.9932632958794
2000-12-04,943.056799500784
2000-12-05,959.8096608617551
2000-12-06,967.7763847267663
2000-12-07,976.191778596366
2000-12-08,991.5852822475059
2000-12-11,1002.0044623115301
2000-12-12,996.7794038981497
2000-12-13,1000.1007115852614
2000-12-14,990.8535870524744
2000-12-15,971.2993994511833
2000-12-18,961.3801210341859
2000-12-19,965.0476239222753
2000-12-20,951.8380737649742
2000-12-21,939.1775497876274
2000-12-22,933.7900082321073
2000-12-25,933.8406195793933
2000-12-26,922.5486563142471
2000-12-27,915.2185683326069
2000-12-28,932.9652658752352
2000-12-29,932.5024393579259
2001-01-01,937.4766509620719
2001-01-02,952.2675951130517
2001-01-03,949.354317654275
2001-01-04,976.1815269400788
2001-01-05,999.4021640193812
2001-01-08,1000.5192289200368
2001-01-09,1012.5979475724099
2001-01-10,999.0382552188923
2001-01-11,987.4783263380193
2001-01-12,999.1179060796355
2001-01-15,1007.2426990562861
2001-01-16,1020.1605572954064
2001-01-17,1019.9058840671356
2001-01-18,1041.6821596460677
2001-01-19,1056.3210474397765
2001-01-22,1070.4433986874649
2001-01-23,1071.91003748521
2001-01-24,1073.9494544263785
2001-01-25,1076.158557087174
2001-01-26,1066.9668294003409
2001-01-29,1063.0412092344388
2001-01-30,1068.404119820241
2001-01-31,1093.981120564909
2001-02-01,1085.94484599891
2001-02-02,1101.2982776729775
2001-02-05,1077.6895144446953
2001-02-06,1079.6854462220892
2001-02-07,1069.371592651335
2001-02-08,1079.0797638208442
2001-02-09,1088.5532726708855
2001-02-12,1089.9875293939576
2001-02-13,1094.1794131598447
2001-02-14,1094.1679699417155
2001-02-15,1101.9699302171744
2001-02-16,1090.6208669638506
2001-02-19,1083.7806455835919
2001-02-20,1105.6802213473775
2001-02-21,1095.7478271500104
2001-02-22,1078.4629022543754
2001-02-23,1073.2570668446278
2001-02-26,1077.6535974679466
2001-02-27,1070.5542517024842
2001-02-28,1072.3222005935004
2001-03-01,1061.8939836019204
2001-03-02,1052.4165460879997
2001-03-05,1051.7310852829403
2001-03-06,1054.0118651727819
2001-03-07,1045.8002553518052
2001-03-08,1048.5304986553444
2001-03-09,1032.80124428809
2001-03-12,1001.1897078022116
2001-03-13,974.2900947974966
2001-03-14,984.4052156537329
2001-03-15,986.8501445756852
2001-03-16,985.0279663981745
2001-03-19,974.6535699736459
2001-03-20,964.1658117356435
2001-03-21,968.1892967130992
2001-03-22,957.0476513475029
2001-03-23,963.3901342123419
2001-03-26,975.0373949065944
2001-03-27,969.6557059917462
2001-03-28,972.7889968080481
2001-03-29,964.5728880441003
2001-03-30,951.7118251349414
2001-04-02,933.0768616672902
2001-04-03,921.3479755565899
2001-04-04,902.6324276439259
2001-04-05,902.4800183793246
2001-04-06,916.2085570521632
2001-04-09,903.4114730786431
2001-04-10,902.8633965233751
2001-04-11,918.399171525971
2001-04-12,917.8992767509858
2001-04-13,918.8863449769019
2001-04-16,914.4224856590835
2001-04-17,918.2574158818356
2001-04-18,938.992385671874
2001-04-19,953.7505511997532
2001-04-20,943.9579441158903
2001-04-23,950.1538732301867
2001-04-24,950.6065433505829
2001-04-25,955.0125303234194
2001-04-26,948.7204135221936
2001-04-27,939.2896606971915
2001-04-30,950.3946312546007
2001-05-01,951.3259967772563
2001-05-02,961.5478618139877
2001-05-03,965.2341601134618
2001-05-04,962.5453677897829
2001-05-07,968.9696458228401
2001-05-08,959.3595079258179
2001-05-09,961.6224207819514
2001-05-10,958.8765581093711
2001-05-11,968.6681588362308
2001-05-14,962.0082972942027
2001-05-15,962.6434863892972
2001-05-16,956.5840800632159
2001-05-17,979.8224844755507
2001-05-18,980.5293415120005
2001-05-21,982.8310980152623
2001-05-22,982.9563352781554
2001-05-23,1003.7773220866699
2001-05-24,1005.2733002411164
2001-05-25,999.5857818167883
2001-05-28,995.615520116687
2001-05-29,1001.7960253389793
2001-05-30,998.3059227925571
2001-05-31,989.8893902078704
2001-06-01,982.6635107436603
2001-06-04,986.9192550278352
2001-06-05,986.609097958758
2001-06-06,989.1279292532461
2001-06-07,984.5065245716922
2001-06-08,996.9313057849814
2001-06-11,994.2600000719899
2001-06-12,991.2893251503878
2001-06-13,986.9401600463706
2001-06-14,975.9568720928507
2001-06-15,977.8330152172666
2001-06-18,968.4405674226915
2001-06-19,970.6396396665781
2001-06-20,967.9892661213653
2001-06-21,970.9565182670821
2001-06-22,967.6663808578701
2001-06-25,967.6802310069702
2001-06-26,966.5880569901913
2001-06-27,970.5694906825795
2001-06-28,958.016464187809
2001-06-29,977.2313563826746
2001-07-02,968.4943433907624
2001-07-03,966.0437748420437
2001-07-04,960.0957745488649
2001-07-05,962.1097332496959
2001-07-06,956.9344866353968
2001-07-09,948.3496839627502
2001-07-10,946.7650877542995
2001-07-11,931.8894913475254
2001-07-12,936.1688175252198
2001-07-13,920.1081441979815
2001-07-16,908.165953936457
2001-07-17,901.7252045088467
2001-07-18,886.7093417348493
2001-07-19,880.8914093190384
2001-07-20,878.314359412232
2001-07-23,867.9982904864569
2001-07-24,859.6943216183417
2001-07-25,863.2110734257501
2001-07-26,873.0265677869066
2001-07-27,878.2497923854357
2001-07-30,874.1808017783018
2001-07-31,873.2273532302822
2001-08-01,881.7760435581483
2001-08-02,895.8509245066106
2001-08-03,900.0113058504969
2001-08-06,892.4722256338439
2001-08-07,887.8800908981078
2001-08-08,898.6874722597173
2001-08-09,885.5074450144105
2001-08-10,891.511977796444
2001-08-13,900.4875748402911
2001-08-14,914.0511339704047
2001-08-15,916.6644291123372
2001-08-16,930.8061271763371
2001-08-17,923.931614215144
2001-08-20,912.762412704612
2001-08-21,916.7220339476991
2001-08-22,918.6023658076064
2001-08-23,913.0306163789755
2001-08-24,907.9305996722906
2001-08-27,921.2506517090848
2001-08-28,916.218980428617
2001-08-29,923.200106422727
2001-08-30,925.9837279718415
2001-08-31,918.2268004622568
2001-09-03,911.2846211671542
2001-09-04,919.4431725545955
2001-09-05,915.7334445250783
2001-09-06,913.9071779955036
2001-09-07,910.1832576850819
2001-09-10,901.7489293560487
2001-09-11,889.8341610187432
2001-09-12,848.0339495656198
2001-09-13,843.6651576247925
2001-09-14,814.8018666334943
2001-09-17,792.45031564182
2001-09-18,798.7645046303677
2001-09-19,812.7781054019572
2001-09-20,803.4274012046849
2001-09-21,784.8612449865876
2001-09-24,789.5507276074305
2001-09-25,779.647286303245
2001-09-26,787.7906613040218
2001-09-27,790.4553294063493
2001-09-28,806.2224988451879
2001-10-01,804.0987880208347
2001-10-02,796.4225947064253
2001-10-03,797.8812202129699
2001-10-04,818.4132226970987
2001-10-05,823.2659806188184
2001-10-08,811.4502388175974
2001-10-09,825.7178564391226
2001-10-10,823.6785288537061
2001-10-11,836.3058890429023
2001-10-12,827.2449271704842
2001-10-15,822.6621867146184
2001-10-16,831.0289294018311
2001-10-17,835.5072023381379
2001-10-18,830.0178435665158
2001-10-19,831.8144779261012
2001-10-22,837.4743291505908
2001-10-23,843.9935546343871
2001-10-24,856.0700291115023
2001-10-25,858.8192057688291
2001-10-26,863.8651249953202
2001-10-29,861.9165418635448
2001-10-30,849.8062897471851
2001-10-31,850.7321712207201
2001-11-01,851.7634879311161
2001-11-02,856.6708126257774
2001-11-05,865.7616655584186
2001-11-06,867.3927437573927
2001-11-07,865.4124955830895
2001-11-08,874.2539775923142
2001-11-09,889.781295743976
2001-11-12,897.8238411176826
2001-11-13,896.8282024459764
2001-11-14,910.306652343798
2001-11-15,925.227696443636
2001-11-16,930.9885994595496
2001-11-19,944.4582292001178
2001-11-20,944.1055952172621
2001-11-21,953.1239565373263
2001-11-22,959.8477415245741
2001-11-23,977.0122893201444
2001-11-26,1002.1454668498192
2001-11-27,985.1997865275648
2001-11-28,949.4820473282836
2001-11-29,952.2730126299189
2001-11-30,960.3191575468913
2001-12-03,972.6737211273645
2001-12-04,975.5619342966367
2001-12-05,1000.9297216576525
2001-12-06,1015.2725645043371
2001-12-07,1038.038697332571
2001-12-10,1024.9244451725624
2001-12-11,1017.7326810677371
2001-12-12,1034.7641020077442
2001-12-13,1025.678187917103
2001-12-14,1021.5139764811878
2001-12-17,1010.398783832257
2001-12-18,999.3436265924257
2001-12-19,986.355484508179
2001-12-20,997.4255559721698
2001-12-21,973.771656682631
2001-12-24,975.2433667298604
2001-12-25,986.0653236577377
2001-12-26,986.8788996693191
2001-12-27,987.9768205259866
2001-12-28,1003.2854491316839
2001-12-31,1018.2633613094648
2002-01-01,1018.612579245327
2002-01-02,1033.5766614390923
2002-01-03,1041.9349922644453
2002-01-04,1057.7265134168729
2002-01-07,1078.259435385862
2002-01-08,1064.1680358077838
2002-01-09,1073.6024908084369
2002-01-10,1063.2980197362635
2002-01-11,1058.5712420966668
2002-01-14,1064.955823141475
2002-01-15,1047.7616786381811
2002-01-16,1043.0103571096129
2002-01-17,1046.9615248799275
2002-01-18,1049.6739083470648
2002-01-21,1067.0076590492636
2002-01-22,1059.5480253465157
2002-01-23,1071.2640589035002
2002-01-24,1084.4469999781952
2002-01-25,1106.104477747989
2002-01-28,1117.6793789456458
2002-01-29,1109.5648876671778
2002-01-30,1096.528945284907
2002-01-31,1112.9472429535303
2002-02-01,1106.3448196229212
2002-02-04,1102.5640865595528
2002-02-05,1106.2499368133713
2002-02-06,1115.5696059839443
2002-02-07,1109.9473977710315
2002-02-08,1116.4091935800939
2002-02-11,1118.005870558051
2002-02-12,1117.5728246425667
2002-02-13,1118.2502033039723
2002-02-14,1156.7972394350393
2002-02-15,1163.0387358386815
2002-02-18,1166.8573608829645
2002-02-19,1154.5621214595437
2002-02-20,1141.6052319279554
2002-02-21,1144.906658102017
2002-02-22,1151.760849728612
2002-02-25,1140.6318472306011
2002-02-26,1143.1610186580615
2002-02-27,1166.6210391167922
2002-02-28,1158.842332932366
2002-03-01,1165.072917356068
2002-03-04,1184.5957728949636
2002-03-05,1191.614978721555
2002-03-06,1202.9636745998403
2002-03-07,1199.315171193249
2002-03-08,1197.4087211272472
2002-03-11,1210.482263223788
2002-03-12,1226.0361702821983
2002-03-13,1227.4455414864867
2002-03-14,1227.8215952908663
2002-03-15,1229.5869024231408
2002-03-18,1234.9135897307417
2002-03-19,1237.7105485915192
2002-03-20,1239.9921458074775
2002-03-21,1238.3705085429388
2002-03-22,1247.1495405250794
2002-03-25,1240.0523572261732
2002-03-26,1245.003594975087
2002-03-27,1262.0934822182803
2002-03-28,1263.7730991584124
2002-03-29,1257.5492804182954
2002-04-01,1250.2517972255703
2002-04-02,1272.407054177301
2002-04-03,1286.9432776401743
2002-04-04,1291.4959113008501
2002-04-05,1294.9163979403552
2002-04-08,1291.731033025125
2002-04-09,1274.7111231303754
2002-04-10,1255.4744935820856
2002-04-11,1262.5973317606545
2002-04-12,1277.4102539845003
2002-04-15,1294.915552485716
2002-04-16,1301.6694494356857
2002-04-17,1332.0923521369393
2002-04-18,1336.756748445363
2002-04-19,1338.3371116842243
2002-04-22,1359.9138068598206
2002-04-23,1356.4353890878315
2002-04-24,1350.8659134137636
2002-04-25,1316.1850528086388
2002-04-26,1325.0343517338497
2002-04-29,1306.9205270558682
2002-04-30,1301.8631562462492
2002-05-01,1302.1915516547213
2002-05-02,1314.3194999656926
2002-05-03,1327.879793707697
2002-05-06,1297.3342748970842
2002-05-07,1294.985220410445
2002-05-08,1307.2097021943584
2002-05-09,1311.0433851574078
2002-05-10,1298.7646700297346
2002-05-13,1302.181431338658
2002-05-14,1306.7053485619192
2002-05-15,1333.1763176396278
2002-05-16,1329.0158370757401
2002-05-17,1344.5714410239784
2002-05-20,1330.1849566422518
2002-05-21,1303.4927772128488
2002-05-22,1324.002576270676
2002-05-23,1312.6571122100927
2002-05-24,1329.902592783323
2002-05-27,1332.0876747587276
2002-05-28,1328.1561467969934
2002-05-29,1327.0051414946447
2002-05-30,1325.7629371554426
2002-05-31,1309.7789546447596
2002-06-03,1315.8864854518065
2002-06-04,1320.4220674688027
2002-06-05,1328.1369861686683
2002-06-06,1332.2704384461995
2002-06-07,1323.56789195869
2002-06-10,1340.6191219935408
2002-06-11,1344.0681994267156
