Date,EM (EMERGING MARKETS)HIGH DIVIDEND YIELD
2003-07-22,1585.9232741565495
2003-07-23,1588.1779882866454
2003-07-24,1602.6056579670146
2003-07-25,1626.730040702643
2003-07-28,1641.6104453072442
2003-07-29,1631.7416770313293
2003-07-30,1621.148012747427
2003-07-31,1633.0563930051808
2003-08-01,1625.4632625977933
2003-08-04,1620.0323143917283
2003-08-05,1613.8095904836186
2003-08-06,1607.9113850363883
2003-08-07,1624.7266287997675
2003-08-08,1629.081983174337
2003-08-11,1648.3980115465142
2003-08-12,1653.8954958383151
2003-08-13,1663.9910680496641
2003-08-14,1674.7963825028187
2003-08-15,1678.704357461208
2003-08-18,1694.719857814314
2003-08-19,1695.7068057895779
2003-08-20,1702.0675084297366
2003-08-21,1714.971066777997
2003-08-22,1719.2108855980812
2003-08-25,1706.0484946974036
2003-08-26,1699.6770300632368
2003-08-27,1714.8908632236587
2003-08-28,1721.0135901637236
2003-08-29,1736.6461525440602
2003-09-01,1751.8468738212955
2003-09-02,1742.0893034781034
2003-09-03,1766.19362193715
2003-09-04,1772.3316921347568
2003-09-05,1785.0167305092716
2003-09-08,1782.4525012997376
2003-09-09,1772.34374567529
2003-09-10,1765.6933270301565
2003-09-11,1766.495056111822
2003-09-12,1769.004784519276
2003-09-15,1760.4690458684383
2003-09-16,1765.0674318873462
2003-09-17,1769.7567668252125
2003-09-18,1775.0577848616845
2003-09-19,1772.3828279460915
2003-09-22,1766.2151103075932
2003-09-23,1769.9272523039303
2003-09-24,1779.1256559800795
2003-09-25,1769.0162776060668
2003-09-26,1754.6594140133438
2003-09-29,1761.6336185834414
2003-09-30,1759.8511986705714
2003-10-01,1783.4548412530019
2003-10-02,1809.386425784812
2003-10-03,1832.283295576303
2003-10-06,1837.7030511016762
2003-10-07,1849.628805370811
2003-10-08,1866.9293227124676
2003-10-09,1887.0048136850214
2003-10-10,1895.2125008291503
2003-10-13,1910.0891992314714
2003-10-14,1901.6709395427617
2003-10-15,1895.4111796290717
2003-10-16,1909.4028676879407
2003-10-17,1907.2802508783295
2003-10-20,1907.597799015451
2003-10-21,1907.305847615954
2003-10-22,1904.1254098288784
2003-10-23,1875.5294828715923
2003-10-24,1881.7529416201564
2003-10-27,1885.2824044328895
2003-10-28,1904.5854095607383
2003-10-29,1913.32257716715
2003-10-30,1921.8844382476416
2003-10-31,1917.4060948660076
2003-11-03,1935.8379369934182
2003-11-04,1943.819492672109
2003-11-05,1937.8303487509252
2003-11-06,1932.6423333499044
2003-11-07,1938.48421799714
2003-11-10,1930.7860069546512
2003-11-11,1915.4197164310713
2003-11-12,1926.3890378902602
2003-11-13,1949.2653996957665
2003-11-14,1960.1529007849851
2003-11-17,1928.2558812984769
2003-11-18,1929.4104310766331
2003-11-19,1913.2421554009263
2003-11-20,1904.5747089484034
2003-11-21,1918.8434555936553
2003-11-24,1911.5615666617289
2003-11-25,1929.2802889005932
2003-11-26,1945.784596758603
2003-11-27,1947.9243682839706
2003-11-28,1974.7488757358308
2003-12-01,2012.8113744279497
2003-12-02,2015.8854517490643
2003-12-03,2011.460443327441
2003-12-04,1995.2334758789239
2003-12-05,1997.7018053356496
2003-12-08,1994.1702173182593
2003-12-09,2024.0347355481945
2003-12-10,2009.6109783329707
2003-12-11,2018.9901641477468
2003-12-12,2024.6726766643294
2003-12-15,2040.0670083882135
2003-12-16,2028.1275772308747
2003-12-17,2015.0996132526732
2003-12-18,2033.9097844971059
2003-12-19,2038.730589455809
2003-12-22,2060.5069898637116
2003-12-23,2065.335607281043
2003-12-24,2084.828850240734
2003-12-25,2084.8439218845774
2003-12-26,2091.2794035877514
2003-12-29,2107.149299782487
2003-12-30,2133.4273839598395
2003-12-31,2133.5779238154005
2004-01-01,2134.6457594746007
2004-01-02,2184.1894717688247
2004-01-05,2250.4705056631738
2004-01-06,2237.950942532267
2004-01-07,2217.9965334236667
2004-01-08,2215.915144939749
2004-01-09,2225.579678053799
2004-01-12,2215.613044953244
2004-01-13,2228.6410575316586
2004-01-14,2208.9840143551237
2004-01-15,2173.535149396148
2004-01-16,2178.9648177884706
2004-01-19,2190.2094425478185
2004-01-20,2214.900210282643
2004-01-21,2205.1759478046997
2004-01-22,2214.0230072790255
2004-01-23,2220.7488371709906
2004-01-26,2225.656491431276
2004-01-27,2228.846086540836
2004-01-28,2218.3071834278103
2004-01-29,2163.75860284525
2004-01-30,2156.720783910513
2004-02-02,2150.5755964795417
2004-02-03,2177.5839016760074
2004-02-04,2172.1595119726026
2004-02-05,2148.10112428555
2004-02-06,2176.564599309528
2004-02-09,2204.2321556228326
2004-02-10,2216.328723310093
2004-02-11,2231.5999345264595
2004-02-12,2268.288597726678
2004-02-13,2279.5522136885374
2004-02-16,2274.4329095338617
2004-02-17,2299.825495913854
2004-02-18,2298.3072031120364
2004-02-19,2270.9649070759124
2004-02-20,2249.944656851697
2004-02-23,2250.7321169698916
2004-02-24,2244.9345778199495
2004-02-25,2253.2768201269196
2004-02-26,2261.305766608932
2004-02-27,2280.0341423413483
2004-03-01,2325.892726174748
2004-03-02,2331.3554169566637
2004-03-03,2298.6824962068918
2004-03-04,2300.1616993343073
2004-03-05,2327.150237790472
2004-03-08,2324.4878487115816
2004-03-09,2325.5495902468765
2004-03-10,2269.033430167601
2004-03-11,2225.2809095298203
2004-03-12,2230.7084365990427
2004-03-15,2215.5715201409234
2004-03-16,2221.536028689229
2004-03-17,2242.2482930297547
2004-03-18,2271.588463847939
2004-03-19,2273.4691658418583
2004-03-22,2253.9537393905184
2004-03-23,2229.8839074402767
2004-03-24,2220.070192651587
2004-03-25,2207.772275728628
2004-03-26,2221.4845349812144
2004-03-29,2247.8362716235983
2004-03-30,2277.51533455928
2004-03-31,2306.537866160907
2004-04-01,2322.862919021658
2004-04-02,2335.2571503529025
2004-04-05,2348.197641859579
2004-04-06,2352.57751248456
2004-04-07,2359.4673054484592
2004-04-08,2358.665552460557
2004-04-09,2354.6355017225405
2004-04-12,2365.3666148089706
2004-04-13,2337.423657385405
2004-04-14,2306.964721608289
2004-04-15,2284.6480394894484
2004-04-16,2294.7300822503776
2004-04-19,2281.5985621165764
2004-04-20,2273.7073397336903
2004-04-21,2227.7103293604814
2004-04-22,2200.447790862654
2004-04-23,2224.1626673908404
2004-04-26,2216.1035398269564
2004-04-27,2209.271738311633
2004-04-28,2164.0538131748617
2004-04-29,2116.0935656078145
2004-04-30,2078.383077783724
2004-05-03,2079.5965527422863
2004-05-04,2119.629827724004
2004-05-05,2120.335378153183
2004-05-06,2084.8815950371845
2004-05-07,2048.1647126660805
2004-05-10,1961.9939241005297
2004-05-11,1991.1786819565327
2004-05-12,2002.933520172532
2004-05-13,2000.4748276826085
2004-05-14,1967.3517417508228
2004-05-17,1926.4123392368356
2004-05-18,1940.6886867757837
2004-05-19,2016.0371440373522
2004-05-20,1989.3759213997532
2004-05-21,2007.7177174965013
2004-05-24,2020.8772410418062
2004-05-25,2031.8190503706987
2004-05-26,2059.4846106630125
2004-05-27,2092.0355458462323
2004-05-28,2092.124797054686
2004-05-31,2091.7453632955703
2004-06-01,2090.161280644382
2004-06-02,2088.152237455334
2004-06-03,2054.76106881691
2004-06-04,2061.280826019703
2004-06-07,2119.205521692149
2004-06-08,2111.6268935660296
2004-06-09,2089.146524665293
2004-06-10,2078.456480910174
2004-06-11,2055.3575914686703
2004-06-14,2025.775601791856
2004-06-15,2037.7989747472436
2004-06-16,2034.996018853213
2004-06-17,2056.8706251165577
2004-06-18,2061.2067761744424
2004-06-21,2068.3084673717135
2004-06-22,2056.8131472858713
2004-06-23,2070.4877752848347
2004-06-24,2101.6611361487844
2004-06-25,2112.0279987149665
2004-06-28,2103.7107962156633
2004-06-29,2097.7172424513938
2004-06-30,2111.5211737426307
2004-07-01,2123.166123389214
2004-07-02,2116.20790934449
2004-07-05,2116.5954799791266
2004-07-06,2112.9525707177077
2004-07-07,2136.605073965569
2004-07-08,2119.313588636714
2004-07-09,2127.1148692717416
2004-07-12,2139.783581350682
2004-07-13,2145.429557293592
2004-07-14,2135.8640036050983
2004-07-15,2143.338731612615
2004-07-16,2159.4466758270846
2004-07-19,2168.0551591318404
2004-07-20,2148.2864101413393
2004-07-21,2144.3811880602693
2004-07-22,2118.651666085587
2004-07-23,2109.7577144180254
2004-07-26,2096.600980023156
2004-07-27,2105.1867220691875
2004-07-28,2112.693547346605
2004-07-29,2116.667100913928
2004-07-30,2138.220832067776
2004-08-02,2131.243202901889
2004-08-03,2136.6078245991084
2004-08-04,2138.550998386301
2004-08-05,2137.003582491742
2004-08-06,2126.7739605738047
2004-08-09,2139.1722867221947
2004-08-10,2140.3929550557987
2004-08-11,2121.358949023671
2004-08-12,2128.978530844351
2004-08-13,2135.7442725719907
2004-08-16,2147.155469054214
2004-08-17,2157.026304966825
2004-08-18,2165.171512471663
2004-08-19,2189.933016295131
2004-08-20,2198.6390414898747
2004-08-23,2195.2571677886303
2004-08-24,2184.6880500088373
2004-08-25,2193.9312747918743
2004-08-26,2206.9480988429027
2004-08-27,2209.4763690913323
2004-08-30,2216.7678519747465
2004-08-31,2227.051299456219
2004-09-01,2241.6638866025046
2004-09-02,2256.3925637570683
2004-09-03,2249.431551280791
2004-09-06,2267.4668346928524
2004-09-07,2261.9085251198517
2004-09-08,2266.412055718918
2004-09-09,2274.0823834662765
2004-09-10,2289.4660471856364
2004-09-13,2301.453412706625
2004-09-14,2319.4945687019303
2004-09-15,2307.146211242723
2004-09-16,2335.0717086527375
2004-09-17,2347.3392436199283
2004-09-20,2362.3561372372965
2004-09-21,2377.601726894107
2004-09-22,2361.279267981806
2004-09-23,2368.567351787547
2004-09-24,2370.1396296794774
2004-09-27,2357.5916173419387
2004-09-28,2375.661363129293
2004-09-29,2381.345104129522
2004-09-30,2391.752770543723
2004-10-01,2427.271804410451
2004-10-04,2459.31260671753
2004-10-05,2459.1582354275743
2004-10-06,2460.3115271968504
2004-10-07,2463.307181205637
2004-10-08,2474.6695953163817
2004-10-11,2473.3795113863303
2004-10-12,2439.4825214295947
2004-10-13,2400.567966306496
2004-10-14,2391.357345382743
2004-10-15,2410.8290516210973
2004-10-18,2417.0650645890105
2004-10-19,2413.9088684965236
2004-10-20,2383.004780925789
2004-10-21,2410.589298350048
2004-10-22,2418.846526323308
2004-10-25,2401.5804820646754
2004-10-26,2412.8815025203808
2004-10-27,2439.0244667468933
2004-10-28,2440.5229568109276
2004-10-29,2443.736441282528
2004-11-01,2454.523882149797
2004-11-02,2470.726227561376
2004-11-03,2498.51472461809
2004-11-04,2507.4144479068605
2004-11-05,2532.597635426416
2004-11-08,2523.7202774648986
2004-11-09,2533.876979970421
2004-11-10,2546.0036390612986
2004-11-11,2551.536274973035
2004-11-12,2575.551739375607
2004-11-15,2592.976321844456
2004-11-16,2578.8423406693164
2004-11-17,2614.9668254520816
2004-11-18,2608.3253426221577
2004-11-19,2594.1109104679654
2004-11-22,2579.795388842158
2004-11-23,2595.310554521434
2004-11-24,2618.068082298572
2004-11-25,2635.1375273339636
2004-11-26,2651.9342709405487
2004-11-29,2680.3150265520194
2004-11-30,2691.074191023759
2004-12-01,2704.0556950443633
2004-12-02,2716.1889266149624
2004-12-03,2710.8324392417408
2004-12-06,2723.6728855449674
2004-12-07,2707.439267397912
2004-12-08,2667.377750687217
2004-12-09,2647.9898198301607
2004-12-10,2643.5466073245975
2004-12-13,2659.4547859141753
2004-12-14,2679.429075174218
2004-12-15,2702.246655096372
2004-12-16,2712.569732845517
2004-12-17,2708.452487271475
2004-12-20,2727.2805020603673
2004-12-21,2750.084784268105
2004-12-22,2754.1197384675966
2004-12-23,2776.858019020204
2004-12-24,2781.1648566538906
2004-12-27,2788.110721230142
2004-12-28,2800.887938286432
2004-12-29,2802.820187811913
2004-12-30,2816.641838433201
2004-12-31,2831.160453203226
2005-01-03,2827.9407405180723
2005-01-04,2781.5457082673506
2005-01-05,2744.66716986571
2005-01-06,2714.5493150161046
2005-01-07,2713.0386842801377
2005-01-10,2721.7014921004284
2005-01-11,2728.845427112849
2005-01-12,2732.9622038167204
2005-01-13,2750.9370151482885
2005-01-14,2758.953793390331
2005-01-17,2762.261334269251
2005-01-18,2742.223928998965
2005-01-19,2751.5758275513713
2005-01-20,2720.7458892886107
2005-01-21,2728.1494569628708
2005-01-24,2741.598893068482
2005-01-25,2743.4702889490713
2005-01-26,2766.5733036631636
2005-01-27,2769.288040554749
2005-01-28,2771.8275530483506
2005-01-31,2804.2423726800425
2005-02-01,2810.991339862869
2005-02-02,2822.0346540295277
2005-02-03,2843.2960177531727
2005-02-04,2867.0329722538636
2005-02-07,2867.7258296460536
2005-02-08,2855.3233233401033
2005-02-09,2877.733563308095
2005-02-10,2874.7796558130585
2005-02-11,2886.823631101544
2005-02-14,2923.51945933995
2005-02-15,2938.2303952638194
2005-02-16,2934.655481648477
2005-02-17,2956.0826071205283
2005-02-18,2960.2664711666202
2005-02-21,2965.3935225151045
2005-02-22,2993.9791910654017
2005-02-23,3003.4212404191385
2005-02-24,3043.6963449133586
2005-02-25,3063.954140555174
2005-02-28,3089.8319329267238
2005-03-01,3079.9919639241084
2005-03-02,3057.7291848868153
2005-03-03,3065.6977153823427
2005-03-04,3096.0190204350033
2005-03-07,3109.1075123060937
2005-03-08,3101.137940422149
2005-03-09,3093.4660462097468
2005-03-10,3054.850311776318
2005-03-11,3071.0848557146605
2005-03-14,3032.3367931382104
2005-03-15,2976.99628274409
2005-03-16,2979.1074325568507
2005-03-17,2979.613679690936
2005-03-18,2982.406877230595
2005-03-21,2962.512099086049
2005-03-22,2943.9925326105545
2005-03-23,2885.0512762863277
2005-03-24,2872.437494948964
2005-03-25,2880.619187130852
2005-03-28,2852.368428516097
2005-03-29,2824.5971099352982
2005-03-30,2840.7852514308674
2005-03-31,2886.3140266680643
2005-04-01,2927.241270413111
2005-04-04,2897.864341979577
2005-04-05,2903.848154625819
2005-04-06,2916.5853514841456
2005-04-07,2929.518049878152
2005-04-08,2921.6360172592604
2005-04-11,2919.9608657585773
2005-04-12,2904.541108702387
2005-04-13,2916.6803626021756
2005-04-14,2854.016020508529
2005-04-15,2814.1551221964414
2005-04-18,2769.509469018762
2005-04-19,2817.730818506364
2005-04-20,2822.8332432394777
2005-04-21,2830.7131706624
2005-04-22,2834.420465525146
2005-04-25,2857.9837651281446
2005-04-26,2875.271216738808
2005-04-27,2855.202908631204
2005-04-28,2816.204152497576
2005-04-29,2828.4900679313473
2005-05-02,2840.0510399670075
2005-05-03,2844.024602022733
2005-05-04,2897.463494147302
2005-05-05,2921.9789463124116
2005-05-06,2937.547597468477
2005-05-09,2935.6707035780983
2005-05-10,2909.692562460929
2005-05-11,2889.266786637103
2005-05-12,2859.817874504575
2005-05-13,2837.198202965224
2005-05-16,2834.8149489881544
2005-05-17,2835.961688680152
2005-05-18,2860.1554053067307
2005-05-19,2887.015558967955
2005-05-20,2873.264944603013
2005-05-23,2864.001554198187
2005-05-24,2875.1309809293375
2005-05-25,2876.400757097977
2005-05-26,2886.507687364873
2005-05-27,2919.462002008681
2005-05-30,2932.656300004911
2005-05-31,2909.8743618983676
2005-06-01,2896.0494075808297
2005-06-02,2928.7361916295977
2005-06-03,2949.1120942995512
2005-06-06,2945.3402109395633
2005-06-07,2940.7207479372364
2005-06-08,2949.2580477996953
2005-06-09,2931.1612290559447
2005-06-10,2952.5807776586967
2005-06-13,2953.274975247301
2005-06-14,2969.735370931245
2005-06-15,2995.421892696197
2005-06-16,3008.3074565249335
2005-06-17,3040.7266360328817
2005-06-20,3039.9772527888795
2005-06-21,3027.7342537318964
2005-06-22,3053.554668970648
2005-06-23,3040.2726131479626
2005-06-24,3030.276560652649
2005-06-27,3034.5217260280874
2005-06-28,3044.287511396229
2005-06-29,3037.0101821435005
2005-06-30,3031.6538510479077
2005-07-01,3047.3388150938144
2005-07-04,3026.8801171921796
2005-07-05,3017.2255558369034
2005-07-06,3019.6459863794253
2005-07-07,2997.80098346443
2005-07-08,3005.4857690629265
2005-07-11,3053.1460403840906
2005-07-12,3103.551667815026
2005-07-13,3104.051400455992
2005-07-14,3124.432482232422
2005-07-15,3095.0536895641476
2005-07-18,3099.366290384046
2005-07-19,3102.858057034991
2005-07-20,3125.181739534557
2005-07-21,3154.4721230897717
2005-07-22,3173.394059233858
2005-07-25,3164.379405785703
2005-07-26,3140.4245106104067
2005-07-27,3162.7553794907567
2005-07-28,3198.0922854736823
2005-07-29,3200.773892972187
2005-08-01,3227.5255917795407
2005-08-02,3279.7081913965335
2005-08-03,3304.259090828565
2005-08-04,3310.103492885684
2005-08-05,3302.9729661231263
2005-08-08,3312.108290897729
2005-08-09,3323.2966355710205
2005-08-10,3352.8850579647105
2005-08-11,3348.879515200982
2005-08-12,3335.2300122681327
2005-08-15,3330.7255761545275
2005-08-16,3317.492260415204
2005-08-17,3299.4945613641685
2005-08-18,3262.8443385472406
2005-08-19,3237.869385260221
2005-08-22,3285.715411190348
2005-08-23,3272.4848909555117
2005-08-24,3243.6984616426234
2005-08-25,3249.7303619771574
2005-08-26,3241.31240613664
2005-08-29,3225.7093289421828
2005-08-30,3236.7662473968458
2005-08-31,3274.9666455045553
2005-09-01,3322.964234360489
2005-09-02,3363.445313471479
2005-09-05,3370.089615769573
2005-09-06,3385.5964380355413
2005-09-07,3389.4673470651323
2005-09-08,3390.412117640308
2005-09-09,3413.53855251203
2005-09-12,3421.771009695615
2005-09-13,3401.746303283988
2005-09-14,3409.374919270872
2005-09-15,3422.7746255945317
2005-09-16,3441.9725147083936
2005-09-19,3460.9528665319217
2005-09-20,3482.962663143623
2005-09-21,3503.34266069607
2005-09-22,3471.073560393032
2005-09-23,3454.674279865466
2005-09-26,3466.7130410445993
2005-09-27,3474.881266110767
2005-09-28,3490.660189104747
2005-09-29,3517.706711395369
2005-09-30,3559.729163833275
2005-10-03,3563.279417543808
2005-10-04,3560.0399776154823
2005-10-05,3489.397976791334
2005-10-06,3407.471387945926
2005-10-07,3416.254390473215
2005-10-10,3438.114875581011
2005-10-11,3461.8223535547204
2005-10-12,3425.9200318046123
2005-10-13,3351.357049614213
2005-10-14,3331.48808962507
2005-10-17,3362.0425412477985
2005-10-18,3323.3581810391247
2005-10-19,3262.279673199601
2005-10-20,3266.2038984157043
2005-10-21,3277.856391794903
2005-10-24,3312.599433671478
2005-10-25,3307.355499566893
2005-10-26,3316.6377923032137
2005-10-27,3276.0089741728375
2005-10-28,3272.794295061857
2005-10-31,3338.4141009132036
2005-11-01,3388.439087327438
2005-11-02,3425.951862623725
2005-11-03,3444.8753871313656
2005-11-04,3425.344470888234
2005-11-07,3428.321121631668
2005-11-08,3417.1939330164
2005-11-09,3446.9886107684815
2005-11-10,3443.7855849979783
2005-11-11,3459.7866901066777
2005-11-14,3463.250868176986
2005-11-15,3449.7257345228118
2005-11-16,3459.4391716586465
2005-11-17,3491.9945729925994
2005-11-18,3503.6442781906735
2005-11-21,3516.597106231637
2005-11-22,3499.134523906669
2005-11-23,3556.8012673290177
2005-11-24,3572.2019731311566
2005-11-25,3571.101100725766
2005-11-28,3565.3967075239975
2005-11-29,3567.1945232519283
2005-11-30,3581.8557452897253
2005-12-01,3592.1180835918417
2005-12-02,3631.940121752081
2005-12-05,3656.7067607985327
2005-12-06,3686.300196094436
2005-12-07,3699.9897642959654
2005-12-08,3670.392684620823
2005-12-09,3666.701582776361
2005-12-12,3688.121638654072
2005-12-13,3703.0941542819387
2005-12-14,3706.61382774457
2005-12-15,3693.760470659821
2005-12-16,3698.56636959094
2005-12-19,3721.364934536464
2005-12-20,3726.6833847264643
2005-12-21,3750.4161354302955
2005-12-22,3754.907390095778
2005-12-23,3782.184176249296
2005-12-26,3783.298354883415
2005-12-27,3796.408305219628
2005-12-28,3775.3878332814934
2005-12-29,3801.076320405182
2005-12-30,3788.1828659619578
2006-01-02,3784.1006623351263
2006-01-03,3870.793706590759
2006-01-04,3942.689888866021
2006-01-05,3967.821747121436
2006-01-06,4005.6891115662193
2006-01-09,4056.62514663851
2006-01-10,4031.059958669316
2006-01-11,4065.036832141319
2006-01-12,4082.7627031122183
2006-01-13,4072.5078380490913
2006-01-16,4077.5335607445686
2006-01-17,4033.293281545445
2006-01-18,3967.923198550812
2006-01-19,4048.1591109519877
2006-01-20,4052.4098665313295
2006-01-23,4049.6025116547503
2006-01-24,4084.705093691759
2006-01-25,4124.016023470041
2006-01-26,4127.841795423122
2006-01-27,4153.02864355523
2006-01-30,4161.952838845571
2006-01-31,4184.792485245967
2006-02-01,4207.528860263883
2006-02-02,4171.770459230661
2006-02-03,4135.515262875988
2006-02-06,4217.809793496169
2006-02-07,4169.407152243724
2006-02-08,4088.1118998716397
2006-02-09,4113.38288712083
2006-02-10,4131.8556593138765
2006-02-13,4077.8519224843685
2006-02-14,4083.6527656516323
2006-02-15,4118.490164685429
2006-02-16,4156.4560225322775
2006-02-17,4212.490371392968
2006-02-20,4237.8460519668415
2006-02-21,4210.748986416444
2006-02-22,4188.457841900302
2006-02-23,4201.5923556005555
2006-02-24,4207.757290517154
2006-02-27,4223.424994639656
2006-02-28,4194.715081978828
2006-03-01,4222.591292855385
2006-03-02,4258.047987016914
2006-03-03,4225.788946691983
2006-03-06,4207.235236093997
2006-03-07,4091.585776233027
2006-03-08,4051.493004530437
2006-03-09,4069.130025380227
2006-03-10,4088.1129078930835
2006-03-13,4120.234826896511
2006-03-14,4135.921896403628
2006-03-15,4195.264668615712
2006-03-16,4213.533654926506
2006-03-17,4223.8431520715985
2006-03-20,4237.175601679783
2006-03-21,4188.519207402935
2006-03-22,4167.692332506606
2006-03-23,4185.963791951439
2006-03-24,4197.266256119412
2006-03-27,4221.633950904756
2006-03-28,4178.797313380647
2006-03-29,4187.01310622224
2006-03-30,4251.974116448313
2006-03-31,4265.704788027122
2006-04-03,4325.554599094153
2006-04-04,4360.30053625853
2006-04-05,4378.430143611853
2006-04-06,4424.382650038208
2006-04-07,4404.316273114891
2006-04-10,4391.748675651442
2006-04-11,4375.036270687981
2006-04-12,4374.343066897396
2006-04-13,4386.1814082270685
2006-04-14,4410.308553874143
2006-04-17,4445.170069012546
2006-04-18,4507.9084739954815
2006-04-19,4562.173548604059
2006-04-20,4570.821787269391
2006-04-21,4576.297574943409
2006-04-24,4556.894387607626
2006-04-25,4545.274867303097
2006-04-26,4590.807951063547
2006-04-27,4564.887864383776
2006-04-28,4583.428486381455
2006-05-01,4599.866408171807
2006-05-02,4644.813459556541
2006-05-03,4661.861663501415
2006-05-04,4681.791721121346
2006-05-05,4716.387220581621
2006-05-08,4778.463778118397
2006-05-09,4772.6362067393975
2006-05-10,4776.033371327821
2006-05-11,4741.964199510256
2006-05-12,4643.771784101685
2006-05-15,4444.638891774284
2006-05-16,4431.275955770188
2006-05-17,4428.56452558295
2006-05-18,4312.1064451657085
2006-05-19,4290.579830659488
2006-05-22,4110.322155133376
2006-05-23,4168.992030457571
2006-05-24,4097.968410342347
2006-05-25,4112.961426077932
2006-05-26,4194.554875233043
2006-05-29,4223.2287220969565
2006-05-30,4130.215009041472
2006-05-31,4104.400062716446
2006-06-01,4131.437792004301
2006-06-02,4195.134132501818
2006-06-05,4136.689101590987
2006-06-06,4084.4723436475106
2006-06-07,3995.2887439265523
2006-06-08,3845.417030739612
2006-06-09,3890.087589577781
2006-06-12,3832.1498502972076
2006-06-13,3704.739874613293
2006-06-14,3746.098592680499
2006-06-15,3791.6176146564158
2006-06-16,3900.390158168286
2006-06-19,3878.881097108371
2006-06-20,3817.0175398740985
2006-06-21,3832.172485463953
2006-06-22,3854.314951445245
2006-06-23,3822.8062240898444
2006-06-26,3825.213633789952
2006-06-27,3863.6872893002783
2006-06-28,3878.558530668747
2006-06-29,3947.11373553821
2006-06-30,4061.3495005518735
2006-07-03,4119.879287470378
2006-07-04,4146.679776694628
2006-07-05,4054.648598535687
2006-07-06,4070.990582364926
2006-07-07,4083.809547553242
2006-07-10,4100.01393792218
2006-07-11,4082.152955957204
2006-07-12,4073.805783611193
2006-07-13,3990.636570154038
2006-07-14,3929.7217281415415
2006-07-17,3856.987150774352
2006-07-18,3874.1247747354873
2006-07-19,3928.3583088890273
2006-07-20,3995.7032212649415
2006-07-21,3970.5642781420456
2006-07-24,3976.8169091024997
2006-07-25,4012.1802658614674
2006-07-26,4015.149013136132
2006-07-27,4091.8189277863626
2006-07-28,4093.9771724665998
2006-07-31,4095.9528806286926
2006-08-01,4062.8519243304618
2006-08-02,4088.667063633512
2006-08-03,4085.46048398592
2006-08-04,4113.447027107998
2006-08-07,4106.62767390015
2006-08-08,4126.417444462485
2006-08-09,4161.747570219465
2006-08-10,4154.303107302803
2006-08-11,4153.152151522191
2006-08-14,4142.501504523827
2006-08-15,4158.999367968833
2006-08-16,4212.370420004449
2006-08-17,4220.206272917392
2006-08-18,4199.503226889134
2006-08-21,4158.269319654873
2006-08-22,4178.323792449043
2006-08-23,4140.291109359254
2006-08-24,4110.611183581434
2006-08-25,4115.625740315777
2006-08-28,4106.380278976481
2006-08-29,4131.7803763165975
2006-08-30,4167.340917936703
2006-08-31,4153.938732389581
2006-09-01,4191.552504429372
2006-09-04,4259.781049296615
2006-09-05,4256.051650433382
2006-09-06,4207.84546664424
2006-09-07,4168.468716186928
2006-09-08,4153.1256113159
2006-09-11,4091.976161353121
2006-09-12,4114.73742219876
2006-09-13,4155.575476698986
2006-09-14,4148.9719473036785
2006-09-15,4165.98862504716
2006-09-18,4229.972590005628
2006-09-19,4230.717250584443
2006-09-20,4203.116795702423
2006-09-21,4190.701714193958
2006-09-22,4138.372868861231
2006-09-25,4137.978767542429
2006-09-26,4163.443787906377
2006-09-27,4196.633801042201
2006-09-28,4206.272046491763
2006-09-29,4190.5428508991035
2006-10-02,4213.206430791265
2006-10-03,4189.477860094352
2006-10-04,4165.987943751099
2006-10-05,4225.0792253280315
2006-10-06,4225.286655827356
2006-10-09,4223.143891398283
2006-10-10,4252.464686478999
2006-10-11,4243.976402062646
2006-10-12,4274.26408715676
2006-10-13,4337.993754277795
2006-10-16,4384.649822208239
2006-10-17,4340.280007281046
2006-10-18,4344.444564443743
2006-10-19,4347.057799490941
2006-10-20,4352.612499171448
2006-10-23,4345.609516005125
2006-10-24,4371.554120605784
2006-10-25,4395.086598198926
2006-10-26,4421.911839662398
2006-10-27,4421.856059377303
2006-10-30,4380.73154353209
2006-10-31,4429.415484603938
2006-11-01,4451.235038456448
2006-11-02,4458.042632027667
2006-11-03,4493.473859214008
2006-11-06,4522.86135499919
2006-11-07,4560.090238150873
2006-11-08,4557.591294979063
2006-11-09,4580.9999340437835
2006-11-10,4572.677834727956
2006-11-13,4552.967803005522
2006-11-14,4592.362324469449
2006-11-15,4590.060908373471
2006-11-16,4607.6342275248535
2006-11-17,4583.254344493043
2006-11-20,4579.131314388707
2006-11-21,4614.821846665142
2006-11-22,4671.44426614093
2006-11-23,4686.254000354048
2006-11-24,4691.9914251038945
2006-11-27,4710.383518854536
2006-11-28,4647.371880336993
2006-11-29,4717.568749695039
2006-11-30,4759.787704989736
2006-12-01,4767.019656565661
2006-12-04,4798.218181655984
2006-12-05,4841.96919106321
2006-12-06,4868.136851305445
2006-12-07,4871.453402205455
2006-12-08,4850.913726180897
2006-12-11,4845.894322238113
2006-12-12,4816.255491951396
2006-12-13,4815.732042051987
2006-12-14,4856.369216515656
2006-12-15,4887.346079916042
2006-12-18,4909.638303971519
2006-12-19,4831.076831596539
2006-12-20,4894.66076708579
2006-12-21,4889.904437685714
2006-12-22,4888.957546056311
2006-12-25,4884.241141773041
2006-12-26,4905.448704964396
2006-12-27,4946.159201482335
2006-12-28,4965.165079567851
2006-12-29,4985.244107077378
2007-01-01,4986.688194531559
2007-01-02,5065.36129884738
2007-01-03,5021.272187978166
