Date,EM LATIN AMERICA ex BRAZIL IMI VALUE
1996-05-31,1000.0
1996-06-28,1002.8187727273538
1996-07-31,948.7475462277037
1996-08-30,968.0438764056871
1996-09-30,984.7438954441453
1996-10-31,944.9478213574079
1996-11-29,953.5355795017656
1996-12-31,964.4739823148124
1997-01-01,964.4739823148124
1997-01-02,962.0492618074793
1997-01-03,974.3942598426388
1997-01-06,994.0238243886106
1997-01-07,1002.8170441033354
1997-01-08,1014.803446578153
1997-01-09,1017.1797461977891
1997-01-10,1022.8715240171078
1997-01-13,1027.8281926281522
1997-01-14,1049.9445344988537
1997-01-15,1063.7692509059139
1997-01-16,1056.694945162914
1997-01-17,1066.0395022384582
1997-01-20,1068.85418189274
1997-01-21,1061.8673078509685
1997-01-22,1052.1964866036158
1997-01-23,1054.382771510279
1997-01-24,1042.4880917836438
1997-01-27,1034.4812142914127
1997-01-28,1040.8978415038334
1997-01-29,1036.9165680723625
1997-01-30,1054.0071146148214
1997-01-31,1060.1411998882324
1997-02-03,1064.280207242242
1997-02-04,1067.8804974921102
1997-02-05,1068.494017936226
1997-02-06,1066.1810163389682
1997-02-07,1072.2555072402479
1997-02-10,1074.6491282303334
1997-02-11,1083.9975277092617
1997-02-12,1099.4692827264325
1997-02-13,1101.5999951179538
1997-02-14,1106.38222570036
1997-02-17,1106.595787149785
1997-02-18,1104.9912999205078
1997-02-19,1113.7578903075378
1997-02-20,1109.3325381756501
1997-02-21,1120.341029882629
1997-02-24,1127.5169435076004
1997-02-25,1141.6228305117734
1997-02-26,1128.3325848993459
1997-02-27,1106.8625233243165
1997-02-28,1104.996783828962
1997-03-03,1093.1605371868657
1997-03-04,1090.27058787695
1997-03-05,1090.449761404813
1997-03-06,1094.065502631381
1997-03-07,1105.8502795753384
1997-03-10,1114.2824533103067
1997-03-11,1111.2433512359953
1997-03-12,1103.6313829196793
1997-03-13,1093.1663634967808
1997-03-14,1096.9416738130867
1997-03-17,1089.5880014655556
1997-03-18,1094.935240136255
1997-03-19,1101.0083405046012
1997-03-20,1096.0113230360946
1997-03-21,1098.0507301777318
1997-03-24,1104.4484455612692
1997-03-25,1105.886355357615
1997-03-26,1106.8459993300012
1997-03-27,1106.8193541768012
1997-03-28,1106.7542180800692
1997-03-31,1087.9530270579394
1997-04-01,1081.8850606791789
1997-04-02,1085.0656341318613
1997-04-03,1087.657537076919
1997-04-04,1090.6391433435435
1997-04-07,1101.864483918319
1997-04-08,1100.4721331784688
1997-04-09,1104.097797415722
1997-04-10,1106.027234918007
1997-04-11,1092.5688691044177
1997-04-14,1091.3297208751824
1997-04-15,1098.9275346398065
1997-04-16,1108.7092648661642
1997-04-17,1103.464773476976
1997-04-18,1101.7885043037718
1997-04-21,1094.6239132706341
1997-04-22,1107.9848403948772
1997-04-23,1115.4069183963077
1997-04-24,1111.2672703729756
1997-04-25,1108.1240653552486
1997-04-28,1100.5073577235578
1997-04-29,1109.3845921123695
1997-04-30,1111.6353921495838
1997-05-01,1112.331643398418
1997-05-02,1121.4828302220621
1997-05-05,1123.024589899636
1997-05-06,1122.6598454688265
1997-05-07,1115.3454913011738
1997-05-08,1124.9096040510315
1997-05-09,1132.108920174031
1997-05-12,1143.644712563507
1997-05-13,1141.147885933035
1997-05-14,1138.8998426385974
1997-05-15,1141.2866465990846
1997-05-16,1144.7593411235355
1997-05-19,1151.1748354810716
1997-05-20,1161.396647955208
1997-05-21,1166.0278617125189
1997-05-22,1174.44176287345
1997-05-23,1174.0563724902643
1997-05-26,1171.3327138417878
1997-05-27,1173.5405721616298
1997-05-28,1168.6269948184479
1997-05-29,1173.4593348151286
1997-05-30,1181.8018157874353
1997-06-02,1198.1628750540438
1997-06-03,1203.690983494513
1997-06-04,1210.2481559114772
1997-06-05,1199.7331845924618
1997-06-06,1207.0502867181171
1997-06-09,1205.496488096396
1997-06-10,1206.5320390952045
1997-06-11,1217.8729210942895
1997-06-12,1232.3278387797588
1997-06-13,1236.0417687989934
1997-06-16,1232.9042954036338
1997-06-17,1233.1004349631319
1997-06-18,1234.7971553288648
1997-06-19,1244.2884904259947
1997-06-20,1253.9629959504102
1997-06-23,1249.548030189728
1997-06-24,1249.2393873177407
1997-06-25,1247.4764876370493
1997-06-26,1251.8202287880347
1997-06-27,1255.3054972301215
1997-06-30,1256.5598868888133
