Date,EM EUROPE & MIDDLE EAST IMI VALUE
2007-05-31,1000.0
2007-06-01,1022.1996172282597
2007-06-04,1021.589317927425
2007-06-05,1025.3343330566709
2007-06-06,1013.7419257069827
2007-06-07,1001.6660140984619
2007-06-08,994.0724619955447
2007-06-11,999.4809878537337
2007-06-12,994.7933151750414
2007-06-13,1004.5752213200766
2007-06-14,1031.7883916527662
2007-06-15,1049.8401914454269
2007-06-18,1054.674098966709
2007-06-19,1052.949326197176
2007-06-20,1059.2420388862843
2007-06-21,1047.8772050412263
2007-06-22,1055.9278957703807
2007-06-25,1049.0994239080273
2007-06-26,1062.2007575989035
2007-06-27,1050.6463732283662
2007-06-28,1064.2661734832568
2007-06-29,1071.40522785662
2007-07-02,1083.8162775551984
2007-07-03,1100.629571361369
2007-07-04,1102.9392161428218
2007-07-05,1107.650855781634
2007-07-06,1114.2849239279526
2007-07-09,1125.8616080622505
2007-07-10,1109.2757760058253
2007-07-11,1117.4705131209907
2007-07-12,1146.0816452286128
2007-07-13,1152.873422678747
2007-07-16,1156.1615650825145
2007-07-17,1149.5291052160233
2007-07-18,1139.9988973334905
2007-07-19,1165.891987417079
2007-07-20,1156.1038457727636
2007-07-23,1171.3760817750651
2007-07-24,1153.5394454532368
2007-07-25,1147.9298872979118
2007-07-26,1111.4861715609009
2007-07-27,1096.095079159409
2007-07-30,1094.173126132382
2007-07-31,1116.0984760884112
2007-08-01,1085.9410527374025
2007-08-02,1095.2081020385665
2007-08-03,1097.6691995846093
2007-08-06,1080.40452818806
2007-08-07,1089.5125990054505
2007-08-08,1111.063295961452
2007-08-09,1079.6278149084694
2007-08-10,1061.002511305096
2007-08-13,1078.6381525778465
2007-08-14,1069.2892226862652
2007-08-15,1046.1531758053823
2007-08-16,996.9009174105106
2007-08-17,1021.1746124034258
2007-08-20,1024.0436951235793
2007-08-21,1010.0371488217115
2007-08-22,1038.1860845612346
2007-08-23,1045.532158757137
2007-08-24,1049.2484041318967
2007-08-27,1065.8740885488667
2007-08-28,1053.4633594598617
2007-08-29,1055.746301497669
2007-08-30,1060.1910788695557
2007-08-31,1080.1284627535958
2007-09-03,1079.8234222760673
2007-09-04,1074.2191372531536
2007-09-05,1070.2274207651596
2007-09-06,1078.0599284335467
2007-09-07,1068.0141896481257
2007-09-10,1064.660872128008
2007-09-11,1078.12753741833
2007-09-12,1078.159838372385
2007-09-13,1094.7097679100555
2007-09-14,1098.6739510876441
2007-09-17,1089.7753534611666
2007-09-18,1103.1516117458827
2007-09-19,1148.0000881877029
2007-09-20,1149.9986841903444
2007-09-21,1154.4117376135569
2007-09-24,1162.7971408889207
2007-09-25,1151.1786099493409
2007-09-26,1171.9839723317216
2007-09-27,1175.9684613459567
2007-09-28,1176.60049788454
2007-10-01,1179.2772770445795
2007-10-02,1200.1869638840215
2007-10-03,1194.95989102
2007-10-04,1198.2063658760562
2007-10-05,1214.2945147318942
2007-10-08,1216.9792937716668
2007-10-09,1229.726581270254
2007-10-10,1226.2713538455157
2007-10-11,1248.369761826465
2007-10-12,1238.7101865952072
2007-10-15,1241.0323730883877
2007-10-16,1224.1719399286872
2007-10-17,1233.643588777862
2007-10-18,1221.9097909768566
2007-10-19,1216.2222279271236
2007-10-22,1192.7624187942397
2007-10-23,1221.0533040287207
2007-10-24,1214.181340511932
2007-10-25,1237.2129295372395
2007-10-26,1264.286363411342
2007-10-29,1277.9593866094503
2007-10-30,1272.206557388361
2007-10-31,1285.5612387540857
2007-11-01,1278.7681439691548
2007-11-02,1282.4654909805272
2007-11-05,1277.54675727001
2007-11-06,1302.1254120700917
2007-11-07,1295.7694895876875
2007-11-08,1300.9854042717213
2007-11-09,1286.0156416081147
2007-11-12,1268.4617057985395
2007-11-13,1270.4521827156614
2007-11-14,1282.6476959822155
2007-11-15,1262.9162054189142
2007-11-16,1249.6750177038082
2007-11-19,1236.673070152333
2007-11-20,1251.1997974024243
2007-11-21,1229.418692301217
2007-11-22,1228.1091900813335
2007-11-23,1234.2034365370869
2007-11-26,1239.7622965780795
2007-11-27,1223.4850098104123
2007-11-28,1245.029941481066
2007-11-29,1250.7102178185703
2007-11-30,1270.4572407829403
2007-12-03,1261.5581791070929
2007-12-04,1266.4262963743417
2007-12-05,1304.6158172504565
2007-12-06,1303.4163716908456
2007-12-07,1317.844388385231
2007-12-10,1336.7477128839473
2007-12-11,1327.2664825792938
2007-12-12,1337.0742394464198
2007-12-13,1305.0089578286418
2007-12-14,1277.656782018029
2007-12-17,1255.4509105708387
2007-12-18,1272.9051536985637
2007-12-19,1267.0213480952948
2007-12-20,1274.7803277421149
2007-12-21,1283.140582916142
2007-12-24,1294.4853627569116
2007-12-25,1292.1123101956814
2007-12-26,1290.8526557475336
2007-12-27,1295.2482695516621
2007-12-28,1298.217577846249
2007-12-31,1296.7586204193997
2008-01-01,1298.3250786549045
2008-01-02,1296.8954512737746
2008-01-03,1297.1664132643275
2008-01-04,1292.846975562719
2008-01-07,1287.2201994100874
2008-01-08,1297.5535110515357
2008-01-09,1299.0949455106636
2008-01-10,1293.8644140964313
2008-01-11,1294.7069105052208
2008-01-14,1309.438154047651
2008-01-15,1289.543161902179
2008-01-16,1229.0342081795418
2008-01-17,1203.26445234088
2008-01-18,1201.197944841213
2008-01-21,1118.4508060565518
2008-01-22,1104.7459486579726
2008-01-23,1080.843664178454
2008-01-24,1129.9141895155626
2008-01-25,1153.5308129222171
2008-01-28,1131.1823156815096
2008-01-29,1149.9114357192364
2008-01-30,1142.4117910412363
2008-01-31,1115.4537274032873
2008-02-01,1154.2499281139337
2008-02-04,1180.4745313480564
2008-02-05,1140.976059667764
2008-02-06,1129.5595831411042
2008-02-07,1099.8587281152013
2008-02-08,1098.489694252676
2008-02-11,1111.71284284127
2008-02-12,1153.6401265440045
2008-02-13,1170.555963619273
2008-02-14,1178.1313035566802
2008-02-15,1162.129478904117
2008-02-18,1182.5926833424232
2008-02-19,1198.085645822154
2008-02-20,1183.4264310111073
2008-02-21,1208.481591221815
2008-02-22,1205.0728463379392
2008-02-25,1208.7241483199718
2008-02-26,1212.3741310614964
2008-02-27,1223.3336802933802
2008-02-28,1214.7464430010991
2008-02-29,1198.3400264249738
2008-03-03,1177.939129552935
2008-03-04,1176.1101172287053
2008-03-05,1191.8595497658998
2008-03-06,1186.6951110853356
2008-03-07,1166.2186779811484
2008-03-10,1160.1388373365762
2008-03-11,1193.7918462577336
2008-03-12,1210.8284623748063
2008-03-13,1186.2802572240982
2008-03-14,1186.0900193390728
2008-03-17,1135.9643493359993
2008-03-18,1161.9302830877946
2008-03-19,1160.8826537190405
2008-03-20,1123.4686149298366
2008-03-21,1127.028038621633
2008-03-24,1146.1989963582942
2008-03-25,1157.0046183978764
2008-03-26,1153.6851879682954
2008-03-27,1168.150723828212
2008-03-28,1167.129846050587
2008-03-31,1162.8101591749164
2008-04-01,1168.4484518189088
2008-04-02,1173.4198376096888
2008-04-03,1164.6955007026256
2008-04-04,1172.936709934751
2008-04-07,1194.4152090976797
2008-04-08,1189.4535667683708
2008-04-09,1208.1757247041546
2008-04-10,1213.1790484116902
2008-04-11,1202.0697377630984
2008-04-14,1193.8683479432202
2008-04-15,1201.924276509148
2008-04-16,1222.7872575596211
2008-04-17,1214.0419797711245
2008-04-18,1227.934220704168
2008-04-21,1234.249323338054
2008-04-22,1233.0758833810473
2008-04-23,1229.8028923713227
2008-04-24,1209.534314490321
2008-04-25,1218.8674810865668
2008-04-28,1224.4664874161467
2008-04-29,1205.9590594845918
2008-04-30,1210.92624360908
2008-05-01,1204.802514501119
2008-05-02,1210.2574035279881
2008-05-05,1221.3080159923056
2008-05-06,1228.5209403545118
2008-05-07,1248.2329350978002
2008-05-08,1275.0672286763631
2008-05-09,1273.3528752626455
2008-05-12,1286.0498082675072
2008-05-13,1292.6536371670989
2008-05-14,1319.080786105229
2008-05-15,1317.3918985927257
2008-05-16,1347.2411981560613
2008-05-19,1348.8170946454777
2008-05-20,1336.8769335862123
2008-05-21,1348.7187076674186
2008-05-22,1326.947583081296
2008-05-23,1324.7836610537806
2008-05-26,1317.8542370703656
2008-05-27,1301.4767298126746
2008-05-28,1304.8354659177653
2008-05-29,1319.2173479803967
2008-05-30,1326.5782922784551
2008-06-02,1315.3952321410916
2008-06-03,1312.1707476484771
2008-06-04,1273.149589433182
2008-06-05,1278.398428426328
2008-06-06,1289.4139138977348
2008-06-09,1278.0196131642801
2008-06-10,1252.402644415208
2008-06-11,1255.0391785397615
2008-06-12,1257.3816346082017
2008-06-13,1257.5579287846872
2008-06-16,1268.770166407266
2008-06-17,1284.7398287256194
2008-06-18,1277.3872065670057
2008-06-19,1277.4056139072627
2008-06-20,1268.254563352116
2008-06-23,1247.60242069467
2008-06-24,1230.4038155788378
2008-06-25,1236.8488970775313
2008-06-26,1234.25930145862
2008-06-27,1237.5156324486813
2008-06-30,1233.3325669642552
2008-07-01,1199.3952845394915
2008-07-02,1202.8038453639372
2008-07-03,1184.0744064353435
2008-07-04,1180.1201028763753
2008-07-07,1181.8075258368863
2008-07-08,1174.6843484180142
2008-07-09,1185.7972827510137
2008-07-10,1178.0882408777175
2008-07-11,1170.2525189770852
2008-07-14,1187.8043629372658
2008-07-15,1169.9705939905853
2008-07-16,1170.6453327948084
2008-07-17,1201.650660752187
2008-07-18,1167.5688670617315
2008-07-21,1183.7133379736497
2008-07-22,1170.6902867061658
2008-07-23,1164.456414909618
2008-07-24,1143.5872318429092
2008-07-25,1111.9508930291893
2008-07-28,1105.2021019266515
2008-07-29,1101.4705169222245
2008-07-30,1134.5935819610781
2008-07-31,1148.7699702174336
2008-08-01,1140.6526237540352
2008-08-04,1125.6931333527275
2008-08-05,1096.9826222605934
2008-08-06,1090.9756796639301
2008-08-07,1097.3894409123452
2008-08-08,1043.3367302043534
2008-08-11,1061.701644772508
2008-08-12,1080.5926982812161
2008-08-13,1062.6106739570935
2008-08-14,1073.639094103736
2008-08-15,1071.5848540131117
2008-08-18,1065.8244109030784
2008-08-19,1017.3326294390396
2008-08-20,1031.9116686154443
2008-08-21,1043.6781517392708
2008-08-22,1034.5691782202482
2008-08-25,1022.9437780930235
2008-08-26,993.1063314494477
2008-08-27,995.0436309352498
