Date,EM EMEA IMI VALUE
1996-12-31,206.60814714034305
1997-01-01,206.60814714034305
1997-01-02,206.32973303569506
1997-01-03,206.0447956809788
1997-01-06,206.9206314242072
1997-01-07,210.23846635740358
1997-01-08,212.8883303930804
1997-01-09,212.89828467379118
1997-01-10,212.97671351584387
1997-01-13,215.17495582342428
1997-01-14,215.4055673117068
1997-01-15,216.7310384015847
1997-01-16,217.64177295829236
1997-01-17,217.8560756807227
1997-01-20,217.59191637522161
1997-01-21,217.7324890531807
1997-01-22,219.186426279282
1997-01-23,221.55439951124328
1997-01-24,225.3176036739833
1997-01-27,230.72187591916415
1997-01-28,226.99304483442583
1997-01-29,227.44291707918288
1997-01-30,227.94441004111567
1997-01-31,227.58320550313783
1997-02-03,230.49398149180348
1997-02-04,229.0669631852725
1997-02-05,233.4026273451927
1997-02-06,237.40324001094206
1997-02-07,238.57394034985074
1997-02-10,242.15856598735888
1997-02-11,241.71522981856793
1997-02-12,242.1923618311014
1997-02-13,242.39101917876008
1997-02-14,240.4258851534077
1997-02-17,242.40280906310494
1997-02-18,243.37340437238765
1997-02-19,243.30869257424035
1997-02-20,243.5942408790825
1997-02-21,243.9872842883384
1997-02-24,247.12640281464425
1997-02-25,248.5866817169452
1997-02-26,247.60688978502117
1997-02-27,244.69565585949718
1997-02-28,243.05523545448156
1997-03-03,240.76031911242558
1997-03-04,239.28972632730293
1997-03-05,235.4751023636895
1997-03-06,237.97061361271162
1997-03-07,236.73715238444757
1997-03-10,238.4069619639695
1997-03-11,239.70338911904068
1997-03-12,239.47940505968847
1997-03-13,241.112935072933
1997-03-14,237.21660450220625
1997-03-17,238.98059548894003
1997-03-18,239.44093856529412
1997-03-19,240.0873521247736
1997-03-20,240.28797150889775
1997-03-21,239.8481252555425
1997-03-24,239.30935950732552
1997-03-25,238.2743087511356
1997-03-26,237.2265300152631
1997-03-27,237.62853710645365
1997-03-28,239.45163761796795
1997-03-31,241.9655801486423
1997-04-01,237.8116725319075
1997-04-02,239.08677626696175
1997-04-03,238.78105500632424
1997-04-04,239.4118741312699
1997-04-07,240.1795693402171
1997-04-08,240.28310378356375
1997-04-09,238.7149910424838
1997-04-10,237.64624755267488
1997-04-11,237.10106516816762
1997-04-14,235.55640566541152
1997-04-15,236.8384357371714
1997-04-16,236.22356466516226
1997-04-17,236.24550571928108
1997-04-18,236.47399265245596
1997-04-21,237.09557297802235
1997-04-22,237.3739015742245
1997-04-23,238.10285256181604
1997-04-24,236.31958171214288
1997-04-25,235.36685751348108
1997-04-28,234.93450329148192
1997-04-29,236.18297997647255
1997-04-30,236.87617708283463
1997-05-01,237.37745188343172
1997-05-02,236.18769994297242
1997-05-05,236.74157293087518
1997-05-06,237.76793418053808
1997-05-07,238.00181876481338
1997-05-08,237.03578878327102
1997-05-09,237.76663362504743
1997-05-12,237.206966382842
1997-05-13,238.3088828780292
1997-05-14,238.9200118026819
1997-05-15,239.54777052629103
1997-05-16,238.68301838931544
1997-05-19,238.16978308801782
1997-05-20,238.6648727297679
1997-05-21,239.06807578519843
1997-05-22,236.71172801246266
1997-05-23,235.35903354489577
1997-05-26,235.0947462801473
1997-05-27,235.30841964259133
1997-05-28,236.41497900976546
1997-05-29,236.8522381493514
1997-05-30,237.20926552596416
1997-06-02,239.43379993553202
1997-06-03,241.28618209104286
1997-06-04,241.55193144843025
1997-06-05,242.20568338381136
1997-06-06,243.27088732156457
1997-06-09,244.73071064133387
1997-06-10,243.93772932769627
1997-06-11,245.2136538211268
1997-06-12,244.35344905895113
1997-06-13,242.36370817463714
1997-06-16,243.47494421703848
1997-06-17,240.80674122364107
1997-06-18,241.39135914881246
1997-06-19,241.63639877309012
1997-06-20,241.57869713633832
1997-06-23,245.4775675313715
1997-06-24,243.58599662992677
1997-06-25,243.30045473184416
1997-06-26,243.29540885379924
1997-06-27,243.69088574035018
1997-06-30,243.17126853731898
1997-07-01,243.88844060237867
1997-07-02,244.09541882888766
1997-07-03,244.06478369667173
1997-07-04,243.15851407655117
1997-07-07,241.82419953176864
1997-07-08,241.0842533953808
1997-07-09,241.11985804608003
1997-07-10,243.1325143107445
1997-07-11,242.8288994534992
1997-07-14,244.28805562725333
1997-07-15,244.10591633038013
1997-07-16,244.63081051419172
1997-07-17,245.73973810797412
1997-07-18,245.64654216018437
1997-07-21,243.9452510683099
1997-07-22,243.0777401539398
1997-07-23,243.12887462571678
1997-07-24,242.663244404498
1997-07-25,241.88483019698225
1997-07-28,241.89001866231993
1997-07-29,241.83624781129245
1997-07-30,242.8645947288204
1997-07-31,243.9174105076638
1997-08-01,241.67615561951897
1997-08-04,242.64322875623145
1997-08-05,242.9468975088637
1997-08-06,244.4830121620534
1997-08-07,246.34613403129137
1997-08-08,246.6254780290119
1997-08-11,245.98069657289682
1997-08-12,244.95609033952098
1997-08-13,243.1191763145266
1997-08-14,241.71343426703424
1997-08-15,239.50087886175794
1997-08-18,235.7940576976038
1997-08-19,235.35852716914434
1997-08-20,234.18096672004782
1997-08-21,235.67260288058893
1997-08-22,234.6328131598006
1997-08-25,234.8814394311359
1997-08-26,234.21083911689348
1997-08-27,234.33723371164155
1997-08-28,235.1231673753234
1997-08-29,232.93602471722772
1997-09-01,230.39928487154435
1997-09-02,231.65920922990975
1997-09-03,233.87341283478688
1997-09-04,234.71265033724492
1997-09-05,237.23639618608834
1997-09-08,238.64535850916374
1997-09-09,239.24837271376782
1997-09-10,238.9935786930117
1997-09-11,236.76014839014277
1997-09-12,237.22722823139387
1997-09-15,238.8140947636787
1997-09-16,237.44577447269128
1997-09-17,238.99094758604025
1997-09-18,237.90661864785096
1997-09-19,237.49193123756166
1997-09-22,236.25620379083702
1997-09-23,234.7122455694305
1997-09-24,236.56571228653803
1997-09-25,238.504238955977
