Date,BRIC IMI VALUE
1994-05-31,193.60055221543743
1994-06-30,197.99951600610655
1994-07-29,217.63359835263887
1994-08-31,271.27477047004913
1994-09-30,276.45999454078867
1994-10-31,267.0663012222494
1994-11-30,261.2978444144402
1994-12-30,249.3979462456596
1995-01-31,228.685888735754
1995-02-28,203.68509685437834
1995-03-31,185.70871103063376
1995-04-28,205.07661434395033
1995-05-31,210.004083961833
1995-06-30,204.22976207211096
1995-07-31,210.17749303036166
1995-08-31,208.8757809754796
1995-09-29,213.7853527597169
1995-10-31,199.26034848304468
1995-11-30,183.2940754314995
1995-12-29,183.48656872367746
1996-01-31,199.26658445065988
1996-02-29,207.60101781507583
1996-03-29,206.3081771969832
1996-04-30,213.57321725026668
1996-05-31,212.72448495739306
1996-06-28,218.4518901775176
1996-07-31,208.95166317805132
1996-08-30,211.28244215779088
1996-09-30,200.4233586096821
1996-10-31,203.7175580239597
1996-11-29,196.83188249959966
1996-12-31,206.03752325877187
1997-01-01,206.01252312583475
1997-01-02,208.4393811284544
1997-01-03,209.75251875745215
1997-01-06,211.92193202058544
1997-01-07,214.8059011901166
1997-01-08,216.7376038519312
1997-01-09,217.92598977352168
1997-01-10,218.93040533224922
1997-01-13,218.37443346996616
1997-01-14,221.72399174214186
1997-01-15,225.6851510318704
1997-01-16,223.18200037155714
1997-01-17,224.07992006810383
1997-01-20,223.75325015100427
1997-01-21,224.12415033632453
1997-01-22,224.0449760356923
1997-01-23,226.5140967758855
1997-01-24,224.2414881709353
1997-01-27,225.47617895650282
1997-01-28,226.7715723751436
1997-01-29,223.6130984324383
1997-01-30,223.4871527408437
1997-01-31,225.0110334291906
1997-02-03,226.81577399460124
1997-02-04,226.23895748000024
1997-02-05,227.0560726209044
1997-02-06,228.33665968385986
1997-02-07,231.69580985145168
1997-02-10,232.21886309016068
1997-02-11,232.8495278806646
1997-02-12,238.15119432617198
1997-02-13,237.18378007854537
1997-02-14,237.52603354432594
1997-02-17,239.30138724106845
1997-02-18,240.5622069898878
1997-02-19,238.68347614317324
1997-02-20,236.88008367199498
1997-02-21,235.20142346434218
1997-02-24,235.93009890239864
1997-02-25,238.12247140038087
1997-02-26,235.89241905701957
1997-02-27,234.13318960212146
1997-02-28,239.82126922114992
1997-03-03,244.5537647811064
1997-03-04,244.96350457988677
1997-03-05,245.14592137010413
1997-03-06,244.2522889754122
1997-03-07,245.2134798388604
1997-03-10,247.5121819734286
1997-03-11,247.27312025013438
1997-03-12,244.0934716241561
1997-03-13,243.7964876650303
1997-03-14,245.16444327780724
1997-03-17,243.6360276508316
1997-03-18,241.3951046362641
1997-03-19,238.8892684199706
1997-03-20,240.50246804372895
1997-03-21,239.62755018699394
1997-03-24,239.43942796341702
1997-03-25,240.05010284542513
1997-03-26,238.75600146196365
1997-03-27,238.88097369693892
1997-03-28,237.81650980015363
1997-03-31,229.97323007179844
1997-04-01,231.11317032608648
1997-04-02,233.18457780616566
1997-04-03,233.2490906925013
1997-04-04,236.0453560794044
1997-04-07,238.1759333726046
1997-04-08,238.19652690872465
1997-04-09,240.90457066717414
1997-04-10,239.5137251520732
1997-04-11,237.6170382527069
1997-04-14,234.88961422015728
1997-04-15,235.8157804757345
1997-04-16,235.89175982833686
1997-04-17,234.19438086160454
1997-04-18,233.4703324895003
1997-04-21,235.27677017536266
1997-04-22,237.42728460411436
1997-04-23,239.73441774104978
1997-04-24,241.74958925648315
1997-04-25,242.1976841212981
1997-04-28,242.84531445300848
1997-04-29,243.11957900332814
1997-04-30,245.3600518012382
1997-05-01,245.37139338526217
1997-05-02,246.26621841417037
1997-05-05,244.26984768370488
1997-05-06,245.18454586783838
1997-05-07,243.5725138699594
1997-05-08,244.47600419766343
1997-05-09,243.86247741021265
1997-05-12,243.5298475538367
1997-05-13,243.38956155176345
1997-05-14,240.7214694121593
1997-05-15,242.2502872476732
1997-05-16,242.68039525997014
1997-05-19,242.68486097557843
1997-05-20,243.02271019335683
1997-05-21,243.64027884282373
1997-05-22,242.63133300397354
1997-05-23,241.96985749434262
1997-05-26,243.52328364867313
1997-05-27,243.4895192455411
1997-05-28,244.19262307072296
1997-05-29,244.84975679318214
1997-05-30,247.16258492905013
1997-06-02,247.35229617160613
1997-06-03,244.9583599810538
1997-06-04,244.38217252841446
1997-06-05,246.16951480690247
1997-06-06,248.54727184243137
1997-06-09,248.80384756527826
1997-06-10,251.90494636875488
1997-06-11,254.98852543067562
1997-06-12,261.6283982432924
1997-06-13,264.392884170032
1997-06-16,266.54784963006534
1997-06-17,268.3876401299638
1997-06-18,268.84390099330756
1997-06-19,269.2689425708791
1997-06-20,270.1616363522707
1997-06-23,273.0752277547816
1997-06-24,278.8367578876465
1997-06-25,281.9180204891209
1997-06-26,278.9258157269023
1997-06-27,276.40917579068304
1997-06-30,277.1517421764634
1997-07-01,281.0515059241517
1997-07-02,285.48016120799645
1997-07-03,285.08006583477385
1997-07-04,288.69984167714676
1997-07-07,291.84692344206985
1997-07-08,296.25235377566565
1997-07-09,298.0199755236436
1997-07-10,299.975054205159
1997-07-11,296.9113098888876
1997-07-14,290.64080262923227
1997-07-15,273.3985210004234
1997-07-16,281.72264900187935
1997-07-17,273.1510566926438
1997-07-18,265.69730317338934
1997-07-21,266.19313642923
1997-07-22,277.72578162199505
1997-07-23,281.93751455880533
1997-07-24,282.46038793974697
1997-07-25,283.8812522418471
1997-07-28,287.5085533946684
1997-07-29,289.58294679098
1997-07-30,289.8717582843783
1997-07-31,289.01400090516705
1997-08-01,282.85712432056687
1997-08-04,284.581345889271
1997-08-05,285.5263097361089
1997-08-06,289.983740072294
1997-08-07,287.3261173001737
1997-08-08,285.6278708249326
1997-08-11,285.8158457929977
1997-08-12,284.9359472983994
1997-08-13,284.18730138705365
1997-08-14,283.21256875796706
1997-08-15,277.26890167876536
1997-08-18,273.8421903901943
1997-08-19,273.37988598389035
1997-08-20,269.2171533418992
1997-08-21,268.9571114505543
1997-08-22,265.5710914503341
1997-08-25,267.3170381964622
1997-08-26,270.3636507930826
1997-08-27,271.92312668685923
1997-08-28,264.6693486071991
1997-08-29,254.64300175585632
1997-09-01,247.0380081735615
1997-09-02,255.48875494380124
1997-09-03,259.43592398244874
1997-09-04,262.76716271639964
1997-09-05,269.4065526642354
1997-09-08,271.3645125793054
1997-09-09,270.48323684614763
1997-09-10,265.43200482703617
1997-09-11,260.6217675474948
1997-09-12,261.5431159835238
1997-09-15,257.27966190576933
1997-09-16,259.96890186587945
1997-09-17,265.7339631679361
1997-09-18,268.91009248856216
1997-09-19,269.70686313569234
1997-09-22,269.0311906526726
1997-09-23,265.81659533572684
1997-09-24,266.6366634387489
1997-09-25,266.3099283614111
1997-09-26,267.5365556184799
1997-09-29,268.274625223753
1997-09-30,270.2728948243277
1997-10-01,274.1174074120046
1997-10-02,277.4031217346021
1997-10-03,277.82109862814815
1997-10-06,277.77890134284763
1997-10-07,275.5224744089002
1997-10-08,274.72483343981156
1997-10-09,277.31854647338525
1997-10-10,278.4564572105899
1997-10-13,279.17576835713703
1997-10-14,279.6411445722512
1997-10-15,278.69214696103757
1997-10-16,277.42106342584344
1997-10-17,276.31738145512463
1997-10-20,279.9035833515206
1997-10-21,281.7346698351917
1997-10-22,279.8424694782896
1997-10-23,265.99283231274984
1997-10-24,261.1356535514476
1997-10-27,239.9300076222218
1997-10-28,243.11096523219
1997-10-29,237.93026641771533
1997-10-30,223.1644679866577
1997-10-31,220.5533239703817
1997-11-03,229.3633322187135
1997-11-04,233.62202063776954
1997-11-05,231.85637070905426
1997-11-06,226.67705130433743
1997-11-07,214.9924438320469
1997-11-10,215.5451230271568
1997-11-11,212.8845756742272
1997-11-12,196.15775973737559
1997-11-13,197.0590553274767
1997-11-14,204.8071788311079
1997-11-17,212.15718959014524
1997-11-18,210.13784103128918
1997-11-19,212.91035704336204
1997-11-20,211.82766629178445
1997-11-21,215.74224658714465
1997-11-24,208.17790091281358
1997-11-25,207.57041610977993
1997-11-26,211.06590128130625
1997-11-27,215.29780870868183
1997-11-28,212.1792341554879
1997-12-01,212.02641500454985
1997-12-02,213.441444015537
1997-12-03,214.83765561942005
1997-12-04,218.45559665329318
1997-12-05,217.29091918772409
1997-12-08,219.89641218831844
1997-12-09,216.62893325582385
1997-12-10,210.13879193805082
1997-12-11,203.61797351680383
1997-12-12,204.504689157177
1997-12-15,211.0871161659223
1997-12-16,215.64577419139962
1997-12-17,217.88766146149698
1997-12-18,215.17095750660175
1997-12-19,208.93024404385713
1997-12-22,212.7534797023282
1997-12-23,213.23754938857354
1997-12-24,213.88976364663648
1997-12-25,213.90465609457573
1997-12-26,217.08605898697328
1997-12-29,223.65009369220866
1997-12-30,227.44607190103144
1997-12-31,227.81464068144948
1998-01-01,227.85205318915067
1998-01-02,231.11327714588802
1998-01-05,234.13081777929045
1998-01-06,227.3582173955457
1998-01-07,223.65814372069545
1998-01-08,214.6070566385914
1998-01-09,206.19212621587343
1998-01-12,198.51484706523445
1998-01-13,203.24611090202995
1998-01-14,201.96364897645265
1998-01-15,198.1229518488648
1998-01-16,202.98578226305892
1998-01-19,208.94623887790854
1998-01-20,206.41342090717643
1998-01-21,202.7836496035832
1998-01-22,202.90572991003484
1998-01-23,199.58439952192992
1998-01-26,198.06598471833007
1998-01-27,198.2359150450528
1998-01-28,195.35702163307602
1998-01-29,195.40543522867316
1998-01-30,196.80356435905264
1998-02-02,202.01998678409615
1998-02-03,201.22562611465514
1998-02-04,199.85904244418873
1998-02-05,202.08337814809755
1998-02-06,203.67381511167852
1998-02-09,206.8165778905409
1998-02-10,207.24698507573487
1998-02-11,210.16952654204604
1998-02-12,207.58601565131931
1998-02-13,208.2648771477046
1998-02-16,206.81275861778477
