Date,ANDEAN IMI VALUE
2002-05-31,1000.0
2002-06-03,1003.7007712352117
2002-06-04,997.6124576428775
2002-06-05,996.0354592216856
2002-06-06,996.3900597437188
2002-06-07,987.6716253945473
2002-06-10,991.407357462259
2002-06-11,984.8457176184651
2002-06-12,975.6270499422026
2002-06-13,973.6464024129492
2002-06-14,975.1845578957239
2002-06-17,982.5901557547309
2002-06-18,981.9192214398861
2002-06-19,968.552578433839
2002-06-20,957.8970770379087
2002-06-21,937.6813249917848
2002-06-24,923.9769445904009
2002-06-25,931.1269900673161
2002-06-26,910.2464115056384
2002-06-27,917.1965218321266
2002-06-28,923.5750686062826
2002-07-01,920.5551825381466
2002-07-02,906.9733401405949
2002-07-03,898.4333018124053
2002-07-04,907.503843784363
2002-07-05,914.54188713714
2002-07-08,911.408277022496
2002-07-09,907.134251460101
2002-07-10,902.2210751550292
2002-07-11,898.9029210734005
2002-07-12,901.2519908476503
2002-07-15,893.7472683184005
2002-07-16,889.1572537789809
2002-07-17,891.7799308503152
2002-07-18,896.4308335418253
2002-07-19,902.2448005143577
2002-07-22,894.091898171569
2002-07-23,879.31264023798
2002-07-24,878.6186182827207
2002-07-25,878.4622283517785
2002-07-26,880.273438453075
2002-07-29,898.6644678584763
2002-07-30,906.5936219696899
2002-07-31,907.8139165321065
2002-08-01,912.0109622339639
2002-08-02,925.8978579829237
2002-08-05,914.5877301254626
2002-08-06,919.1347248416238
2002-08-07,936.4964125426686
2002-08-08,951.2375482489424
2002-08-09,945.612884239088
2002-08-12,936.0268638167468
2002-08-13,930.143091503781
2002-08-14,932.9631169787584
2002-08-15,935.290073293364
2002-08-16,938.2651376184845
2002-08-19,942.5821687761435
2002-08-20,938.7885818324718
2002-08-21,932.9456438709058
2002-08-22,937.8601727584498
2002-08-23,933.1897555405363
2002-08-26,933.8203454074293
2002-08-27,929.5534775040765
2002-08-28,918.7260814188229
2002-08-29,921.0980856899772
2002-08-30,928.7408294096729
2002-09-02,924.639485062576
2002-09-03,914.4414609448385
2002-09-04,912.8848837332749
2002-09-05,910.1442196722452
2002-09-06,905.5462832422526
2002-09-09,915.2338214428703
2002-09-10,915.7633843155012
2002-09-11,914.1808720751617
2002-09-12,907.7184001989036
2002-09-13,903.4860859917467
2002-09-16,897.0070463853369
2002-09-17,893.9571194566939
2002-09-18,894.2820533355226
2002-09-19,894.1580022308864
2002-09-20,876.2816040641368
2002-09-23,853.4236148367627
2002-09-24,844.5075430467433
2002-09-25,853.1854795320427
2002-09-26,859.9867247406897
2002-09-27,850.4580177041142
2002-09-30,848.0562524514856
2002-10-01,854.706735423064
2002-10-02,855.8069675700107
2002-10-03,856.1316252835061
2002-10-04,860.1769362021408
2002-10-07,850.3887371309122
2002-10-08,849.0946825710367
2002-10-09,833.5835115623097
2002-10-10,829.7020606324039
2002-10-11,845.9082180558555
2002-10-14,843.5380785945229
2002-10-15,842.0310294287152
2002-10-16,837.8569396219681
2002-10-17,846.6455346473346
2002-10-18,856.2929662398083
2002-10-21,861.532120000533
2002-10-22,869.2319139979304
2002-10-23,872.2738577530071
2002-10-24,874.7925207316471
2002-10-25,875.0243086464411
2002-10-28,883.5858325466356
2002-10-29,880.0128187278455
2002-10-30,884.356851939304
2002-10-31,898.8661930267402
2002-11-01,899.9377858818793
2002-11-04,910.1846425353993
2002-11-05,911.4239930238728
2002-11-06,916.8657057503768
2002-11-07,915.5973015886977
2002-11-08,913.7945087826313
2002-11-11,913.8777758694006
2002-11-12,918.9710807410823
2002-11-13,921.4707834029535
2002-11-14,928.5096589494669
2002-11-15,936.3584036356289
2002-11-18,941.3690196641734
2002-11-19,942.657156010466
2002-11-20,946.3583750533413
2002-11-21,949.2614883760467
2002-11-22,939.7274471245435
2002-11-25,934.3592914874929
