Date,AUSTRALIA SMALL CAP VALUE WEIGHTED
1997-08-18,1480.187465036021
1997-08-19,1490.327793638522
1997-08-20,1497.0365993543617
1997-08-21,1517.1993148670872
1997-08-22,1511.3945659141539
1997-08-25,1514.3728932713077
1997-08-26,1513.158262558532
1997-08-27,1498.5018418555208
1997-08-28,1489.6639629020274
1997-08-29,1473.797265152724
1997-09-01,1461.8260877716584
1997-09-02,1453.6809485006136
1997-09-03,1463.038311263133
1997-09-04,1469.3173823005845
1997-09-05,1472.5895336563633
1997-09-08,1486.6671368425582
1997-09-09,1488.6909874935852
1997-09-10,1477.074623351587
1997-09-11,1459.2810899824144
1997-09-12,1451.8790895616644
1997-09-15,1457.5898097759246
1997-09-16,1449.5674931539766
1997-09-17,1462.045958960662
1997-09-18,1460.191782563803
1997-09-19,1472.7465398730021
1997-09-22,1479.6722056890683
1997-09-23,1478.1747055391777
1997-09-24,1480.8951596425916
1997-09-25,1504.1576863034154
1997-09-26,1497.7845392692686
1997-09-29,1486.918847727968
1997-09-30,1500.740581123269
1997-10-01,1512.139097405111
1997-10-02,1514.6439838326962
1997-10-03,1510.6910505386713
1997-10-06,1503.4771735935237
1997-10-07,1501.0693240582114
1997-10-08,1512.3295638491127
1997-10-09,1516.7488848648838
1997-10-10,1513.5664647775636
1997-10-13,1508.9824135342444
1997-10-14,1494.8296574432877
1997-10-15,1479.81197673485
1997-10-16,1480.6263900267697
1997-10-17,1466.9977653540063
1997-10-20,1455.9888657999425
1997-10-21,1453.971606304496
1997-10-22,1422.5395286425298
1997-10-23,1395.2598469864356
1997-10-24,1365.9182941664599
1997-10-27,1290.5059168218413
1997-10-28,1203.8699378733713
1997-10-29,1298.8667797599005
1997-10-30,1279.9206355016124
1997-10-31,1304.128600336238
1997-11-03,1331.150247090121
1997-11-04,1339.9907408088584
1997-11-05,1329.2003727992249
1997-11-06,1321.953238638711
1997-11-07,1300.5593843044644
1997-11-10,1301.471852837357
1997-11-11,1310.5170274333575
1997-11-12,1302.5989142182907
1997-11-13,1299.2178618541984
1997-11-14,1292.7910664927779
1997-11-17,1307.344555570903
1997-11-18,1299.3673229759331
1997-11-19,1275.8823112359692
1997-11-20,1273.9305274539101
1997-11-21,1305.9656141991306
1997-11-24,1293.2826891567397
1997-11-25,1261.193503679845
1997-11-26,1257.8752819432684
1997-11-27,1244.436490718304
1997-11-28,1259.3154921581854
1997-12-01,1248.5393480823604
1997-12-02,1259.8408430951142
1997-12-03,1272.0706910957815
1997-12-04,1262.6517020446224
1997-12-05,1268.4022874260183
1997-12-08,1280.2974255428703
1997-12-09,1281.592621042319
1997-12-10,1275.1688931305057
1997-12-11,1255.1646522487822
1997-12-12,1249.198783645929
1997-12-15,1241.4371427875926
1997-12-16,1232.0857114243147
1997-12-17,1255.0829426448445
1997-12-18,1262.58595092386
1997-12-19,1246.059323664487
1997-12-22,1233.8057408302357
1997-12-23,1269.6314667886563
1997-12-24,1273.4651388749078
1997-12-25,1273.4651388749073
1997-12-26,1274.1444237923904
1997-12-29,1273.0976120527826
1997-12-30,1274.9745584516575
1997-12-31,1282.5340194153416
1998-01-01,1282.5340194153414
1998-01-02,1280.3765781113261
1998-01-05,1280.9586650256686
1998-01-06,1268.6601676148393
1998-01-07,1270.1652226478568
1998-01-08,1266.8458212990017
1998-01-09,1269.6888749035613
1998-01-12,1234.7648387701531
1998-01-13,1249.6666242508709
1998-01-14,1269.1647448603217
1998-01-15,1269.826000879341
1998-01-16,1304.0287526023678
1998-01-19,1322.8564864750354
1998-01-20,1314.3823020066782
1998-01-21,1307.6823623167786
1998-01-22,1297.1355695131895
1998-01-23,1314.8867672257247
1998-01-26,1331.4618042220036
1998-01-27,1332.740195287121
1998-01-28,1350.8693073594657
1998-01-29,1361.7139730885433
1998-01-30,1385.9524907693703
1998-02-02,1388.6727692273646
1998-02-03,1385.61668472511
1998-02-04,1378.9897097214864
1998-02-05,1384.7709143548577
1998-02-06,1371.4646114625923
1998-02-09,1385.5374986124743
1998-02-10,1399.7224391886548
1998-02-11,1403.63847653663
1998-02-12,1403.8941991419726
1998-02-13,1385.275891890866
1998-02-16,1358.3634323797392
1998-02-17,1376.0055766228477
1998-02-18,1374.3478025487193
1998-02-19,1394.6609968859161
1998-02-20,1383.5154229282539
1998-02-23,1374.6412484135476
1998-02-24,1366.2300597191197
1998-02-25,1364.1260829317741
1998-02-26,1383.363379249494
1998-02-27,1407.8400866132088
1998-03-02,1402.228551665977
1998-03-03,1392.5355186124143
1998-03-04,1384.2093891982524
1998-03-05,1347.7930348397583
1998-03-06,1350.82187468544
1998-03-09,1348.0632799886384
1998-03-10,1353.7760120834473
1998-03-11,1355.356657137898
1998-03-12,1359.3222552650848
1998-03-13,1375.3239314161344
1998-03-16,1364.6622248525778
1998-03-17,1371.821066899318
1998-03-18,1354.904316906503
1998-03-19,1346.9382572162299
1998-03-20,1353.3123652385145
1998-03-23,1357.9661612376906
1998-03-24,1372.1834554722914
1998-03-25,1372.67081870742
1998-03-26,1373.5890372229753
1998-03-27,1376.2738344649558
1998-03-30,1349.4365011021607
1998-03-31,1351.4598403069153
1998-04-01,1345.7474905133806
1998-04-02,1331.7892144764687
1998-04-03,1337.5166132620589
1998-04-06,1348.4833481387143
1998-04-07,1346.8117679243426
1998-04-08,1343.0505495966497
1998-04-09,1341.6012440335253
1998-04-10,1341.6012440335255
1998-04-13,1337.9259038931089
1998-04-14,1328.4236608272886
1998-04-15,1338.9726298403475
1998-04-16,1346.6101905991995
1998-04-17,1347.697707134216
1998-04-20,1327.0390480134815
1998-04-21,1336.5502610056901
1998-04-22,1346.4368562827515
1998-04-23,1358.779664428554
1998-04-24,1352.4996292353594
1998-04-27,1336.2840864358695
1998-04-28,1313.354280755521
1998-04-29,1320.771321409269
1998-04-30,1337.91644634853
1998-05-01,1348.8359018289698
1998-05-04,1325.5998452652852
1998-05-05,1322.7536232668572
1998-05-06,1303.6902323655163
1998-05-07,1292.4610644760528
1998-05-08,1295.6558192806299
1998-05-11,1298.9972876359166
1998-05-12,1301.9823494297048
1998-05-13,1284.6324016311662
1998-05-14,1270.4328870386644
1998-05-15,1267.7745148963043
1998-05-18,1241.1863963472676
1998-05-19,1245.6116481565825
1998-05-20,1246.0753379055718
1998-05-21,1255.8142494408512
1998-05-22,1258.5974930072198
1998-05-25,1246.3361631424393
1998-05-26,1240.3865235163964
1998-05-27,1218.8995555379597
1998-05-28,1223.006054285878
1998-05-29,1234.1053633633383
1998-06-01,1197.040634354327
1998-06-02,1181.7685507652884
1998-06-03,1169.8364689834975
1998-06-04,1169.5508113606002
1998-06-05,1139.114815040882
1998-06-08,1134.3744287943518
1998-06-09,1116.6872176359584
1998-06-10,1076.839898564292
1998-06-11,1071.8110337406915
1998-06-12,1071.4562136772836
1998-06-15,1054.8106991851034
1998-06-16,1052.3776375863038
1998-06-17,1076.8545181963589
1998-06-18,1099.3641796387865
1998-06-19,1122.4800715772378
1998-06-22,1084.664041386098
1998-06-23,1079.627735174628
1998-06-24,1084.282221403199
1998-06-25,1075.6154536275026
1998-06-26,1075.4534848436128
1998-06-29,1072.368913368151
1998-06-30,1101.848723780294
1998-07-01,1119.891866236656
1998-07-02,1137.2231484694275
1998-07-03,1149.9787615261428
1998-07-06,1142.8426029874718
1998-07-07,1159.1877201582665
1998-07-08,1150.1602778942693
1998-07-09,1146.9200648784097
1998-07-10,1138.2016078533193
1998-07-13,1127.0147376827158
1998-07-14,1159.2354122035383
1998-07-15,1165.8909129678464
1998-07-16,1191.333824308685
1998-07-17,1186.6748312238626
1998-07-20,1184.9857053178055
1998-07-21,1183.9465744728714
1998-07-22,1168.423642981432
1998-07-23,1158.2261588334588
1998-07-24,1170.6308437399002
1998-07-27,1139.3287525323947
1998-07-28,1140.923987662535
1998-07-29,1129.9844182999755
1998-07-30,1136.9821819807726
1998-07-31,1131.2067998206176
1998-08-03,1104.8578547126845
1998-08-04,1114.414616506632
1998-08-05,1096.4662673428434
1998-08-06,1076.5498267560943
1998-08-07,1069.2258210184857
1998-08-10,1064.3585278834548
1998-08-11,1042.0375543771465
1998-08-12,1041.4830947376431
1998-08-13,1035.553361800111
1998-08-14,1041.453711979705
1998-08-17,1030.3007067509893
1998-08-18,1027.5781578069154
1998-08-19,1050.4204396015678
1998-08-20,1042.9115696925264
1998-08-21,1023.0574896936727
1998-08-24,1010.3773812671
1998-08-25,1008.7252127696075
1998-08-26,993.4729316417819
1998-08-27,949.5480805588094
1998-08-28,949.0140144962057
1998-08-31,957.7292607584332
1998-09-01,967.1697285613208
1998-09-02,990.8334161405039
1998-09-03,983.9024159044728
1998-09-04,1002.5314745609404
1998-09-07,1027.8467519366036
1998-09-08,1036.2678084874904
1998-09-09,1025.6436707156286
1998-09-10,1034.286524960414
1998-09-11,1038.411797041061
1998-09-14,1039.9532960729155
1998-09-15,1051.553492788741
1998-09-16,1045.2040276964556
1998-09-17,1044.2614445458669
1998-09-18,1035.0608243374377
1998-09-21,1023.5331268229447
1998-09-22,1020.685925179182
1998-09-23,1032.186258765715
1998-09-24,1049.5711218493198
1998-09-25,1056.59668225932
1998-09-28,1051.4814242281118
1998-09-29,1080.2131856094647
1998-09-30,1073.2536457871036
1998-10-01,1075.662409346409
1998-10-02,1077.3429458903838
1998-10-05,1078.6129811931899
1998-10-06,1059.4692173334731
1998-10-07,1126.2728787396159
1998-10-08,1116.3434780759942
1998-10-09,1109.2042669343105
1998-10-12,1131.0986223823672
1998-10-13,1131.805650459526
1998-10-14,1129.5307226584532
1998-10-15,1123.1717466030263
1998-10-16,1130.5278509692153
1998-10-19,1132.8866333857045
1998-10-20,1120.8090395189831
1998-10-21,1121.2151319692748
1998-10-22,1122.5319605416485
1998-10-23,1112.0623365122942
1998-10-26,1112.2353130329204
1998-10-27,1110.9442258801794
1998-10-28,1126.2517948794853
1998-10-29,1148.7390494137364
1998-10-30,1159.5154647544339
1998-11-02,1168.6203148759682
1998-11-03,1164.7113494816779
1998-11-04,1169.2820473551558
1998-11-05,1182.7356205389801
1998-11-06,1197.6531214876588
1998-11-09,1192.1126606937733
1998-11-10,1167.9216923226033
1998-11-11,1185.4424708295192
1998-11-12,1188.8374795522138
1998-11-13,1206.9835076073366
1998-11-16,1207.5829678767484
1998-11-17,1193.258147454279
1998-11-18,1214.689808856068
1998-11-19,1228.5250210507013
1998-11-20,1226.5165525860982
1998-11-23,1237.2716492190264
1998-11-24,1242.2719040065786
1998-11-25,1230.451232038547
1998-11-26,1229.9886684561075
1998-11-27,1222.2358833659737
1998-11-30,1216.315222801825
1998-12-01,1210.264260290541
1998-12-02,1216.5010922274091
1998-12-03,1198.3629477030422
1998-12-04,1190.0298535244901
1998-12-07,1197.6218423208331
1998-12-08,1192.999078459503
1998-12-09,1190.2709245314416
1998-12-10,1198.1071063761947
1998-12-11,1190.0473021334315
1998-12-14,1174.7990627864467
1998-12-15,1190.9128351458414
1998-12-16,1190.0063939019092
1998-12-17,1202.6643962835647
1998-12-18,1198.717978444952
1998-12-21,1194.7311258807608
1998-12-22,1194.6912403987308
1998-12-23,1187.2171851128305
1998-12-24,1184.103181067568
1998-12-25,1184.103181067568
1998-12-28,1177.6003193354754
1998-12-29,1187.6773402578847
1998-12-30,1198.0365219239632
1998-12-31,1210.82302741461
1999-01-01,1210.82302741461
1999-01-04,1220.9722534362693
1999-01-05,1225.4789894058545
1999-01-06,1249.0440394047416
1999-01-07,1271.9469747289777
1999-01-08,1272.1136830833916
1999-01-11,1294.1749811773875
1999-01-12,1301.4925348461256
1999-01-13,1276.612044684511
1999-01-14,1277.6569355763552
1999-01-15,1283.5328641388255
1999-01-18,1292.5262463582337
1999-01-19,1307.7976896266416
1999-01-20,1313.2354122532088
1999-01-21,1312.7764449434856
1999-01-22,1298.402767635587
1999-01-25,1288.0878615445317
1999-01-26,1285.233373208698
1999-01-27,1288.874097992795
1999-01-28,1285.8358794877588
1999-01-29,1300.4315751549245
1999-02-01,1312.304988429443
1999-02-02,1321.2430003594689
1999-02-03,1334.56787557712
1999-02-04,1348.3912594662675
1999-02-05,1357.8750733005008
1999-02-08,1356.283000612312
1999-02-09,1349.2931600930044
1999-02-10,1334.7192460123747
1999-02-11,1348.0561203791367
1999-02-12,1347.4513730461426
1999-02-15,1345.2280237789573
1999-02-16,1329.2781204503533
1999-02-17,1327.0313095755898
1999-02-18,1338.7216688529504
1999-02-19,1353.942408396898
1999-02-22,1365.310288081233
1999-02-23,1364.754485945039
1999-02-24,1350.4454320304221
1999-02-25,1329.8725553302413
1999-02-26,1320.8533541398049
1999-03-01,1312.199095510404
1999-03-02,1319.8554328350228
1999-03-03,1336.0793297622713
1999-03-04,1326.528671839883
1999-03-05,1342.6825260408586
1999-03-08,1364.5884615837829
1999-03-09,1372.2890072840883
1999-03-10,1370.2727170781075
1999-03-11,1370.818807005382
1999-03-12,1381.1317001544428
1999-03-15,1378.5045245922415
1999-03-16,1360.4288621169142
1999-03-17,1359.6719104391225
1999-03-18,1370.3315456041262
1999-03-19,1373.4620886226808
1999-03-22,1378.2782803730256
1999-03-23,1392.934210039433
1999-03-24,1384.363293810796
1999-03-25,1378.1315581479398
1999-03-26,1376.7231691325685
1999-03-29,1383.0991275940808
1999-03-30,1370.39612238693
1999-03-31,1372.271731593189
1999-04-01,1382.0927852695147
1999-04-02,1375.1546773193022
1999-04-05,1371.6856233441963
1999-04-06,1370.6771362255276
1999-04-07,1372.776664764929
1999-04-08,1373.0466203750113
1999-04-09,1389.0884496439946
1999-04-12,1390.9890217365858
1999-04-13,1404.755754466118
1999-04-14,1417.8601139156826
1999-04-15,1414.5588363331622
1999-04-16,1444.4141510164886
1999-04-19,1469.7498489865404
1999-04-20,1457.2860833120026
1999-04-21,1446.2670742705493
1999-04-22,1462.7196133741313
1999-04-23,1462.5201762018257
1999-04-26,1456.7917055093505
1999-04-27,1458.5548462366924
1999-04-28,1461.5435610772397
1999-04-29,1472.950867657728
1999-04-30,1486.5170142513305
1999-05-03,1488.258398563089
1999-05-04,1490.7961971732818
1999-05-05,1479.7064292488526
1999-05-06,1505.591019562586
1999-05-07,1494.6986376190002
1999-05-10,1484.274899628708
1999-05-11,1484.6766741465924
1999-05-12,1483.2809203009588
1999-05-13,1482.2993497539555
1999-05-14,1494.8603055033216
1999-05-17,1475.1039610311702
1999-05-18,1495.7439747609876
1999-05-19,1476.3854708076838
1999-05-20,1464.9882084762285
1999-05-21,1464.7314093231982
1999-05-24,1466.2361023016026
1999-05-25,1451.1986387473657
1999-05-26,1423.6231174678335
1999-05-27,1416.353140954501
1999-05-28,1423.2699269588886
1999-05-31,1415.6324976262706
1999-06-01,1401.9160955677844
1999-06-02,1390.92475868362
1999-06-03,1399.2516739349753
1999-06-04,1408.5977493587234
1999-06-07,1421.7851302151773
1999-06-08,1432.3393715326658
1999-06-09,1440.2789915187614
1999-06-10,1439.1053867910312
1999-06-11,1443.660065204608
1999-06-14,1440.079935787627
1999-06-15,1423.0384080519261
1999-06-16,1422.0367330046804
1999-06-17,1431.1595399642977
1999-06-18,1425.4792950969697
1999-06-21,1414.5447906634408
1999-06-22,1425.738161686721
1999-06-23,1433.5880368499352
1999-06-24,1427.6885418179204
1999-06-25,1429.9270112728232
1999-06-28,1424.596574325717
1999-06-29,1416.5141650395128
1999-06-30,1435.2893572658595
1999-07-01,1459.4609958663189
1999-07-02,1477.4191598720934
1999-07-05,1478.9086198798127
1999-07-06,1483.9540404468519
1999-07-07,1470.3710735587856
1999-07-08,1479.4647143765114
1999-07-09,1479.0873882406663
1999-07-12,1480.405838739969
1999-07-13,1475.3478970595024
1999-07-14,1481.561631365573
1999-07-15,1490.8853277984422
1999-07-16,1474.5255504132917
1999-07-19,1467.1368758788176
1999-07-20,1471.1546588298047
1999-07-21,1457.6417294735525
1999-07-22,1461.6814096904645
1999-07-23,1469.1002339265845
1999-07-26,1459.1338165127395
1999-07-27,1452.3193517142945
1999-07-28,1463.4599342980525
1999-07-29,1471.9320174744207
1999-07-30,1469.3785276526517
1999-08-02,1450.5653965404945
1999-08-03,1468.0300824315873
1999-08-04,1472.9348764418796
1999-08-05,1470.9906054619903
1999-08-06,1463.9276012898488
1999-08-09,1454.168802315078
1999-08-10,1448.0154574797727
1999-08-11,1428.8085778101831
1999-08-12,1443.3991600900404
1999-08-13,1445.8561948277243
1999-08-16,1458.039569530444
1999-08-17,1440.9110592436016
1999-08-18,1451.7610209390903
1999-08-19,1421.9479309946141
1999-08-20,1425.6920566304266
1999-08-23,1436.4823181891134
1999-08-24,1436.2778232416924
1999-08-25,1422.061312998647
1999-08-26,1418.4203050814886
1999-08-27,1418.8309385239843
1999-08-30,1414.1768467505815
1999-08-31,1419.91499337563
1999-09-01,1438.2395519461695
1999-09-02,1444.2892261467393
1999-09-03,1436.083827784085
1999-09-06,1440.0900569584105
1999-09-07,1448.8486141481328
1999-09-08,1452.0754616408012
1999-09-09,1467.0069767703826
1999-09-10,1463.7231233679443
1999-09-13,1476.8955461302758
1999-09-14,1468.954015914787
1999-09-15,1447.485955983328
1999-09-16,1429.6287303386698
1999-09-17,1431.1551220990916
1999-09-20,1418.5704463093693
1999-09-21,1424.162294816761
1999-09-22,1429.6342270667492
1999-09-23,1438.4465739839677
1999-09-24,1434.4236659159346
1999-09-27,1442.9867153507648
1999-09-28,1446.6672746363647
1999-09-29,1441.4581698708007
1999-09-30,1439.4325398968213
1999-10-01,1455.5653540686053
1999-10-04,1458.2523262889733
1999-10-05,1475.522661021318
1999-10-06,1461.738592458414
1999-10-07,1466.7221567739557
1999-10-08,1456.0309284956443
1999-10-11,1460.279124499717
1999-10-12,1462.4986816861735
1999-10-13,1455.7673971443264
1999-10-14,1447.332796256442
1999-10-15,1433.2275951849151
1999-10-18,1396.7569820240305
1999-10-19,1400.8547550284147
1999-10-20,1415.3131251335599
1999-10-21,1412.2041669292905
1999-10-22,1420.997371243495
1999-10-25,1418.8263667908268
1999-10-26,1408.3765406317946
1999-10-27,1390.2221387123236
1999-10-28,1402.4778015202703
1999-10-29,1388.1364884615782
1999-11-01,1400.7070522828324
1999-11-02,1405.6097842595864
1999-11-03,1411.7650508718025
1999-11-04,1394.6292180316625
1999-11-05,1396.8782754462793
1999-11-08,1394.5398305303788
1999-11-09,1395.586890504902
1999-11-10,1404.7953087288636
1999-11-11,1433.8151561875638
1999-11-12,1440.7679112238418
1999-11-15,1444.5293648877573
1999-11-16,1434.4242773209196
1999-11-17,1446.1275375416437
1999-11-18,1443.8981719372257
1999-11-19,1442.4408654006604
1999-11-22,1442.116091323069
1999-11-23,1439.1676999094864
1999-11-24,1440.8498377448293
1999-11-25,1450.9364626541399
1999-11-26,1455.8742145337887
1999-11-29,1459.0061562298242
1999-11-30,1446.4962987007154
1999-12-01,1444.96890402894
1999-12-02,1438.7895032908311
1999-12-03,1437.8826120125877
1999-12-06,1430.4870736627583
1999-12-07,1434.3178865805917
1999-12-08,1445.7681398066177
1999-12-09,1452.958209618436
1999-12-10,1440.7626301155492
1999-12-13,1438.0346642537536
1999-12-14,1434.2213114283036
1999-12-15,1430.288840689203
1999-12-16,1446.4968133261077
1999-12-17,1450.1673359127456
1999-12-20,1450.2166548819853
1999-12-21,1457.8983074303515
1999-12-22,1465.7794049978784
1999-12-23,1459.865964043194
1999-12-24,1471.59594496892
1999-12-27,1470.3410957135204
1999-12-28,1471.9381765840285
1999-12-29,1488.7048404057623
1999-12-30,1508.5311928907431
1999-12-31,1508.5311928907431
2000-01-03,1521.5566398836866
2000-01-04,1495.9105709780824
2000-01-05,1468.1929682400748
2000-01-06,1460.4442134281285
2000-01-07,1460.1126924091975
2000-01-10,1484.240116250406
2000-01-11,1479.3249507226067
2000-01-12,1481.887970169288
2000-01-13,1494.8270074048844
2000-01-14,1505.2265265757721
2000-01-17,1502.0829782720618
2000-01-18,1492.801148310834
2000-01-19,1482.9471772443785
2000-01-20,1497.1446629331338
2000-01-21,1491.1749114358415
2000-01-24,1471.0548575271373
2000-01-25,1459.3949969040655
2000-01-26,1450.919219755608
2000-01-27,1455.1948809312466
2000-01-28,1429.130643884276
2000-01-31,1410.9447756055322
2000-02-01,1401.6754687472933
2000-02-02,1401.124296016376
2000-02-03,1400.9281725057037
2000-02-04,1391.7819496851116
2000-02-07,1405.880958196458
2000-02-08,1404.0571210988621
2000-02-09,1416.954233810563
2000-02-10,1403.8244654278874
2000-02-11,1392.384751542878
2000-02-14,1385.040022238931
2000-02-15,1397.1851813674434
2000-02-16,1398.1683913413683
2000-02-17,1405.6292409316177
2000-02-18,1394.9437464656821
2000-02-21,1385.1947824629865
2000-02-22,1385.2107844355032
2000-02-23,1377.22503029891
2000-02-24,1356.703129209179
2000-02-25,1362.2587644932084
2000-02-28,1343.3472622015627
2000-02-29,1351.1611383976701
2000-03-01,1343.3654326265173
2000-03-02,1345.412119121473
2000-03-03,1332.5764385974517
2000-03-06,1322.056062972743
2000-03-07,1326.4239254797526
2000-03-08,1332.9449689298908
2000-03-09,1342.5967393982542
2000-03-10,1354.176250677134
2000-03-13,1369.8406728417376
2000-03-14,1367.233580724581
2000-03-15,1365.441621770934
2000-03-16,1372.3637156928305
2000-03-17,1371.318852239339
2000-03-20,1372.0382848333588
2000-03-21,1373.3485318149944
2000-03-22,1369.9056838986448
2000-03-23,1371.901191887045
2000-03-24,1374.411714217592
2000-03-27,1387.6206979062533
2000-03-28,1408.75684494178
2000-03-29,1394.0218647429945
2000-03-30,1374.8824184354232
2000-03-31,1360.0134566763234
2000-04-03,1365.3730989062647
2000-04-04,1343.000828118422
2000-04-05,1347.5532135489161
2000-04-06,1342.1355352720138
2000-04-07,1344.2112261831571
2000-04-10,1348.1700096359373
2000-04-11,1329.6056807192545
2000-04-12,1330.4484784696954
2000-04-13,1313.2301833598285
2000-04-14,1318.3222568387632
