Date,USA SMALL CAP VALUE WEIGHTED
1994-11-30,1000.0
1994-12-30,1019.6557787498045
1995-01-31,1016.8499851234895
1995-02-28,1061.9634212309136
1995-03-31,1075.1290786225072
1995-04-28,1101.6479880537827
1995-05-31,1125.3035046870068
1995-06-30,1171.3349166203927
1995-07-31,1233.0719583294704
1995-08-31,1260.8405086833588
1995-09-29,1278.9135462001013
1995-10-31,1224.4184860204894
1995-11-30,1272.865769344995
1995-12-29,1298.0382221366192
1996-01-31,1301.0775594993204
1996-02-29,1332.4567588816924
1996-03-29,1372.0226401069726
1996-04-30,1433.414583357122
1996-05-31,1481.4918591581463
1996-06-28,1444.611659575492
1996-07-31,1344.8041786022252
1996-08-30,1415.947704272274
1996-09-30,1465.5586765292896
1996-10-31,1458.7748580767693
1996-11-29,1523.9756724608037
1996-12-31,1554.839221741644
1997-01-01,1554.839221741644
1997-01-02,1543.121139223659
1997-01-03,1555.0770799789502
1997-01-06,1557.342559786244
1997-01-07,1564.7299863198346
1997-01-08,1564.8316893320884
1997-01-09,1570.766741270769
1997-01-10,1571.9818345600895
1997-01-13,1573.1391896988662
1997-01-14,1580.7098971771177
1997-01-15,1580.041205849313
1997-01-16,1578.0831689615359
1997-01-17,1585.313658897995
1997-01-20,1591.5864722651652
1997-01-21,1595.5293520424432
1997-01-22,1597.5404872878878
1997-01-23,1596.819477217904
1997-01-24,1586.4007311492128
1997-01-27,1577.8983541935083
1997-01-28,1582.2468999379457
1997-01-29,1581.9103420699423
1997-01-30,1590.1714097739873
1997-01-31,1593.927257565352
1997-02-03,1597.0137323020444
1997-02-04,1592.8321752532147
1997-02-05,1583.4254856429523
1997-02-06,1583.368647845019
1997-02-07,1587.4505394831122
1997-02-10,1580.8358087575787
1997-02-11,1578.0921707127216
1997-02-12,1587.411469753633
1997-02-13,1600.293582383485
1997-02-14,1604.1810613892376
1997-02-17,1604.1810613892376
1997-02-18,1609.4925991973516
1997-02-19,1610.4629771403536
1997-02-20,1600.9295749266619
1997-02-21,1598.9286192856305
1997-02-24,1601.765788190859
1997-02-25,1603.6465147343367
1997-02-26,1593.7056655408508
1997-02-27,1585.9768150121283
1997-02-28,1581.6664112827793
1997-03-03,1585.1732616024774
1997-03-04,1591.286423014846
1997-03-05,1600.1739011072993
1997-03-06,1600.24605729645
1997-03-07,1607.2328483696047
1997-03-10,1613.3533481732163
1997-03-11,1616.8513989502344
1997-03-12,1606.9868844566806
1997-03-13,1589.559425226666
1997-03-14,1590.3763874088395
1997-03-17,1579.0382661709525
1997-03-18,1570.6205085257502
1997-03-19,1561.1738797689727
1997-03-20,1562.163314262054
1997-03-21,1559.5070203652222
1997-03-24,1551.6458317299016
1997-03-25,1553.8337875480547
1997-03-26,1558.4185780594835
1997-03-27,1544.9269800365505
1997-03-28,1544.9269800365505
1997-03-31,1521.938766267417
1997-04-01,1516.9923486078424
1997-04-02,1505.5708595353494
1997-04-03,1499.111708730397
1997-04-04,1513.2718853773813
1997-04-07,1528.3531877116304
1997-04-08,1531.0908256727998
1997-04-09,1535.4721159219034
1997-04-10,1531.8689261334
1997-04-11,1508.7929719151168
1997-04-14,1506.4387909590132
1997-04-15,1515.799332608264
1997-04-16,1516.1958757877978
1997-04-17,1517.5598805435766
1997-04-18,1523.449642306058
1997-04-21,1509.0080291755548
1997-04-22,1508.5467095744484
1997-04-23,1507.5504039651078
1997-04-24,1508.8209942553647
1997-04-25,1498.7870952477642
1997-04-28,1501.0642855779035
1997-04-29,1516.692258537893
1997-04-30,1525.7276081294083
1997-05-01,1535.4908521132957
1997-05-02,1568.4787386984312
1997-05-05,1598.8535297873866
1997-05-06,1596.8996873617093
1997-05-07,1591.5662536973714
1997-05-08,1591.0047480146443
1997-05-09,1596.7479051951686
1997-05-12,1608.4888398535552
1997-05-13,1608.224242734408
1997-05-14,1613.830444723612
1997-05-15,1618.1842259576301
1997-05-16,1616.2126917715648
1997-05-19,1622.3134327703729
1997-05-20,1627.9593633878146
1997-05-21,1634.824805391965
1997-05-22,1640.8826882831488
1997-05-23,1657.719098981323
1997-05-26,1657.719098981323
1997-05-27,1661.8114279413494
1997-05-28,1665.1445370645963
1997-05-29,1669.1682667801306
1997-05-30,1678.5867059550076
1997-06-02,1689.5565972385848
1997-06-03,1692.4828260627976
1997-06-04,1693.007965632839
1997-06-05,1700.9129455419122
1997-06-06,1710.948724188807
1997-06-09,1717.4833286053065
1997-06-10,1717.5594114058467
1997-06-11,1722.6981676799105
1997-06-12,1732.1185557434599
1997-06-13,1740.8976862808654
1997-06-16,1740.7194159592298
1997-06-17,1743.5984224526692
1997-06-18,1744.6289246564816
1997-06-19,1760.3973078736512
1997-06-20,1754.3055089139345
1997-06-23,1743.3293390799224
1997-06-24,1756.5403595775324
1997-06-25,1753.850977945536
1997-06-26,1751.5075769611622
1997-06-27,1762.8344834743793
1997-06-30,1784.8393856613668
1997-07-01,1783.5642610076388
1997-07-02,1786.801317596425
1997-07-03,1794.0934326302167
1997-07-04,1794.0934326302167
1997-07-07,1795.349239347894
1997-07-08,1801.5642508785434
1997-07-09,1798.5069720856213
1997-07-10,1808.6104850858947
1997-07-11,1820.0427519399957
1997-07-14,1825.5291687826975
1997-07-15,1834.7896177306613
1997-07-16,1850.0918799276503
1997-07-17,1845.264536507935
1997-07-18,1837.4927145918264
1997-07-21,1826.7515395301482
1997-07-22,1838.1716601232777
1997-07-23,1845.5395145047414
1997-07-24,1848.296612021544
1997-07-25,1851.2897230286073
1997-07-28,1852.038191268088
1997-07-29,1857.4577606310431
1997-07-30,1874.3773184205859
1997-07-31,1880.698838753465
1997-08-01,1878.8625005208987
1997-08-04,1883.854638468314
1997-08-05,1896.1613380901429
1997-08-06,1907.5616212538166
1997-08-07,1908.2440353831525
1997-08-08,1883.9710257512875
1997-08-11,1880.7204965944
1997-08-12,1877.8750832847766
1997-08-13,1878.0536179210426
1997-08-14,1880.4492616053492
1997-08-15,1864.9727770219677
1997-08-18,1864.4177624449326
1997-08-19,1885.20492767766
1997-08-20,1905.1220281181984
1997-08-21,1897.1204094024563
1997-08-22,1890.9596062083342
1997-08-25,1900.7241607200112
1997-08-26,1901.9628654345852
1997-08-27,1914.2248294982664
1997-08-28,1918.5635265974693
1997-08-29,1925.4493552002195
1997-09-01,1925.4493552002195
1997-09-02,1945.849056832291
1997-09-03,1950.351429325945
1997-09-04,1954.800396818851
1997-09-05,1966.6589744346084
1997-09-08,1979.1413311972449
1997-09-09,1989.0290125963866
1997-09-10,1988.7236012125775
1997-09-11,1986.1280001456034
1997-09-12,2003.659530392316
1997-09-15,2006.4473100684995
1997-09-16,2028.0176578387693
1997-09-17,2033.1467344100388
1997-09-18,2036.6876855140113
1997-09-19,2038.2123651599773
1997-09-22,2045.8461337045353
1997-09-23,2049.85687769703
1997-09-24,2048.7619891781637
1997-09-25,2044.768348158603
1997-09-26,2052.0773219992657
1997-09-29,2061.2874843834647
1997-09-30,2072.6867508293913
1997-10-01,2079.629588000361
1997-10-02,2089.736362318773
1997-10-03,2098.736042035844
1997-10-06,2109.6376595389847
1997-10-07,2116.989921278708
1997-10-08,2115.0625922365766
1997-10-09,2117.9791867889694
1997-10-10,2121.2733231378547
1997-10-13,2125.17082223448
1997-10-14,2121.6554173648883
1997-10-15,2117.1507722044666
1997-10-16,2095.9319392080397
1997-10-17,2062.615548147209
1997-10-20,2080.1644334019024
1997-10-21,2101.5346030437913
1997-10-22,2100.254903025039
1997-10-23,2063.340262995402
1997-10-24,2059.8943841868822
1997-10-27,1946.5632166928956
1997-10-28,1982.8553632297999
1997-10-29,2004.6140047267374
1997-10-30,1979.6138421160672
1997-10-31,2000.487497710242
1997-11-03,2032.2548047144207
1997-11-04,2035.9281611609943
1997-11-05,2045.7316444850817
1997-11-06,2040.003913309633
1997-11-07,2008.5463111994127
1997-11-10,2011.4538849234657
1997-11-11,2006.040750620307
1997-11-12,1969.4997592299167
1997-11-13,1966.8802811833373
1997-11-14,1982.3993406339855
1997-11-17,2013.2938246145054
1997-11-18,2001.676968498714
1997-11-19,1998.8042926936266
1997-11-20,2017.5347983535098
1997-11-21,2016.4271732445397
1997-11-24,1987.7088299021314
1997-11-25,1983.8579869057887
1997-11-26,1991.303743674934
1997-11-27,1991.303743674934
1997-11-28,1999.1638944914623
1997-12-01,2016.7381261626128
1997-12-02,2011.2150856336723
1997-12-03,2015.0344762661966
1997-12-04,2017.5882084559476
1997-12-05,2028.7560620802403
1997-12-08,2043.2159501835295
1997-12-09,2030.2040694482841
1997-12-10,2007.7030376187918
1997-12-11,1976.141095930269
1997-12-12,1970.5308036983574
1997-12-15,1965.3498196725727
1997-12-16,1978.171727971516
1997-12-17,1983.0370354248985
1997-12-18,1960.4134104279074
1997-12-19,1955.208658166736
1997-12-22,1966.9079350318968
1997-12-23,1966.6405954703544
1997-12-24,1963.4838716436675
1997-12-25,1963.4838716436675
1997-12-26,1965.3808377410687
1997-12-29,1984.3633242025296
1997-12-30,2014.4553673832447
1997-12-31,2028.6717192018812
1998-01-01,2028.6717192018812
1998-01-02,2029.1249319518377
1998-01-05,2032.4717632757809
1998-01-06,2016.2368257058986
1998-01-07,2003.1974561218267
1998-01-08,1990.237591857195
1998-01-09,1939.1640755639735
1998-01-12,1930.3954505318193
1998-01-13,1955.6995944128414
1998-01-14,1968.455495009487
1998-01-15,1965.6028176470863
1998-01-16,1985.7466578573153
1998-01-19,1985.7466578573153
1998-01-20,2003.8061533592406
1998-01-21,1996.5387886528729
1998-01-22,1984.3725497391536
1998-01-23,1976.9677653837216
1998-01-26,1964.4606191244627
1998-01-27,1969.5324118091314
1998-01-28,1992.368841211048
1998-01-29,2006.062146694857
1998-01-30,2001.505336562806
1998-02-02,2018.4711231764145
1998-02-03,2032.81512989693
1998-02-04,2047.8402224512063
1998-02-05,2057.255196546158
1998-02-06,2065.650217852693
1998-02-09,2074.677723808004
1998-02-10,2093.3112695430473
1998-02-11,2099.9073374539557
1998-02-12,2101.8546444652593
1998-02-13,2108.071909539316
1998-02-16,2108.071909539316
1998-02-17,2108.3996158546674
1998-02-18,2114.7535662376313
1998-02-19,2115.0304264661804
1998-02-20,2115.400786069741
1998-02-23,2126.324284179317
1998-02-24,2121.121584702758
1998-02-25,2139.187504266787
1998-02-26,2149.8973543439106
1998-02-27,2151.091934207671
1998-03-02,2153.217931536402
1998-03-03,2158.176403305204
1998-03-04,2157.6900617961783
1998-03-05,2135.825080196868
1998-03-06,2164.463890959986
1998-03-09,2157.3022045922107
1998-03-10,2174.0486617122115
1998-03-11,2184.7548103517966
1998-03-12,2185.9266350368684
1998-03-13,2190.600846561595
1998-03-16,2204.639108905688
1998-03-17,2205.0428263680137
1998-03-18,2212.0892541795297
1998-03-19,2220.0701297657697
1998-03-20,2221.2277771756335
1998-03-23,2218.2212315074585
1998-03-24,2232.8417368054966
1998-03-25,2231.9209526828317
1998-03-26,2233.542083200525
1998-03-27,2231.89865969078
1998-03-30,2227.787763629394
1998-03-31,2246.4721100485986
1998-04-01,2264.8354253243106
1998-04-02,2272.2932942582247
1998-04-03,2270.027886778807
1998-04-06,2255.929464332241
1998-04-07,2229.5754871593945
1998-04-08,2231.972505907146
1998-04-09,2253.3699855338255
1998-04-10,2253.3699855338255
1998-04-13,2253.058037458865
1998-04-14,2275.939149916542
1998-04-15,2287.6249500843614
1998-04-16,2273.8787025460233
1998-04-17,2285.3662638913042
1998-04-20,2293.669775407853
1998-04-21,2305.1710641370555
1998-04-22,2306.590459253692
1998-04-23,2282.3401715320842
1998-04-24,2262.118525881048
1998-04-27,2210.4819361368977
1998-04-28,2225.222151578716
1998-04-29,2243.497016890573
1998-04-30,2271.1830179981957
1998-05-01,2279.997300911269
1998-05-04,2281.1595216957576
1998-05-05,2269.7667440354785
1998-05-06,2259.026470017609
1998-05-07,2248.0212252171314
1998-05-08,2260.924957066444
1998-05-11,2254.5999181044094
1998-05-12,2250.0504996709733
1998-05-13,2254.487057859024
1998-05-14,2246.821356284014
1998-05-15,2234.1737546862933
1998-05-18,2214.146200131986
1998-05-19,2228.1145320679166
1998-05-20,2218.422999330752
1998-05-21,2213.7110729996557
1998-05-22,2196.9570219221428
1998-05-25,2196.9570219221428
1998-05-26,2165.295704833338
1998-05-27,2139.1561720221584
1998-05-28,2162.040001542775
1998-05-29,2169.0150957116107
1998-06-01,2149.8302286211465
1998-06-02,2143.7830262518933
1998-06-03,2140.8554645917534
1998-06-04,2148.148665727671
1998-06-05,2157.2627533805503
1998-06-08,2161.7426816696866
1998-06-09,2161.8035225028966
1998-06-10,2137.5223656124576
1998-06-11,2108.62973873341
1998-06-12,2093.103463499794
1998-06-15,2061.0022591017782
1998-06-16,2077.936382282866
1998-06-17,2102.1517270141735
1998-06-18,2084.206340219537
1998-06-19,2079.3006443332515
1998-06-22,2092.2756468175075
1998-06-23,2107.87932806288
