Date,KUKJE (ACWI ex KOREA) MINIMUM VOL (USD)
2001-05-31,1000.0
2001-06-01,1002.9950510771955
2001-06-04,1005.4688459494226
2001-06-05,1007.5547141695898
2001-06-06,1003.0575829447225
2001-06-07,1001.6596545024271
2001-06-08,1002.539674730544
2001-06-11,1004.2610927894093
2001-06-12,995.1222993038112
2001-06-13,991.4393995458084
2001-06-14,979.7081106298364
2001-06-15,973.5704899822351
2001-06-18,970.0109862782625
2001-06-19,973.3376418269605
2001-06-20,980.9456821649401
2001-06-21,978.378001477942
2001-06-22,975.7212516446917
2001-06-25,966.5535738147544
2001-06-26,966.3399806295404
2001-06-27,962.9544035254019
2001-06-28,972.877014980508
2001-06-29,979.7940672823829
2001-07-02,984.3424174864067
2001-07-03,981.0802242549805
2001-07-04,981.4337634454745
2001-07-05,986.9402328981865
2001-07-06,969.0961106477316
2001-07-09,965.7150816928204
2001-07-10,957.1346920763308
2001-07-11,949.8782737117168
2001-07-12,963.1528572968127
2001-07-13,965.2078150136406
2001-07-16,958.8960404185492
2001-07-17,962.3260222723835
2001-07-18,942.5071162082203
2001-07-19,949.75054806579
2001-07-20,945.7089667869731
2001-07-23,940.0463624614355
2001-07-24,927.9203086346506
2001-07-25,929.931169273551
2001-07-26,935.5915911348702
2001-07-27,940.6562849188969
2001-07-30,939.8991336119708
2001-07-31,947.8295875640695
2001-08-01,947.9448809221675
2001-08-02,948.9248366612073
2001-08-03,941.5710361524405
2001-08-06,942.9853196701371
2001-08-07,949.1524023766721
2001-08-08,945.1417639775932
2001-08-09,930.336875803331
2001-08-10,928.1578302536784
2001-08-13,925.9258896028053
2001-08-14,931.0850947949996
2001-08-15,923.0082490993211
2001-08-16,921.205160319431
2001-08-17,911.9764139342805
2001-08-20,915.1854052244355
2001-08-21,917.3347445511599
2001-08-22,914.6684237412599
2001-08-23,919.7500659022224
2001-08-24,924.5337252965969
2001-08-27,926.7856822230774
2001-08-28,919.6473821352461
2001-08-29,914.785864079612
2001-08-30,906.261459961426
2001-08-31,907.1162099941804
2001-09-03,904.1049204768011
2001-09-04,925.2179779592011
2001-09-05,924.1701858300113
2001-09-06,914.3527711327969
2001-09-07,896.0601976790495
2001-09-10,893.7583124368462
2001-09-11,880.76686014991
2001-09-12,875.3669155108684
2001-09-13,876.9939961404082
2001-09-14,862.1994845012402
2001-09-17,847.321522039571
2001-09-18,844.0348233633432
2001-09-19,831.4661152017525
2001-09-20,814.5589517466816
2001-09-21,803.0625216775219
2001-09-24,814.1336969278149
2001-09-25,812.2359214142791
2001-09-26,816.7113709511145
2001-09-27,826.3770859207722
2001-09-28,849.8136211283494
2001-10-01,843.7334887118332
2001-10-02,851.5199876443295
2001-10-03,847.5394397711873
2001-10-04,858.9298744604079
2001-10-05,857.3563243320907
2001-10-08,854.7796246378488
2001-10-09,849.9769131802161
2001-10-10,865.359186236937
2001-10-11,877.3841774590699
2001-10-12,874.1535557722021
2001-10-15,868.6936800808847
2001-10-16,871.4867962447379
2001-10-17,873.106071057318
2001-10-18,865.0588326217797
2001-10-19,867.3373717695557
2001-10-22,877.2331571614183
2001-10-23,881.1724397032955
2001-10-24,876.6040436617234
2001-10-25,874.893323540169
2001-10-26,881.40861274078
2001-10-29,862.5246822264824
2001-10-30,850.2745455701066
2001-10-31,857.8930864182302
2001-11-01,862.129313355196
2001-11-02,861.9829804194601
2001-11-05,874.3690308762566
2001-11-06,877.9560176812182
2001-11-07,873.2203521683086
2001-11-08,883.5384861128382
2001-11-09,881.5609307098086
2001-11-12,875.7640065609774
2001-11-13,890.930061144549
2001-11-14,886.2075932707284
2001-11-15,886.0452463209228
2001-11-16,883.2612419544112
2001-11-19,891.6991933362914
2001-11-20,890.317154654698
2001-11-21,895.521400189471
2001-11-22,893.6277496647967
2001-11-23,897.7909989946344
2001-11-26,896.4716879269959
2001-11-27,890.3779210404759
2001-11-28,881.3370444854024
2001-11-29,884.3602517015112
2001-11-30,881.6557374588284
2001-12-03,881.3200541136243
2001-12-04,886.4926291199389
2001-12-05,900.0147655385975
2001-12-06,895.5646013979027
2001-12-07,891.203129158666
2001-12-10,883.747068470665
2001-12-11,879.4795012965418
2001-12-12,876.8078982834755
2001-12-13,866.2768827331847
2001-12-14,862.1116970904304
2001-12-17,862.7215530688703
2001-12-18,869.4969417660081
2001-12-19,874.6374098101895
2001-12-20,876.1862312072321
2001-12-21,887.6839541242726
2001-12-24,896.935452087357
2001-12-25,896.8715585412791
2001-12-26,897.0690763557533
2001-12-27,898.3740168973256
2001-12-28,906.4935244748198
2001-12-31,897.5284993910863
2002-01-01,897.6150490575062
2002-01-02,884.2745340300748
2002-01-03,890.7784277752127
2002-01-04,899.3377664934459
2002-01-07,898.5696672736277
2002-01-08,893.9375968159598
2002-01-09,893.3536896465715
2002-01-10,887.1764296690851
2002-01-11,887.7933765018446
2002-01-14,883.0874849795206
2002-01-15,889.5052604334136
2002-01-16,889.3556468649269
2002-01-17,894.533308235944
2002-01-18,890.8255552102736
2002-01-21,892.1398498150776
2002-01-22,888.7246888776921
2002-01-23,890.2543948378244
2002-01-24,896.0691022633388
2002-01-25,908.458179933335
2002-01-28,914.3889738859112
2002-01-29,902.5936491118019
2002-01-30,901.8664386494237
2002-01-31,912.3644474161632
2002-02-01,909.990970838676
2002-02-04,898.8654541445054
2002-02-05,891.3173880238343
2002-02-06,887.8689351647113
2002-02-07,887.3225230415457
2002-02-08,890.4153538751834
2002-02-11,892.1836534415816
2002-02-12,896.0582446653108
2002-02-13,904.9306687568451
2002-02-14,910.7693477606164
2002-02-15,906.6144229397296
2002-02-18,908.3565999377903
2002-02-19,892.5996296003171
2002-02-20,898.8017154896648
2002-02-21,898.8457712703816
2002-02-22,897.7805047680937
2002-02-25,907.9518081255583
2002-02-26,911.8213697501565
2002-02-27,923.0649572949584
2002-02-28,922.4638867794561
2002-03-01,933.1158348256267
2002-03-04,943.55818755467
2002-03-05,940.0448088230035
2002-03-06,942.3104511388672
2002-03-07,941.6097287526611
2002-03-08,946.3561371747662
2002-03-11,950.4089931839247
2002-03-12,949.1894141377242
2002-03-13,942.5999011729327
2002-03-14,939.3930620258875
2002-03-15,944.4601541604405
2002-03-18,944.6235798215625
2002-03-19,948.2836528765163
2002-03-20,940.8192935055594
2002-03-21,943.301474956734
2002-03-22,944.3498336140697
2002-03-25,940.6009704864309
2002-03-26,941.4689758157234
2002-03-27,948.5719065161322
2002-03-28,954.6223895410413
2002-03-29,952.0976466688041
2002-04-01,945.4031492500382
2002-04-02,944.6251279650711
2002-04-03,942.326789653119
2002-04-04,938.360571412156
2002-04-05,941.3183132077731
2002-04-08,943.709290921586
2002-04-09,939.1420829861878
2002-04-10,945.742828921971
2002-04-11,931.0463236874834
2002-04-12,935.8249949822086
2002-04-15,935.1199690340846
2002-04-16,941.7855072634258
2002-04-17,939.3218606251936
2002-04-18,939.9460272339827
2002-04-19,943.0192748390119
2002-04-22,941.1490475115683
2002-04-23,938.5864854541161
2002-04-24,933.6549141437762
2002-04-25,926.7118231233163
2002-04-26,922.3636282905247
2002-04-29,914.5233428903559
2002-04-30,919.4666428459348
2002-05-01,921.1169468349437
2002-05-02,924.2961507301023
2002-05-03,915.7269805271076
2002-05-06,905.1487000246079
2002-05-07,902.6748653927184
2002-05-08,918.3557708387699
2002-05-09,914.2260832908569
2002-05-10,906.3124500724376
2002-05-13,912.6750715354179
2002-05-14,926.0977815987663
2002-05-15,922.7226341631314
2002-05-16,922.5562790052297
2002-05-17,916.5233160570334
2002-05-20,912.6074015170447
2002-05-21,914.3178546830694
2002-05-22,912.5694373396639
2002-05-23,921.0288334069354
2002-05-24,917.7399834885396
2002-05-27,919.5358928859664
2002-05-28,909.3927381678014
2002-05-29,904.7826259317943
2002-05-30,896.6002880507206
2002-05-31,898.8365085631275
2002-06-03,889.8678504018193
2002-06-04,880.0922619016993
2002-06-05,884.0892936899481
2002-06-06,870.8657631209064
2002-06-07,868.7061885969257
2002-06-10,870.8098537697384
2002-06-11,867.615030892663
2002-06-12,859.8659226188024
2002-06-13,854.8622730108498
2002-06-14,845.8954116930397
2002-06-17,860.9583114170201
2002-06-18,859.9618706483835
2002-06-19,847.419249414703
2002-06-20,838.6843978168735
2002-06-21,830.0146677833598
2002-06-24,821.5614247323152
2002-06-25,824.9122373258131
2002-06-26,807.8660482826774
2002-06-27,818.4207831988417
2002-06-28,824.3120837958712
2002-07-01,818.4329696430509
2002-07-02,809.4897293136653
2002-07-03,809.74771681027
2002-07-04,812.500143851356
2002-07-05,831.7347647873645
2002-07-08,822.2567544017173
2002-07-09,810.686683807685
2002-07-10,796.3328854633038
2002-07-11,786.0460441469457
2002-07-12,783.8432510921239
2002-07-15,761.5722174816451
2002-07-16,748.5868149050417
2002-07-17,753.5196982381013
2002-07-18,745.5448830304061
2002-07-19,719.0570255294821
2002-07-22,706.6224054067094
2002-07-23,703.9943413023219
2002-07-24,717.0998925001741
2002-07-25,723.2705303833136
2002-07-26,731.2993584056504
2002-07-29,758.6832197904694
2002-07-30,759.6344228000212
2002-07-31,772.6940066632452
2002-08-01,757.1938220653503
2002-08-02,752.8352303194004
2002-08-05,738.7227609851776
2002-08-06,759.3176445060715
2002-08-07,765.4291565200284
2002-08-08,780.9450699680782
2002-08-09,784.3226967659476
2002-08-12,777.0318296439434
2002-08-13,771.9989633585259
2002-08-14,777.236231568909
2002-08-15,788.4322120401567
2002-08-16,784.6533281187251
2002-08-19,792.1572165179912
2002-08-20,784.8458558815186
2002-08-21,786.460506893815
2002-08-22,798.6491418765142
2002-08-23,790.4032162878942
2002-08-26,796.3309539317179
2002-08-27,791.0337708086275
2002-08-28,779.4546893722712
2002-08-29,772.1688982226016
2002-08-30,777.3962283232222
2002-09-02,772.5549701022837
2002-09-03,746.1210001379014
2002-09-04,750.8978357112634
2002-09-05,751.7038726035435
2002-09-06,761.9069259449523
2002-09-09,765.6980231955376
2002-09-10,772.7740096726682
2002-09-11,776.3908164913105
2002-09-12,763.2312010432506
2002-09-13,761.0086006208962
2002-09-16,764.9369359859861
2002-09-17,757.9236375051513
2002-09-18,748.8416347109451
2002-09-19,736.1414006651227
2002-09-20,734.6466427842782
2002-09-23,724.985711221151
2002-09-24,719.0762150999967
2002-09-25,727.2713761932985
2002-09-26,742.5829803831416
2002-09-27,736.379825291405
2002-09-30,720.5526648494122
2002-10-01,732.106078741626
2002-10-02,729.2771012177955
2002-10-03,724.8281572883625
2002-10-04,718.9680619182254
2002-10-07,707.8530084640212
2002-10-08,709.7567419881522
2002-10-09,691.5170431098703
2002-10-10,702.5588652176489
2002-10-11,716.9002534831642
2002-10-14,718.3222842108197
2002-10-15,738.0857051597438
2002-10-16,731.230984808594
2002-10-17,744.4202897465698
2002-10-18,745.8135356165517
2002-10-21,751.1032514715238
2002-10-22,738.8144689626665
2002-10-23,739.0713691834935
2002-10-24,738.5130407144032
2002-10-25,742.4365455662082
2002-10-28,736.3131550385399
2002-10-29,727.2537955530374
2002-10-30,735.6014406707235
2002-10-31,729.4284726429491
2002-11-01,728.1135359493669
2002-11-04,734.7525365567877
2002-11-05,735.5967188806624
2002-11-06,741.176744992986
2002-11-07,728.8119468005507
2002-11-08,720.3710400356134
2002-11-11,714.1659055332324
2002-11-12,715.1081866124647
2002-11-13,712.8970919291706
2002-11-14,722.4070173996881
2002-11-15,727.2254285207783
2002-11-18,722.0818086448902
2002-11-19,719.0932949015332
2002-11-20,726.2681517581385
2002-11-21,733.3929959762996
2002-11-22,734.904601441744
2002-11-25,737.5803874522599
2002-11-26,729.046073479327
2002-11-27,740.3101944047351
2002-11-28,739.1475312521317
2002-11-29,737.5447419863026
2002-12-02,734.1445628844702
2002-12-03,731.4741742293741
2002-12-04,730.2168998471984
2002-12-05,725.532197216215
2002-12-06,723.5181069164072
2002-12-09,720.3549483624793
2002-12-10,722.6692112040489
2002-12-11,723.4831578746306
2002-12-12,718.487967703612
2002-12-13,714.2472779670262
2002-12-16,722.0456942092115
2002-12-17,713.7967026687163
2002-12-18,710.1189174133215
2002-12-19,709.7609704606396
2002-12-20,713.7425735859383
2002-12-23,716.335141494876
2002-12-24,714.093659670787
2002-12-25,713.7484108844636
2002-12-26,713.924346185592
2002-12-27,703.92855387267
2002-12-30,705.9042518451987
2002-12-31,704.6650559778162
2003-01-01,704.7359108567907
2003-01-02,720.4181755223887
2003-01-03,720.5621207365785
2003-01-06,728.1118099497646
2003-01-07,721.5476591477175
2003-01-08,718.061553096144
2003-01-09,717.5941104761173
2003-01-10,713.8619053581918
2003-01-13,711.8023977212423
2003-01-14,711.825052728597
2003-01-15,707.9092952001131
2003-01-16,708.2624796283499
2003-01-17,700.1599875347804
2003-01-20,697.6629795986495
2003-01-21,692.7236992729448
2003-01-22,687.0334542382109
2003-01-23,687.4107502311109
2003-01-24,675.8195425105797
2003-01-27,664.1691704105469
2003-01-28,666.7889207380016
2003-01-29,666.0388826178156
2003-01-30,667.9823520958342
2003-01-31,673.2773823957384
2003-02-03,675.7315315044444
2003-02-04,665.6783432023116
2003-02-05,666.5180329141896
2003-02-06,662.5269398320462
2003-02-07,658.9449137252182
2003-02-10,662.1433270010841
2003-02-11,663.2588721080994
2003-02-12,656.316461510495
2003-02-13,650.6959570627132
2003-02-14,657.7486671421244
2003-02-17,663.0172849596686
2003-02-18,672.1058596275719
2003-02-19,666.7469032844687
2003-02-20,660.5765353044868
2003-02-21,663.8488061281286
2003-02-24,662.2578678769735
2003-02-25,660.7046842383523
2003-02-26,656.9240725722285
2003-02-27,661.0695122393554
2003-02-28,661.204867793258
2003-03-03,658.4064435324034
2003-03-04,649.7749760410958
2003-03-05,647.7371656201128
2003-03-06,644.1871551783335
2003-03-07,640.4545307374718
2003-03-10,630.3669585966651
2003-03-11,626.6492591138351
2003-03-12,625.2310193611459
2003-03-13,639.5583040618907
2003-03-14,649.3721568489507
2003-03-17,664.6736555024955
2003-03-18,670.2344180002407
2003-03-19,677.4339237781618
2003-03-20,678.2083840194321
2003-03-21,690.5350377394612
2003-03-24,674.5622921875513
2003-03-25,676.8697196732085
2003-03-26,677.7096873100166
2003-03-27,674.9712228909335
2003-03-28,672.4008415012629
2003-03-31,657.3178434140177
2003-04-01,662.6080775532787
2003-04-02,674.3407704865257
2003-04-03,674.4429910387801
2003-04-04,679.6937645965944
2003-04-07,687.0356393257971
2003-04-08,683.3829867395154
2003-04-09,678.8855044224714
2003-04-10,673.1230582277882
2003-04-11,674.659528514253
2003-04-14,678.2811703445567
2003-04-15,681.1653419162318
2003-04-16,672.2304209768848
2003-04-17,674.3777186582895
2003-04-18,674.4925468777124
2003-04-21,676.2829056835608
2003-04-22,677.4793584378978
2003-04-23,680.9623512582542
2003-04-24,674.2810930229315
2003-04-25,668.7783708236105
2003-04-28,675.1846599052573
2003-04-29,674.7588230727903
2003-04-30,671.5711933512233
2003-05-01,667.9595029730739
2003-05-02,674.0835610609367
2003-05-05,672.7560545020787
2003-05-06,674.7350935586446
2003-05-07,674.258710382038
2003-05-08,666.3258263217593
2003-05-09,669.8566266782516
2003-05-12,671.7375216454764
2003-05-13,672.8683071395185
2003-05-14,675.3577961200034
2003-05-15,679.1183121516863
2003-05-16,676.0301328015765
2003-05-19,661.6622622142328
2003-05-20,664.717218394402
2003-05-21,662.9921561750181
2003-05-22,668.7270681313793
2003-05-23,667.4915635213245
2003-05-26,664.4078191888292
2003-05-27,667.1919740718904
2003-05-28,673.0220949072651
2003-05-29,668.8848188838599
2003-05-30,675.4684871397498
2003-06-02,681.6537385797723
2003-06-03,682.7023698887626
2003-06-04,690.1418422842255
2003-06-05,683.3873947150523
2003-06-06,691.5686691637601
2003-06-09,686.3489351653628
2003-06-10,692.2443769657438
2003-06-11,695.1779909011245
2003-06-12,697.704663390554
2003-06-13,692.1033653963995
2003-06-16,696.3431105203085
2003-06-17,701.3940797246172
2003-06-18,706.8540890243517
2003-06-19,702.7468368738803
2003-06-20,706.8939303502085
2003-06-23,705.7932034041646
2003-06-24,703.6496287050519
2003-06-25,700.5290379896115
2003-06-26,707.1888103369456
2003-06-27,707.0075973619553
2003-06-30,702.5093810376309
2003-07-01,701.323972779887
2003-07-02,712.3972700131915
2003-07-03,713.4495174446304
2003-07-04,713.4259372128747
2003-07-07,726.8119373840901
2003-07-08,725.7197497741097
2003-07-09,720.4679060310496
2003-07-10,715.1075593631637
2003-07-11,719.752692050718
2003-07-14,725.0427600575815
2003-07-15,722.9083880920384
2003-07-16,721.3667046466535
2003-07-17,718.7735196664979
2003-07-18,720.1391844765415
2003-07-21,711.2319487591008
2003-07-22,711.7763582575186
2003-07-23,710.4060227734544
2003-07-24,709.8876858340042
2003-07-25,711.7283440418311
2003-07-28,714.2628735533848
2003-07-29,711.3887958123632
2003-07-30,714.5580989889498
2003-07-31,720.7668240890397
2003-08-01,718.7474534890309
2003-08-04,713.0402052468211
2003-08-05,707.4274676016217
2003-08-06,706.5522004710863
2003-08-07,709.9568876011016
2003-08-08,717.4915737753574
2003-08-11,720.9707537717726
2003-08-12,725.712686035541
2003-08-13,725.3983784864321
2003-08-14,731.233762661073
2003-08-15,731.8477416348411
2003-08-18,738.1508410061472
2003-08-19,743.3730519939478
2003-08-20,745.2390587833913
2003-08-21,754.2938029554017
2003-08-22,756.0414420708237
2003-08-25,753.2246734572973
2003-08-26,753.9563688562055
2003-08-27,754.6001974927466
2003-08-28,755.6654473082564
2003-08-29,755.9525120570498
2003-09-01,759.6524204041829
2003-09-02,770.9350138778161
2003-09-03,776.5329435925469
2003-09-04,773.0540755533731
2003-09-05,764.3921736491221
2003-09-08,763.8867514264517
2003-09-09,758.6654858026196
2003-09-10,754.064452933351
2003-09-11,755.7589935872973
2003-09-12,751.5202803360188
2003-09-15,750.2771135327513
2003-09-16,761.941934297393
2003-09-17,759.4525437415283
2003-09-18,762.217852098366
2003-09-19,758.835370443803
2003-09-22,748.4463990868783
2003-09-23,750.9249956969543
2003-09-24,750.2381808261997
2003-09-25,742.8046863552397
2003-09-26,741.5717077789509
2003-09-29,739.4713156237927
2003-09-30,731.813746441581
2003-10-01,737.9375035818324
2003-10-02,745.8187654212455
2003-10-03,752.380289695534
2003-10-06,751.272968506188
2003-10-07,748.1290501918505
2003-10-08,744.1115960604341
2003-10-09,751.6122832778036
2003-10-10,749.5431898572808
2003-10-13,759.0575945937804
2003-10-14,758.7729673342363
2003-10-15,761.7399870946633
2003-10-16,762.4690228829694
2003-10-17,762.9330199745019
2003-10-20,763.0375070782455
2003-10-21,764.0647831118347
2003-10-22,753.6182828158431
2003-10-23,748.8683492088707
2003-10-24,747.6973724196273
2003-10-27,754.1711427442101
2003-10-28,763.0082310680807
2003-10-29,765.7590468965222
2003-10-30,766.1973918242796
2003-10-31,768.1725273164857
2003-11-03,778.8087532106285
2003-11-04,779.8537928008328
2003-11-05,780.0764451977186
2003-11-06,781.0254907153007
2003-11-07,780.8444277771536
2003-11-10,778.6283773264365
2003-11-11,773.491533554165
2003-11-12,772.0015863321247
2003-11-13,773.1693591417475
2003-11-14,769.823128443789
2003-11-17,762.4095747957805
2003-11-18,756.0729548683177
2003-11-19,754.481759043827
2003-11-20,752.7110891978832
2003-11-21,751.8186242872777
2003-11-24,763.9795736246343
2003-11-25,766.2830461217503
2003-11-26,764.0983363775596
2003-11-27,764.9770443938087
2003-11-28,760.7980979041355
2003-12-01,770.7473051668368
2003-12-02,765.8810038881549
2003-12-03,765.6697308444559
2003-12-04,768.1180070810399
2003-12-05,762.9612882199159
2003-12-08,760.1940690877174
2003-12-09,760.3737896567847
2003-12-10,754.2064412092735
2003-12-11,763.8346432418256
2003-12-12,760.5045111843167
2003-12-15,758.6223045198492
2003-12-16,756.1513897122853
2003-12-17,753.5416479139567
2003-12-18,758.1286010268427
2003-12-19,759.5296617235102
2003-12-22,758.7559762151214
2003-12-23,760.1453581556426
2003-12-24,759.6822480558496
2003-12-25,759.5037494705741
2003-12-26,761.4365937945017
2003-12-29,765.818233794804
2003-12-30,766.0796653327072
2003-12-31,762.3302471599168
2004-01-01,762.4152969705797
2004-01-02,765.5300797974713
2004-01-05,768.9750793510746
2004-01-06,764.7831537374482
2004-01-07,764.8574510757076
2004-01-08,763.9954431139432
2004-01-09,756.561552592049
2004-01-12,759.1368982037316
2004-01-13,758.0610496322303
2004-01-14,764.3740259383549
2004-01-15,764.1337227915645
2004-01-16,776.422978509701
2004-01-19,776.7401275435392
2004-01-20,769.8968612331864
2004-01-21,770.4108140407913
