Date,AC PACIFIC MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1000.6478464365595
2001-06-04,1001.0639139603321
2001-06-05,996.0517388446324
2001-06-06,998.5280197727702
2001-06-07,1000.9720566022017
2001-06-08,1001.4157659490394
2001-06-11,1000.1585109859769
2001-06-12,979.8885910747056
2001-06-13,979.9021623146638
2001-06-14,971.5573449264965
2001-06-15,964.5243368896973
2001-06-18,957.9332407749164
2001-06-19,960.8442456860668
2001-06-20,966.6175271304094
2001-06-21,970.0701283866814
2001-06-22,973.1916026046075
2001-06-25,963.9155814087618
2001-06-26,968.524291108546
2001-06-27,965.130342064619
2001-06-28,967.167152794088
2001-06-29,984.3093573429953
2001-07-02,979.0332636699206
2001-07-03,982.4648500616714
2001-07-04,978.1369441219213
2001-07-05,982.3260971173195
2001-07-06,961.3889189197353
2001-07-09,955.0890044389563
2001-07-10,951.5860044385782
2001-07-11,939.8291978526987
2001-07-12,957.3590859533754
2001-07-13,950.5695046175724
2001-07-16,944.2319828838472
2001-07-17,940.6599983754593
2001-07-18,913.6328310808112
2001-07-19,918.0069532904364
2001-07-20,915.4563715651406
2001-07-23,903.8052201135247
2001-07-24,900.851786494513
2001-07-25,901.3758147018905
2001-07-26,904.6610950230582
2001-07-27,909.3980568725796
2001-07-30,901.2688636319929
2001-07-31,912.6688425866411
2001-08-01,915.069085940456
2001-08-02,927.1875387095446
2001-08-03,916.0854654053584
2001-08-06,921.6478178634804
2001-08-07,930.2649858315408
2001-08-08,933.6851646943386
2001-08-09,908.0932481761342
2001-08-10,906.4894973998419
2001-08-13,900.1536749899996
2001-08-14,916.9171526379583
2001-08-15,914.4256162468446
2001-08-16,907.763040822526
2001-08-17,903.8899636281591
2001-08-20,899.561994491602
2001-08-21,905.5029418038761
2001-08-22,904.0694379161167
2001-08-23,906.1654557747717
2001-08-24,902.9392743964414
2001-08-27,909.9533200275041
2001-08-28,903.5495574331288
2001-08-29,899.6674832195113
2001-08-30,892.3906608897856
2001-08-31,890.6114505919888
2001-09-03,879.7790942187492
2001-09-04,903.9745927134649
2001-09-05,890.7689721562423
2001-09-06,884.8428796180467
2001-09-07,872.3293204065618
2001-09-10,861.5026299823318
2001-09-11,864.8572009795372
2001-09-12,824.6759790263936
2001-09-13,828.8216060400609
2001-09-14,830.8959544245862
2001-09-17,801.3229203872686
2001-09-18,804.4514022781409
2001-09-19,811.2367551742848
2001-09-20,807.1200645287952
2001-09-21,797.3245065322698
2001-09-24,792.8738206875166
2001-09-25,791.4452352234248
2001-09-26,788.174566397349
2001-09-27,785.1133539337777
2001-09-28,812.0991062237663
2001-10-01,814.9840503299689
2001-10-02,822.3815451665903
2001-10-03,810.975688847467
2001-10-04,826.2402325643798
2001-10-05,824.1070076213703
2001-10-08,823.5903904356651
2001-10-09,815.3216426241029
2001-10-10,818.7926251036256
2001-10-11,837.2848128787256
2001-10-12,838.6561420139197
2001-10-15,836.1237536612025
2001-10-16,839.71799341069
2001-10-17,846.2138969894679
2001-10-18,836.2387786270184
2001-10-19,839.4099451393323
2001-10-22,843.2622821481846
2001-10-23,855.3698856757841
2001-10-24,854.5500818729008
2001-10-25,857.0702614422947
2001-10-26,855.4651794141342
2001-10-29,836.9703901563388
2001-10-30,830.6651053222439
2001-10-31,833.1402562866465
2001-11-01,830.0204629069068
2001-11-02,827.6668803727439
2001-11-05,835.5753880000149
2001-11-06,844.8546112639576
2001-11-07,831.5514365420206
2001-11-08,845.8098712258154
2001-11-09,839.8441517197092
2001-11-12,837.7212112127138
2001-11-13,840.6386830533364
2001-11-14,839.4528496041777
2001-11-15,848.7963027603723
2001-11-16,838.4422631132439
2001-11-19,847.4456398907249
2001-11-20,847.4243697304348
2001-11-21,858.2332139331808
2001-11-22,850.4753206409263
2001-11-23,851.974564897251
2001-11-26,860.0304966137508
2001-11-27,854.4718224802784
2001-11-28,841.1159280668893
2001-11-29,843.0516538224333
2001-11-30,842.1792294675625
2001-12-03,835.6471992362758
2001-12-04,835.9562481354818
2001-12-05,845.2846273855536
2001-12-06,843.0615959798382
2001-12-07,836.6828797156186
2001-12-10,828.3220063669144
2001-12-11,825.6869926704893
2001-12-12,833.5546134851543
2001-12-13,817.4135160092819
2001-12-14,812.525156178821
2001-12-17,802.3210926939531
2001-12-18,805.6858538285888
2001-12-19,807.5249897079023
2001-12-20,812.2239238666904
2001-12-21,816.2427430752498
2001-12-24,825.6109124983532
2001-12-25,826.0837909360544
2001-12-26,820.0875690138602
2001-12-27,819.9471247984231
2001-12-28,832.9095080814703
2001-12-31,829.0241079094601
2002-01-01,829.0241079094601
2002-01-02,814.2069867648147
2002-01-03,817.3998612902468
2002-01-04,832.3575824040275
2002-01-07,835.7621785961848
2002-01-08,823.4692897619176
2002-01-09,821.4077786866116
2002-01-10,809.1151581746452
2002-01-11,808.0193729791137
2002-01-14,803.756346141121
2002-01-15,803.3309497953734
2002-01-16,810.6989558736931
2002-01-17,811.1072885278778
2002-01-18,815.5446898462427
2002-01-21,821.2026045470168
2002-01-22,806.5906786774667
2002-01-23,801.5626261222658
2002-01-24,806.993691264612
2002-01-25,822.0647349406647
2002-01-28,833.5113324903687
2002-01-29,825.1498051639869
2002-01-30,819.1250771840402
2002-01-31,824.9692263644948
2002-02-01,817.1475773103587
2002-02-04,812.5059909856275
2002-02-05,797.5448656952713
2002-02-06,796.9291279090078
2002-02-07,800.4867650270634
2002-02-08,802.5605136461529
2002-02-11,803.8260124142303
2002-02-12,815.1790874424477
2002-02-13,820.2429697614409
2002-02-14,826.9562394165615
2002-02-15,822.713722695023
