Date,ACWI ex USA MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1003.0440616824371
2001-06-04,1005.8409012651363
2001-06-05,1006.1848741249539
2001-06-06,1004.9437337103515
2001-06-07,1004.5119905634115
2001-06-08,1005.1427180898975
2001-06-11,1004.794299977871
2001-06-12,993.3427085354372
2001-06-13,996.2081884941896
2001-06-14,989.5908666213339
2001-06-15,982.8232088665591
2001-06-18,976.5823138337691
2001-06-19,978.7330617116427
2001-06-20,982.7663756189705
2001-06-21,981.2932223537005
2001-06-22,982.9882608513711
2001-06-25,978.5284241275139
2001-06-26,975.9104891729833
2001-06-27,973.129626877631
2001-06-28,979.7034866875557
2001-06-29,989.9420454733521
2001-07-02,991.8796084651476
2001-07-03,988.9208673097834
2001-07-04,986.530890079583
2001-07-05,990.3506678341624
2001-07-06,975.1864731506319
2001-07-09,971.6458474195733
2001-07-10,965.0455381060676
2001-07-11,957.3464902462241
2001-07-12,966.2238539234222
2001-07-13,966.1591580709419
2001-07-16,960.3838904511574
2001-07-17,960.0766565729033
2001-07-18,941.7769177036677
2001-07-19,949.4954842380841
2001-07-20,947.3798313438336
2001-07-23,945.55218831703
2001-07-24,939.1516187959503
2001-07-25,934.126887867139
2001-07-26,937.915560935986
2001-07-27,946.62629663804
2001-07-30,947.5575205117244
2001-07-31,955.5797643354158
2001-08-01,955.7945460348844
2001-08-02,956.7131440723838
2001-08-03,949.7358647914691
2001-08-06,954.5015667496187
2001-08-07,959.6236812316059
2001-08-08,957.867143124588
2001-08-09,941.8634044929172
2001-08-10,937.6859232049778
2001-08-13,936.7031661333664
2001-08-14,943.7459886536518
2001-08-15,940.1706361434055
2001-08-16,937.6096096100351
2001-08-17,929.0849419227517
2001-08-20,928.7015464651433
2001-08-21,933.5749613206739
2001-08-22,932.0851694540062
2001-08-23,936.8615581210078
2001-08-24,941.8742321269402
2001-08-27,944.8209856978002
2001-08-28,938.0755949357482
2001-08-29,935.1015582797527
2001-08-30,926.076595568463
2001-08-31,926.574329956747
2001-09-03,921.5469330737266
2001-09-04,937.7017156499937
2001-09-05,933.0371387192142
2001-09-06,925.9305153854949
2001-09-07,909.7826458647678
2001-09-10,901.2313640215908
2001-09-11,875.4498120530016
2001-09-12,869.371035680712
2001-09-13,873.117221022363
2001-09-14,851.4999889544493
2001-09-17,846.0022781368668
2001-09-18,841.2657482584295
2001-09-19,833.4985635918921
2001-09-20,815.1443621693182
2001-09-21,801.0030237785237
2001-09-24,815.1161451485438
2001-09-25,815.175501110272
2001-09-26,819.392094065155
2001-09-27,825.1299087149757
2001-09-28,848.7030411038934
2001-10-01,841.9400575178364
2001-10-02,849.1608492600537
2001-10-03,846.733714153531
2001-10-04,861.1310302290123
2001-10-05,857.5146967057395
2001-10-08,855.0667374507909
2001-10-09,852.0402900888384
2001-10-10,864.1724246029934
2001-10-11,877.0590135604036
2001-10-12,874.4769403918299
2001-10-15,866.8685699448982
2001-10-16,869.2493659747394
2001-10-17,875.8946064898752
2001-10-18,868.007780254647
2001-10-19,865.1052602982041
2001-10-22,871.827625214679
2001-10-23,881.204055191474
2001-10-24,880.7446972139712
2001-10-25,874.7085176429301
2001-10-26,882.7145618800587
2001-10-29,866.1298121882467
2001-10-30,855.2725192941556
2001-10-31,863.495355932245
2001-11-01,864.2376138232662
2001-11-02,864.8593197429428
2001-11-05,875.262662320226
2001-11-06,876.9078676237065
2001-11-07,873.9061636892548
2001-11-08,885.4639328771569
2001-11-09,882.0349916272577
2001-11-12,874.1952133939116
2001-11-13,887.4614083855656
2001-11-14,884.7818847866267
2001-11-15,882.248392424417
2001-11-16,878.9951969689367
2001-11-19,887.676701057427
2001-11-20,883.3235317357359
2001-11-21,888.991441697393
2001-11-22,889.3431979639678
2001-11-23,888.9353049618103
2001-11-26,889.6292410589574
2001-11-27,884.7419805473471
2001-11-28,877.571837297417
2001-11-29,879.2937605995356
2001-11-30,878.7550015695103
2001-12-03,875.5193150814166
2001-12-04,879.478005399026
2001-12-05,889.0992726959958
2001-12-06,888.4501595711306
2001-12-07,881.358519947676
2001-12-10,875.2051728032604
2001-12-11,873.975615061265
2001-12-12,873.9003291865164
2001-12-13,863.6157595669904
2001-12-14,858.7712124006875
2001-12-17,861.5208584818338
2001-12-18,865.3417891869943
2001-12-19,863.8620213658801
2001-12-20,866.4269788491091
2001-12-21,876.1851367232609
2001-12-24,882.6680935113791
2001-12-25,883.0388877850353
2001-12-26,881.3483932430095
2001-12-27,886.0590058247653
2001-12-28,895.1933867388789
2001-12-31,891.7835318969284
2002-01-01,891.9865005208961
2002-01-02,877.8454781629771
2002-01-03,884.5062600897502
2002-01-04,891.7054209985889
2002-01-07,890.4099672985125
2002-01-08,883.8367296038897
2002-01-09,884.1517107345375
2002-01-10,876.2703717744972
2002-01-11,879.7003197589252
2002-01-14,872.9747260028215
2002-01-15,878.5777437223126
2002-01-16,880.3371196665082
2002-01-17,884.3290326417157
2002-01-18,885.1372173935863
2002-01-21,887.8752904713175
2002-01-22,884.0629636298725
2002-01-23,884.1733898640739
2002-01-24,890.4604041429745
2002-01-25,898.1430614232033
2002-01-28,905.3808100806507
2002-01-29,899.9459423831777
2002-01-30,895.3300347934085
2002-01-31,905.2190859079631
2002-02-01,904.1279181744876
2002-02-04,900.4416850565577
2002-02-05,891.1786441563166
2002-02-06,889.7561754708902
2002-02-07,890.7703130679073
2002-02-08,891.8435081496393
2002-02-11,892.0666508716503
2002-02-12,898.8298182169787
2002-02-13,906.3669558063954
2002-02-14,913.4294789196489
2002-02-15,910.9715240471838
2002-02-18,910.9286336574214
2002-02-19,896.6135186727658
2002-02-20,895.1664529039142
2002-02-21,901.0751059018438
2002-02-22,896.3310728549678
2002-02-25,904.2578895742053
2002-02-26,907.0755799589067
2002-02-27,922.1792277225169
2002-02-28,922.7415933455438
2002-03-01,930.3042042189168
2002-03-04,942.4931146822086
2002-03-05,939.6060297665375
2002-03-06,939.6580355598661
2002-03-07,945.2896241709115
2002-03-08,948.2832040373864
2002-03-11,950.070337253832
2002-03-12,945.9727812139826
2002-03-13,941.2599045947755
2002-03-14,940.3110232450556
2002-03-15,943.0255129358811
2002-03-18,943.1274353166161
2002-03-19,947.6399871152865
2002-03-20,944.4932960651862
2002-03-21,943.6682137983925
2002-03-22,945.7318064475046
2002-03-25,944.9361495951877
2002-03-26,943.8922700262822
2002-03-27,948.6241377721537
2002-03-28,956.4370920156647
2002-03-29,951.7938105360125
2002-04-01,946.9276754486771
2002-04-02,947.8045281598987
2002-04-03,950.0427540764632
2002-04-04,946.0860200836679
2002-04-05,951.9201535939064
2002-04-08,951.010225493405
2002-04-09,947.5307990683089
2002-04-10,953.8423118049548
2002-04-11,944.0879797918977
2002-04-12,947.0635165325712
2002-04-15,950.8921207075259
2002-04-16,956.040739519671
2002-04-17,957.6094608734644
2002-04-18,958.1196145452789
2002-04-19,962.5132017893752
2002-04-22,965.3207842372643
2002-04-23,962.6262280502845
2002-04-24,960.9066800430846
2002-04-25,954.0295669719906
2002-04-26,951.5534041332744
2002-04-29,946.5803307382116
2002-04-30,950.2465800068658
2002-05-01,950.264754020618
2002-05-02,952.309071854747
2002-05-03,949.0543464971466
2002-05-06,942.6023480598693
2002-05-07,939.7894012284099
2002-05-08,950.8168077734413
2002-05-09,949.3903514725591
2002-05-10,945.7863300560392
2002-05-13,949.4530231690702
2002-05-14,955.3051086461036
2002-05-15,956.9805483604457
2002-05-16,957.7996019724374
2002-05-17,952.2384689469249
2002-05-20,950.2748913422322
2002-05-21,953.1252219082907
2002-05-22,948.89182418847
2002-05-23,954.0148607977633
2002-05-24,955.7674665994207
2002-05-27,957.6701411400092
2002-05-28,949.6047707467368
2002-05-29,945.4197019190564
2002-05-30,939.4025039542116
2002-05-31,938.6136156092438
2002-06-03,937.6358939491718
2002-06-04,926.7057713493965
2002-06-05,925.5247966200545
2002-06-06,919.219946327858
2002-06-07,914.0847851926085
2002-06-10,913.8765856680295
2002-06-11,915.5331124178795
2002-06-12,905.5963450812956
2002-06-13,900.9001090696137
2002-06-14,885.5011533296595
2002-06-17,897.2590586368254
2002-06-18,895.2203900124895
2002-06-19,883.0974745258189
2002-06-20,875.3498015663821
2002-06-21,872.059039437424
2002-06-24,862.9401463785646
2002-06-25,871.3457105201413
2002-06-26,852.6116325308699
2002-06-27,860.2274944487377
2002-06-28,873.7215250033034
2002-07-01,873.9086394841544
2002-07-02,868.4268363981737
2002-07-03,865.4756786091282
2002-07-04,870.2572263025954
2002-07-05,886.486350201224
2002-07-08,882.5400448424106
2002-07-09,880.7521658067374
2002-07-10,870.8633432794784
2002-07-11,852.8382307226323
2002-07-12,852.8685251171913
2002-07-15,824.5995486088428
2002-07-16,813.9145102049059
2002-07-17,819.9528305079264
2002-07-18,825.2549392215905
