Date,AC ASIA MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,998.2039635761242
2001-06-04,997.0011713172778
2001-06-05,991.0326722293134
2001-06-06,992.3878012585355
2001-06-07,992.9575020984806
2001-06-08,992.9403244380668
2001-06-11,991.8464703338285
2001-06-12,970.5236885666932
2001-06-13,968.93547651312
2001-06-14,959.5939215580327
2001-06-15,950.2389358697422
2001-06-18,946.4676656518592
2001-06-19,950.7593966439421
2001-06-20,956.1974136676599
2001-06-21,961.0526831427652
2001-06-22,963.6812896701866
2001-06-25,953.0997951489078
2001-06-26,957.8129972671741
2001-06-27,954.4454529727678
2001-06-28,957.1674002453691
2001-06-29,973.808141616568
2001-07-02,970.0088150334742
2001-07-03,971.6695351685536
2001-07-04,967.4617365431217
2001-07-05,974.7060817803341
2001-07-06,956.4427628710556
2001-07-09,949.5246654843834
2001-07-10,945.2823393318115
2001-07-11,933.5744629552851
2001-07-12,952.5745377877595
2001-07-13,944.6460185602787
2001-07-16,937.3594096966824
2001-07-17,934.9124947935705
2001-07-18,905.0575558005338
2001-07-19,908.6196009203368
2001-07-20,907.8875901235988
2001-07-23,894.711205020452
2001-07-24,892.620586473185
2001-07-25,893.3762019834073
2001-07-26,897.6940125484001
2001-07-27,903.7247191205763
2001-07-30,894.7857313574298
2001-07-31,906.9495912355917
2001-08-01,905.5689756736693
2001-08-02,917.0615256823245
2001-08-03,907.1185246292725
2001-08-06,912.1389651505638
2001-08-07,921.1199034985075
2001-08-08,923.047433235501
2001-08-09,896.5730753717409
2001-08-10,895.4001300280796
2001-08-13,887.8231202185824
2001-08-14,906.6055581166186
2001-08-15,902.4245645321209
2001-08-16,895.7582556467578
2001-08-17,889.7252743476489
2001-08-20,886.0245076730619
2001-08-21,892.1170267988047
2001-08-22,889.9891224635982
2001-08-23,893.006270050749
2001-08-24,889.0325455490662
2001-08-27,896.5465051255143
2001-08-28,890.1812245291821
2001-08-29,885.6024203916324
2001-08-30,877.9260710200607
2001-08-31,878.6160100614183
2001-09-03,868.1842008912681
2001-09-04,893.8087513841376
2001-09-05,882.0033059163526
2001-09-06,875.4287205602449
2001-09-07,864.7222243509979
2001-09-10,853.0670303369482
2001-09-11,854.8848521496926
2001-09-12,814.5475646817667
2001-09-13,818.6121378892215
2001-09-14,819.3118842045193
2001-09-17,791.4522783404132
2001-09-18,795.9747373371014
2001-09-19,803.6489323866136
2001-09-20,799.0843775119612
2001-09-21,788.2929337777174
2001-09-24,784.8995990266288
2001-09-25,781.5881548037056
