Date,AC ASIA ex JP MINIMUM VOLATILITY (USD)
1998-12-31,1533.75562635
1999-01-01,1533.75562635
1999-01-04,1541.5124677395636
1999-01-05,1553.317432447302
1999-01-06,1589.4081697618185
1999-01-07,1650.0144797900043
1999-01-08,1668.2080805899957
1999-01-11,1672.9819259380774
1999-01-12,1646.4725203263654
1999-01-13,1586.9312978564963
1999-01-14,1546.1580132334154
1999-01-15,1570.5919611546867
1999-01-18,1589.3033823958804
1999-01-19,1573.4498864385084
1999-01-20,1573.6209371821635
1999-01-21,1545.471184745278
1999-01-22,1497.9855173501578
1999-01-25,1466.954073050226
1999-01-26,1467.8911093256245
1999-01-27,1513.6686977086276
1999-01-28,1493.3017552801743
1999-01-29,1503.9652408033674
1999-02-01,1505.7555207485204
1999-02-02,1480.726037281449
1999-02-03,1475.181123936112
1999-02-04,1467.587654060187
1999-02-05,1455.158360079157
1999-02-08,1458.978633635101
1999-02-09,1443.0282593381285
1999-02-10,1430.2531655881555
1999-02-11,1441.4424096586984
1999-02-12,1478.3465754420822
1999-02-15,1486.817422414478
1999-02-16,1496.6872154450946
1999-02-17,1486.8566910083234
1999-02-18,1472.5163337793497
1999-02-19,1464.7844570781829
1999-02-22,1479.0928565475074
1999-02-23,1483.8307691410569
1999-02-24,1494.038773968954
1999-02-25,1481.963846954999
1999-02-26,1506.8508418737513
1999-03-01,1548.477879869203
1999-03-02,1551.8725738679423
1999-03-03,1563.5101486299168
1999-03-04,1566.2853942726986
1999-03-05,1578.1043658490835
1999-03-08,1610.3394350087385
1999-03-09,1627.5141074773314
1999-03-10,1630.9429746247374
1999-03-11,1649.7536928302113
1999-03-12,1652.6239186883006
1999-03-15,1671.5937575140151
1999-03-16,1687.6715175911281
1999-03-17,1667.4053073817283
1999-03-18,1650.3472822973831
1999-03-19,1697.938959249774
1999-03-22,1718.0502950076702
1999-03-23,1723.6421346956163
1999-03-24,1696.8902507014948
1999-03-25,1713.2543113454483
1999-03-26,1732.8917031997184
1999-03-29,1726.421268129509
1999-03-30,1743.4523623890975
1999-03-31,1749.5343170617246
1999-04-01,1765.3576869197568
1999-04-02,1783.605078108463
1999-04-05,1780.3876835566796
1999-04-06,1787.0091245832489
1999-04-07,1810.9995804533696
1999-04-08,1816.0736527585277
1999-04-09,1845.789356019501
1999-04-12,1840.0085516020122
1999-04-13,1861.426849451482
1999-04-14,1861.1828752114063
1999-04-15,1903.0030873426174
1999-04-16,1965.8783764207963
1999-04-19,2040.6311876222646
1999-04-20,2016.4042033239868
1999-04-21,2013.2707843227433
1999-04-22,2032.9697173167751
1999-04-23,2044.2412884933306
1999-04-26,2075.7293657528435
1999-04-27,2106.648553700665
1999-04-28,2087.840900645042
1999-04-29,2053.92837557521
1999-04-30,2079.3406499893717
1999-05-03,2090.349598608143
1999-05-04,2126.7826160078166
1999-05-05,2130.73275058043
1999-05-06,2154.423493046818
1999-05-07,2118.159084774896
1999-05-10,2123.1785962664485
1999-05-11,2124.2862727526503
1999-05-12,2126.394721710613
1999-05-13,2132.182164697944
1999-05-14,2109.3617006149507
1999-05-17,2082.7889838047886
1999-05-18,2098.680137425528
1999-05-19,2099.200679419579
1999-05-20,2091.518463281076
1999-05-21,2098.7474139493515
1999-05-24,2101.7280448538368
1999-05-25,2087.607815441412
1999-05-26,2106.536298521195
1999-05-27,2101.0743406803326
1999-05-28,2075.919659151535
1999-05-31,2102.6345785128974
1999-06-01,2114.1699291840414
1999-06-02,2153.6785250312682
1999-06-03,2166.197520310287
1999-06-04,2196.1977359136467
1999-06-07,2258.08890081549
1999-06-08,2258.2732639006263
1999-06-09,2230.9889128053915
1999-06-10,2256.6325881787056
1999-06-11,2256.515585465529
1999-06-14,2247.4001315652195
1999-06-15,2227.2482810460597
1999-06-16,2290.253102023425
1999-06-17,2323.304625226078
1999-06-18,2309.770414214242
1999-06-21,2389.0668693693233
1999-06-22,2415.10132335515
1999-06-23,2410.9251715254654
1999-06-24,2392.596828636365
1999-06-25,2360.225176464992
1999-06-28,2416.917680185275
1999-06-29,2424.8097647383656
1999-06-30,2391.0780016337517
1999-07-01,2428.119417918572
1999-07-02,2469.7622798178836
1999-07-05,2522.6743690925564
1999-07-06,2513.390499174874
1999-07-07,2502.8255098724435
1999-07-08,2505.081823215718
1999-07-09,2530.8742353271896
1999-07-12,2556.303882158453
1999-07-13,2513.678057437944
1999-07-14,2450.6285187898425
1999-07-15,2459.20140628876
1999-07-16,2443.13881407769
1999-07-19,2452.8257631227098
1999-07-20,2406.6727001738586
1999-07-21,2366.8954747101166
1999-07-22,2361.6585815658095
1999-07-23,2309.69226200495
1999-07-26,2238.6077397538893
1999-07-27,2257.8682547515264
1999-07-28,2299.673715300673
1999-07-29,2305.0332791255846
1999-07-30,2280.9781528150647
1999-08-02,2279.838065845785
1999-08-03,2300.2608370891276
1999-08-04,2294.2574616894367
1999-08-05,2237.789865362755
1999-08-06,2217.000015654346
1999-08-09,2237.8018063411523
1999-08-10,2227.7200918630315
1999-08-11,2197.474525679835
1999-08-12,2224.8996368797875
1999-08-13,2221.400188421005
1999-08-16,2265.8574801759896
1999-08-17,2262.7905774782203
1999-08-18,2281.840506861618
1999-08-19,2283.9151899216263
1999-08-20,2299.607017047443
1999-08-23,2348.603388073339
1999-08-24,2364.1020463978007
1999-08-25,2396.9909834152604
1999-08-26,2419.229359817254
1999-08-27,2405.084911819712
1999-08-30,2414.902045203772
1999-08-31,2365.9396994470217
1999-09-01,2344.4156603804086
1999-09-02,2297.7325368107586
