Date,ACWI ex JAPAN MINIMUM VOLATILITY (JPY)
2001-05-31,1000.0
2001-06-01,1002.7132046019825
2001-06-04,1005.8435801180957
2001-06-05,1011.6546671734374
2001-06-06,1006.3446317873023
2001-06-07,1004.4397678748237
2001-06-08,1007.0692121064349
2001-06-11,1009.5379446978974
2001-06-12,1002.9460878156655
2001-06-13,999.0359602240671
2001-06-14,985.3843490992148
2001-06-15,979.5281231576446
2001-06-18,975.7164700810248
2001-06-19,979.8577349591991
2001-06-20,984.7944318920446
2001-06-21,980.7370314703783
2001-06-22,976.3957832787554
2001-06-25,966.5886853982164
2001-06-26,965.4912126560288
2001-06-27,961.8454561910124
2001-06-28,973.8352047385363
2001-06-29,978.0892780712016
2001-07-02,984.252030633481
2001-07-03,979.8924260541925
2001-07-04,980.3479928286253
2001-07-05,985.0442056737235
2001-07-06,967.1082903576392
2001-07-09,963.8033333801242
2001-07-10,954.5716116805638
2001-07-11,948.0605828432884
2001-07-12,961.1670639083243
2001-07-13,965.3216443930686
2001-07-16,958.4585044885259
2001-07-17,962.644537126367
2001-07-18,946.3113957562826
2001-07-19,955.0235847936721
2001-07-20,949.3784030787505
2001-07-23,945.812982217253
2001-07-24,930.7202765753766
2001-07-25,931.4220015242591
2001-07-26,938.0000189238647
2001-07-27,944.466760214952
2001-07-30,945.538134069565
2001-07-31,952.0396105323547
2001-08-01,952.9123401946332
2001-08-02,951.688185014814
2001-08-03,944.6184223833757
2001-08-06,944.8349656860058
2001-08-07,949.5297923795162
2001-08-08,943.1432113428043
2001-08-09,930.4487951458549
2001-08-10,928.4283415220114
2001-08-13,928.8102510525356
2001-08-14,932.0261816497689
2001-08-15,923.6051928664152
2001-08-16,922.4274808374859
2001-08-17,913.7215408617321
2001-08-20,918.0018562851754
2001-08-21,919.4025455966686
2001-08-22,914.8616985795529
2001-08-23,920.8348173667405
2001-08-24,926.8724432830803
2001-08-27,929.7010660191224
2001-08-28,921.527421170464
2001-08-29,916.4685075802014
2001-08-30,907.1994431251537
2001-08-31,907.5977999573348
2001-09-03,906.6612411170922
2001-09-04,924.8946399854374
2001-09-05,925.8045615180368
2001-09-06,914.2050440346466
2001-09-07,894.5578348498713
2001-09-10,893.6256000298127
2001-09-11,876.5511452776199
2001-09-12,876.4350640191997
2001-09-13,876.3180956027871
2001-09-14,855.2411967404931
2001-09-17,842.2330880015896
2001-09-18,837.3139635457334
2001-09-19,821.5498728923318
2001-09-20,802.564623780408
2001-09-21,788.764196475094
2001-09-24,804.2273277833503
2001-09-25,802.7450040879996
2001-09-26,810.4290013565812
2001-09-27,823.1476517308087
2001-09-28,845.7643651193332
2001-10-01,838.293883608852
2001-10-02,845.5073325883303
2001-10-03,844.5695979139645
2001-10-04,855.8801322386029
2001-10-05,854.976279306542
2001-10-08,851.521821265518
2001-10-09,850.1398471168349
2001-10-10,866.0334318450105
2001-10-11,877.4202133328367
2001-10-12,873.348470316357
2001-10-15,868.250253315006
2001-10-16,870.6449775715948
2001-10-17,872.6392058407853
2001-10-18,865.3086878917849
2001-10-19,866.5658488017424
2001-10-22,878.0380094298959
2001-10-23,880.7254543514393
2001-10-24,877.2183412615472
2001-10-25,875.7744624499558
2001-10-26,884.5383792726869
2001-10-29,865.8511917738906
2001-10-30,851.4706702043088
2001-10-31,860.0615245493394
2001-11-01,865.4991220890794
2001-11-02,867.0232034029293
2001-11-05,880.5638534716794
2001-11-06,884.2983872723808
2001-11-07,882.2244420117106
2001-11-08,891.7664040343501
2001-11-09,891.0449786833718
2001-11-12,885.733519550883
2001-11-13,903.7630445907735
2001-11-14,900.5354678180533
2001-11-15,900.56265986575
2001-11-16,898.8026497996224
2001-11-19,908.209165392156
2001-11-20,905.5085317377543
2001-11-21,909.3586557305435
2001-11-22,908.8418459925372
2001-11-23,914.6484200413147
2001-11-26,911.7444477903204
2001-11-27,906.57641626859
2001-11-28,896.6507272437075
2001-11-29,900.0356997353935
2001-11-30,897.4134387932326
2001-12-03,901.9133984505935
2001-12-04,907.9426494059755
2001-12-05,922.708888603606
2001-12-06,918.1684772448531
2001-12-07,916.9385156220934
2001-12-10,908.9057651353551
2001-12-11,905.0340988492208
2001-12-12,900.1445206370684
2001-12-13,891.5892442471591
2001-12-14,887.5316359798136
2001-12-17,890.5050803458342
2001-12-18,897.630745398489
2001-12-19,902.627096834669
2001-12-20,904.2369787065257
2001-12-21,916.077117585057
2001-12-24,925.1290967624857
2001-12-25,925.8926949313668
2001-12-26,928.2780758635981
2001-12-27,927.7241214656289
2001-12-28,936.0531678521647
2001-12-31,927.8737159036384
2002-01-01,927.8460913635432
2002-01-02,915.4961206893297
2002-01-03,921.5997597450114
2002-01-04,929.759708284715
2002-01-07,930.1615179063078
2002-01-08,926.1379850857038
2002-01-09,928.1873271818693
2002-01-10,922.9813113596084
2002-01-11,923.7027173334543
2002-01-14,918.2943082286554
2002-01-15,925.174531798914
2002-01-16,924.5077519487282
2002-01-17,930.1131662120379
2002-01-18,924.3935543860727
2002-01-21,925.7928936084646
2002-01-22,927.3595135940486
2002-01-23,931.017742845582
2002-01-24,937.6657168544507
2002-01-25,950.7300859274104
2002-01-28,953.9469880568001
2002-01-29,942.4276223368398
2002-01-30,941.7807515176288
2002-01-31,955.3415844823744
2002-02-01,954.8403830739651
2002-02-04,943.7422339265956
2002-02-05,939.8947042018711
2002-02-06,936.4898949607621
2002-02-07,933.621311449983
2002-02-08,937.2996597235012
2002-02-11,939.500969208943
2002-02-12,941.6777084789605
2002-02-13,951.513601260237
2002-02-14,960.1859552532729
2002-02-15,955.4275312312379
2002-02-18,957.0184268993612
2002-02-19,942.6878778607673
2002-02-20,946.9689048440566
2002-02-21,945.486390784278
2002-02-22,944.2740614816123
2002-02-25,954.2804556973598
2002-02-26,958.808289894283
2002-02-27,968.4618856856658
2002-02-28,966.9433374368859
2002-03-01,975.3911153118396
2002-03-04,983.0379704821836
2002-03-05,979.974152758098
2002-03-06,982.4931499882617
2002-03-07,975.888406845852
2002-03-08,977.8834632866821
2002-03-11,981.8915682824797
2002-03-12,986.2539723337258
2002-03-13,981.3313211204942
2002-03-14,977.1804577815589
2002-03-15,981.4806042506541
2002-03-18,985.9659184653829
2002-03-19,988.2631082599473
2002-03-20,982.166077107843
2002-03-21,983.3839263888653
2002-03-22,987.1663786292509
2002-03-25,984.1422903288191
2002-03-26,985.6894370269865
2002-03-27,995.3699394678574
2002-03-28,999.6099801133017
2002-03-29,999.6038181701175
2002-04-01,993.2012560745795
2002-04-02,991.8766261051951
2002-04-03,985.8889467391017
2002-04-04,980.2595584114767
2002-04-05,982.3662575311117
2002-04-08,983.3239753991178
2002-04-09,980.3374799690691
2002-04-10,985.3959962971335
2002-04-11,972.2585279273446
2002-04-12,978.1652264712087
2002-04-15,976.5992639263069
2002-04-16,983.0002882159773
2002-04-17,982.5690159588434
2002-04-18,981.3581114229138
2002-04-19,985.2909509091274
2002-04-22,980.8797678922299
2002-04-23,979.6416230928576
2002-04-24,975.3870875460262
2002-04-25,966.2128102918771
2002-04-26,963.0286135596693
2002-04-29,954.2275168436385
2002-04-30,959.3289909547219
2002-05-01,961.819375981275
2002-05-02,966.8198642374613
2002-05-03,957.5366699200896
2002-05-06,945.2539491305378
2002-05-07,943.2188297044078
2002-05-08,960.0787994704777
2002-05-09,955.3889349760783
2002-05-10,946.526041264506
2002-05-13,955.2761561584343
2002-05-14,970.369869094545
2002-05-15,965.1503516886005
2002-05-16,964.614777037188
2002-05-17,958.5714785068014
2002-05-20,954.1785963816372
2002-05-21,952.848853474472
2002-05-22,950.5734056648697
2002-05-23,957.5596999678656
2002-05-24,952.7594743514314
2002-05-27,954.2972019962413
2002-05-28,944.9131258175116
2002-05-29,939.2090627227641
2002-05-30,928.590315034995
2002-05-31,931.1305080198117
2002-06-03,919.6464311813334
2002-06-04,910.6288192856173
2002-06-05,915.0616533471168
2002-06-06,901.8020424841347
2002-06-07,897.7722146407789
2002-06-10,899.958945605039
2002-06-11,895.6547531062365
2002-06-12,889.0660336852409
2002-06-13,884.1820899160541
2002-06-14,876.6632511931646
2002-06-17,895.7680615607684
2002-06-18,893.4244994759821
2002-06-19,880.273156754161
2002-06-20,870.0957893710228
2002-06-21,860.3911088538377
2002-06-24,849.6638920229561
2002-06-25,853.4856607717695
2002-06-26,833.9439959848115
2002-06-27,845.0554970029514
2002-06-28,849.7804223643992
2002-07-01,842.745396063492
2002-07-02,831.4968996929751
2002-07-03,829.2988922443365
2002-07-04,834.8489776371368
2002-07-05,856.1999943838839
2002-07-08,845.9509134075373
2002-07-09,831.7825177028994
2002-07-10,815.1122029413939
2002-07-11,802.7957779912474
2002-07-12,801.0841113908596
2002-07-15,778.357530917724
2002-07-16,765.1631542754667
2002-07-17,769.2010462631624
2002-07-18,759.7664708216716
2002-07-19,731.1050463095967
2002-07-22,714.9660584628542
2002-07-23,710.6248186020819
2002-07-24,725.7793534574661
2002-07-25,733.3486972331784
2002-07-26,744.3198501565503
2002-07-29,776.5657819774523
2002-07-30,776.8730042865943
2002-07-31,790.2860478374083
2002-08-01,771.8044419349263
2002-08-02,765.7404388323973
2002-08-05,746.6262369676592
2002-08-06,771.9580631860997
2002-08-07,777.1908141020165
2002-08-08,795.4506873941627
2002-08-09,799.2732595551818
2002-08-12,792.3768245948493
2002-08-13,787.6692237388304
2002-08-14,792.5331463250856
2002-08-15,806.4488541110036
2002-08-16,802.5515375241418
2002-08-19,813.2392542302275
2002-08-20,805.4850980047098
