Date,AC FAR EAST MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,998.9525767041384
2001-06-04,998.834420063262
2001-06-05,993.8936671709897
2001-06-06,995.494555076642
2001-06-07,996.6975751238806
2001-06-08,996.4402143566815
2001-06-11,994.2454246231262
2001-06-12,972.6343836109137
2001-06-13,970.830229709882
2001-06-14,961.3715260775435
2001-06-15,952.8143993097298
2001-06-18,948.7917935772431
2001-06-19,951.950948865749
2001-06-20,956.7660485535882
2001-06-21,961.617942672576
2001-06-22,964.5097652895447
2001-06-25,955.068861455431
2001-06-26,958.0508072667799
2001-06-27,954.8568454146236
2001-06-28,956.9537072247527
2001-06-29,974.1771308207504
2001-07-02,970.6908811097702
2001-07-03,973.7695741783158
2001-07-04,969.1446014653866
2001-07-05,976.2051300101176
2001-07-06,957.8288973672345
2001-07-09,950.2997357645759
2001-07-10,945.6077937295119
2001-07-11,932.6927995548225
2001-07-12,951.7776471195317
2001-07-13,942.7082971612625
2001-07-16,934.8238329186885
2001-07-17,932.0172339917839
2001-07-18,902.023973091724
2001-07-19,905.3243971152789
2001-07-20,905.88001699919
2001-07-23,892.0181392804449
2001-07-24,889.6338669842634
2001-07-25,891.4058404949848
2001-07-26,896.2482825542191
2001-07-27,902.5920337220657
2001-07-30,892.3614038192486
2001-07-31,904.8071109912711
2001-08-01,903.642905674743
2001-08-02,915.8582056931529
2001-08-03,904.978191633664
2001-08-06,909.7037641465444
2001-08-07,918.5759486954147
2001-08-08,920.6993917760504
2001-08-09,893.3111150609333
2001-08-10,893.1924724767337
2001-08-13,886.0538562175933
2001-08-14,905.1977085884149
2001-08-15,901.7981537386456
2001-08-16,895.3862453806008
2001-08-17,889.2983227547753
2001-08-20,885.2386637412337
2001-08-21,891.4201286194802
2001-08-22,889.3252120835382
2001-08-23,891.349246849186
2001-08-24,886.9052516794512
2001-08-27,894.8701073556373
2001-08-28,887.6622492126257
2001-08-29,883.264026118811
2001-08-30,875.5004800258145
2001-08-31,876.8831546993891
2001-09-03,866.1614109045602
2001-09-04,891.613312541714
2001-09-05,877.9644722376535
2001-09-06,870.758950360226
2001-09-07,859.4143095251889
2001-09-10,847.1536066225631
2001-09-11,849.8277385589419
2001-09-12,808.317983070077
2001-09-13,813.2183255584201
2001-09-14,816.5949626920185
2001-09-17,789.1853298995079
2001-09-18,792.4756175533574
2001-09-19,799.9323663172372
2001-09-20,795.3735255608345
2001-09-21,785.1043681820119
2001-09-24,781.275747389117
2001-09-25,777.910653885561
2001-09-26,773.9969559014722
2001-09-27,771.2778570778559
2001-09-28,796.964279561667
2001-10-01,799.8513759504707
2001-10-02,804.9193331327723
2001-10-03,793.250279645753
2001-10-04,810.9200637096211
2001-10-05,805.3636617894381
2001-10-08,803.8076840294832
2001-10-09,796.5130966905026
2001-10-10,799.354111775975
2001-10-11,818.7788717692857
2001-10-12,820.2147778395997
2001-10-15,814.7205886163041
2001-10-16,818.5288822005408
2001-10-17,823.7408143953647
2001-10-18,814.2061934322596
2001-10-19,818.7984408674333
2001-10-22,821.836502300777
2001-10-23,834.8485219122949
2001-10-24,834.4465103395929
2001-10-25,836.9499068087383
2001-10-26,835.4585626942883
2001-10-29,814.6098556389555
2001-10-30,806.7794268627515
2001-10-31,808.5191807527997
2001-11-01,804.1958751190672
2001-11-02,801.9680287795815
2001-11-05,810.3385466981747
2001-11-06,816.2460010170646
2001-11-07,802.4484872611981
2001-11-08,816.7760076846116
2001-11-09,811.1725930052534
2001-11-12,806.8657775361964
2001-11-13,808.4161212400398
2001-11-14,807.5326315080449
2001-11-15,821.0060741023739
2001-11-16,810.8202508975189
2001-11-19,820.1349832661589
2001-11-20,819.9356542174619
2001-11-21,831.6800016862431
2001-11-22,824.6362950100167
2001-11-23,826.0062065349556
2001-11-26,834.921265715898
2001-11-27,827.7131692552283
2001-11-28,813.1507798668088
2001-11-29,815.7904911612462
2001-11-30,815.6086981028261
2001-12-03,809.6506954063606
2001-12-04,812.3307224511589
2001-12-05,823.1051620821257
2001-12-06,821.0938376282933
2001-12-07,815.1328525961324
2001-12-10,806.0079719376306
2001-12-11,801.9185661622323
2001-12-12,812.3247073048415
2001-12-13,794.2936324225996
2001-12-14,790.5545187134521
2001-12-17,780.1202090906507
2001-12-18,783.4261986190455
2001-12-19,785.7276206393625
2001-12-20,792.3633495127035
2001-12-21,792.2316870043211
2001-12-24,800.0829139390664
2001-12-25,800.8352217783394
2001-12-26,794.1929064049159
2001-12-27,795.003499615313
2001-12-28,807.536838188576
2001-12-31,804.3673261415663
2002-01-01,804.3673261415663
2002-01-02,788.3516397036964
2002-01-03,792.4299105476504
2002-01-04,807.8129708289025
2002-01-07,812.3455119606023
2002-01-08,798.200616444516
2002-01-09,795.5630137892493
2002-01-10,782.4016745293961
2002-01-11,780.7749950154098
2002-01-14,778.3203230661578
2002-01-15,776.3169565595833
2002-01-16,782.7993683094605
2002-01-17,784.4500421173605
2002-01-18,789.2281380007726
2002-01-21,795.0567532497565
2002-01-22,776.5643096195105
2002-01-23,771.7231547021883
2002-01-24,777.4153166562879
2002-01-25,794.2296065394157
2002-01-28,807.4282377136386
2002-01-29,797.3902663636985
2002-01-30,793.1160103941523
2002-01-31,797.9299353446731
2002-02-01,788.9614043051297
2002-02-04,783.9617191503681
2002-02-05,768.7465890135651
2002-02-06,769.9406984090239
2002-02-07,773.7689168886745
2002-02-08,774.5159791724109
2002-02-11,775.8871286600646
2002-02-12,789.1188259082963
2002-02-13,794.3650795726919
2002-02-14,799.6856019435833
2002-02-15,794.8095932741385
2002-02-18,796.9583057574987
2002-02-19,776.5989895286159
2002-02-20,776.2163801064835
2002-02-21,788.4809295436125
2002-02-22,783.8903079796726
2002-02-25,783.7952253739023
2002-02-26,782.6012101474175
2002-02-27,804.9418801349689
2002-02-28,806.6434226500523
2002-03-01,818.0793021996876
2002-03-04,845.3351871093637
2002-03-05,843.6581035295932
2002-03-06,844.8772169979645
2002-03-07,860.1494975441171
2002-03-08,864.8896294489931
2002-03-11,876.3235229686439
2002-03-12,866.6325969531033
2002-03-13,851.0966520756301
2002-03-14,850.5473823268679
2002-03-15,850.476108925985
2002-03-18,840.3105500599798
2002-03-19,850.5155777647897
2002-03-20,843.9563300741133
2002-03-21,842.7916334278357
2002-03-22,835.738989293645
2002-03-25,838.8680232649995
2002-03-26,838.6911648079987
2002-03-27,844.1309312898418
2002-03-28,848.1611039331884
2002-03-29,834.4929085005565
2002-04-01,822.5020325109615
2002-04-02,827.06993016018
2002-04-03,838.5082912341521
2002-04-04,842.2635187544059
2002-04-05,848.2153610692817
2002-04-08,852.5875642036991
2002-04-09,840.7412038875412
2002-04-10,844.612272863039
2002-04-11,832.5841203595294
2002-04-12,831.9098157184163
2002-04-15,838.1287614695518
2002-04-16,843.2237086153291
2002-04-17,849.3266472794494
2002-04-18,853.7529433712451
2002-04-19,854.9380115298055
2002-04-22,863.1618133709437
2002-04-23,861.7453542782698
