Date,MSCI ACWI Minimum Volatility (USD)
1998-12-31,698.9333989839382
1999-01-01,698.9334576187357
1999-01-04,699.8840215444724
1999-01-05,707.3183006493525
1999-01-06,720.5920435069659
1999-01-07,721.0693302550849
1999-01-08,729.3630408986019
1999-01-11,724.2893348362818
1999-01-12,712.2745524149577
1999-01-13,691.7754239788973
1999-01-14,687.75017991591
1999-01-15,701.0174106770552
1999-01-18,704.3534349152665
1999-01-19,703.536465015095
1999-01-20,706.375863282277
1999-01-21,701.3291864590391
1999-01-22,694.570149341875
1999-01-25,696.6154312371458
1999-01-26,701.2882852060205
1999-01-27,703.2895363317413
1999-01-28,709.1663152395219
1999-01-29,716.1816493988838
1999-02-01,717.3947103083234
1999-02-02,713.2305188204905
1999-02-03,712.5201686843839
1999-02-04,713.7298946403839
1999-02-05,712.0761853130559
1999-02-08,713.1750613389257
1999-02-09,701.9522310352328
1999-02-10,700.4982796725102
1999-02-11,708.0573657793209
1999-02-12,706.0039376657519
1999-02-15,707.1255987851395
1999-02-16,712.0237665511758
1999-02-17,704.7870252148291
1999-02-18,706.5093448327224
1999-02-19,711.3390299606529
1999-02-22,724.0408018047511
1999-02-23,723.691367969381
1999-02-24,723.8862179333913
1999-02-25,715.6371849242028
1999-02-26,718.0186058120455
1999-03-01,719.5421974135463
1999-03-02,717.5379537154358
1999-03-03,719.6099846248247
1999-03-04,726.6220164057055
1999-03-05,739.6307730734566
1999-03-08,738.5192785784218
1999-03-09,738.9695781201546
1999-03-10,739.1141143442931
1999-03-11,751.5641506030855
1999-03-12,750.7769608100078
1999-03-15,753.622918888262
1999-03-16,757.5458609114065
1999-03-17,748.729989250232
1999-03-18,747.4952576622231
1999-03-19,753.5241198583179
1999-03-22,755.2660341394914
1999-03-23,744.3281576703399
1999-03-24,740.8315340540852
1999-03-25,749.0693556860638
1999-03-26,752.8093900174538
1999-03-29,759.0000162617133
1999-03-30,752.7047746434826
1999-03-31,752.8283866109437
1999-04-01,754.8608316360519
1999-04-02,754.9594072617429
1999-04-05,759.8796069154391
1999-04-06,761.0963798031238
1999-04-07,760.7468303803413
1999-04-08,766.6953104373722
1999-04-09,766.6485890768704
1999-04-12,764.821858591694
1999-04-13,769.3214023516445
1999-04-14,770.0521810241416
1999-04-15,773.544657047712
1999-04-16,779.3942045104048
1999-04-19,788.5851615176641
1999-04-20,783.003044172598
1999-04-21,790.3064370833736
1999-04-22,792.9893185197352
1999-04-23,793.6013778830982
1999-04-26,797.0879991089993
1999-04-27,797.2348775633966
1999-04-28,799.7155905337778
1999-04-29,802.3729913209509
1999-04-30,802.1499814875159
1999-05-03,811.6758204850474
1999-05-04,807.4605287826861
1999-05-05,804.2424223934709
1999-05-06,801.2825039474271
1999-05-07,801.1829197292129
1999-05-10,800.1816597367023
1999-05-11,806.6497987364348
1999-05-12,809.149857690763
1999-05-13,815.088450676288
1999-05-14,800.6804363733519
1999-05-17,795.9170373422894
1999-05-18,798.3371153752785
1999-05-19,802.4606885185068
1999-05-20,807.7960513786164
1999-05-21,813.5377478538297
1999-05-24,808.6739213631276
1999-05-25,803.4647900747999
1999-05-26,813.83888610207
1999-05-27,804.2733113641351
1999-05-28,809.3659353548069
1999-05-31,812.7654191764208
1999-06-01,812.2644270727482
1999-06-02,821.4280156963401
1999-06-03,822.9103663389263
1999-06-04,831.3040224813678
1999-06-07,837.1774996293491
1999-06-08,829.2146903098014
1999-06-09,827.7848284854058
1999-06-10,819.8273539712068
1999-06-11,818.1990096204006
1999-06-14,820.7451320180668
1999-06-15,823.9985489348644
1999-06-16,835.9551778034569
1999-06-17,838.9033778730037
