Date,ACWI MINIMUM VOLATILITY (GBP)
2001-05-31,1000.0
2001-06-01,1002.1042482855846
2001-06-04,1004.8773088746372
2001-06-05,1007.5036880482859
2001-06-06,1002.6808547797101
2001-06-07,1000.9576243198128
2001-06-08,1001.5982398853257
2001-06-11,1003.0890357025031
2001-06-12,993.8481176835916
2001-06-13,990.8540778295884
2001-06-14,979.6938087662369
2001-06-15,973.2799131946734
2001-06-18,970.2794662788436
2001-06-19,973.9642294842166
2001-06-20,980.9653471761148
2001-06-21,978.7532710539328
2001-06-22,975.5817393364017
2001-06-25,965.5059410577009
2001-06-26,964.5290107188298
2001-06-27,961.8563662494943
2001-06-28,972.0341006615639
2001-06-29,978.7230598812052
2001-07-02,984.3019207324022
2001-07-03,979.9499115517337
2001-07-04,979.4784339814602
2001-07-05,984.5219315660775
2001-07-06,966.5580615662735
2001-07-09,963.3200156177284
2001-07-10,955.0572524213875
2001-07-11,948.5426153287927
2001-07-12,960.9427077745577
2001-07-13,963.4671319913663
2001-07-16,957.4539514448524
2001-07-17,960.6076617169217
2001-07-18,942.3662988499998
2001-07-19,950.462190856789
2001-07-20,945.9966240302982
2001-07-23,939.9345359690577
2001-07-24,926.8430865440317
2001-07-25,928.0785043679982
2001-07-26,933.8438061763577
2001-07-27,939.2422181873908
2001-07-30,938.6173645516742
2001-07-31,946.8019481601823
2001-08-01,947.3892995074433
2001-08-02,947.9878504604025
2001-08-03,940.560946307451
2001-08-06,941.4023569503299
2001-08-07,947.5558051816442
2001-08-08,942.2283208477004
2001-08-09,927.6576634761661
2001-08-10,925.9567903138247
2001-08-13,923.7843293745267
2001-08-14,929.4194278710652
2001-08-15,921.4271573455259
2001-08-16,918.9677127700469
2001-08-17,909.9822045621232
2001-08-20,913.8265340939217
2001-08-21,916.8709307456511
2001-08-22,913.7804144533793
2001-08-23,919.1382690439027
2001-08-24,924.1273770792433
2001-08-27,926.9682558342988
2001-08-28,919.8384738996801
2001-08-29,914.3478260468422
2001-08-30,904.9778607836719
2001-08-31,906.3607156178507
2001-09-03,903.4638449386222
2001-09-04,924.5021463144544
2001-09-05,923.7892950254768
2001-09-06,913.735533891934
2001-09-07,894.7279814476983
2001-09-10,891.8603326102046
2001-09-11,877.2944261308139
2001-09-12,873.5094332807677
2001-09-13,875.3259135062829
2001-09-14,858.1966775758021
2001-09-17,845.4462609219111
2001-09-18,842.3870466864522
2001-09-19,829.5509167232494
2001-09-20,812.7596587260426
2001-09-21,799.6122401083774
2001-09-24,813.0080704651741
2001-09-25,811.5330287769366
2001-09-26,817.090165341322
2001-09-27,826.4963768518109
2001-09-28,849.9807944238095
2001-10-01,843.3331470681073
2001-10-02,851.0451264922276
2001-10-03,847.1050960731128
2001-10-04,859.6113290548582
2001-10-05,858.3451026138562
2001-10-08,854.8726095702299
2001-10-09,849.978421642221
2001-10-10,864.8602343989361
2001-10-11,876.4560144370931
2001-10-12,873.5144869376464
2001-10-15,867.3975031946552
2001-10-16,869.3412912657112
2001-10-17,872.1719072839925
2001-10-18,864.4179519457753
2001-10-19,865.8861543886801
2001-10-22,875.4147660402956
2001-10-23,879.4696504570487
2001-10-24,876.109048273299
2001-10-25,873.7369419208816
2001-10-26,880.6664654598696
2001-10-29,861.4952761504403
2001-10-30,849.3030008594244
2001-10-31,857.2501754865742
2001-11-01,862.3045991981246
2001-11-02,862.8738357375613
2001-11-05,875.8276608224104
2001-11-06,879.9533873680175
2001-11-07,876.1271298134998
2001-11-08,886.2998879590726
2001-11-09,883.8425681534677
2001-11-12,877.3370670731422
2001-11-13,892.8353635738976
2001-11-14,888.4073889097097
2001-11-15,889.0294798426517
2001-11-16,886.3186781127038
2001-11-19,894.3278196703135
2001-11-20,892.8437823834013
2001-11-21,898.0810081654632
2001-11-22,896.3505839231113
2001-11-23,900.0023212254259
2001-11-26,898.5856249200866
2001-11-27,891.754710635623
2001-11-28,882.5624652825367
2001-11-29,885.8933486127901
2001-11-30,883.5448739595178
2001-12-03,883.8597783346154
2001-12-04,887.7868296722022
2001-12-05,898.7808137260294
2001-12-06,895.0030110870125
2001-12-07,890.4238192626123
2001-12-10,882.7679238182616
2001-12-11,878.6605327420918
2001-12-12,875.7854751149517
2001-12-13,866.6094333229594
2001-12-14,862.8337936073809
2001-12-17,863.7093542620495
2001-12-18,871.2900278361363
2001-12-19,875.8314240729455
2001-12-20,878.6364668739194
2001-12-21,889.466962071225
2001-12-24,898.1580772970145
2001-12-25,898.0544022694579
2001-12-26,898.8063900773515
2001-12-27,899.005934710191
2001-12-28,907.211160737173
2001-12-31,898.8745143690695
2002-01-01,898.875714220322
2002-01-02,885.7038353704153
2002-01-03,891.2594670817147
2002-01-04,899.5132015014317
2002-01-07,898.5847168819087
2002-01-08,892.8641428622886
2002-01-09,893.0547091949023
2002-01-10,887.9561272985663
2002-01-11,889.0435097232316
2002-01-14,884.6247013431587
2002-01-15,891.2991346215748
2002-01-16,891.7746351817135
2002-01-17,896.7044600477516
2002-01-18,893.2652586255422
2002-01-21,894.3718668572451
2002-01-22,892.2074690449683
2002-01-23,892.7516098966354
2002-01-24,898.0699320524755
2002-01-25,909.6025606370771
2002-01-28,915.0213380476415
2002-01-29,902.892875206394
2002-01-30,901.8944049863591
2002-01-31,913.3523675636047
2002-02-01,912.0431319124516
2002-02-04,901.5175909536995
2002-02-05,894.9721000924939
2002-02-06,890.9305711915083
2002-02-07,891.6726185710861
2002-02-08,894.5159436735357
2002-02-11,895.7610093447834
2002-02-12,901.1798016462262
2002-02-13,910.2470083220331
2002-02-14,915.8837727846668
2002-02-15,911.9835674697321
2002-02-18,913.103638118376
2002-02-19,898.2369795355947
2002-02-20,903.1711973236103
2002-02-21,903.7377916868129
2002-02-22,902.8834269066826
2002-02-25,912.0697037410371
2002-02-26,915.0882781360405
2002-02-27,925.8687153668955
2002-02-28,924.8391040540151
2002-03-01,935.1057037193643
