Date,ACWI ex USA IMI GROWTH
1994-05-31,455.5745945092619
1994-06-30,462.86465100355014
1994-07-29,465.68017702327455
1994-08-31,479.3812812179848
1994-09-30,468.53837513354347
1994-10-31,478.5202062322539
1994-11-30,451.75074011026607
1994-12-30,455.7458407248684
1995-01-31,437.04504462641216
1995-02-28,430.07135901376813
1995-03-31,452.4676071328563
1995-04-28,469.4298149953982
1995-05-31,464.308218169952
1995-06-30,458.39702326057517
1995-07-31,484.55973948560705
1995-08-31,469.7700034115462
1995-09-29,478.4155010676958
1995-10-31,464.5463344216347
1995-11-30,473.6734905837787
1995-12-29,490.5244126107708
1996-01-31,494.16288941430213
1996-02-29,495.5389882254706
1996-03-29,507.43407616893927
1996-04-30,524.8610427805459
1996-05-31,519.1896702148205
1996-06-28,521.4091809745697
1996-07-31,499.6423906727233
1996-08-30,503.1462302370435
1996-09-30,512.7595858318718
1996-10-31,505.07067787654194
1996-11-29,516.976719912785
1996-12-31,508.05627567561834
1997-01-01,508.07344431813783
1997-01-02,504.91129778421777
1997-01-03,504.8781286914818
1997-01-06,507.50434358360144
1997-01-07,506.8675108059896
1997-01-08,505.61998495340276
1997-01-09,501.33297473728055
1997-01-10,495.190967933063
1997-01-13,500.45741731558604
1997-01-14,502.13018617117876
1997-01-15,504.31039186747955
1997-01-16,507.4978814280442
1997-01-17,505.4221881200946
1997-01-20,500.7461257201915
1997-01-21,498.10974536318935
1997-01-22,499.9538676658426
1997-01-23,498.28167895638904
1997-01-24,496.06431658984394
1997-01-27,491.3984447304998
1997-01-28,490.5338802134761
1997-01-29,490.9590279786349
1997-01-30,490.8411376878796
1997-01-31,495.7487561417216
1997-02-03,495.65764994837855
1997-02-04,496.5171065072548
1997-02-05,495.01017808216824
1997-02-06,494.29386649964846
1997-02-07,492.5962979488598
1997-02-10,498.56915548927736
1997-02-11,497.5934474385196
1997-02-12,498.4568769349782
1997-02-13,500.3678447625762
1997-02-14,501.77398988540705
1997-02-17,500.8872329725362
1997-02-18,499.892357470486
1997-02-19,500.2311008761181
1997-02-20,504.6295796005029
1997-02-21,507.53567771267757
1997-02-24,509.5640214059874
1997-02-25,511.57271907006225
1997-02-26,508.2248781840809
1997-02-27,508.6750331071887
1997-02-28,504.57792126551567
1997-03-03,502.08837992470694
1997-03-04,503.45173906513764
1997-03-05,502.6204596532067
1997-03-06,502.32948312065685
1997-03-07,503.0047106317819
1997-03-10,505.8555946637971
1997-03-11,507.3780036234606
1997-03-12,503.07180033414517
1997-03-13,499.5438063179021
1997-03-14,499.53603982252974
1997-03-17,497.7908076276609
1997-03-18,498.8248622893114
1997-03-19,498.72789259246645
1997-03-20,493.8392614674866
1997-03-21,497.94928114904803
1997-03-24,495.6826462109379
1997-03-25,498.3390218176177
1997-03-26,501.35181292675156
1997-03-27,502.65187124649134
1997-03-28,501.9145259789115
1997-03-31,500.77972277460196
1997-04-01,493.979176532702
1997-04-02,494.97110486554016
1997-04-03,492.97241845319206
1997-04-04,491.4827891743796
1997-04-07,488.97390510499037
1997-04-08,489.5850735146123
1997-04-09,488.5992999638953
1997-04-10,486.1437079684959
1997-04-11,485.1361585928446
1997-04-14,481.0669277644196
1997-04-15,484.64508744886416
1997-04-16,487.9430956691072
1997-04-17,490.2281537204147
1997-04-18,493.00257092371527
1997-04-21,496.9991975225367
1997-04-22,495.9521000512464
1997-04-23,499.3449562763545
1997-04-24,499.2919194370077
1997-04-25,496.202612738102
1997-04-28,494.53653518905696
1997-04-29,497.24117505057734
1997-04-30,501.5931520152319
1997-05-01,505.6879693622559
1997-05-02,507.2110723606166
1997-05-05,509.6158497835893
1997-05-06,518.3603566173778
1997-05-07,518.8907977366163
1997-05-08,520.9945163909529
1997-05-09,524.6079712082212
1997-05-12,531.4280477024907
1997-05-13,533.6070773898268
1997-05-14,535.8274418454699
1997-05-15,537.1449016892835
1997-05-16,542.0647162683664
1997-05-19,540.4844566940154
1997-05-20,543.468696848845
1997-05-21,542.8033997826253
1997-05-22,539.1434647513455
1997-05-23,542.3789343069462
1997-05-26,542.5577415865638
1997-05-27,540.0876512569903
1997-05-28,542.5161529376458
1997-05-29,542.4546902285801
1997-05-30,537.5241557536343
1997-06-02,539.9450860608894
1997-06-03,541.8689036872114
1997-06-04,542.897209732052
1997-06-05,545.047303520335
1997-06-06,546.3644870705434
1997-06-09,552.4950320859084
1997-06-10,553.3584884606759
1997-06-11,555.4320642504786
1997-06-12,555.3447647926968
1997-06-13,555.8078950089321
1997-06-16,560.0763186236571
1997-06-17,557.3567551380755
1997-06-18,558.098179153745
1997-06-19,559.0390969473018
1997-06-20,559.6398580461322
1997-06-23,559.9083004925023
1997-06-24,561.334875300398
1997-06-25,569.375712805532
1997-06-26,569.7445650040821
1997-06-27,566.0417672232819
1997-06-30,565.759314989804
1997-07-01,566.8622395521578
1997-07-02,567.6784524502544
1997-07-03,573.061786778534
