Date,ACWI ex JAPAN IMI GROWTH
2007-05-31,1000.0
2007-06-01,1006.518545194145
2007-06-04,1009.8465490540705
2007-06-05,1006.5733039361236
2007-06-06,993.7726165419303
2007-06-07,978.6628457925474
2007-06-08,979.8225016512902
2007-06-11,983.6603735403886
2007-06-12,976.4593195568593
2007-06-13,984.3082934562475
2007-06-14,995.8932831866108
2007-06-15,1007.474066149947
2007-06-18,1008.5662437441978
2007-06-19,1007.9870797004643
2007-06-20,1003.4171570120225
2007-06-21,1003.8398564577478
2007-06-22,998.3017036265068
2007-06-25,993.9438170122927
2007-06-26,988.9104009965655
2007-06-27,991.0528071290832
2007-06-28,997.4839118518479
2007-06-29,1000.6664365700493
2007-07-02,1010.5611755656008
2007-07-03,1017.1097066088986
2007-07-04,1020.3939770669199
2007-07-05,1020.857258161702
2007-07-06,1027.3857153034605
2007-07-09,1031.198795080646
2007-07-10,1023.3670218157877
2007-07-11,1026.6633137875315
2007-07-12,1042.1362795001153
2007-07-13,1046.715504475442
2007-07-16,1044.3916314926032
2007-07-17,1044.1341478678476
2007-07-18,1040.0368215974402
2007-07-19,1049.5310904491316
2007-07-20,1042.3466685496799
2007-07-23,1045.9594678133742
2007-07-24,1031.2226109861263
2007-07-25,1024.2529811954419
2007-07-26,1000.4076244015342
2007-07-27,984.0375599377795
2007-07-30,991.3565216737893
2007-07-31,994.1998661582485
2007-08-01,986.1596956772371
2007-08-02,993.7267044182535
2007-08-03,980.1172188681991
2007-08-06,982.0834703106044
2007-08-07,986.9978685632601
2007-08-08,1007.2779746943794
2007-08-09,985.6198181249255
2007-08-10,970.001642419911
2007-08-13,976.6063434049247
2007-08-14,960.1618273560945
2007-08-15,943.8825561434219
2007-08-16,919.1233962467907
2007-08-17,936.5476702500968
2007-08-20,945.8915162531852
2007-08-21,947.9490739363417
2007-08-22,964.7477108370632
2007-08-23,969.9622014852199
2007-08-24,980.1645140177699
2007-08-27,980.2677615099417
2007-08-28,962.3640155328123
2007-08-29,975.0091650849458
2007-08-30,980.0473789455924
2007-08-31,994.6568979195797
2007-09-03,996.0675422143535
2007-09-04,1003.7112415506606
2007-09-05,994.6064200039906
2007-09-06,1001.0603274083644
2007-09-07,986.9783950733995
2007-09-10,981.2850791743949
2007-09-11,997.1784432765908
2007-09-12,999.9583116648225
2007-09-13,1006.7490765133836
2007-09-14,1004.2095238189074
2007-09-17,995.0487006255574
2007-09-18,1014.4515181171547
2007-09-19,1033.0106619990954
2007-09-20,1033.6094266829477
2007-09-21,1039.7232191163655
2007-09-24,1041.3965742590378
2007-09-25,1039.3172658426774
2007-09-26,1045.4385717969742
2007-09-27,1054.0403721576772
2007-09-28,1056.5056831351244
2007-10-01,1067.9583589925044
2007-10-02,1069.4126592208713
2007-10-03,1065.1827902973203
2007-10-04,1064.1809030768443
2007-10-05,1077.9419226393754
2007-10-08,1075.837563997593
2007-10-09,1083.665840329919
2007-10-10,1089.6615871535703
2007-10-11,1092.519203196633
2007-10-12,1093.5609564587253
2007-10-15,1088.3463321170075
2007-10-16,1077.566584956799
2007-10-17,1085.0100957824238
2007-10-18,1087.5929166569051
2007-10-19,1068.015944961999
2007-10-22,1057.686613044487
2007-10-23,1076.2240819476947
2007-10-24,1071.9469181101128
2007-10-25,1079.4906858137795
2007-10-26,1094.219531965951
2007-10-29,1104.1888089199265
2007-10-30,1098.4127285016618
2007-10-31,1112.4396149092331
2007-11-01,1095.512401728694
2007-11-02,1095.9666204949106
2007-11-05,1087.6190014024924
2007-11-06,1101.695125450065
2007-11-07,1090.426145382108
2007-11-08,1082.2352249745684
2007-11-09,1063.960054417903
2007-11-12,1042.0939911589232
2007-11-13,1059.1194227443373
2007-11-14,1065.412510352948
2007-11-15,1050.4578214555368
2007-11-16,1049.2989249332895
2007-11-19,1031.0872061493537
2007-11-20,1039.5254277990948
2007-11-21,1017.9473167295889
2007-11-22,1020.8340580140534
2007-11-23,1033.0148268358025
2007-11-26,1027.1099700442176
2007-11-27,1029.4901532698293
2007-11-28,1053.3031356016957
2007-11-29,1059.8395268872628
2007-11-30,1064.9490112576966
2007-12-03,1060.3406433461826
2007-12-04,1055.1847488394942
2007-12-05,1068.2790905765205
2007-12-06,1076.521542011664
2007-12-07,1080.5478749363385
2007-12-10,1086.4082624550401
2007-12-11,1072.1554354222374
2007-12-12,1075.6735930094233
2007-12-13,1062.1400416600914
2007-12-14,1049.905899805198
2007-12-17,1026.4101122590832
2007-12-18,1029.6964251042768
2007-12-19,1029.8033645220069
2007-12-20,1034.5362607275
2007-12-21,1053.1944249613846
2007-12-24,1061.857571690168
2007-12-25,1061.9105592247645
2007-12-26,1065.854300702131
2007-12-27,1061.5645485034322
2007-12-28,1065.5952956753072
2007-12-31,1060.0675553373833
2008-01-01,1060.102675464279
2008-01-02,1050.5554319735145
2008-01-03,1047.7893870609478
2008-01-04,1025.4301896795148
2008-01-07,1017.6492808237908
2008-01-08,1013.4356738696398
2008-01-09,1013.4454660908675
2008-01-10,1014.2494194151595
2008-01-11,1002.3799132741268
2008-01-14,1012.7906797981834
2008-01-15,987.8403388470949
2008-01-16,966.8306905181269
2008-01-17,952.5825223147331
2008-01-18,948.2017430935686
2008-01-21,916.9989284016344
2008-01-22,914.8765160508999
2008-01-23,913.6762009639017
2008-01-24,943.8052329004735
2008-01-25,945.3458166217629
2008-01-28,947.0139034871949
2008-01-29,954.9082389749979
2008-01-30,948.8913939384221
2008-01-31,958.0789896928013
2008-02-01,977.3622132455716
2008-02-04,977.7319102573832
2008-02-05,947.3593619098056
2008-02-06,940.9449274992073
2008-02-07,933.4447965750434
2008-02-08,937.9576279167288
2008-02-11,940.1802527327867
2008-02-12,956.0320964752833
2008-02-13,964.2243190774099
2008-02-14,964.7095976040929
2008-02-15,959.3439874377573
2008-02-18,964.4520127765658
2008-02-19,970.0241412804652
2008-02-20,967.1355673117386
2008-02-21,968.9626332061314
2008-02-22,969.4404555199019
2008-02-25,983.3866544931393
2008-02-26,994.4635821060702
2008-02-27,1002.3806582182148
2008-02-28,996.4863160756809
2008-02-29,976.3158735765533
2008-03-03,969.0250772993005
2008-03-04,963.1613545508892
2008-03-05,974.0828305470552
2008-03-06,964.8275174666152
2008-03-07,952.1519834499633
2008-03-10,934.0018444412087
2008-03-11,951.7946856633031
2008-03-12,958.421260481964
2008-03-13,957.8192747928688
2008-03-14,946.7268326867794
2008-03-17,920.6925963075465
2008-03-18,949.3208166251819
2008-03-19,929.9759614260722
2008-03-20,925.8510230435073
2008-03-21,926.5197552981148
2008-03-24,939.6660203004617
2008-03-25,961.5515225070718
2008-03-26,962.8076042874854
2008-03-27,961.7154422593843
2008-03-28,956.9111384693567
2008-03-31,959.8211739036058
2008-04-01,978.0313290322009
2008-04-02,984.3476430731522
2008-04-03,987.5912449338189
2008-04-04,995.2590591314168
2008-04-07,999.8736675934733
