Date,ZHONG HUA IMI GROWTH
2007-05-31,1000.0
2007-06-01,1010.6894476582027
2007-06-04,1009.1638905814791
2007-06-05,1010.903951475192
2007-06-06,1012.4926487865389
2007-06-07,1010.2017581725856
2007-06-08,996.8108666083301
2007-06-11,1002.6402808344869
2007-06-12,1002.7845297643781
2007-06-13,1005.5373683249189
2007-06-14,1022.3976647081456
2007-06-15,1035.3100107883479
2007-06-18,1065.4647226385628
2007-06-19,1065.5584183874278
2007-06-20,1066.4865027501824
2007-06-21,1083.9284680660949
2007-06-22,1086.45892961147
2007-06-25,1076.1570962732458
2007-06-26,1070.4712251914327
2007-06-27,1068.7237137948307
2007-06-28,1080.6897866716415
2007-06-29,1079.174210398253
2007-07-02,1079.181571871628
2007-07-03,1104.5601201677462
2007-07-04,1113.4049979764216
2007-07-05,1125.9331613822371
2007-07-06,1137.118411001653
2007-07-09,1165.7197796285516
2007-07-10,1174.7497117307205
2007-07-11,1158.8205085996394
2007-07-12,1160.0124831855974
2007-07-13,1177.3737605279598
2007-07-16,1170.1198401608794
2007-07-17,1175.926113059575
2007-07-18,1163.7613549530547
2007-07-19,1169.9572620171634
2007-07-20,1194.1343017312154
2007-07-23,1207.845772281563
2007-07-24,1222.8937107689806
2007-07-25,1216.9895275074607
2007-07-26,1212.1052674696405
2007-07-27,1169.959638906656
2007-07-30,1179.2428845521922
2007-07-31,1205.6027589733087
2007-08-01,1163.1615118515758
2007-08-02,1154.0537992048394
2007-08-03,1158.388840869459
2007-08-06,1115.3797219482005
2007-08-07,1109.1679442337734
2007-08-08,1147.9209035947426
2007-08-09,1155.9660383499006
2007-08-10,1122.3181378268666
2007-08-13,1122.593217823838
2007-08-14,1126.621650169613
2007-08-15,1091.203516003969
2007-08-16,1039.0815415144411
2007-08-17,1004.3933759145918
2007-08-20,1075.9360613144154
2007-08-21,1104.4087634810587
2007-08-22,1135.822966045136
2007-08-23,1170.3536437869434
2007-08-24,1174.2437906599318
2007-08-27,1223.8780806963198
2007-08-28,1216.2515283764
2007-08-29,1189.8072985904512
2007-08-30,1216.7561379549288
2007-08-31,1250.538204106322
2007-09-03,1253.9413238351312
2007-09-04,1259.4929702883737
2007-09-05,1267.9615366074802
2007-09-06,1276.6476998303813
2007-09-07,1288.2769426584782
2007-09-10,1296.5027233242176
2007-09-11,1288.7609613731875
2007-09-12,1305.531982531762
2007-09-13,1314.0997984742144
2007-09-14,1335.6235935855675
2007-09-17,1324.8833663678943
2007-09-18,1325.5611503983419
2007-09-19,1376.1760150270936
2007-09-20,1389.7281756006478
2007-09-21,1398.3576060520586
2007-09-24,1436.47239969357
2007-09-25,1432.9392013573736
2007-09-26,1433.6530854015487
2007-09-27,1461.9617848736357
2007-09-28,1478.9153954401272
2007-10-01,1478.7181612958975
2007-10-02,1549.208674381002
2007-10-03,1507.3350062931863
2007-10-04,1462.5618384193403
2007-10-05,1518.6604719503787
2007-10-08,1526.6379364800675
2007-10-09,1545.3920115080073
2007-10-10,1578.043247388497
2007-10-11,1621.2325620713584
2007-10-12,1597.1817514093514
2007-10-15,1608.0161089343223
2007-10-16,1586.2974888725632
2007-10-17,1588.449797748596
2007-10-18,1601.783379420192
2007-10-19,1602.6091538638711
2007-10-22,1542.8549339945696
2007-10-23,1585.5648710403066
2007-10-24,1589.3706183415225
