Date,GOLDEN DRAGON IMI GROWTH
2007-05-31,1000.0
2007-06-01,1012.086539544929
2007-06-04,1014.8435622271078
2007-06-05,1017.3429879366945
2007-06-06,1018.9080687764758
2007-06-07,1020.0497173634997
2007-06-08,1009.8234244066954
2007-06-11,1015.5564483512263
2007-06-12,1018.102812592626
2007-06-13,1015.5766244337906
2007-06-14,1032.5203362239597
2007-06-15,1046.3632189444108
2007-06-18,1064.4359059976248
2007-06-19,1064.867084889337
2007-06-20,1073.2411603404546
2007-06-21,1091.1274956430111
2007-06-22,1094.7951791908185
2007-06-25,1090.8049988019284
2007-06-26,1080.9827568150101
2007-06-27,1079.512155966346
2007-06-28,1089.8007131150314
2007-06-29,1088.6335225443895
2007-07-02,1091.8931352197137
2007-07-03,1110.0168232797532
2007-07-04,1119.6830157004472
2007-07-05,1132.7991716792317
2007-07-06,1141.4549910697426
2007-07-09,1170.4378410271331
2007-07-10,1177.4902990514104
2007-07-11,1163.1125447731192
2007-07-12,1162.4374253280696
2007-07-13,1178.3544778893772
2007-07-16,1164.2957172231527
2007-07-17,1173.1416847874639
2007-07-18,1160.2859920323094
2007-07-19,1165.1346646162115
2007-07-20,1188.1676065197466
2007-07-23,1196.7026163589262
2007-07-24,1214.4318941346526
2007-07-25,1208.8243355041125
2007-07-26,1197.1067328936763
2007-07-27,1151.1208687737449
2007-07-30,1155.3578521995653
2007-07-31,1183.2221287603404
2007-08-01,1136.106254015254
2007-08-02,1136.3910255934393
2007-08-03,1143.2502914638158
2007-08-06,1109.381204683898
2007-08-07,1098.0488136691
2007-08-08,1134.8433802510183
2007-08-09,1146.017771670042
2007-08-10,1110.909519899837
2007-08-13,1109.1233627755528
2007-08-14,1108.7375904689275
2007-08-15,1069.8477027821625
2007-08-16,1017.3377277151857
2007-08-17,994.5454456361103
2007-08-20,1060.7599378103018
2007-08-21,1076.2345791653177
2007-08-22,1094.9587577038662
2007-08-23,1129.8973979366006
2007-08-24,1129.2170637900783
2007-08-27,1161.9975475443143
2007-08-28,1158.1561146170245
2007-08-29,1135.1002597539584
2007-08-30,1156.8655470770607
2007-08-31,1186.507607440011
2007-09-03,1187.531266576304
2007-09-04,1187.6933609705832
2007-09-05,1193.2615002756124
2007-09-06,1203.298552545478
2007-09-07,1212.271834752302
2007-09-10,1213.4711507996033
2007-09-11,1211.8922869060957
2007-09-12,1223.3429238960082
2007-09-13,1223.6488055111897
2007-09-14,1240.925019391919
2007-09-17,1225.8112054533717
2007-09-18,1226.2350595764535
2007-09-19,1256.346236739684
2007-09-20,1267.2277035524276
2007-09-21,1279.6658372551324
2007-09-24,1303.5498849735125
2007-09-25,1300.991618273825
2007-09-26,1306.6373024359425
2007-09-27,1335.2438240254396
2007-09-28,1349.4236198170122
2007-10-01,1351.3576440912175
2007-10-02,1401.771581691124
2007-10-03,1378.8911143796975
2007-10-04,1349.6765403188647
2007-10-05,1381.589385385552
2007-10-08,1391.4051232702543
2007-10-09,1401.0303742447904
2007-10-10,1421.1046998101147
2007-10-11,1447.6271340814228
2007-10-12,1421.3825218688148
2007-10-15,1430.895388692696
2007-10-16,1419.5033842074768
2007-10-17,1420.46332903828
2007-10-18,1435.9336388536406
2007-10-19,1434.8962511884208
2007-10-22,1387.1963423461573
2007-10-23,1421.5658529809018
2007-10-24,1419.2616445134909
2007-10-25,1434.7154774920975
2007-10-26,1450.7048468552025
2007-10-29,1488.3291489141138
2007-10-30,1490.6147319335835
2007-10-31,1480.3579681518183
2007-11-01,1484.4299968271298
2007-11-02,1437.2340193412203
2007-11-05,1394.9302147271562
2007-11-06,1406.6518228129887
2007-11-07,1420.947981527323
2007-11-08,1375.5849389104721
2007-11-09,1367.2724116603015
2007-11-12,1306.4072908700232
2007-11-13,1305.6495466570077
2007-11-14,1359.9820249970164
2007-11-15,1346.0526078715316
2007-11-16,1304.1698022301364
2007-11-19,1294.9377649264718
2007-11-20,1305.883629597943
2007-11-21,1257.9609384071455
2007-11-22,1229.3501100599703
2007-11-23,1228.2170322369461
2007-11-26,1270.0039748033714
2007-11-27,1253.8420400419968
2007-11-28,1257.118870814036
2007-11-29,1301.2480300308255
2007-11-30,1321.6885090867515
2007-12-03,1325.5106435777566
2007-12-04,1331.7895452380583
2007-12-05,1347.9956375479392
2007-12-06,1350.2594620716725
2007-12-07,1334.1523387447778
2007-12-10,1310.6024455179859
2007-12-11,1327.44584864774
2007-12-12,1293.6502535337004
2007-12-13,1249.8761104361483
2007-12-14,1229.9027705840263
2007-12-17,1180.4750517362695
2007-12-18,1182.0407708858927
2007-12-19,1209.2235918458518
2007-12-20,1205.0848306013202
2007-12-21,1230.7607937769646
2007-12-24,1260.7595277248452
2007-12-25,1262.7480123532423
2007-12-26,1261.084428812196
2007-12-27,1268.0329884640648
2007-12-28,1260.1007432651743
2007-12-31,1280.425075984788
2008-01-01,1280.425075984788
2008-01-02,1265.9645714195815
2008-01-03,1235.459401509385
2008-01-04,1250.4019779032326
2008-01-07,1215.047320996242
2008-01-08,1211.4699424850955
2008-01-09,1231.1349584891984
2008-01-10,1221.5377677739284
2008-01-11,1212.4521681705266
2008-01-14,1194.411583346255
2008-01-15,1186.8336690386313
2008-01-16,1123.7041906954532
2008-01-17,1133.8909765641301
2008-01-18,1139.0142157740909
2008-01-21,1089.1768863326292
2008-01-22,993.3210619172976
2008-01-23,1036.9367941042012
2008-01-24,1033.2221443684168
2008-01-25,1098.086004668029
2008-01-28,1054.3761413616583
2008-01-29,1064.4113185461702
2008-01-30,1038.0346370575771
2008-01-31,1035.680277350122
2008-02-01,1064.1641745435888
2008-02-04,1102.2978993225422
2008-02-05,1098.5102064219059
2008-02-06,1058.9297417738674
2008-02-07,1059.0341780621652
2008-02-08,1059.061427375468
2008-02-11,1036.407211217795
2008-02-12,1037.860353822446
2008-02-13,1044.3879884610583
2008-02-14,1087.3637424321935
2008-02-15,1100.716427904755
2008-02-18,1094.6677920459065
2008-02-19,1114.4113567111335
2008-02-20,1093.4127961251697
2008-02-21,1102.2013860886295
2008-02-22,1093.0918267888674
2008-02-25,1094.2043761926261
2008-02-26,1104.491445967736
2008-02-27,1141.2426076827462
2008-02-28,1146.577416770062
2008-02-29,1138.9060632112967
2008-03-03,1104.690513463266
2008-03-04,1097.1029069495012
2008-03-05,1085.0789399504415
2008-03-06,1107.3686323197958
2008-03-07,1078.94834837911
2008-03-10,1057.871587234902
2008-03-11,1063.4294679025315
2008-03-12,1077.6829869516166
2008-03-13,1032.213155414853
2008-03-14,1017.4350783124607
2008-03-17,962.980682429615
2008-03-18,956.5050685971776
2008-03-19,983.543297179837
2008-03-20,962.1769153973353
2008-03-21,972.6370128812788
2008-03-24,992.3922045519835
2008-03-25,1036.998913053726
2008-03-26,1045.6517221408435
2008-03-27,1037.5678229471241
2008-03-28,1061.0894077509508
2008-03-31,1048.8155873628752
2008-04-01,1045.026696278812
2008-04-02,1080.7996683258916
2008-04-03,1096.5124267147305
2008-04-04,1096.5569015344402
2008-04-07,1114.835318747035
2008-04-08,1103.7092795528326
2008-04-09,1085.0111878472244
2008-04-10,1100.4816561228088
2008-04-11,1115.6467525909816
2008-04-14,1081.4858540553653
2008-04-15,1081.827539441677
2008-04-16,1083.554669137223
2008-04-17,1098.2137681010272
2008-04-18,1089.2812825864278
2008-04-21,1110.5301907449689
2008-04-22,1124.338764056446
2008-04-23,1137.217777624598
2008-04-24,1163.4360720655854
2008-04-25,1156.7811105266596
2008-04-28,1160.3635609684159
2008-04-29,1156.9065854049863
2008-04-30,1155.090266914299
2008-05-01,1155.2177441301749
2008-05-02,1178.8603692415354
2008-05-05,1174.2866607169667
2008-05-06,1178.6798551304328
2008-05-07,1156.9344707645669
2008-05-08,1139.2239050174576
2008-05-09,1128.187749575501
2008-05-12,1127.250815072382
2008-05-13,1147.509475774719
2008-05-14,1148.427933560672
2008-05-15,1157.9427401379473
2008-05-16,1165.8717896302785
2008-05-19,1176.967809960707
2008-05-20,1148.7342197240268
2008-05-21,1149.2344574022263
2008-05-22,1136.914173868104
2008-05-23,1117.1913951739857
2008-05-26,1093.8275840507433
2008-05-27,1105.2898030224283
2008-05-28,1100.5682404345207
2008-05-29,1106.6994141756666
2008-05-30,1111.1590603888553
2008-06-02,1128.8155742903107
2008-06-03,1108.1503379438043
2008-06-04,1103.7764830657804
2008-06-05,1108.091997553277
2008-06-06,1112.5802225983537
2008-06-09,1103.1024244875953
2008-06-10,1059.8955239063353
2008-06-11,1054.5022783070842
2008-06-12,1027.224809193857
2008-06-13,1017.1945976570486
2008-06-16,1033.9300586123077
2008-06-17,1037.3227054956635
2008-06-18,1048.0374076640721
2008-06-19,1022.4161195081726
2008-06-20,1014.0524608811394
2008-06-23,1008.6822188948537
2008-06-24,993.0336618284331
2008-06-25,1002.9037525244032
2008-06-26,994.2028194806501
2008-06-27,967.1891995100151
2008-06-30,966.7008249214787
2008-07-01,961.3354509477531
2008-07-02,945.5629430287613
2008-07-03,930.87076129706
2008-07-04,930.8915248418607
2008-07-07,953.8338522241447
2008-07-08,923.2688163649127
2008-07-09,940.9506209325681
2008-07-10,944.6628501295648
2008-07-11,969.9477045211456
2008-07-14,960.7954825054366
2008-07-15,919.4570270267108
2008-07-16,914.6257927276993
2008-07-17,942.4799843907866
2008-07-18,940.8813903735867
2008-07-21,970.6034169683625
2008-07-22,967.2771176620756
2008-07-23,991.9911588446347
2008-07-24,996.2357110587787
2008-07-25,976.710775644807
2008-07-28,975.7607606131334
2008-07-29,949.3074432921601
2008-07-30,962.7538179409801
2008-07-31,959.2091846450554
2008-08-01,959.120851329088
2008-08-04,947.3693546871385
2008-08-05,919.4361574783607
2008-08-06,932.0249232851398
2008-08-07,931.8169647412136
2008-08-08,930.3108290648189
2008-08-11,932.4424757240718
2008-08-12,925.9147385194757
2008-08-13,915.5424862528859
2008-08-14,918.3520217469138
2008-08-15,905.2438391477642
2008-08-18,886.0281300084353
2008-08-19,870.5895045579791
2008-08-20,892.7440445374848
2008-08-21,875.0421435010581
2008-08-22,874.1018528893775
2008-08-25,897.353544448632
2008-08-26,894.2644469456317
2008-08-27,915.4037856916807
2008-08-28,896.5796586001773
2008-08-29,902.5691224117605
2008-09-01,877.167827259285
2008-09-02,869.2445411787521
2008-09-03,851.698322372309
2008-09-04,833.5966017664068
2008-09-05,815.0253565453933
2008-09-08,853.3821095917251
2008-09-09,828.6887510803128
2008-09-10,813.3036405367665
2008-09-11,780.839048586304
2008-09-12,783.2896869399619
2008-09-15,771.299786738983
2008-09-16,731.7421724836958
2008-09-17,716.9197276148533
2008-09-18,706.3074160275078
2008-09-19,770.3709456198301
2008-09-22,786.437024900643
2008-09-23,764.5246368001058
2008-09-24,759.8713495461748
2008-09-25,753.7847354625908
2008-09-26,738.6567112485141
2008-09-29,718.0075477608776
2008-09-30,708.4467614618565
2008-10-01,710.9904143507042
2008-10-02,713.8073841017455
2008-10-03,703.8447939020583
2008-10-06,663.8371419317338
2008-10-07,664.3936757259771
2008-10-08,611.2409360184798
2008-10-09,620.1726438494069
2008-10-10,590.3375881885285
2008-10-13,625.2052742367401
2008-10-14,658.2771525991717
2008-10-15,631.7627093816668
2008-10-16,601.4848654521742
2008-10-17,582.2865143310037
2008-10-20,600.8540889336897
2008-10-21,592.6890881109092
2008-10-22,564.9304067409382
2008-10-23,543.9486741702154
2008-10-24,512.3757739442107
2008-10-27,464.8677546213832
2008-10-28,494.78390594003986
2008-10-29,504.2595145368391
2008-10-30,559.7847301050186
2008-10-31,565.2763678309165
2008-11-03,582.3222025918484
2008-11-04,582.6929362850532
2008-11-05,597.8477230037374
2008-11-06,556.0078144362263
2008-11-07,568.3772032444743
2008-11-10,584.1343631217782
2008-11-11,562.4687767706117
2008-11-12,560.1708824024247
2008-11-13,530.8454582595898
2008-11-14,539.9700486943308
2008-11-17,535.1652918765395
2008-11-18,509.46206850077306
2008-11-19,502.6994369653004
2008-11-20,479.3115686659364
2008-11-21,494.3254043475285
2008-11-24,488.9704898460534
2008-11-25,506.4572001487823
2008-11-26,517.5138508747008
2008-11-27,531.2460209456385
2008-11-28,537.5433816815595
2008-12-01,546.3572066504154
2008-12-02,522.5098677528277
2008-12-03,524.1661034051214
2008-12-04,522.0831856891713
2008-12-05,529.2406190479237
2008-12-08,570.0357627701608
2008-12-09,567.3785978788562
2008-12-10,599.456331130572
2008-12-11,601.9922080043684
2008-12-12,571.1066276074575
2008-12-15,586.9179443637721
2008-12-16,592.3907988021356
2008-12-17,605.919962366102
2008-12-18,616.0492049178852
2008-12-19,609.0023417707016
2008-12-22,586.7386724094263
2008-12-23,568.4267552416284
2008-12-24,568.264729692154
2008-12-25,567.6605108018699
2008-12-26,568.1783774149324
2008-12-29,573.0678976860494
2008-12-30,579.3660643135369
2008-12-31,584.4682450422212
2009-01-01,584.4682450422212
2009-01-02,599.7845826323298
2009-01-05,619.8278860049991
2009-01-06,620.5222891064604
2009-01-07,610.2007011836429
2009-01-08,580.5567745676406
2009-01-09,577.1940221060477
2009-01-12,564.008849369786
2009-01-13,560.5487794860501
2009-01-14,564.0491828238686
2009-01-15,544.3718044667147
2009-01-16,550.0503781748852
2009-01-19,553.364336342341
2009-01-20,541.5535817560828
2009-01-21,531.6972226242993
2009-01-22,532.4199266103701
2009-01-23,529.1319107225054
2009-01-26,529.1459418513484
2009-01-27,528.9963324108334
2009-01-28,529.0454094050037
2009-01-29,542.5149346854588
2009-01-30,549.1831359570642
2009-02-02,540.233320978952
2009-02-03,543.4223867575876
2009-02-04,553.2012555300805
2009-02-05,555.035886232752
2009-02-06,571.3163752427495
2009-02-09,576.439345287184
2009-02-10,578.6325522825438
2009-02-11,575.1548772697075
2009-02-12,562.6727352999445
2009-02-13,576.7976698929986
2009-02-16,574.9217335821417
2009-02-17,553.9098720361955
2009-02-18,557.3816427946972
2009-02-19,561.6836179814211
2009-02-20,548.325668274548
2009-02-23,564.9007507743972
2009-02-24,551.5082669837956
2009-02-25,558.9424253852943
2009-02-26,552.6680890141873
2009-02-27,550.3339492716323
2009-03-02,529.4053846889274
2009-03-03,531.2509238931109
2009-03-04,549.812201156686
2009-03-05,550.1428197949679
2009-03-06,546.9279855608754
2009-03-09,538.4210665874725
2009-03-10,544.3313062480231
2009-03-11,555.29059267195
2009-03-12,556.0486149676453
2009-03-13,575.4934068003463
2009-03-16,591.9783359049725
2009-03-17,588.1477310537709
2009-03-18,593.9628429002007
2009-03-19,598.5148709552161
2009-03-20,586.8575952380065
2009-03-23,613.8221078075236
2009-03-24,624.7677647203074
2009-03-25,621.5559124974483
2009-03-26,636.5010658142575
2009-03-27,637.2015898859269
2009-03-30,610.922677100854
2009-03-31,616.7674188892777
2009-04-01,618.8172378789343
2009-04-02,651.405699260987
2009-04-03,654.6228652511926
2009-04-06,663.8583844171308
2009-04-07,659.7053948576068
2009-04-08,640.6996563013132
2009-04-09,660.9204483361981
2009-04-10,663.0959147196105
2009-04-13,666.8942724987794
2009-04-14,685.8819879946157
2009-04-15,688.289869991464
2009-04-16,690.1707507638494
2009-04-17,682.4130833709793
2009-04-20,691.0220897221968
2009-04-21,682.6501037521753
2009-04-22,672.236720884178
2009-04-23,683.7064254255457
2009-04-24,687.4560115118932
2009-04-27,667.3921671069952
2009-04-28,656.40255584615
2009-04-29,671.5963153803481
2009-04-30,705.1400301511468
2009-05-01,705.1460474324881
2009-05-04,746.4092791854113
2009-05-05,748.1845543830752
2009-05-06,764.691279408179
2009-05-07,769.3351005884452
2009-05-08,776.1546811895467
2009-05-11,769.8869007578279
2009-05-12,759.7441741036331
2009-05-13,766.812779323457
2009-05-14,748.9072221273888
2009-05-15,760.8565818210483
2009-05-18,774.4683126942227
2009-05-19,790.4003568608084
2009-05-20,792.2460959116405
