Date,AC ASIA IMI GROWTH
1994-05-31,1115.7610596874438
1994-06-30,1162.2930581830342
1994-07-29,1134.1714121245968
1994-08-31,1153.342218952074
1994-09-30,1125.386143081459
1994-10-31,1148.0624619109128
1994-11-30,1068.847326452748
1994-12-30,1081.1880992168683
1995-01-31,1012.8347452979726
1995-02-28,970.2804133474475
1995-03-31,1037.0659040538785
1995-04-28,1077.1019655107032
1995-05-31,1036.3224344164526
1995-06-30,991.2008036884382
1995-07-31,1056.4571132007852
1995-08-31,1014.2509659452979
1995-09-29,1020.2720697573878
1995-10-31,972.2484547726016
1995-11-30,1011.5992574202467
1995-12-29,1059.272461415936
1996-01-31,1055.355191793218
1996-02-29,1041.7535358009109
1996-03-29,1075.6656432389284
1996-04-30,1135.969489665998
1996-05-31,1095.6605609546395
1996-06-28,1091.2022501260587
1996-07-31,1027.380785256991
1996-08-30,1001.2233713302063
1996-09-30,1023.6012517147357
1996-10-31,966.3616176279032
1996-11-29,973.0581133130846
1996-12-31,918.3540583454549
1997-01-01,918.4340538408882
1997-01-02,919.5766526511723
1997-01-03,917.6945058736445
1997-01-06,926.0451234112646
1997-01-07,917.4804369395794
1997-01-08,908.4729410397255
1997-01-09,886.907854851486
1997-01-10,865.2982066502608
1997-01-13,881.1249190542021
1997-01-14,878.5454276861192
1997-01-15,881.5425673276305
1997-01-16,889.4700999963226
1997-01-17,883.6445446451092
1997-01-20,869.1025938148624
1997-01-21,862.645405168547
1997-01-22,870.1541526187909
1997-01-23,862.1859105167861
1997-01-24,858.1260296563489
1997-01-27,842.8538869796213
1997-01-28,841.2320787979386
1997-01-29,845.5724545315359
1997-01-30,838.2542984215784
1997-01-31,849.8362561078786
1997-02-03,847.7284860026182
1997-02-04,849.5702702923163
1997-02-05,836.1858579099652
1997-02-06,833.4587200747009
1997-02-07,824.1477558678979
1997-02-10,837.8287855880053
1997-02-11,836.512053548448
1997-02-12,839.3006887744439
1997-02-13,842.6671254430198
1997-02-14,846.6239372254672
1997-02-17,847.2011002310592
1997-02-18,842.5288401815353
1997-02-19,843.6560535059492
1997-02-20,864.2638856886955
1997-02-21,874.2429793593966
1997-02-24,875.9936845396008
1997-02-25,877.7672279028878
1997-02-26,872.9177825070554
1997-02-27,878.265504327671
1997-02-28,868.5549453670689
1997-03-03,863.4375842973818
1997-03-04,862.3613105874556
1997-03-05,857.6587407970912
1997-03-06,847.3937442939099
1997-03-07,848.6810854444644
1997-03-10,846.6068963892719
1997-03-11,850.2640373114017
1997-03-12,843.4533410694584
1997-03-13,833.4524932566957
1997-03-14,829.6019624720665
1997-03-17,831.332364434196
1997-03-18,842.0023481559947
1997-03-19,842.7891511745244
1997-03-20,838.2068514137774
1997-03-21,846.5340608210478
1997-03-24,838.6126337001621
1997-03-25,840.2212096045936
1997-03-26,843.4937494592264
1997-03-27,839.5589875626113
1997-03-28,835.7118248236169
1997-03-31,829.6791258300163
1997-04-01,826.6954496275129
1997-04-02,835.413218290304
1997-04-03,833.6841031874404
1997-04-04,823.1607836501888
1997-04-07,809.9313824690222
1997-04-08,813.898334962311
1997-04-09,804.3520035583093
1997-04-10,793.5150533621999
1997-04-11,798.8803550399941
1997-04-14,790.3342385078113
1997-04-15,794.7950210079825
1997-04-16,806.1167230469197
1997-04-17,810.0773741640977
1997-04-18,819.3844987850873
1997-04-21,830.4683588990474
1997-04-22,826.5927738158057
1997-04-23,834.725100000179
1997-04-24,832.5466743079768
1997-04-25,828.7096242522368
1997-04-28,822.8351117637518
1997-04-29,819.6339866813114
1997-04-30,834.0124314613558
1997-05-01,844.5902181878371
1997-05-02,848.0121601818294
1997-05-05,850.6481680141495
1997-05-06,874.1914017635017
1997-05-07,875.0147037970892
1997-05-08,878.0356066573889
1997-05-09,883.1197345579754
1997-05-12,905.7304582764817
1997-05-13,907.2044359550871
1997-05-14,914.6093884594274
1997-05-15,917.2486344553643
1997-05-16,930.7895702566678
1997-05-19,931.7533110633775
1997-05-20,943.4148494804833
1997-05-21,926.8968926562213
1997-05-22,917.9705910637105
1997-05-23,927.7566283981103
1997-05-26,925.5142161860529
1997-05-27,919.9418576079036
1997-05-28,935.4194146614021
1997-05-29,934.2257281769389
1997-05-30,929.0322693733165
1997-06-02,937.401373641173
1997-06-03,940.5912570422806
1997-06-04,944.2734896288168
1997-06-05,946.5038372030295
1997-06-06,943.1866634920989
1997-06-09,957.7372795224298
1997-06-10,959.1867103491151
1997-06-11,965.6170635781863
1997-06-12,954.9637988600406
1997-06-13,953.136680626305
1997-06-16,968.789345971855
1997-06-17,966.6323244953729
1997-06-18,966.199849048701
1997-06-19,961.6318435640698
1997-06-20,960.6898510716188
1997-06-23,955.5218550183274
1997-06-24,958.2089506500629
1997-06-25,977.2650436628901
1997-06-26,979.4650976719954
1997-06-27,969.6183915410728
1997-06-30,976.0420296642587
1997-07-01,963.8877341904422
1997-07-02,966.3780217636051
1997-07-03,968.864000117995
1997-07-04,963.7442016251166
1997-07-07,960.8152169732534
1997-07-08,962.1259464051478
1997-07-09,958.5192004218069
1997-07-10,959.346407963242
1997-07-11,960.1036045374073
1997-07-14,968.6013539721482
1997-07-15,957.1934074400062
1997-07-16,967.1413020695766
1997-07-17,970.5007083955009
1997-07-18,966.9269293867819
1997-07-21,964.8971596310423
1997-07-22,961.3338329144323
1997-07-23,960.9377885812158
1997-07-24,966.4112776503592
1997-07-25,966.0808084263718
1997-07-28,967.0708022731155
1997-07-29,966.3143936659452
1997-07-30,958.3639891373431
1997-07-31,963.114137833646
1997-08-01,952.1170049449934
1997-08-04,944.9898688743018
1997-08-05,931.3281389700661
1997-08-06,947.2110321902245
1997-08-07,942.1298988525447
1997-08-08,961.073756776149
1997-08-11,934.4165581619802
1997-08-12,939.285502681346
1997-08-13,943.3466345650959
1997-08-14,936.0860474533733
1997-08-15,940.3521565940197
1997-08-18,928.5900385718386
1997-08-19,917.5849827423428
1997-08-20,926.8811258583233
1997-08-21,928.5854929705255
1997-08-22,909.6479236506598
1997-08-25,899.3873327808667
1997-08-26,903.7883030056847
1997-08-27,889.6856111386925
1997-08-28,874.8747677012389
1997-08-29,853.1591069764227
1997-09-01,831.4679852878162
1997-09-02,831.3617430996914
1997-09-03,855.8479015796293
1997-09-04,851.3607027830058
1997-09-05,860.171056253226
1997-09-08,863.742232263979
1997-09-09,877.3590199809839
1997-09-10,874.0411265247304
1997-09-11,854.8719090162708
1997-09-12,843.0297002534159
1997-09-15,845.1147497250287
1997-09-16,838.4543539631078
1997-09-17,833.3765337322299
1997-09-18,830.1648328069689
1997-09-19,834.4325331065718
1997-09-22,833.4029483557589
1997-09-23,837.4870068425233
1997-09-24,857.8715259708675
1997-09-25,852.8890670736976
1997-09-26,842.0694263396891
1997-09-29,838.164437158902
1997-09-30,842.7026261068016
1997-10-01,838.5157217523927
1997-10-02,829.3646288019416
1997-10-03,826.7634024475182
1997-10-06,832.3473201404055
1997-10-07,825.1102297471846
1997-10-08,834.2112549649711
1997-10-09,827.8898752755086
1997-10-10,835.3935551922389
1997-10-13,817.7738697967437
1997-10-14,811.0561961468751
1997-10-15,810.1818754484376
1997-10-16,824.2719783661473
1997-10-17,818.377811350215
1997-10-20,795.1612451178524
1997-10-21,794.6415632310576
1997-10-22,793.9702966222657
1997-10-23,766.8064534131914
1997-10-24,767.061991114346
1997-10-27,749.3016697571559
1997-10-28,721.2559404408589
1997-10-29,745.9968662234031
1997-10-30,731.7331300322694
1997-10-31,734.4447401577664
1997-11-03,742.6387324072693
1997-11-04,740.9759513512537
1997-11-05,736.3051668539927
1997-11-06,733.4331856947781
1997-11-07,707.9917931190138
1997-11-10,691.1144709065765
1997-11-11,693.2195908337172
1997-11-12,677.1720901191691
1997-11-13,673.5819242054789
1997-11-14,660.7518299153086
1997-11-17,702.4346585465836
1997-11-18,710.9846734837596
1997-11-19,678.6540958188803
1997-11-20,684.7211372833402
1997-11-21,711.2570753696154
1997-11-24,706.6693388830613
1997-11-25,672.5834250625795
1997-11-26,676.8572977440044
1997-11-27,692.8914072452078
1997-11-28,693.6134193515301
1997-12-01,691.4351349424248
1997-12-02,696.409171813434
1997-12-03,690.2555641104652
1997-12-04,684.095347178051
1997-12-05,688.5979737224002
1997-12-08,687.779209263657
1997-12-09,696.921267752977
1997-12-10,696.2699469355597
1997-12-11,672.4216001413813
1997-12-12,663.7448604837537
1997-12-15,659.055157225942
1997-12-16,657.5211744779022
1997-12-17,686.8034759686034
1997-12-18,680.6122161611514
1997-12-19,661.4901045519804
1997-12-22,642.3650283050921
1997-12-23,642.8658077455966
1997-12-24,644.7457126209853
1997-12-25,645.2188199203116
1997-12-26,649.6971049524169
1997-12-29,655.0469542477816
1997-12-30,665.0264340910044
1997-12-31,664.4708570775914
1998-01-01,664.5794823674623
1998-01-02,654.2927815359249
1998-01-05,639.4457501413673
1998-01-06,634.2066463746073
1998-01-07,639.1809939914738
1998-01-08,632.2549490949186
1998-01-09,629.3142649642441
1998-01-12,603.4784093758668
1998-01-13,612.1333046349735
1998-01-14,632.2865013538291
1998-01-15,633.8102696840845
1998-01-16,662.2392061785221
1998-01-19,677.4676730008038
1998-01-20,676.5198271483758
1998-01-21,682.8208018072982
1998-01-22,675.4337851114024
1998-01-23,681.773710725777
1998-01-26,691.2598187387612
1998-01-27,692.6077054241647
1998-01-28,693.466903205549
1998-01-29,691.4645092545135
1998-01-30,683.9800639500286
1998-02-02,697.7748636436287
1998-02-03,709.8902971833946
1998-02-04,712.4289530570279
1998-02-05,717.8545490655637
1998-02-06,718.7090642386835
1998-02-09,720.1887537015926
1998-02-10,724.2811641841687
1998-02-11,723.8764058357089
1998-02-12,717.7207588277053
1998-02-13,702.19698096382
1998-02-16,697.3927077658728
1998-02-17,697.7953926949326
1998-02-18,698.9923981274464
1998-02-19,699.3965291826306
1998-02-20,694.0336581756352
1998-02-23,691.907738102288
1998-02-24,686.6731874241364
1998-02-25,687.9987025002451
1998-02-26,698.8874437473413
1998-02-27,711.0656235294359
1998-03-02,723.0912726328096
1998-03-03,718.3514245360132
1998-03-04,713.5334146810599
1998-03-05,698.3740003894176
1998-03-06,700.3362255019316
1998-03-09,695.3324197947792
1998-03-10,695.7976933142787
1998-03-11,683.326797455929
1998-03-12,679.3067463671282
1998-03-13,696.0550558827599
1998-03-16,687.6892322616795
1998-03-17,686.988567634125
1998-03-18,675.9290006614169
1998-03-19,677.4100233925086
1998-03-20,679.9017886968995
1998-03-23,680.9914302791426
1998-03-24,676.5269476886118
1998-03-25,684.4793319651285
1998-03-26,696.2863041153213
1998-03-27,690.6788086065069
1998-03-30,674.3564157867419
1998-03-31,675.607475742014
1998-04-01,671.1347251917738
1998-04-02,655.682208172908
1998-04-03,645.196747253791
1998-04-06,650.6236526210841
1998-04-07,656.8574649025348
1998-04-08,673.109084126542
1998-04-09,690.8388401499893
1998-04-10,690.9545992612793
1998-04-13,689.9149924886727
1998-04-14,687.9453488316473
1998-04-15,686.4464294572166
1998-04-16,667.4715569129727
1998-04-17,664.7539548237496
1998-04-20,662.2765377139361
1998-04-21,669.4963167041833
1998-04-22,670.5926264948422
1998-04-23,674.1090067458883
1998-04-24,677.7263786466128
1998-04-27,660.4215784800905
1998-04-28,657.4838617978857
1998-04-29,657.5589248145983
1998-04-30,666.2283305014158
1998-05-01,661.9578766196654
1998-05-04,661.5880494977891
1998-05-05,664.8753207985885
1998-05-06,650.7678417298278
1998-05-07,642.874765756547
1998-05-08,641.6313144664318
1998-05-11,647.6693903997749
1998-05-12,643.3821788406902
1998-05-13,638.1370357890731
1998-05-14,638.886685655136
1998-05-15,639.560937448119
1998-05-18,629.3206256567711
1998-05-19,632.7495544884836
1998-05-20,635.6004403788156
1998-05-21,642.9242241421315
1998-05-22,640.5198510227466
1998-05-25,633.1355942278606
1998-05-26,630.4305201427179
1998-05-27,624.146251471968
1998-05-28,620.5306727650836
1998-05-29,617.6354298870052
1998-06-01,599.0636555076445
1998-06-02,605.2086317692011
1998-06-03,606.4649117182936
1998-06-04,604.7779108293136
1998-06-05,597.0882730290369
1998-06-08,591.5575799903587
1998-06-09,595.1698801430349
1998-06-10,582.6146407177786
