Date,AC AMERICAS IMI GROWTH
2007-05-31,1000.0
2007-06-01,1005.5731939173418
2007-06-04,1008.9966714187387
2007-06-05,1004.9733573587419
2007-06-06,994.0865806771061
2007-06-07,975.9818568296971
2007-06-08,986.6998319744081
2007-06-11,986.9637404767998
2007-06-12,976.8398908467449
2007-06-13,990.5968377987674
2007-06-14,998.1440949721399
2007-06-15,1007.0910649674938
2007-06-18,1006.1441156332102
2007-06-19,1006.8439919491937
2007-06-20,995.1509042493674
2007-06-21,1001.9342615002987
2007-06-22,992.2136106441967
2007-06-25,985.4946882851007
2007-06-26,980.3787287526621
2007-06-27,990.4505459066266
2007-06-28,990.9725929325782
2007-06-29,990.7772599349755
2007-07-02,1002.0976083617719
2007-07-03,1006.1167298631802
2007-07-04,1006.6633977810708
2007-07-05,1010.2103398933237
2007-07-06,1016.496060230322
2007-07-09,1017.2395497880601
2007-07-10,1005.1934409392886
2007-07-11,1010.3683235460738
2007-07-12,1029.2340749537914
2007-07-13,1032.3215430700668
2007-07-16,1029.2197189287965
2007-07-17,1031.0926108823821
2007-07-18,1031.4876267036339
2007-07-19,1038.7925438139857
2007-07-20,1027.8854719617013
2007-07-23,1030.6897873899304
2007-07-24,1011.2453829087959
2007-07-25,1011.5495837817673
2007-07-26,989.6589124558634
2007-07-27,975.758046548607
2007-07-30,986.7737471614932
2007-07-31,975.0560725976386
2007-08-01,978.6838421143913
2007-08-02,987.4245807896956
2007-08-03,964.077056879347
2007-08-06,977.7547980470046
2007-08-07,982.3011444579539
2007-08-08,997.6731224052544
2007-08-09,972.4022811078045
2007-08-10,970.6536612082318
2007-08-13,972.651267248451
2007-08-14,952.9950535057505
2007-08-15,935.5612096117089
2007-08-16,928.405817116617
2007-08-17,949.1251957051862
2007-08-20,951.7051377049908
2007-08-21,954.1363344508941
2007-08-22,968.1719110041089
2007-08-23,967.2814745183316
2007-08-24,980.5680735640431
2007-08-27,974.2757994087094
2007-08-28,951.3432412412936
2007-08-29,973.3140804125967
2007-08-30,972.2877925347387
2007-08-31,985.9655063479725
2007-09-03,986.7401485487509
2007-09-04,997.8396650903866
2007-09-05,988.8354740961347
2007-09-06,994.5034758669763
2007-09-07,977.5083653070616
2007-09-10,974.680293973695
2007-09-11,989.1969056679095
2007-09-12,989.3902943576621
2007-09-13,995.5647777079411
2007-09-14,996.3378087503455
2007-09-17,990.1755028635553
2007-09-18,1017.7235468099775
2007-09-19,1023.1033213979665
2007-09-20,1020.1332551502082
2007-09-21,1026.2653810761533
2007-09-24,1024.0571873472381
2007-09-25,1025.9031040667783
2007-09-26,1031.51663311718
2007-09-27,1038.0859571786143
2007-09-28,1036.6168723921003
2007-10-01,1050.2112388982982
2007-10-02,1049.679762863094
2007-10-03,1042.4097661864284
2007-10-04,1043.6797765865604
2007-10-05,1059.039571854891
2007-10-08,1058.357037025167
2007-10-09,1067.0276092119097
2007-10-10,1069.1125478659803
2007-10-11,1061.793609818073
2007-10-12,1070.1083253290371
2007-10-15,1061.562189178548
2007-10-16,1055.287337489104
2007-10-17,1060.920927042834
2007-10-18,1064.6702200559407
2007-10-19,1036.4443154666342
2007-10-22,1039.8607782807971
2007-10-23,1053.7241010364487
2007-10-24,1050.8077961636714
2007-10-25,1049.503384445166
2007-10-26,1063.9397751611014
2007-10-29,1070.9543550355627
2007-10-30,1064.6804908286397
2007-10-31,1081.2255325276037
2007-11-01,1058.4310786439567
2007-11-02,1065.6159280712689
2007-11-05,1059.435893897428
2007-11-06,1073.953351950162
2007-11-07,1049.5976181302276
2007-11-08,1040.3734082502463
2007-11-09,1018.7604996213175
2007-11-12,998.8046170008593
2007-11-13,1026.6216916239762
2007-11-14,1023.0748275205713
2007-11-15,1010.5817097343361
2007-11-16,1017.4993744067871
2007-11-19,999.5583682092997
2007-11-20,1003.9068147233992
2007-11-21,988.2508171825067
2007-11-22,989.5452969059592
2007-11-23,1003.1830415176748
2007-11-26,985.0087521194066
2007-11-27,995.4660837162851
2007-11-28,1025.190348801755
2007-11-29,1026.7469889224512
2007-11-30,1028.4580509711152
2007-12-03,1023.1189100249221
2007-12-04,1017.609241283294
2007-12-05,1033.2315049099923
2007-12-06,1049.2364122518686
2007-12-07,1049.915484879519
2007-12-10,1056.3208042719361
2007-12-11,1030.2794776749802
2007-12-12,1038.0354110495907
2007-12-13,1036.4550367664044
2007-12-14,1024.6586115031607
2007-12-17,1004.4387984673706
2007-12-18,1010.3749311755624
2007-12-19,1012.6642220637084
2007-12-20,1022.7809650862641
2007-12-21,1041.4797275634971
2007-12-24,1049.741201552856
2007-12-25,1049.741201552856
2007-12-26,1052.7404699100473
2007-12-27,1038.5804382672525
2007-12-28,1041.197838354614
2007-12-31,1032.946103483277
2008-01-01,1032.946103483277
2008-01-02,1019.8757831458955
2008-01-03,1020.6165977836515
2008-01-04,989.4758941208527
2008-01-07,986.2865398963503
2008-01-08,971.3901912495011
2008-01-09,981.2138512225915
2008-01-10,988.2901928216262
2008-01-11,971.7829159050787
2008-01-14,985.1890617936103
2008-01-15,958.8475961884003
2008-01-16,946.4304417260772
2008-01-17,921.825884787141
2008-01-18,920.7498392392489
2008-01-21,913.2672344372701
2008-01-22,907.3378926612631
2008-01-23,915.307616769403
2008-01-24,933.7433731615567
2008-01-25,923.8798316356498
2008-01-28,936.600485848234
2008-01-29,940.5993312003098
2008-01-30,936.6268793315082
2008-01-31,950.3753730406557
2008-02-01,965.549460268448
2008-02-04,957.9823239526232
2008-02-05,929.5994711499999
2008-02-06,919.7662364267763
2008-02-07,925.1338557518603
2008-02-08,929.6673651285668
2008-02-11,941.1112613410343
2008-02-12,945.1965889643948
2008-02-13,960.9030629162835
2008-02-14,948.7258367019169
2008-02-15,945.6543011479743
2008-02-18,946.6289916477461
2008-02-19,948.2207281551335
2008-02-20,957.90142006556
2008-02-21,948.0166214860619
2008-02-22,953.1546604083195
2008-02-25,968.1956610270914
2008-02-26,977.3697127424886
2008-02-27,977.8567872180796
2008-02-28,974.4062119821508
2008-02-29,948.5331566454327
2008-03-03,949.1901957290065
2008-03-04,945.6979559659388
2008-03-05,954.73718874792
2008-03-06,936.1839852200427
2008-03-07,926.0528151353199
2008-03-10,906.6624348771096
2008-03-11,935.3533902616549
2008-03-12,931.0509773869618
2008-03-13,939.4631605735043
2008-03-14,922.4809689202295
2008-03-17,905.4816034532242
2008-03-18,938.8661865235279
2008-03-19,910.9000400121595
2008-03-20,921.9642464139175
2008-03-21,921.9642464139175
2008-03-24,943.5437144631054
2008-03-25,952.2888928837274
2008-03-26,949.2094839332024
2008-03-27,937.8502740523269
2008-03-28,931.0806784537932
2008-03-31,935.91161090508
2008-04-01,962.9612167591863
2008-04-02,964.3136755131176
2008-04-03,968.0460612351654
2008-04-04,973.6376858128431
2008-04-07,973.41001220962
2008-04-08,971.4419519847096
2008-04-09,964.1711603745265
2008-04-10,973.7695603497848
2008-04-11,954.2345901482989
2008-04-14,953.9765294499119
2008-04-15,958.2124497924174
2008-04-16,983.513754591278
2008-04-17,981.1319884680793
