Date,ACWI ex AUSTRALIA IMI GROWTH
2007-11-23,1021.7592910796233
2007-11-26,1016.8668861919064
2007-11-27,1019.5789979319237
2007-11-28,1040.5518915269781
2007-11-29,1049.0032752602365
2007-11-30,1053.0633435246207
2007-12-03,1049.1488813101055
2007-12-04,1044.1478940996997
2007-12-05,1055.9687497603504
2007-12-06,1064.2499009097692
2007-12-07,1067.8628712399766
2007-12-10,1072.8370375654513
2007-12-11,1059.9522682339564
2007-12-12,1062.4321100894524
2007-12-13,1048.0174714382574
2007-12-14,1036.0308607577265
2007-12-17,1013.4147046682206
2007-12-18,1016.2629658718713
2007-12-19,1015.6691260616694
2007-12-20,1020.5600117089059
2007-12-21,1037.5692107242114
2007-12-24,1044.715081875168
2007-12-25,1046.7025167060733
2007-12-26,1051.2712468945513
2007-12-27,1046.3328588061813
2007-12-28,1049.5033956580357
2007-12-31,1045.4905129553797
2008-01-01,1045.5231641630512
2008-01-02,1038.0829527114206
2008-01-03,1035.841150645384
2008-01-04,1012.2800197721207
2008-01-07,1003.8947869762931
2008-01-08,999.6115653448455
2008-01-09,1001.0773888998144
2008-01-10,1000.2461388047587
2008-01-11,987.9842594349082
2008-01-14,998.2982865360516
2008-01-15,974.3197230991864
2008-01-16,952.4502547221332
2008-01-17,941.0083069576486
2008-01-18,938.8700091193468
2008-01-21,909.1575418411921
2008-01-22,903.4793453733764
2008-01-23,903.721386716966
2008-01-24,932.2354512470571
2008-01-25,935.2435628124188
2008-01-28,933.2854744552191
2008-01-29,943.3426171760101
2008-01-30,936.9722195518734
2008-01-31,947.5992401382256
2008-02-01,963.8846740862302
2008-02-04,964.8066828016437
2008-02-05,936.4580980626957
2008-02-06,927.7675752944465
2008-02-07,921.3521482110752
2008-02-08,923.1937093102548
2008-02-11,926.1177505029501
2008-02-12,939.8123641175663
2008-02-13,947.5527826672025
2008-02-14,950.2928448117927
2008-02-15,946.0376481326689
2008-02-18,950.6042014476963
2008-02-19,956.3654819006728
2008-02-20,951.1385687343247
2008-02-21,954.880075131516
2008-02-22,954.9411708006514
2008-02-25,968.8294228285242
2008-02-26,979.0580057075579
2008-02-27,987.4767700390421
2008-02-28,982.1063924367458
2008-02-29,963.3064149600739
2008-03-03,953.7660002563674
2008-03-04,948.9733264357449
2008-03-05,958.0341375133406
2008-03-06,951.3994911234739
2008-03-07,937.6405804229784
2008-03-10,920.4731285288681
2008-03-11,937.739792536295
2008-03-12,944.5109517666058
2008-03-13,943.0427019291277
2008-03-14,931.198077221501
2008-03-17,907.7520801589579
2008-03-18,934.118909552952
2008-03-19,916.9796854011847
2008-03-20,915.5426327704141
2008-03-21,917.4160423332837
2008-03-24,927.9042041845804
2008-03-25,949.460873255349
2008-03-26,951.2674791872553
2008-03-27,948.888976904852
2008-03-28,946.0038722062098
2008-03-31,947.1400977253876
2008-04-01,963.3551122081474
2008-04-02,971.3439905528163
2008-04-03,975.1168078252081
2008-04-04,981.7981422760083
2008-04-07,986.091804623607
2008-04-08,978.7036821579345
2008-04-09,972.9243309193799
2008-04-10,977.3824055718441
2008-04-11,966.4794342915375
2008-04-14,960.5706783319399
2008-04-15,964.415061930535
2008-04-16,987.0451973553065
2008-04-17,983.669106553537
2008-04-18,995.4036198459943
2008-04-21,1002.789263645812
2008-04-22,996.9147786471761
2008-04-23,1000.2627956339892
2008-04-24,996.8409530428312
2008-04-25,1004.4506675727447
2008-04-28,1006.2200633054597
2008-04-29,998.495995071472
2008-04-30,999.4517097822305
2008-05-01,1004.9990180607535
2008-05-02,1013.0571700789479
2008-05-05,1014.3206019743478
2008-05-06,1021.2196273094814
2008-05-07,1012.9150991038207
2008-05-08,1017.7768569910294
2008-05-09,1009.9036742379803
2008-05-12,1018.1075872036332
2008-05-13,1021.1651257420109
2008-05-14,1023.4883961934793
2008-05-15,1035.0352097747127
2008-05-16,1043.1391398951832
2008-05-19,1047.2994117179633
2008-05-20,1038.9368349069814
2008-05-21,1029.8718719820533
2008-05-22,1029.8915733071042
2008-05-23,1019.672352701384
2008-05-26,1015.6570255011652
2008-05-27,1018.0627562433809
2008-05-28,1022.6477884430633
2008-05-29,1026.052144173035
2008-05-30,1032.1109265072198
2008-06-02,1027.4743149173112
2008-06-03,1023.2433936425992
2008-06-04,1020.5921482500672
2008-06-05,1030.8747671412266
2008-06-06,1018.6984350692483
2008-06-09,1014.4257137389218
2008-06-10,998.8469598390207
2008-06-11,988.738211379982
2008-06-12,985.2223173436137
2008-06-13,992.7426923228722
2008-06-16,1000.0523843820645
2008-06-17,1002.8829529581346
2008-06-18,997.1782677067163
2008-06-19,994.484106448377
2008-06-20,980.6583695556913
2008-06-23,977.5187353462109
2008-06-24,970.750004960141
2008-06-25,976.315625539048
2008-06-26,961.018899202062
2008-06-27,957.6226761675636
2008-06-30,959.3747877819501
2008-07-01,952.1111017847893
2008-07-02,935.9600132689861
2008-07-03,930.4248844393666
2008-07-04,927.1907414486437
2008-07-07,929.0454051870854
2008-07-08,926.7808477815983
2008-07-09,925.1964910946572
2008-07-10,925.5204197943665
2008-07-11,919.8022659781575
2008-07-14,921.2415200902902
2008-07-15,910.9212273213341
2008-07-16,916.6603907207065
2008-07-17,927.9432989148876
2008-07-18,924.4373268011134
2008-07-21,930.8268792491976
2008-07-22,933.3625211173131
2008-07-23,935.3953675184356
2008-07-24,922.2138944478007
2008-07-25,922.6133694996906
2008-07-28,916.5896885523623
2008-07-29,919.8603539419274
2008-07-30,935.2219058285481
2008-07-31,930.5930724547144
2008-08-01,918.8483889605592
2008-08-04,906.5627712994675
2008-08-05,915.5388258740155
2008-08-06,924.0782432482773
2008-08-07,915.5906396022749
2008-08-08,916.1077975820511
2008-08-11,921.071231040253
2008-08-12,914.7691660743735
2008-08-13,910.176186178619
2008-08-14,914.3012346838594
2008-08-15,909.588644051235
2008-08-18,904.1089026716446
2008-08-19,893.2841361761117
2008-08-20,900.6976448090884
2008-08-21,904.3282147471564
2008-08-22,908.5782420923954
2008-08-25,899.4522316129826
2008-08-26,897.2927519363645
2008-08-27,904.115510731748
2008-08-28,911.1293050502364
2008-08-29,908.1269977921384
2008-09-01,900.5781003547274
2008-09-02,891.9301739792027
2008-09-03,880.5243358142075
2008-09-04,856.9993672464336
2008-09-05,847.2419071645652
2008-09-08,860.1059469436262
2008-09-09,836.0991432242498
2008-09-10,837.2728976314173
2008-09-11,836.9502364171849
2008-09-12,851.7826151866019
2008-09-15,825.9488007580784
2008-09-16,817.5933157881037
2008-09-17,795.9127528213298
2008-09-18,809.9845490175454
2008-09-19,849.6721919440373
2008-09-22,837.7396105491595
2008-09-23,826.3183556181501
2008-09-24,822.2833618537685
2008-09-25,830.4161950348002
2008-09-26,820.1053826495453
2008-09-29,766.5522281695268
2008-09-30,779.1058052540952
2008-10-01,773.7661479266184
2008-10-02,739.9012579609298
2008-10-03,734.7094478607215
2008-10-06,690.2192963318798
2008-10-07,671.4214659544828
2008-10-08,649.3757257397625
2008-10-09,627.8413349724165
2008-10-10,600.8000652212639
2008-10-13,657.4115163986108
2008-10-14,667.3596734985174
2008-10-15,618.401441071289
2008-10-16,609.3098835263305
2008-10-17,616.763626258514
2008-10-20,639.2407439879835
2008-10-21,625.543483392461
2008-10-22,585.3996282736059
2008-10-23,579.1800144532186
2008-10-24,555.0102931130695
2008-10-27,532.4593778390484
2008-10-28,570.7126638510512
2008-10-29,590.2286911293721
2008-10-30,613.274307437787
2008-10-31,619.3095935800517
2008-11-03,621.96530343605
2008-11-04,648.9318141379166
2008-11-05,633.3484895520694
2008-11-06,596.917734365269
2008-11-07,606.1433075090815
2008-11-10,609.2347179723299
2008-11-11,586.6373275886092
2008-11-12,563.2979041061823
2008-11-13,577.2518724643952
2008-11-14,566.3349804251894
2008-11-17,553.8686787974003
2008-11-18,552.9440004514697
2008-11-19,529.9819471558607
2008-11-20,499.55104194276544
2008-11-21,514.2613460107283
2008-11-24,545.3193934769419
2008-11-25,551.4186766176241
2008-11-26,561.8859408443312
2008-11-27,566.9153481066396
2008-11-28,570.1801287934475
2008-12-01,534.8108358867937
2008-12-02,541.1643617530399
2008-12-03,548.7588802812455
2008-12-04,539.4848641592783
2008-12-05,542.1194222290962
2008-12-08,569.4556224329014
2008-12-09,566.024694804841
2008-12-10,575.0293198108357
2008-12-11,572.0123783891167
2008-12-12,568.4724056056175
2008-12-15,573.3615588514172
2008-12-16,588.7124798939839
2008-12-17,598.1877758110724
2008-12-18,595.1219883984609
2008-12-19,587.7540347030915
2008-12-22,578.3670037609874
2008-12-23,575.1815684629694
2008-12-24,574.8198452396676
2008-12-25,575.2622502623979
2008-12-26,577.6984701348937
2008-12-29,581.7827074537701
2008-12-30,591.103888667966
2008-12-31,593.4315141205881
2009-01-01,593.5449872698391
2009-01-02,609.6361429157554
2009-01-05,612.6526183989146
2009-01-06,616.306023357367
2009-01-07,609.1448847282788
2009-01-08,608.2381215661094
2009-01-09,597.5595993269859
2009-01-12,584.8026290347968
2009-01-13,578.6210418200264
2009-01-14,562.9364352548806
2009-01-15,560.5628953030621
2009-01-16,569.8171488007065
2009-01-19,567.0346083976468
2009-01-20,546.0021070306292
2009-01-21,554.9304153910394
2009-01-22,550.9172600937419
2009-01-23,548.3672557279641
2009-01-26,558.1945878721566
2009-01-27,565.1106712846127
2009-01-28,577.8093641222861
2009-01-29,567.4468771553132
2009-01-30,557.374773040496
2009-02-02,551.2439903206488
2009-02-03,561.6344252869525
2009-02-04,565.6588548144728
2009-02-05,569.7981533036524
2009-02-06,581.1686541727744
2009-02-09,583.3684430203994
2009-02-10,567.9700329684615
2009-02-11,566.6048441687459
2009-02-12,562.9571750568322
2009-02-13,564.6976074989362
2009-02-16,561.8981220155155
2009-02-17,541.5630383896585
2009-02-18,538.7816286576065
2009-02-19,538.3958466065174
2009-02-20,528.2412044449121
2009-02-23,519.2380224069694
2009-02-24,523.2863820252699
2009-02-25,519.9538882398446
2009-02-26,516.7224380964805
2009-02-27,512.1252351397443
2009-03-02,488.60377089599933
2009-03-03,484.56331782769496
2009-03-04,497.8924151652242
2009-03-05,486.4046554410612
2009-03-06,485.04114529268924
2009-03-09,478.4724818048475
2009-03-10,499.4981591500209
2009-03-11,504.26343318921886
2009-03-12,512.502654698711
2009-03-13,519.2932557922683
2009-03-16,524.0399888603305
2009-03-17,531.653454575392
2009-03-18,535.9109324458624
2009-03-19,545.9576617622433
2009-03-20,538.7158878644141
2009-03-23,562.4783881024238
2009-03-24,559.8907427493848
2009-03-25,563.1293612895125
2009-03-26,573.3838709548704
2009-03-27,561.7497889035823
2009-03-30,543.6374068437642
2009-03-31,550.8353057168683
2009-04-01,557.2560288940329
2009-04-02,579.7755103426305
2009-04-03,579.8650339932902
2009-04-06,576.3684640724251
2009-04-07,566.8756265200591
2009-04-08,569.3859293481106
2009-04-09,583.7359927646248
2009-04-10,584.0048092433256
2009-04-13,585.7275702268879
2009-04-14,583.7179970787371
2009-04-15,583.640243088541
2009-04-16,592.289538692026
2009-04-17,593.4795182402382
2009-04-20,576.8241502526325
2009-04-21,581.2742286346717
2009-04-22,582.5720333079253
2009-04-23,586.7349649446611
2009-04-24,598.9212062613872
2009-04-27,594.7850286594779
2009-04-28,589.1629067471675
2009-04-29,602.6700054631709
2009-04-30,607.2580586747061
2009-05-01,609.257359413274
2009-05-04,626.2158473571803
2009-05-05,626.6340795193055
2009-05-06,631.7828714041243
2009-05-07,630.4350545718119
2009-05-08,640.3364769748916
2009-05-11,637.1638525490963
2009-05-12,637.519831472462
2009-05-13,625.6966439912621
2009-05-14,626.3520238051252
2009-05-15,627.9822629137299
2009-05-18,638.8482098998846
2009-05-19,646.7892227977427
2009-05-20,652.675894583794
2009-05-21,641.9487443525502
2009-05-22,644.7290268269919
2009-05-25,646.311345143846
2009-05-26,655.1109155512092
2009-05-27,653.2009615472095
2009-05-28,655.5547250858617
2009-05-29,665.1025148075474
2009-06-01,682.475641655862
2009-06-02,685.8259538258986
2009-06-03,676.199675237593
2009-06-04,677.6551435543671
2009-06-05,675.9463263198779
2009-06-08,669.9979453063257
2009-06-09,675.3458777980965
2009-06-10,679.3560547479567
2009-06-11,683.9339495811888
2009-06-12,681.9033490007103
2009-06-15,665.6315812412998
2009-06-16,660.3625584889826
2009-06-17,656.8310456969995
2009-06-18,658.5637335176305
2009-06-19,662.97283832808
2009-06-22,646.9608010591637
2009-06-23,645.956789927657
2009-06-24,655.5996882300292
2009-06-25,661.5388451482462
2009-06-26,666.8296779887729
2009-06-29,670.0858849079559
2009-06-30,665.4468528144341
2009-07-01,672.5961363421593
2009-07-02,658.2458184057656
2009-07-03,657.6856113803161
2009-07-06,652.8287943638605
2009-07-07,646.2413656231053
2009-07-08,641.6873075673856
2009-07-09,645.2627568024272
2009-07-10,642.2686238560403
2009-07-13,646.9105486278393
2009-07-14,654.2381761442454
2009-07-15,672.0210937901007
2009-07-16,678.2182277502408
2009-07-17,681.5206639112174
2009-07-20,691.3322175666777
2009-07-21,697.2352297484116
2009-07-22,697.5485621183401
2009-07-23,709.7522600064319
2009-07-24,710.6675810905442
2009-07-27,712.4991328418505
2009-07-28,710.8465298636901
2009-07-29,706.8026637613035
2009-07-30,715.7227176409773
2009-07-31,719.7836294935723
2009-08-03,733.1916959235238
2009-08-04,732.1802678126435
2009-08-05,726.9377656184129
2009-08-06,723.7818761609536
2009-08-07,725.0025219193074
2009-08-10,723.1199078639486
2009-08-11,718.0837465955115
2009-08-12,722.6132355361511
2009-08-13,730.7126038214482
2009-08-14,726.0225407370699
2009-08-17,705.7016976624492
2009-08-18,713.0872598194002
2009-08-19,716.316041719333
2009-08-20,724.7168168520809
2009-08-21,735.1244302197999
2009-08-24,739.4060190570087
2009-08-25,739.8294114329655
2009-08-26,737.1802529310568
2009-08-27,735.2556797061801
2009-08-28,740.3737169528619
2009-08-31,734.3410840030748
2009-09-01,725.6498449829929
2009-09-02,721.9354264379471
2009-09-03,726.254625754178
2009-09-04,734.0971425641336
2009-09-07,741.136920619522
2009-09-08,751.147017540766
2009-09-09,755.5851198471986
2009-09-10,762.2570858279977
2009-09-11,766.3854556482208
2009-09-14,764.6037982992123
2009-09-15,766.5731584964465
2009-09-16,777.7078265414619
2009-09-17,780.1145091648858
2009-09-18,778.31682048302
2009-09-21,773.902062906326
2009-09-22,781.8015117412369
2009-09-23,778.0031234261952
2009-09-24,768.733158923524
2009-09-25,764.7183758552902
2009-09-28,770.4956586660597
2009-09-29,770.1759972423421
2009-09-30,771.8931922417534
2009-10-01,757.0947024776843
2009-10-02,749.6397843042259
2009-10-05,754.8364445339566
2009-10-06,769.9635294579784
2009-10-07,770.8435455924911
2009-10-08,780.6709614915845
2009-10-09,783.3913798879731
2009-10-12,786.6362504482881
2009-10-13,785.3028340310595
2009-10-14,798.2512060912662
2009-10-15,800.7953498325006
2009-10-16,795.2856373608918
2009-10-19,805.327588411021
2009-10-20,802.0119525184905
2009-10-21,800.1153604295763
2009-10-22,798.9363366452703
2009-10-23,794.016777083485
2009-10-26,787.6378373334296
2009-10-27,780.0973629526239
2009-10-28,763.7782728263675
2009-10-29,775.1722346311169
2009-10-30,763.2661616927041
2009-11-02,765.0939277341671
2009-11-03,762.7509932137086
2009-11-04,771.9522930104584
2009-11-05,780.6253963796806
2009-11-06,783.5426704740086
2009-11-09,799.8609642994174
2009-11-10,799.0447404447452
2009-11-11,802.8772081562086
2009-11-12,795.5252799417667
2009-11-13,800.4220782724099
2009-11-16,812.7093481663242
2009-11-17,809.6009649418943
2009-11-18,809.7036877376789
2009-11-19,797.2250709153021
2009-11-20,793.7685551096579
2009-11-23,806.0199043612805
2009-11-24,802.850894352459
2009-11-25,809.6325809797142
2009-11-26,799.5433847022015
2009-11-27,792.3119049852542
2009-11-30,794.7001961908659
2009-12-01,811.7139668904874
2009-12-02,814.4840130402282
2009-12-03,813.0773310037994
2009-12-04,812.5188244157049
2009-12-07,810.7707715326821
2009-12-08,801.3774945583557
2009-12-09,800.0946372724151
2009-12-10,803.3443522815721
2009-12-11,804.9612013403485
2009-12-14,812.6521814726251
2009-12-15,808.6639238699045
2009-12-16,813.598069211337
2009-12-17,799.100156519095
2009-12-18,799.3113648135607
2009-12-21,805.9588944634202
2009-12-22,809.4374356238229
2009-12-23,816.1440698518329
2009-12-24,820.5827357958718
2009-12-25,820.3149216398375
2009-12-28,823.9407585324877
2009-12-29,824.4276419162287
2009-12-30,820.8675347318746
2009-12-31,819.3499485576126
2010-01-01,819.3499485576126
2010-01-04,834.2321520431292
2010-01-05,836.4634027850539
2010-01-06,837.4340277792843
2010-01-07,835.56937579765
2010-01-08,840.495262868702
2010-01-11,845.7814715526721
2010-01-12,840.04459572563
2010-01-13,841.6979848672768
2010-01-14,845.8672108331283
2010-01-15,838.5584276019755
2010-01-18,840.2937959854917
2010-01-19,843.6898549312592
2010-01-20,829.9673341302096
2010-01-21,818.3058296724571
2010-01-22,804.996504944849
2010-01-25,804.067158856082
2010-01-26,798.5076250444439
2010-01-27,796.2177983468517
2010-01-28,788.8202432124308
2010-01-29,782.0020501592721
2010-02-01,788.9231891440172
2010-02-02,798.8622146333996
2010-02-03,797.9312908538594
2010-02-04,774.9117238047627
2010-02-05,765.9696486955662
2010-02-08,763.7950677800557
2010-02-09,771.3864149016346
2010-02-10,771.4851336999191
2010-02-11,778.650936235128
2010-02-12,779.0550284931556
2010-02-15,779.2375812305543
2010-02-16,790.1509476275475
2010-02-17,797.1945083162382
2010-02-18,800.6532416569075
2010-02-19,796.800829977734
2010-02-22,799.8176361352612
2010-02-23,792.5868337320071
2010-02-24,795.2206903462172
2010-02-25,789.6264391852574
2010-02-26,795.9648156503947
2010-03-01,803.4611123128375
2010-03-02,810.7645186457547
2010-03-03,816.3670311857106
2010-03-04,814.6460019157099
2010-03-05,825.2839060174045
2010-03-08,828.8838743131432
2010-03-09,828.7217040253141
2010-03-10,833.2232881184065
2010-03-11,834.6905621462769
2010-03-12,838.3424232891695
2010-03-15,833.9297887489148
2010-03-16,841.5520803142731
2010-03-17,847.6913543767972
2010-03-18,843.7797904628619
2010-03-19,839.1757528360198
2010-03-22,841.6840391238654
2010-03-23,846.5332126144582
2010-03-24,839.1892444908672
2010-03-25,839.1890332971627
2010-03-26,840.7979583960825
2010-03-29,846.7255166078264
2010-03-30,848.1897908100452
2010-03-31,847.9146306231752
2010-04-01,856.948263735744
2010-04-02,857.3318381144712
2010-04-05,862.1533327748823
2010-04-06,862.2988842335552
2010-04-07,860.0796726050501
2010-04-08,858.2507072175139
2010-04-09,866.4471316732013
2010-04-12,869.2999365069626
2010-04-13,867.0024037268398
2010-04-14,876.6925346300243
2010-04-15,878.8218070937617
2010-04-16,866.2241782320613
2010-04-19,860.2064697904875
2010-04-20,867.8795838666696
2010-04-21,867.8809459152138
2010-04-22,865.2239200990979
2010-04-23,871.4317533809701
2010-04-26,875.5976210769489
2010-04-27,858.443893213152
2010-04-28,850.6945725956981
2010-04-29,861.3248908942338
2010-04-30,855.1397454785048
2010-05-03,856.7268720575606
2010-05-04,835.5834263108901
2010-05-05,824.8496344619017
2010-05-06,804.4111889055374
2010-05-07,784.2339366693358
2010-05-10,821.7234681704123
2010-05-11,816.9122009110387
2010-05-12,828.4823775385041
2010-05-13,825.3348668717861
2010-05-14,806.0388953259265
2010-05-17,799.341950547711
2010-05-18,796.4984039727786
2010-05-19,783.0464075627901
2010-05-20,759.2924838517989
2010-05-21,765.5533545296928
2010-05-24,761.2988449838517
2010-05-25,748.0510787811178
2010-05-26,754.1575573729841
2010-05-27,776.5044546495026
2010-05-28,774.9631707538363
2010-05-31,776.6064231628254
2010-06-01,767.7655407892031
2010-06-02,775.8823517090083
2010-06-03,786.0083707716054
2010-06-04,765.5877709120067
2010-06-07,750.5386040822796
2010-06-08,751.708733938931
2010-06-09,755.6645600218255
2010-06-10,773.0851219214132
2010-06-11,777.4428183737085
2010-06-14,786.5227555170675
2010-06-15,798.7405059487409
2010-06-16,800.8833133128829
2010-06-17,802.1091730372788
2010-06-18,803.7441542120632
2010-06-21,809.1882187425367
2010-06-22,798.5057737846282
2010-06-23,792.9958396818195
2010-06-24,783.8059292407096
2010-06-25,781.8220698035041
2010-06-28,784.031444353741
2010-06-29,758.4462426559552
2010-06-30,752.9613056353143
2010-07-01,749.116022807806
2010-07-02,749.5025639170639
2010-07-05,748.3957113145569
2010-07-06,759.7209864586674
2010-07-07,772.0079799186135
2010-07-08,780.469718756663
2010-07-09,785.9487228775828
2010-07-12,785.8081723885804
2010-07-13,797.8721044131302
2010-07-14,801.6137303907105
2010-07-15,801.638822639608
2010-07-16,785.8384112708645
2010-07-19,785.5587430657553
2010-07-20,789.9699628253449
2010-07-21,787.774087703622
2010-07-22,802.6263022053955
2010-07-23,809.300273026216
2010-07-26,816.7201074116657
2010-07-27,814.8756752648466
2010-07-28,813.6285577712353
2010-07-29,812.2631233458902
2010-07-30,810.6592269284926
2010-08-02,828.7845508054769
2010-08-03,828.749269036989
2010-08-04,829.5011385722435
2010-08-05,829.2288723513296
2010-08-06,829.0891044400622
2010-08-09,833.3747366408398
2010-08-10,823.4825922855051
2010-08-11,801.4736843229797
2010-08-12,796.7113706973507
2010-08-13,795.3626095169499
2010-08-16,798.9162804767166
2010-08-17,808.657470226836
2010-08-18,810.2616922635117
2010-08-19,803.4982874658318
2010-08-20,795.5020439680246
2010-08-23,793.1630826690821
2010-08-24,782.8441711818143
2010-08-25,779.6214451372626
2010-08-26,781.8118368093391
2010-08-27,789.6092510516925
2010-08-30,786.3244880868903
2010-08-31,783.4777011160684
2010-09-01,804.6598434969056
2010-09-02,811.1508939894361
2010-09-03,819.8661394387419
2010-09-06,823.3326284074798
2010-09-07,815.4009149545078
2010-09-08,818.828536411669
2010-09-09,822.9553577415004
2010-09-10,825.3158110221756
2010-09-13,837.3837231585153
2010-09-14,840.7618921819063
2010-09-15,842.333413034803
2010-09-16,841.0549021809992
2010-09-17,842.6508727100027
2010-09-20,853.3644847227508
2010-09-21,852.5244996356294
2010-09-22,853.9715543312444
2010-09-23,850.6969588999659
2010-09-24,864.4913036889615
2010-09-27,864.23107163109
2010-09-28,867.7161569135859
2010-09-29,869.8060003974551
2010-09-30,867.5519938578491
2010-10-01,871.0247090332127
2010-10-04,865.3369795546689
2010-10-05,881.11704314012
2010-10-06,884.6593755808659
2010-10-07,884.0981945699231
2010-10-08,887.6023155775384
2010-10-11,889.0318031852235
2010-10-12,887.6042776367858
2010-10-13,900.0540529493378
2010-10-14,903.4928675948963
2010-10-15,903.8422459839312
2010-10-18,904.1718805878746
2010-10-19,889.1865304541308
2010-10-20,898.2005148341376
2010-10-21,901.7415801716471
2010-10-22,901.6529563601309
2010-10-25,907.9519001265356
2010-10-26,904.487770998744
2010-10-27,897.2390869048177
2010-10-28,901.4667988139225
2010-10-29,903.046342965876
2010-11-01,905.7780836332073
2010-11-02,913.4857345436211
2010-11-03,914.4257218306187
2010-11-04,935.1193999526132
2010-11-05,936.621544170606
2010-11-08,935.7628923534915
2010-11-09,934.4558835813268
2010-11-10,929.713323253289
2010-11-11,927.2421775430872
2010-11-12,916.0195886040448
2010-11-15,914.6696726254535
2010-11-16,898.0649939519052
2010-11-17,899.7903585744232
2010-11-18,915.4361381534676
2010-11-19,917.3180345366342
2010-11-22,918.1784003351391
2010-11-23,903.2166235523842
2010-11-24,913.2045408219974
2010-11-25,915.4777794326723
2010-11-26,905.9751345071257
2010-11-29,899.865521932423
2010-11-30,895.1697489101153
2010-12-01,912.3924606798322
2010-12-02,927.3705351135507
2010-12-03,935.1389536199096
2010-12-06,935.4345616184766
2010-12-07,938.4076140816455
2010-12-08,933.4471022901504
2010-12-09,934.3353385534131
2010-12-10,937.6844947906279
2010-12-13,943.3439954369308
2010-12-14,945.0600043762136
2010-12-15,939.3887457867595
2010-12-16,939.165158622959
2010-12-17,939.692111156161
