Date,AC EUROPE IMI GROWTH
1994-05-31,256.950769654033
1994-06-30,254.44625913581856
1994-07-29,265.3967382273583
1994-08-31,274.41651523407637
1994-09-30,266.0827767149504
1994-10-31,274.2965477009482
1994-11-30,263.42148167011754
1994-12-30,266.3239073164999
1995-01-31,264.33027557319133
1995-02-28,270.03351176292676
1995-03-31,281.66486861700724
1995-04-28,291.1315042699889
1995-05-31,296.44215121396354
1995-06-30,303.37912223123254
1995-07-31,319.0017844933655
1995-08-31,310.0401163988891
1995-09-29,321.8512238692118
1995-10-31,319.24102326778706
1995-11-30,317.81314915220634
1995-12-29,325.8403619751456
1996-01-31,328.56930210197015
1996-02-29,337.56778721799367
1996-03-29,344.7943835022853
1996-04-30,348.8933887292186
1996-05-31,353.99132420511484
1996-06-28,360.50041323238577
1996-07-31,353.43723811524745
1996-08-30,365.59730011080256
1996-09-30,371.59673121198733
1996-10-31,380.1372194095284
1996-11-29,395.8819894957218
1996-12-31,402.7642889364355
1997-01-01,402.7632319819313
1997-01-02,397.44153903809564
1997-01-03,397.8989142944799
1997-01-06,398.3972232971514
1997-01-07,399.4598080891161
1997-01-08,400.4688538302346
1997-01-09,401.3621290410742
1997-01-10,398.8739843847123
1997-01-13,401.3560911332867
1997-01-14,404.25945349502234
1997-01-15,406.0086584884569
1997-01-16,407.9863634215754
1997-01-17,406.11474850647954
1997-01-20,403.8440839400709
1997-01-21,402.38207324099096
1997-01-22,402.6978953331532
1997-01-23,403.4323988804322
1997-01-24,402.1364483526287
1997-01-27,400.3542437966231
1997-01-28,399.3347907714035
1997-01-29,398.5298068222002
1997-01-30,401.35234293703843
1997-01-31,404.6689629715882
1997-02-03,404.3024278951794
1997-02-04,405.05408133346805
1997-02-05,407.51236473929407
1997-02-06,407.5746453333996
1997-02-07,407.73416499435797
1997-02-10,412.6051540635959
1997-02-11,411.2678311994466
1997-02-12,410.1756440642791
1997-02-13,410.72462570127607
1997-02-14,411.81744125762424
1997-02-17,409.68307155083585
1997-02-18,409.7094741893384
1997-02-19,409.9464360100833
1997-02-20,409.4130005444086
1997-02-21,410.0777998296244
1997-02-24,412.2362572226645
1997-02-25,414.38064135158135
1997-02-26,411.7043245336969
1997-02-27,411.4144278363013
1997-02-28,409.01129413993806
1997-03-03,407.1276558641105
1997-03-04,409.4953814059417
1997-03-05,410.16184507486577
1997-03-06,413.5685308365014
1997-03-07,413.8564779596031
1997-03-10,418.6011949832023
1997-03-11,419.37578199261617
1997-03-12,415.3123047526808
1997-03-13,414.17729560108427
1997-03-14,415.6740637435093
1997-03-17,412.792407166906
1997-03-18,410.9494047404735
1997-03-19,411.1670996062864
1997-03-20,404.09209654510397
1997-03-21,407.7888869624303
1997-03-24,406.47563736337247
1997-03-25,410.36701256189247
1997-03-26,414.44967029828933
1997-03-27,419.28605360780443
1997-03-28,419.63198118158897
1997-03-31,421.3820948176948
1997-04-01,411.2864694127599
1997-04-02,409.51553116821435
1997-04-03,406.5314980220673
1997-04-04,407.4005007529482
1997-04-07,407.8605353285588
1997-04-08,407.5557750026526
1997-04-09,409.5388358114266
1997-04-10,409.9901662562129
1997-04-11,407.1854780602154
1997-04-14,404.38694260387103
1997-04-15,408.3647409923687
1997-04-16,409.0736170305374
1997-04-17,411.3587269297306
1997-04-18,411.9209113535251
1997-04-21,414.47306910631505
1997-04-22,413.65690722191584
1997-04-23,415.44373754997963
1997-04-24,416.235433882387
1997-04-25,412.65760466566513
1997-04-28,412.4759065275178
1997-04-29,417.64886996501326
1997-04-30,418.5881486848502
1997-05-01,421.0699716832978
1997-05-02,421.283545575679
1997-05-05,424.0544568395374
1997-05-06,429.2147904551541
1997-05-07,430.23632231899455
1997-05-08,432.07568181687793
1997-05-09,435.64344079937473
1997-05-12,437.6479814890124
1997-05-13,440.9427085332972
1997-05-14,442.516888618272
1997-05-15,443.4083917626934
1997-05-16,445.89306584247964
1997-05-19,442.53749921176546
1997-05-20,442.3992676472569
1997-05-21,446.9812840201445
1997-05-22,444.2164954448294
1997-05-23,445.55447908251085
1997-05-26,446.19764898624516
1997-05-27,444.3840073887988
1997-05-28,442.3446036161291
1997-05-29,442.2723120808225
1997-05-30,435.3509366865262
1997-06-02,435.2305333875969
1997-06-03,437.2645333428885
1997-06-04,437.4673657351107
1997-06-05,439.82808049872034
1997-06-06,442.9173053268999
1997-06-09,447.65347618049134
1997-06-10,448.29771759192397
1997-06-11,449.291113827356
1997-06-12,451.9289889630513
1997-06-13,453.04828763179
1997-06-16,454.07338111133015
1997-06-17,449.97787539006214
1997-06-18,451.5785046581324
1997-06-19,454.9309197491095
1997-06-20,455.98534591402193
1997-06-23,458.8895498352119
1997-06-24,459.6213482027573
1997-06-25,465.3769567788346
1997-06-26,465.2604965128512
1997-06-27,463.08866553500354
1997-06-30,459.5923013319945
1997-07-01,465.4426295102012
1997-07-02,464.48358472182395
1997-07-03,472.39112662247726
1997-07-04,474.2487527584163
1997-07-07,478.4910611750869
1997-07-08,476.49668791017734
1997-07-09,477.86864416933116
1997-07-10,476.39577344707675
1997-07-11,476.7673497729957
1997-07-14,477.4328593004137
1997-07-15,475.8493499003813
1997-07-16,482.47389465573093
1997-07-17,481.98449065660606
1997-07-18,475.66009492582145
1997-07-21,469.00577422589845
1997-07-22,472.6505251310054
1997-07-23,478.16228336288214
1997-07-24,474.4882354253836
1997-07-25,472.4586258474241
1997-07-28,470.1326437164381
1997-07-29,470.18815095093373
1997-07-30,473.8722237569215
1997-07-31,473.79652561437837
1997-08-01,470.2874081217755
