Date,AC ASIA ex JAPAN IMI GROWTH
1994-05-31,724.4553010765253
1994-06-30,694.8990798198975
1994-07-29,725.8356572749052
1994-08-31,779.6563430097386
1994-09-30,772.9127698109372
1994-10-31,781.3218309767527
1994-11-30,714.57515388456
1994-12-30,692.0548398979852
1995-01-31,628.5156378800924
1995-02-28,668.1470789490162
1995-03-31,670.447406186669
1995-04-28,663.2685579502959
1995-05-31,730.4281050265436
1995-06-30,719.7327264339515
1995-07-31,733.9754311798365
1995-08-31,705.0584584128101
1995-09-29,712.4258584143124
1995-10-31,703.662001853804
1995-11-30,684.2171811693698
1995-12-29,721.4930738641928
1996-01-31,777.3812865882514
1996-02-29,785.0525398415758
1996-03-29,786.9387327331301
1996-04-30,814.6331231073411
1996-05-31,821.2570794135249
1996-06-28,809.1490863505967
1996-07-31,742.9809503927041
1996-08-30,764.1193468153483
1996-09-30,773.3842865557358
1996-10-31,761.0994126260019
1996-11-29,793.6100972503687
1996-12-31,793.9767107887357
1997-01-01,794.2188836525855
1997-01-02,791.2459874785438
1997-01-03,794.2012457489935
1997-01-06,798.0150962539748
1997-01-07,800.0721113490777
1997-01-08,805.7482342487779
1997-01-09,802.5615930117383
1997-01-10,802.9254362497094
1997-01-13,802.1838756896943
1997-01-14,800.3549155692893
1997-01-15,813.6518369821872
1997-01-16,814.259783838815
1997-01-17,816.7911618567155
1997-01-20,821.6295307970946
1997-01-21,817.01924848509
1997-01-22,819.7115329149573
1997-01-23,820.4906519155134
1997-01-24,818.4352552622199
1997-01-27,814.7587923290527
1997-01-28,814.7730621984758
1997-01-29,811.7605718281161
1997-01-30,812.5582664798408
1997-01-31,811.2054108413532
1997-02-03,811.9046369522971
1997-02-04,813.3891071327233
1997-02-05,814.734720009102
1997-02-06,816.3004031981205
1997-02-07,816.045949726816
1997-02-10,814.8997268873957
1997-02-11,814.2707959008152
1997-02-12,816.549619296645
1997-02-13,816.2765816859728
1997-02-14,814.8967766373821
1997-02-17,817.5400882658529
1997-02-18,811.1393801042725
1997-02-19,817.3819112080749
1997-02-20,824.9516631516873
1997-02-21,824.2407637322071
1997-02-24,819.1047162953558
1997-02-25,822.3237421044224
1997-02-26,821.2266618299859
1997-02-27,820.607234459409
1997-02-28,822.9788295299327
1997-03-03,824.0424783807518
1997-03-04,823.3361883857876
1997-03-05,820.6451883332915
1997-03-06,817.9644833473768
1997-03-07,818.9142092177526
1997-03-10,814.9966785306997
1997-03-11,816.6748506126739
1997-03-12,813.6921938951591
1997-03-13,806.8604338701693
1997-03-14,798.1247536608707
1997-03-17,801.4123897921583
1997-03-18,798.0553051122764
1997-03-19,795.4849550503101
1997-03-20,791.4435981883012
1997-03-21,782.8365145720333
1997-03-24,783.5911494479249
1997-03-25,789.2956395967595
1997-03-26,790.3819022362521
1997-03-27,787.5914105680658
1997-03-28,787.1425486990055
1997-03-31,778.9419378914838
1997-04-01,772.0857093252127
1997-04-02,774.9821576719517
1997-04-03,768.0090948875547
1997-04-04,769.136407412976
1997-04-07,769.0631571924157
1997-04-08,774.2489769816098
1997-04-09,777.9284661073518
1997-04-10,771.4380784855235
1997-04-11,770.1492254732728
1997-04-14,758.4946691940564
1997-04-15,754.0327929065169
1997-04-16,760.4841300182176
1997-04-17,759.3082441028644
1997-04-18,758.7172624372324
1997-04-21,763.6769205351869
1997-04-22,760.0054097924743
1997-04-23,764.2922643330114
1997-04-24,761.6866265702691
1997-04-25,758.2003405946101
1997-04-28,751.801286256398
1997-04-29,744.73559390012
1997-04-30,751.2744394520481
1997-05-01,754.5509955908043
1997-05-02,751.7446110359879
1997-05-05,759.9249216669273
1997-05-06,762.4406528734214
1997-05-07,765.2542689585446
1997-05-08,762.9120796697975
1997-05-09,767.4097029421879
1997-05-12,762.3779803067151
1997-05-13,760.8345692310079
1997-05-14,762.7673531816566
1997-05-15,752.8352211727715
1997-05-16,754.0417617939623
1997-05-19,756.5796802649401
1997-05-20,759.8035956359644
1997-05-21,761.384497395445
1997-05-22,762.9351380402861
1997-05-23,765.923562537512
1997-05-26,769.7465456702142
1997-05-27,767.5361376773882
1997-05-28,769.038230645049
1997-05-29,770.7051002197504
1997-05-30,777.9899558341465
1997-06-02,788.0086645384649
1997-06-03,785.9227635191428
1997-06-04,787.380882885024
1997-06-05,785.5135267762147
