Date,AC ASIA PACIFIC ex JAPAN IMI GROWTH
1994-05-31,542.0438290760097
1994-06-30,519.1626994436562
1994-07-29,542.756946014719
1994-08-31,581.1345358256841
1994-09-30,572.2461654079509
1994-10-31,580.5093035051844
1994-11-30,536.1447708345872
1994-12-30,523.0651697058968
1995-01-31,477.3601347436876
1995-02-28,503.22431955250255
1995-03-31,504.3660699225176
1995-04-28,508.41894510358344
1995-05-31,547.4201768755483
1995-06-30,540.0528495509807
1995-07-31,559.3864976950924
1995-08-31,542.6716281370232
1995-09-29,545.9619946689292
1995-10-31,538.6275347755902
1995-11-30,529.1537835775458
1995-12-29,553.2487305225014
1996-01-31,590.0402278578509
1996-02-29,598.647960627848
1996-03-29,600.8387998720865
1996-04-30,623.265440090096
1996-05-31,625.6194733071568
1996-06-28,614.8861675279296
1996-07-31,568.0315281597544
1996-08-30,587.4807945356121
1996-09-30,592.2124271296656
1996-10-31,588.4935746803787
1996-11-29,611.5395007234548
1996-12-31,610.4806908174712
1997-01-01,610.6356154721061
1997-01-02,607.5965795006898
1997-01-03,609.3165160183015
1997-01-06,612.0482762044875
1997-01-07,613.4444997875032
1997-01-08,616.7004391825787
1997-01-09,614.9775571604549
1997-01-10,615.3340484118652
1997-01-13,614.780057057996
1997-01-14,613.6899641444577
1997-01-15,622.8354769153676
1997-01-16,623.6716460639998
1997-01-17,625.1882244408151
1997-01-20,628.3263134542519
1997-01-21,624.5433880934844
1997-01-22,626.1711997842999
1997-01-23,625.6287446871464
1997-01-24,623.6824074475
1997-01-27,621.0339472617105
1997-01-28,619.8297699470074
1997-01-29,618.4311571966182
1997-01-30,618.1967439541622
1997-01-31,617.0431222416224
1997-02-03,617.9807125484643
1997-02-04,617.6263512899853
1997-02-05,619.4417878229206
1997-02-06,620.6526007090927
1997-02-07,620.4233758694318
1997-02-10,619.0213480191127
1997-02-11,618.9783194125359
1997-02-12,620.6697262446214
1997-02-13,622.8704725902804
1997-02-14,621.0160546439581
1997-02-17,622.8917142278445
1997-02-18,618.6389940425458
1997-02-19,621.9954665274942
1997-02-20,626.968496983328
1997-02-21,627.3924734453785
1997-02-24,624.5673169640053
1997-02-25,627.1208422991025
1997-02-26,625.3989364861397
1997-02-27,624.5348312769923
1997-02-28,624.9892820709996
1997-03-03,625.6595553323842
1997-03-04,626.2774433114429
1997-03-05,623.9867783716494
1997-03-06,622.8259928829037
1997-03-07,623.4241388502085
1997-03-10,621.2620025596453
1997-03-11,623.4860715507282
1997-03-12,621.3959056590242
1997-03-13,616.3132292202366
1997-03-14,610.085253391892
1997-03-17,611.7348804611627
1997-03-18,607.7882079975461
1997-03-19,605.4556375184168
1997-03-20,603.6553574683853
1997-03-21,598.0447903672718
1997-03-24,599.3158157471687
1997-03-25,602.2557632100609
1997-03-26,602.8555304976829
1997-03-27,601.5391349240506
1997-03-28,601.4880417432173
1997-03-31,596.1749831879159
1997-04-01,589.5801505931079
1997-04-02,591.6772361415244
1997-04-03,586.8943762046509
1997-04-04,587.7162996861499
1997-04-07,587.5164752867155
1997-04-08,591.2258773582806
1997-04-09,594.4801640263461
1997-04-10,590.6413624556113
1997-04-11,589.6815225908258
1997-04-14,580.909603813662
1997-04-15,578.1935205014986
1997-04-16,582.7536299783574
1997-04-17,582.3946699788414
1997-04-18,583.2457555103038
1997-04-21,586.7717541578982
1997-04-22,584.7451730473218
1997-04-23,588.4381379217175
1997-04-24,586.8166582520082
1997-04-25,584.6910969534189
1997-04-28,580.2878582736621
1997-04-29,576.5290143414209
1997-04-30,581.0992173564067
1997-05-01,583.5306001729765
1997-05-02,581.7019419783988
1997-05-05,586.5723295250907
1997-05-06,588.5986584112887
1997-05-07,590.5328537660641
1997-05-08,588.9652877252288
1997-05-09,592.6298003902331
1997-05-12,589.615609818345
1997-05-13,589.0507434682723
1997-05-14,589.8992836444814
1997-05-15,583.2016394216284
1997-05-16,584.9217463169383
1997-05-19,586.6957515271614
1997-05-20,588.9707821418073
1997-05-21,591.3121551980364
1997-05-22,592.3767275067503
1997-05-23,592.9462173187302
1997-05-26,595.8577742226773
1997-05-27,593.1595843417117
1997-05-28,594.3299262585616
1997-05-29,596.0667346122559
1997-05-30,601.0843610324567
1997-06-02,607.3991431977805
1997-06-03,605.8280369827505
1997-06-04,606.6867178260856
1997-06-05,605.2290054831248
1997-06-06,602.9519948150736
1997-06-09,603.0744482678376
1997-06-10,602.0503623755139
1997-06-11,600.3635348877781
1997-06-12,595.3967068174752
1997-06-13,596.3973625777647
1997-06-16,601.3949280969927
1997-06-17,603.0680333066077
1997-06-18,603.2800437645461
1997-06-19,605.6127588735548
1997-06-20,614.3550849429465
1997-06-23,613.9108014895153
1997-06-24,611.1697701664298
1997-06-25,612.6251615581139
1997-06-26,611.9450602466827
1997-06-27,613.426912569741
1997-06-30,618.2745972256919
1997-07-01,619.9616203671627
1997-07-02,620.1231238057147
1997-07-03,618.7957883430198
1997-07-04,618.1176269678615
1997-07-07,617.141335299461
1997-07-08,615.7621907206722
1997-07-09,613.1840801842231
1997-07-10,610.3415248806446
1997-07-11,609.7991003250509
1997-07-14,606.098399230489
1997-07-15,604.766249753523
1997-07-16,602.7841723894567
1997-07-17,604.8149149770811
1997-07-18,607.1065730314399
1997-07-21,605.5445699578372
1997-07-22,601.8317439209758
1997-07-23,604.2792984580581
1997-07-24,608.1379225209278
1997-07-25,611.7825870860211
1997-07-28,615.7709431175956
1997-07-29,619.5222096199816
1997-07-30,618.8361457572856
1997-07-31,621.4221156478435
1997-08-01,619.7027600705499
1997-08-04,620.667942780887
1997-08-05,617.571676691522
1997-08-06,619.5671914900529
1997-08-07,614.4569598111747
1997-08-08,612.6753504049034
1997-08-11,601.6279956870206
1997-08-12,597.8430452289944
1997-08-13,595.6110840246942
1997-08-14,592.1598895491387
1997-08-15,588.3317424011784
1997-08-18,579.4434245197687
1997-08-19,572.9508137825504
1997-08-20,585.9462268644969
1997-08-21,587.8681747921028
1997-08-22,581.3971379132691
1997-08-25,580.2561344947519
1997-08-26,576.6781340837354
1997-08-27,570.416800541409
1997-08-28,545.8003420488318
1997-08-29,529.4342013037899
1997-09-01,515.695356555684
1997-09-02,512.8866655246084
1997-09-03,523.7225250107878
1997-09-04,518.2538904109216
1997-09-05,537.338888754899
1997-09-08,547.2598519616341
1997-09-09,553.2402770936098
1997-09-10,547.2604621955044
1997-09-11,537.0212035839223
1997-09-12,537.6931115465013
1997-09-15,537.2997147235063
1997-09-16,531.0643794439897
1997-09-17,529.867438687273
1997-09-18,527.7543629902511
1997-09-19,529.1264412924904
1997-09-22,521.5374714321513
1997-09-23,523.7402228791524
1997-09-24,524.8028738097724
1997-09-25,528.7711418154872
1997-09-26,527.2524033025715
1997-09-29,525.3874094985514
1997-09-30,529.7624612725369
1997-10-01,523.9260466184087
1997-10-02,522.9138604281396
1997-10-03,519.2526455782944
1997-10-06,512.7443698829937
1997-10-07,512.5045321851609
1997-10-08,517.9115402693715
1997-10-09,517.9617322713269
1997-10-10,520.6457448715862
1997-10-13,517.1273698169
1997-10-14,513.6492378084371
1997-10-15,502.94876586584763
1997-10-16,499.34481919262987
1997-10-17,495.5930830418238
1997-10-20,474.99055839779584
1997-10-21,470.223188155584
1997-10-22,457.04342232572606
1997-10-23,441.0722159252648
1997-10-24,438.31522169989347
