Date,ACWI IMI GROWTH
1994-05-31,390.63660954239356
1994-06-30,390.16629079849486
1994-07-29,395.5891107511099
1994-08-31,410.2802895190773
1994-09-30,402.34177466287525
1994-10-31,410.9539407515028
1994-11-30,391.2067159082484
1994-12-30,395.28437537319434
1995-01-31,386.75791434608465
1995-02-28,388.26293908323026
1995-03-31,405.3551308658999
1995-04-28,417.79362889703884
1995-05-31,419.30210591389135
1995-06-30,423.0708079573498
1995-07-31,445.6961126420561
1995-08-31,437.77566475214667
1995-09-29,448.89745988195136
1995-10-31,439.68643633606285
1995-11-30,451.83342659976694
1995-12-29,462.0893730528488
1996-01-31,468.69664347618226
1996-02-29,474.01452138198596
1996-03-29,482.31285213138256
1996-04-30,499.78225434439696
1996-05-31,503.36924851332833
1996-06-28,501.829708266677
1996-07-31,475.29510175440566
1996-08-30,484.45628167652546
1996-09-30,503.07272282330956
1996-10-31,497.4514658198676
1996-11-29,518.2716283950413
1996-12-31,508.0914014716266
1997-01-01,508.10139594572865
1997-01-02,504.0431624014232
1997-01-03,507.8663467748304
1997-01-06,509.6319017001488
1997-01-07,511.68641823633516
1997-01-08,509.83457820538774
1997-01-09,508.7367175865572
1997-01-10,506.6556649768231
1997-01-13,509.5670553002549
1997-01-14,512.9635600311177
1997-01-15,513.149311158794
1997-01-16,516.2347462358003
1997-01-17,516.9765158866362
1997-01-20,515.1859330925029
1997-01-21,515.1874744000191
1997-01-22,517.8899340081158
1997-01-23,515.1332920602065
1997-01-24,511.40174541967224
1997-01-27,506.42839923909685
1997-01-28,506.53079113126546
1997-01-29,507.95227935409036
1997-01-30,511.20074271668483
1997-01-31,515.2247975917717
1997-02-03,514.7133655512353
1997-02-04,515.058936485549
1997-02-05,510.4526664913344
1997-02-06,510.936325156073
1997-02-07,512.5993963867388
1997-02-10,513.729152926813
1997-02-11,513.5694443715248
1997-02-12,518.3814955402687
1997-02-13,521.9344991134352
1997-02-14,522.106524217597
1997-02-17,521.5901187499851
1997-02-18,522.4073426783914
1997-02-19,522.2761760904333
1997-02-20,521.6621637810255
1997-02-21,522.0988747970043
1997-02-24,525.2111478647622
1997-02-25,526.6770373322742
1997-02-26,523.1729009617441
1997-02-27,519.8328733271474
1997-02-28,516.2420090172501
1997-03-03,515.7658976482561
1997-03-04,516.3120142387992
1997-03-05,519.1347666044309
1997-03-06,517.6888739040916
1997-03-07,519.1402061627648
1997-03-10,522.7540569575219
1997-03-11,523.1054673134779
1997-03-12,518.9482939066052
1997-03-13,514.1199870964097
1997-03-14,514.3752598505249
1997-03-17,513.0694407198317
1997-03-18,512.0827814225662
