Date,ACWI ex EMU IMI GROWTH
2007-05-31,1000.0
2007-06-01,1006.5683628423296
2007-06-04,1010.2719713180245
2007-06-05,1007.5615486875496
2007-06-06,998.1787473514394
2007-06-07,984.319389708831
2007-06-08,985.3257939805043
2007-06-11,987.8715573749627
2007-06-12,980.9592010534546
2007-06-13,988.1900002371369
2007-06-14,997.6450596119772
2007-06-15,1007.339642563372
2007-06-18,1009.8292868419894
2007-06-19,1009.725720712697
2007-06-20,1004.0574053960563
2007-06-21,1006.8351364211255
2007-06-22,1000.0917567564346
2007-06-25,995.0318436738203
2007-06-26,991.2627630737267
2007-06-27,993.3506134721105
2007-06-28,997.9102157836053
2007-06-29,1000.6358152865774
2007-07-02,1011.2403106853855
2007-07-03,1016.9642739211241
2007-07-04,1019.3866934485727
2007-07-05,1021.1632831908004
2007-07-06,1026.1201653249689
2007-07-09,1030.4289696957553
2007-07-10,1023.4196129911809
2007-07-11,1025.7895471933573
2007-07-12,1038.7002239226897
2007-07-13,1044.5052562806234
2007-07-16,1042.2074360823492
2007-07-17,1041.9918814895352
2007-07-18,1038.3855661281284
2007-07-19,1046.897682355067
2007-07-20,1042.7936946663672
2007-07-23,1044.6671195227689
2007-07-24,1032.3841859611011
2007-07-25,1027.7066983577736
2007-07-26,1006.6556175026293
2007-07-27,988.769436960892
2007-07-30,997.0421781021677
2007-07-31,996.7727547974146
2007-08-01,988.6567942425334
2007-08-02,995.1624053682432
2007-08-03,982.5307324991072
2007-08-06,985.717090580014
2007-08-07,989.1245840640611
2007-08-08,1006.1051460944043
2007-08-09,989.1401267473856
2007-08-10,974.2961251701684
2007-08-13,978.5076787918615
2007-08-14,963.6672676141305
2007-08-15,946.031263783418
2007-08-16,927.0418527685013
2007-08-17,936.5711465613045
2007-08-20,947.6658059057428
2007-08-21,951.4352947168702
2007-08-22,965.332760356321
2007-08-23,972.0604914258925
2007-08-24,981.1923112987855
2007-08-27,980.9173284953516
2007-08-28,964.9863324277879
2007-08-29,975.1362487840336
2007-08-30,978.6738251381361
2007-08-31,994.5480789514846
2007-09-03,995.7751926955291
2007-09-04,1002.1219059079665
2007-09-05,993.7322059404434
2007-09-06,999.697203794421
2007-09-07,988.1377495144396
2007-09-10,981.0640092248582
2007-09-11,994.7465199959474
2007-09-12,996.4746724344182
2007-09-13,1000.694963925678
2007-09-14,1001.4816886952908
2007-09-17,993.5733549703712
2007-09-18,1008.261142102953
2007-09-19,1026.2067278301563
2007-09-20,1027.5508794119678
2007-09-21,1031.3415497874948
2007-09-24,1033.4227034454627
2007-09-25,1034.4373120373336
2007-09-26,1039.3191963776042
2007-09-27,1050.454630958906
2007-09-28,1053.1745067227532
2007-10-01,1062.777445985184
2007-10-02,1066.3074730856715
2007-10-03,1062.6083518464277
2007-10-04,1061.8525471747432
2007-10-05,1074.3532051770123
2007-10-08,1072.5477382181166
2007-10-09,1080.981179745401
2007-10-10,1086.0607648210053
2007-10-11,1087.5111630241254
2007-10-12,1088.1816931416363
2007-10-15,1083.4943559798078
2007-10-16,1072.6800764293932
2007-10-17,1076.5435934918244
2007-10-18,1081.2583539471827
2007-10-19,1060.3902366699588
2007-10-22,1051.5629057111369
2007-10-23,1067.8602974492417
2007-10-24,1064.7130860432724
2007-10-25,1068.1318209327208
2007-10-26,1083.8488681162926
2007-10-29,1094.4109090699421
2007-10-30,1089.2927630895367
2007-10-31,1102.6318801343152
2007-11-01,1088.2662247651772
2007-11-02,1085.8705776611396
2007-11-05,1076.3817037779438
2007-11-06,1089.3246751525805
2007-11-07,1076.51503292552
2007-11-08,1066.851811090382
2007-11-09,1050.508649631413
2007-11-12,1028.2575522007567
2007-11-13,1044.7943304970152
2007-11-14,1051.3559033255233
2007-11-15,1038.5569887977667
2007-11-16,1036.5125324929572
2007-11-19,1019.458209796139
2007-11-20,1026.339908521273
2007-11-21,1006.3505161075775
2007-11-22,1008.1914788009708
2007-11-23,1019.9220684591995
2007-11-26,1015.4308512056599
2007-11-27,1019.0811091787949
2007-11-28,1039.7209571121286
2007-11-29,1048.5402553927931
2007-11-30,1052.9670238539
2007-12-03,1049.3510804722503
2007-12-04,1044.064718716075
2007-12-05,1055.4209262278396
2007-12-06,1065.801844930329
