Date,AC PACIFIC IMI GROWTH
1994-05-31,982.1362875610024
1994-06-30,1019.4840507135099
1994-07-29,997.0120685244293
1994-08-31,1014.7827948030051
1994-09-30,990.2184324019968
1994-10-31,1011.3314138905756
1994-11-30,942.1548568286751
1994-12-30,953.8893661857147
1995-01-31,893.7982548922903
1995-02-28,858.5574712454933
1995-03-31,916.5622335656325
1995-04-28,955.0704176166358
1995-05-31,918.5373056964881
1995-06-30,879.855900611923
1995-07-31,939.8405254292247
1995-08-31,904.4859004942424
1995-09-29,909.8404265794533
1995-10-31,868.1350739977994
1995-11-30,904.865605634544
1995-12-29,945.8771388971545
1996-01-31,944.0747808274049
1996-02-29,931.4176098382542
1996-03-29,961.3666953664796
1996-04-30,1013.8889248781459
1996-05-31,978.0771207477484
1996-06-28,972.3434303831365
1996-07-31,916.5136162930717
1996-08-30,896.6507723740749
1996-09-30,916.8823497228632
1996-10-31,869.4334550120975
1996-11-29,877.2985672699908
1996-12-31,828.812416147887
1997-01-01,828.881870997536
1997-01-02,828.9027823623967
1997-01-03,827.1313576134053
1997-01-06,834.6207831271983
1997-01-07,827.2699789754553
1997-01-08,819.1630360114882
1997-01-09,800.2659465999529
1997-01-10,781.2027356693161
1997-01-13,794.7642950673974
1997-01-14,792.5314838584042
1997-01-15,794.8063624603993
1997-01-16,802.424310934763
1997-01-17,797.4933638496848
1997-01-20,785.032469471399
1997-01-21,779.0864407317471
1997-01-22,785.4516459333466
1997-01-23,778.0481688968583
1997-01-24,774.2936739986741
1997-01-27,760.4101246164431
1997-01-28,758.3842137025965
1997-01-29,762.56437715022
1997-01-30,755.9165456249526
1997-01-31,766.1817399433187
1997-02-03,764.709267891553
1997-02-04,765.486823424913
1997-02-05,754.3941715413263
1997-02-06,751.9762005577498
1997-02-07,743.8701336753497
1997-02-10,755.3658864561011
1997-02-11,754.1837700723702
1997-02-12,756.7526112776279
1997-02-13,760.8244207997842
1997-02-14,763.7301000415681
1997-02-17,764.0715381048478
1997-02-18,760.1134779075865
1997-02-19,760.7778079807617
1997-02-20,778.8418431758446
1997-02-21,788.0918261964381
1997-02-24,790.2148109541944
1997-02-25,791.9060002618521
1997-02-26,787.2308830974828
1997-02-27,791.5215094725152
1997-02-28,781.8340249480472
1997-03-03,776.3346134486555
1997-03-04,775.659199410236
1997-03-05,771.2206531172516
1997-03-06,762.734865353094
1997-03-07,763.8352937107039
1997-03-10,762.4738644085651
1997-03-11,766.3105348875243
1997-03-12,760.2264199148631
1997-03-13,751.2419506106044
1997-03-14,747.6853995588211
1997-03-17,748.833441831352
1997-03-18,757.3256018729336
1997-03-19,758.0483038532859
1997-03-20,754.2352532905307
1997-03-21,761.4208047029155
1997-03-24,754.9321902689992
1997-03-25,755.8500186244534
1997-03-26,758.8154894789939
1997-03-27,755.6607341745396
1997-03-28,752.6322746079602
1997-03-31,748.6206751318803
1997-04-01,744.7988255565054
1997-04-02,751.9681377793381
1997-04-03,750.2203180154736
1997-04-04,741.2060930652588
1997-04-07,729.8221662066757
1997-04-08,733.44662408789
1997-04-09,725.1177365124789
1997-04-10,716.0773116107802
1997-04-11,720.6173905030363
1997-04-14,712.7194754072091
1997-04-15,716.4831630811391
1997-04-16,726.5045050503007
1997-04-17,729.9053355316148
1997-04-18,738.5439212057352
1997-04-21,747.9834957563901
1997-04-22,744.6336687257242
1997-04-23,752.0396156884921
1997-04-24,750.0864715134835
1997-04-25,746.6716263949006
1997-04-28,741.4643260087041
1997-04-29,739.2264914316639
1997-04-30,751.7185778722712
1997-05-01,761.0585579842073
1997-05-02,764.167846129925
1997-05-05,766.4489662091505
1997-05-06,787.0373798274607
1997-05-07,787.8527869840871
1997-05-08,790.4669643440135
1997-05-09,795.1429902094657
1997-05-12,814.852609512651
1997-05-13,816.448350573566
1997-05-14,822.5413840743402
1997-05-15,824.6668764768274
1997-05-16,836.7902428887412
1997-05-19,837.5938411800412
1997-05-20,847.9218416764732
1997-05-21,834.285757204918
1997-05-22,826.5682243996499
1997-05-23,834.5485236208729
1997-05-26,832.8273203815121
1997-05-27,827.4580459634268
1997-05-28,840.9111779364184
1997-05-29,840.029479287761
1997-05-30,835.5562152292558
1997-06-02,842.5268197419986
1997-06-03,844.9936076028293
1997-06-04,847.9514094548372
1997-06-05,849.6742931769533
1997-06-06,846.9113696894701
1997-06-09,859.43223627475
1997-06-10,860.9977864295853
1997-06-11,865.6378153433053
1997-06-12,856.3547189655881
1997-06-13,854.9011477902806
1997-06-16,868.1774948054059
1997-06-17,866.5050184524782
1997-06-18,866.2248447650081
1997-06-19,862.5578403240369
1997-06-20,862.4663411067971
1997-06-23,857.8242051814236
1997-06-24,859.3873965166782
1997-06-25,875.8461606585226
1997-06-26,877.4714100382503
1997-06-27,868.8811196329058
1997-06-30,874.8676353891266
1997-07-01,864.6467544818859
1997-07-02,866.9673417692546
1997-07-03,869.4744895041098
1997-07-04,864.4806704973057
1997-07-07,860.9227423318299
1997-07-08,861.4212746598073
1997-07-09,857.87718088816
1997-07-10,858.1299920815255
1997-07-11,858.9220130225286
1997-07-14,865.4542134803738
1997-07-15,854.9553225539815
1997-07-16,863.6114989902752
1997-07-17,866.9272187768256
1997-07-18,864.8133748898131
1997-07-21,862.256799464899
1997-07-22,858.7589405437594
1997-07-23,858.4409471940777
1997-07-24,863.0666787086263
1997-07-25,863.2717933870961
1997-07-28,864.6986282376623
1997-07-29,864.7235194020911
1997-07-30,858.0729630788007
1997-07-31,861.8112891903355
1997-08-01,851.7566132009447
1997-08-04,844.806560677114
1997-08-05,832.6951755694033
1997-08-06,846.1443772929356
1997-08-07,841.8821916131021
1997-08-08,857.5343876322679
1997-08-11,834.2934624034136
1997-08-12,838.3466531772544
1997-08-13,841.7919298399504
1997-08-14,835.8729996564081
1997-08-15,840.386249694093
1997-08-18,829.0036745771481
1997-08-19,820.5183302292734
1997-08-20,828.6455932259565
1997-08-21,831.2650776610848
1997-08-22,815.0406500693177
1997-08-25,806.619204808287
1997-08-26,810.0333326973812
1997-08-27,797.5524228458569
1997-08-28,785.1980526199856
1997-08-29,766.1500027013586
1997-09-01,747.1869200715731
1997-09-02,746.7404586913619
1997-09-03,768.1723766203125
1997-09-04,764.2130630342066
1997-09-05,771.7202498524233
1997-09-08,775.1847348894069
1997-09-09,787.2438148416413
1997-09-10,783.9664056643619
1997-09-11,767.0338473349848
1997-09-12,756.2009820521356
1997-09-15,758.3236435001828
1997-09-16,752.1914725721905
1997-09-17,748.5323241622857
1997-09-18,745.891354568063
1997-09-19,750.2030773010752
1997-09-22,750.0455651160527
1997-09-23,753.6950244545915
1997-09-24,771.0829256890374
1997-09-25,767.3758231368647
1997-09-26,758.0280024144165
1997-09-29,754.3577063980083
1997-09-30,758.6660107071536
1997-10-01,755.6628935113632
1997-10-02,747.8597583441287
1997-10-03,745.4988366014479
1997-10-06,750.045504461211
1997-10-07,743.3522185031076
1997-10-08,751.3798305300927
1997-10-09,745.8215404087335
1997-10-10,751.595586300314
1997-10-13,736.1781081065745
1997-10-14,730.2709536218289
1997-10-15,729.0580219704142
1997-10-16,741.2238395401123
1997-10-17,735.2800532670874
1997-10-20,714.9124794995964
1997-10-21,714.4509435087336
1997-10-22,712.9939386844409
1997-10-23,688.4677302920219
1997-10-24,687.7470833118011
1997-10-27,670.6223977824704
1997-10-28,643.6386431398288
1997-10-29,667.8932288733729
1997-10-30,655.3953544832276
1997-10-31,658.4466235462901
1997-11-03,666.8739796880895
1997-11-04,666.0382068672182
1997-11-05,661.8371398697319
1997-11-06,659.8151506555912
1997-11-07,636.8655568061012
1997-11-10,622.8004219701895
1997-11-11,624.7979431797733
1997-11-12,610.6944634775456
