Date,AC FAR EAST ex JAPAN IMI GROWTH
1994-05-31,774.3563678609743
1994-06-30,737.72194202945
1994-07-29,771.9839744932209
1994-08-31,829.8590962599186
1994-09-30,827.7893572961908
1994-10-31,839.6271721284766
1994-11-30,762.5947864954633
1994-12-30,740.1042847056215
1995-01-31,672.0006400049027
1995-02-28,722.4637339538601
1995-03-31,728.2201704470914
1995-04-28,722.7067825320335
1995-05-31,799.8769870814523
1995-06-30,789.796618561423
1995-07-31,804.6006489464665
1995-08-31,773.2197888017857
1995-09-29,785.2705576200646
1995-10-31,776.914667563819
1995-11-30,762.7874573032775
1995-12-29,804.6230767190058
1996-01-31,875.6782251198689
1996-02-29,873.3435111364086
1996-03-29,875.611145892033
1996-04-30,899.6229027988977
1996-05-31,908.4654382441569
1996-06-28,890.8532197842866
1996-07-31,818.7319479973008
1996-08-30,846.5455754457572
1996-09-30,862.9811702449691
1996-10-31,850.3285233864789
1996-11-29,893.9785646241563
1996-12-31,892.6685156947867
1997-01-01,892.9593208019427
1997-01-02,887.4613470205035
1997-01-03,890.7570454522286
1997-01-06,895.7892187298567
1997-01-07,898.4669803155962
1997-01-08,904.7910186171753
1997-01-09,899.6477665417165
1997-01-10,898.5956946330373
1997-01-13,897.1007642421878
1997-01-14,894.782569083183
1997-01-15,908.2035374024433
1997-01-16,911.1498611306405
1997-01-17,914.9153847084938
1997-01-20,921.3423339184711
1997-01-21,915.952970923703
1997-01-22,918.7214221745329
1997-01-23,919.5938834836169
1997-01-24,917.3535545251476
1997-01-27,910.9036193294128
1997-01-28,910.6245940880023
1997-01-29,907.7236731026728
1997-01-30,908.8586648457524
1997-01-31,908.6433203216334
1997-02-03,910.0493148909122
1997-02-04,910.8608760467306
1997-02-05,912.8722077876098
1997-02-06,914.1489439095965
1997-02-07,913.8686755357733
1997-02-10,912.1667497773558
1997-02-11,910.5751447925386
1997-02-12,913.4899044202857
1997-02-13,913.4898595891538
1997-02-14,911.4550842175904
