Date,BRAZIL IMI HIGH DIVIDEND YIELD
2010-10-20,1106.5378870019606
2010-10-21,1095.261568882049
2010-10-22,1094.7250017856277
2010-10-25,1084.8539497951756
2010-10-26,1100.1600705580875
2010-10-27,1098.1852509102405
2010-10-28,1092.688760808735
2010-10-29,1107.3910755974978
2010-11-01,1105.0036578314318
2010-11-02,1094.748649723606
2010-11-03,1103.0167483862551
2010-11-04,1116.884560739913
2010-11-05,1119.0670959273139
2010-11-08,1123.8532379755402
2010-11-09,1124.5692678927326
2010-11-10,1127.669005690458
2010-11-11,1111.2118528149142
2010-11-12,1109.4901716429192
2010-11-15,1115.7953370364794
2010-11-16,1094.5826797981906
2010-11-17,1107.7982486058775
2010-11-18,1122.0429762757753
2010-11-19,1120.7147819900279
2010-11-22,1106.9273622262726
2010-11-23,1102.0556011317374
2010-11-24,1135.8574017769881
2010-11-25,1135.4162055907943
2010-11-26,1127.5200569757803
2010-11-29,1129.1699466290063
2010-11-30,1139.387290153338
2010-12-01,1166.237588997793
2010-12-02,1164.7227347699545
2010-12-03,1169.4457605579435
2010-12-06,1178.447525525731
2010-12-07,1170.2401888460593
2010-12-08,1159.8196789623178
2010-12-09,1142.1452498578894
2010-12-10,1129.513617343317
2010-12-13,1140.2254070468273
2010-12-14,1141.5908943811894
2010-12-15,1144.1047863383926
2010-12-16,1145.911037672081
2010-12-17,1151.1467773315749
2010-12-20,1149.9114937134477
2010-12-21,1167.0366846354439
2010-12-22,1164.774769968544
2010-12-23,1167.9756631417465
2010-12-24,1167.209058587808
2010-12-27,1157.632437113154
2010-12-28,1163.3483150850411
2010-12-29,1177.1381273013324
2010-12-30,1184.4636187819458
2010-12-31,1175.537861840555
2011-01-03,1205.63869884142
2011-01-04,1200.7522776824055
2011-01-05,1211.0510070349278
2011-01-06,1204.195887676184
2011-01-07,1211.2329392872252
2011-01-10,1207.458814785983
2011-01-11,1206.064849599676
2011-01-12,1208.0020627573076
2011-01-13,1174.0416605971195
2011-01-14,1166.2022788772724
2011-01-17,1172.6239743207332
2011-01-18,1155.0240260070639
2011-01-19,1139.1926277237412
2011-01-20,1135.4585009181837
2011-01-21,1110.758144640444
2011-01-24,1119.3826084406833
2011-01-25,1119.1107626186124
2011-01-26,1123.9242797735835
2011-01-27,1107.682380997797
2011-01-28,1089.8079539291832
2011-01-31,1084.7332152827323
2011-02-01,1095.1962590976718
2011-02-02,1078.0596440508875
2011-02-03,1083.2914611608298
2011-02-04,1070.0848682857763
2011-02-07,1074.2587581405012
2011-02-08,1073.774407704747
2011-02-09,1059.3623317506945
2011-02-10,1059.4103203416194
2011-02-11,1081.8173621726191
2011-02-14,1093.374873434569
2011-02-15,1085.4094870423799
2011-02-16,1106.3106317448908
2011-02-17,1110.9409507025907
2011-02-18,1109.5488768564571
2011-02-21,1100.098140068819
2011-02-22,1090.5517786982318
2011-02-23,1073.3886981272399
2011-02-24,1077.2384698516896
2011-02-25,1082.146123575119
2011-02-28,1083.8435050247786
2011-03-01,1073.8401529231014
2011-03-02,1091.5933590177478
2011-03-03,1099.6731866589844
2011-03-04,1101.6442196349633
2011-03-07,1093.2788347211922
2011-03-08,1102.3245981569025
2011-03-09,1102.320141742803
2011-03-10,1100.2603339031784
2011-03-11,1106.1008950078315
2011-03-14,1107.8236754622187
2011-03-15,1103.2200629588274
2011-03-16,1079.7890635706024
2011-03-17,1068.0182204809591
2011-03-18,1072.5142721945685
2011-03-21,1073.580162729477
2011-03-22,1083.2540341274623
2011-03-23,1093.1796274647552
2011-03-24,1091.7191436882795
2011-03-25,1097.336191508839
2011-03-28,1089.706373855308
2011-03-29,1106.2479388368242
2011-03-30,1135.1774334509855
2011-03-31,1139.5032502095596
2011-04-01,1172.2281431804115
2011-04-04,1169.1411407649016
2011-04-05,1183.0271778654171
2011-04-06,1155.2983946977006
2011-04-07,1165.3335406313845
2011-04-08,1159.9169448634236
2011-04-11,1147.307053601035
2011-04-12,1127.2026724898528
2011-04-13,1118.623072383219
2011-04-14,1125.898733169638
2011-04-15,1136.3194976976997
2011-04-18,1142.0366528321083
2011-04-19,1153.8428115812185
2011-04-20,1152.2489809860922
2011-04-21,1148.236184037367
2011-04-22,1148.236184037367
2011-04-25,1152.36065140079
2011-04-26,1156.510650553714
2011-04-27,1149.696354402456
2011-04-28,1121.2410353332139
2011-04-29,1135.6508955490228
2011-05-02,1132.246664548121
2011-05-03,1110.094681025412
2011-05-04,1101.3619046260876
2011-05-05,1130.9613834471406
2011-05-06,1164.3298298061193
2011-05-09,1165.49621426276
2011-05-10,1165.282409381271
2011-05-11,1151.1114708419868
2011-05-12,1154.9303937180837
2011-05-13,1134.2919752590408
2011-05-16,1133.7365161671094
2011-05-17,1141.5001816480942
2011-05-18,1135.2106615019086
2011-05-19,1131.856539048538
2011-05-20,1134.60805145771
2011-05-23,1129.8041163979638
2011-05-24,1141.9539192241216
2011-05-25,1143.2849817143092
2011-05-26,1137.401534337439
2011-05-27,1141.1549687348843
2011-05-30,1139.096808400473
2011-05-31,1149.0261341511055
2011-06-01,1126.8722006272203
2011-06-02,1139.9147428254103
2011-06-03,1139.5991029426302
2011-06-06,1116.2433407992444
2011-06-07,1112.770272958938
2011-06-08,1110.599080366973
2011-06-09,1120.3005697710928
2011-06-10,1117.6950670709934
2011-06-13,1112.6431276491949
2011-06-14,1112.703629528483
2011-06-15,1104.421063150207
2011-06-16,1092.1580258913048
2011-06-17,1091.2772238976943
2011-06-20,1088.3895270092596
2011-06-21,1096.8509877220906
2011-06-22,1087.1336915974439
2011-06-23,1106.3170840008318
2011-06-24,1103.772774187008
2011-06-27,1095.8456652546965
2011-06-28,1111.9398446855428
2011-06-29,1120.4772407689738
2011-06-30,1116.7201149390573
2011-07-01,1139.1226733338387
2011-07-04,1139.4006004008158
2011-07-05,1130.807622079267
2011-07-06,1135.09707208039
2011-07-07,1137.114303909378
2011-07-08,1129.3460431942203
2011-07-11,1120.832092327813
2011-07-12,1111.6555815169997
2011-07-13,1114.0141826064635
2011-07-14,1100.4224349548415
2011-07-15,1092.9982812096405
2011-07-18,1091.8084524898843
2011-07-19,1096.5146219016808
2011-07-20,1094.2951480916058
2011-07-21,1093.4967637285542
2011-07-22,1092.5495386723273
2011-07-25,1096.46996770975
2011-07-26,1088.813188419912
2011-07-27,1050.4560363047804
2011-07-28,1070.1913375760612
2011-07-29,1076.1506731529485
2011-08-01,1085.4116306762255
2011-08-02,1067.8377360684983
2011-08-03,1052.6821213669002
2011-08-04,1012.1609591247591
2011-08-05,1017.650430599003
2011-08-08,950.366167947139
2011-08-09,955.5929354316478
2011-08-10,978.0089282592447
2011-08-11,991.7643675690867
2011-08-12,1006.538618821109
2011-08-15,1015.2028673843442
2011-08-16,1027.4444752513562
2011-08-17,1033.526560276522
2011-08-18,1008.6101389415657
2011-08-19,1000.5748786580699
2011-08-22,996.2713888085025
2011-08-23,1016.6217313169142
2011-08-24,1018.6744332400418
2011-08-25,1007.7156811020219
2011-08-26,1011.0517087388731
2011-08-29,1034.4629622068337
2011-08-30,1055.0142223893306
2011-08-31,1080.303493214755
2011-09-01,1102.0424762327093
2011-09-02,1068.6511327204769
2011-09-05,1045.815646049192
2011-09-06,1060.3418387343372
2011-09-07,1062.2723809785673
2011-09-08,1079.68068188697
2011-09-09,1064.089043169836
2011-09-12,1055.5710358230226
2011-09-13,1043.0936984455116
2011-09-14,1045.8413774237233
2011-09-15,1045.3688005037563
2011-09-16,1068.4694722772379
2011-09-19,1042.982342633801
2011-09-20,1028.718015714737
2011-09-21,1000.3680728448732
2011-09-22,965.8472782934223
2011-09-23,961.8211395091583
2011-09-26,980.2108452059634
2011-09-27,994.2497077656244
2011-09-28,983.6024226587726
2011-09-29,973.239169061093
2011-09-30,975.0225832366192
2011-10-03,951.5010911568909
2011-10-04,951.258046068379
2011-10-05,978.080225296854
2011-10-06,1003.7983171682266
2011-10-07,1017.7268066993125
2011-10-10,1042.9111341468101
2011-10-11,1042.0494496813626
2011-10-12,1023.8429251641486
2011-10-13,1043.4794087649166
2011-10-14,1045.065383066085
2011-10-17,1038.0585230300337
2011-10-18,1056.180813074352
2011-10-19,1046.4914706984605
2011-10-20,1024.9215995567824
2011-10-21,1031.60855181211
2011-10-24,1049.2451966123006
2011-10-25,1047.2073994335292
2011-10-26,1058.5963719315384
2011-10-27,1063.0490809281168
2011-10-28,1084.956350576887
2011-10-31,1098.262883122918
2011-11-01,1077.7930512274897
2011-11-02,1072.9880532938168
2011-11-03,1089.3935330695945
2011-11-04,1087.7420047766093
2011-11-07,1092.7409218333974
2011-11-08,1093.2474112324926
2011-11-09,1100.23927437885
2011-11-10,1089.202220558699
2011-11-11,1113.6440419983319
2011-11-14,1105.7045323486288
2011-11-15,1113.5943665626523
2011-11-16,1122.2606528192712
2011-11-17,1108.1449683250028
2011-11-18,1090.9712557609114
2011-11-21,1059.9284680974642
2011-11-22,1053.3495754074017
2011-11-23,1035.3308065121
2011-11-24,1029.0361063221592
