Date,BRAZIL IMI HIGH DIVIDEND YIELD
2008-05-30,1000.0
2008-06-02,990.2002300794286
2008-06-03,982.4961376068007
2008-06-04,976.8016364879853
2008-06-05,1011.3820409711021
2008-06-06,979.0607198712231
2008-06-09,975.9849400248409
2008-06-10,967.3497759975454
2008-06-11,950.0247415135952
2008-06-12,979.5680916116086
2008-06-13,968.5378052354548
2008-06-16,963.9444197040639
2008-06-17,978.2182781179476
2008-06-18,953.4044188556362
2008-06-19,966.8624301587766
2008-06-20,923.4255815954024
2008-06-23,920.3926311631758
2008-06-24,907.0379242457863
2008-06-25,932.5155353152294
2008-06-26,905.0266130866294
2008-06-27,903.5472405654732
2008-06-30,921.9045405920035
2008-07-01,891.7172288818889
2008-07-02,855.523242662636
2008-07-03,827.0713541125821
2008-07-04,820.7826418199792
2008-07-07,836.810350153503
2008-07-08,843.1353191413542
2008-07-09,837.9469107175732
2008-07-10,842.8714025023062
2008-07-11,847.4133244802076
2008-07-14,862.8556838581001
2008-07-15,862.120231650584
2008-07-16,883.3095185610803
2008-07-17,860.0684728583785
2008-07-18,851.264590293271
2008-07-21,871.0126286952712
2008-07-22,856.8295797366476
2008-07-23,860.8706202490982
2008-07-24,836.5856568121023
2008-07-25,830.653018871042
2008-07-28,822.5137627805819
2008-07-29,847.3847632337181
2008-07-30,878.3055125046714
2008-07-31,866.9174384759128
2008-08-01,853.1201035518362
2008-08-04,831.3094784046805
2008-08-05,851.7027030105429
2008-08-06,869.8048551962097
2008-08-07,852.8319339599075
2008-08-08,853.7312958019439
2008-08-11,826.9289732746688
2008-08-12,810.115454700232
2008-08-13,820.8688084859019
2008-08-14,837.3902643661456
2008-08-15,823.9383476510843
2008-08-18,810.4780211054051
2008-08-19,809.7013281123288
2008-08-20,840.6999364862999
2008-08-21,844.6655650794096
2008-08-22,847.6503254285449
2008-08-25,831.236024992942
2008-08-26,832.4424010521416
2008-08-27,846.7470714843117
2008-08-28,866.9701978334629
2008-08-29,849.9277563428636
2008-09-01,846.7397660501233
2008-09-02,827.9691673998373
2008-09-03,810.4108260465556
2008-09-04,774.7487962750591
2008-09-05,766.771437653773
2008-09-08,765.3474127433755
2008-09-09,728.0072296023258
2008-09-10,738.1354169967519
2008-09-11,749.074241271667
2008-09-12,757.7303311294315
2008-09-15,710.745105304507
2008-09-16,703.1952411471088
2008-09-17,646.3852627074604
2008-09-18,652.7796975767898
2008-09-19,736.1802127339766
2008-09-22,722.7627969428501
2008-09-23,683.779134538047
2008-09-24,681.2381585886205
2008-09-25,696.544081205215
2008-09-26,679.5191495741363
2008-09-29,607.3482762432095
2008-09-30,661.2616836796483
2008-10-01,660.2521628551094
2008-10-02,624.1894326456414
2008-10-03,601.4176302964208
2008-10-06,546.3932222382392
2008-10-07,509.3522373098525
2008-10-08,444.07254129076966
2008-10-09,457.7543774311977
2008-10-10,445.16015403224276
2008-10-13,513.8113208544173
2008-10-14,543.3808015569934
2008-10-15,460.5152027782221
2008-10-16,486.0690980980734
2008-10-17,510.2635166254697
2008-10-20,562.2229043145724
2008-10-21,527.5213659146535
2008-10-22,453.1982770606392
2008-10-23,462.32797277010485
2008-10-24,437.7647241455348
2008-10-27,444.69776114211214
2008-10-28,513.3470689163452
2008-10-29,516.0732378685375
2008-10-30,535.0090020597652
2008-10-31,542.7581785230066
2008-11-03,536.431662618582
2008-11-04,556.1992304379946
2008-11-05,526.250891595256
2008-11-06,520.2495396797891
2008-11-07,529.5503671951359
2008-11-10,525.0946526402845
2008-11-11,528.6593600253649
2008-11-12,494.9898674723929
2008-11-13,519.8756673572722
2008-11-14,523.6880647488455
2008-11-17,512.9466148759744
2008-11-18,513.5110978242992
2008-11-19,486.12886907720525
2008-11-20,488.3244461200802
2008-11-21,464.5693589443567
2008-11-24,488.7341247340313
2008-11-25,482.94315046172096
2008-11-26,506.9223707878432
2008-11-27,516.441059047351
2008-11-28,520.9414936892974
2008-12-01,488.4561583912409
2008-12-02,484.8992925869859
2008-12-03,494.55317590250326
2008-12-04,471.03073419266224
2008-12-05,453.53860068642075
2008-12-08,498.7063440789694
2008-12-09,490.52531071006683
2008-12-10,499.4202338968844
2008-12-11,497.7122987277804
2008-12-12,501.97989548794726
2008-12-15,481.9866490485056
2008-12-16,495.6342879227993
2008-12-17,471.9459802372605
2008-12-18,471.4128071687528
2008-12-19,483.0695505322868
2008-12-22,462.0591446959587
2008-12-23,453.6072581431547
2008-12-24,452.3162871869272
2008-12-25,452.3162871869272
2008-12-26,450.76216046112484
2008-12-29,443.9438208693736
2008-12-30,468.41970470267046
2008-12-31,476.2741227018056
2009-01-01,476.2741227018056
2009-01-02,500.95569680933613
2009-01-05,528.63183825123
2009-01-06,557.9893012272274
2009-01-07,530.9816287331129
2009-01-08,537.9287909993213
2009-01-09,538.332666005835
2009-01-12,517.3455020176597
2009-01-13,534.6950440997165
2009-01-14,505.0469868534062
2009-01-15,514.8175895434581
2009-01-16,523.1642085955218
2009-01-19,516.9578537935557
2009-01-20,506.4280220643731
2009-01-21,515.3802957382795
2009-01-22,508.25746010057975
2009-01-23,515.8158652477845
2009-01-26,512.3496084590661
2009-01-27,504.32797953533196
2009-01-28,514.9573167197627
2009-01-29,518.0370516664275
2009-01-30,514.6581957455849
2009-02-02,503.62227952085647
2009-02-03,511.0893401665309
2009-02-04,526.5830643038494
2009-02-05,532.9901775119039
2009-02-06,557.2628843289075
2009-02-09,547.5145957886622
2009-02-10,537.3792947943676
2009-02-11,529.168929401081
2009-02-12,526.5213861642527
2009-02-13,533.5235101747619
2009-02-16,540.4382921587088
2009-02-17,524.102497809602
2009-02-18,512.9705170232138
2009-02-19,510.4795976361228
2009-02-20,493.3354624483149
2009-02-23,491.0843759236101
2009-02-24,489.298889704012
2009-02-25,488.2084170209456
2009-02-26,490.3145925968618
2009-02-27,490.2213670114786
2009-03-02,460.91052447872227
2009-03-03,461.12374069598195
2009-03-04,484.28037798783913
2009-03-05,470.53377327750485
2009-03-06,464.59276519430193
2009-03-09,459.8325068986887
2009-03-10,476.63131931948436
2009-03-11,473.34497521539186
2009-03-12,476.5849440650928
2009-03-13,474.95930652384527
2009-03-16,473.75955043698235
2009-03-17,477.61967846436653
2009-03-18,476.2207712792033
2009-03-19,471.85762090918064
2009-03-20,474.12797412434185
2009-03-23,489.911942321033
2009-03-24,488.15883424709347
2009-03-25,497.48488838544785
2009-03-26,515.1155676186514
2009-03-27,508.8201597763872
2009-03-30,487.93771233219104
2009-03-31,502.28490121187923
2009-04-01,518.5185277882352
2009-04-02,535.8615272821631
2009-04-03,557.9906890694707
2009-04-06,549.1820135498332
2009-04-07,543.9302486756114
2009-04-08,559.949925683234
2009-04-09,576.8981201805427
2009-04-10,576.8981201805427
2009-04-13,577.1245299558566
2009-04-14,570.7770674304971
2009-04-15,570.6700883357666
2009-04-16,589.8971383302668
2009-04-17,600.6321446783539
2009-04-20,578.7159219510531
2009-04-21,575.5807789682973
2009-04-22,587.9481570346069
2009-04-23,594.9649006419379
2009-04-24,594.5627773096605
2009-04-27,591.92356418319
2009-04-28,597.9747762132098
2009-04-29,609.5676810290789
2009-04-30,618.668772832619
2009-05-01,616.5570339349613
2009-05-04,652.4643677267958
2009-05-05,655.1601901095778
2009-05-06,673.2714830742528
2009-05-07,655.9328990005753
2009-05-08,676.1895180178618
2009-05-11,676.2465699218296
2009-05-12,665.0436060639767
2009-05-13,639.8713195212288
2009-05-14,643.502857262501
2009-05-15,649.6434136451347
2009-05-18,679.521427928876
2009-05-19,680.2049146132111
2009-05-20,680.2158203419503
2009-05-21,657.5520800604901
2009-05-22,658.732077960109
2009-05-25,663.6902559781587
2009-05-26,665.9735027989796
2009-05-27,677.5790182781839
2009-05-28,695.6818416433696
2009-05-29,707.3823979693067
2009-06-01,726.2832361487616
2009-06-02,720.3926343993334
2009-06-03,710.8311218105372
2009-06-04,721.4944629432973
2009-06-05,731.9194349556137
2009-06-08,734.4629567063862
2009-06-09,728.191239010314
2009-06-10,734.2186296911309
2009-06-11,729.0094271055258
2009-06-12,752.7495933287162
2009-06-15,734.592801667395
2009-06-16,714.8917501315846
2009-06-17,701.0890759789838
2009-06-18,710.9080235681678
2009-06-19,723.1747861043614
2009-06-22,693.2835496011498
2009-06-23,688.005850826086
2009-06-24,703.376955899429
2009-06-25,724.3630000317308
2009-06-26,728.2721535782439
2009-06-29,741.7127293622885
2009-06-30,732.9704022601838
2009-07-01,745.8400719719662
2009-07-02,736.657175205499
2009-07-03,736.2254114457374
2009-07-06,732.07930157262
2009-07-07,722.948877150408
2009-07-08,712.5309349211412
2009-07-09,706.3073144199323
2009-07-10,698.4270789459006
2009-07-13,691.0899420725451
2009-07-14,691.9042052083511
2009-07-15,717.75560701735
2009-07-16,729.098424479954
2009-07-17,736.1867768066311
2009-07-20,748.3562446402402
2009-07-21,754.7001424693475
2009-07-22,753.2456977901542
2009-07-23,767.2299489465946
2009-07-24,763.9273284421956
2009-07-27,769.4127521682475
2009-07-28,777.4488958627929
2009-07-29,778.6371349787064
2009-07-30,798.352856848289
2009-07-31,800.7220393328358
2009-08-03,817.7737538791437
2009-08-04,818.7607248201988
2009-08-05,828.0326532996348
2009-08-06,838.4615781115381
2009-08-07,851.6096150130272
2009-08-10,851.876984327778
2009-08-11,836.1899649534894
2009-08-12,853.7979856839511
2009-08-13,856.4501880950454
2009-08-14,846.2517741648131
2009-08-17,817.0867709946638
2009-08-18,819.2038556611076
2009-08-19,814.7509158283924
2009-08-20,826.0952209697679
2009-08-21,836.4465892758885
2009-08-24,839.7866927654235
2009-08-25,829.5572469094235
2009-08-26,823.5512726083978
2009-08-27,824.4528157055323
2009-08-28,819.3545215388554
2009-08-31,814.5198118236756
2009-09-01,805.4602589395023
2009-09-02,788.9959004440732
2009-09-03,799.8763678310967
2009-09-04,818.5658160779697
2009-09-07,816.6368026189397
2009-09-08,834.0192500312131
2009-09-09,832.7228437326626
2009-09-10,843.3894846237199
2009-09-11,841.0034359998342
2009-09-14,841.5539895616693
2009-09-15,844.3118799492308
2009-09-16,860.5690026411788
2009-09-17,855.7250021365838
2009-09-18,858.4585793562433
2009-09-21,856.4882644091666
2009-09-22,855.4646457270283
2009-09-23,851.8483301309909
2009-09-24,849.4658077473252
2009-09-25,851.2303471757356
2009-09-28,863.3707722447155
2009-09-29,866.2965022662676
2009-09-30,868.0816529178164
2009-10-01,863.3715578174059
2009-10-02,864.2749611547736
2009-10-05,883.8441726738891
2009-10-06,896.0915789399653
2009-10-07,898.2005083462795
2009-10-08,906.316365267219
2009-10-09,917.6729767807689
2009-10-12,911.4606730828907
2009-10-13,926.0091745484933
2009-10-14,962.1213076685639
2009-10-15,974.8197775767748
2009-10-16,963.6134098204018
2009-10-19,975.8911216554288
2009-10-20,927.1334518058082
2009-10-21,930.1991799805393
2009-10-22,935.4776863599999
2009-10-23,923.6579254258168
2009-10-26,927.1727635616799
2009-10-27,903.1541628520159
2009-10-28,857.3070090306989
2009-10-29,895.3949343412871
2009-10-30,873.1980076845962
2009-11-02,860.4380246078882
2009-11-03,880.4911447744246
2009-11-04,901.8027344194472
2009-11-05,912.188691644352
2009-11-06,914.4733640081828
2009-11-09,938.5797122702566
2009-11-10,936.1262758675374
2009-11-11,933.7354246590776
2009-11-12,910.361627645154
2009-11-13,917.3262071944101
2009-11-16,939.2727828553133
2009-11-17,948.0348632161604
2009-11-18,939.4221435070682
2009-11-19,925.837858583105
2009-11-20,930.6811517118254
2009-11-23,924.8582249833604
2009-11-24,935.5725539406706
2009-11-25,937.2609633238153
2009-11-26,923.7518932664591
2009-11-27,940.1476097851496
2009-11-30,928.7746517789412
2009-12-01,958.0193723853365
2009-12-02,979.199201092016
2009-12-03,986.495389126046
2009-12-04,985.1526784813782
2009-12-07,993.84282496603
2009-12-08,979.6401967483264
2009-12-09,983.6263998241005
2009-12-10,997.6667401041068
2009-12-11,1012.315732139217
2009-12-14,1006.4564336248653
2009-12-15,1009.1202038867178
2009-12-16,990.5066966834514
2009-12-17,972.6098214645627
2009-12-18,965.6784126414072
2009-12-21,954.1789341959976
2009-12-22,974.0563855110267
2009-12-23,975.8841908828185
2009-12-24,981.1834879414359
2009-12-25,981.1834879414362
2009-12-28,1001.5684781433712
2009-12-29,1008.1440803599302
2009-12-30,1014.9222386498757
2009-12-31,1014.3024155024556
2010-01-01,1014.3024155024556
2010-01-04,1039.1275114409195
2010-01-05,1040.178687497822
2010-01-06,1040.4180844988514
2010-01-07,1036.8923563241653
2010-01-08,1037.1683787001464
2010-01-11,1024.1784970024364
2010-01-12,1011.0927452355991
2010-01-13,1009.1310964069095
2010-01-14,988.3902935777867
2010-01-15,985.8513544311169
2010-01-18,984.0626653676072
2010-01-19,998.4476678378932
2010-01-20,974.8593952922956
2010-01-21,956.5213035956643
2010-01-22,959.1934848437854
2010-01-25,953.6374160619722
2010-01-26,944.5335680489167
2010-01-27,935.5605842146091
2010-01-28,945.0132892356794
2010-01-29,950.3789387035076
2010-02-01,957.0412068461955
2010-02-02,967.1970684904829
2010-02-03,958.7080772842203
2010-02-04,910.9218971144395
2010-02-05,906.8212929713915
2010-02-08,910.95591265708
2010-02-09,925.7531355143051
2010-02-10,930.5034341343278
2010-02-11,949.2060224437876
2010-02-12,943.6546349428438
2010-02-15,948.9399341623808
2010-02-16,946.6689275410206
2010-02-17,972.1575020903177
2010-02-18,990.520285815153
2010-02-19,994.8947309791641
2010-02-22,987.0714921596704
2010-02-23,968.2557201945366
2010-02-24,957.9179297643301
2010-02-25,975.9988481234379
2010-02-26,984.1868941865276
2010-03-01,1017.0077831895204
2010-03-02,1024.1098976502071
2010-03-03,1014.4523465563398
2010-03-04,1019.872461006515
2010-03-05,1042.8363189540719
2010-03-08,1031.6989100840192
2010-03-09,1054.3087919752973
2010-03-10,1070.2362127905972
2010-03-11,1064.4078072547777
2010-03-12,1051.210442986445
2010-03-15,1058.494986281613
2010-03-16,1069.393099316799
2010-03-17,1072.3850209693196
2010-03-18,1063.994973508103
2010-03-19,1052.2677909491586
2010-03-22,1042.3403142070154
2010-03-23,1055.9126598877274
2010-03-24,1062.569522229578
2010-03-25,1046.0514381760552
2010-03-26,1037.2308898975903
2010-03-29,1062.0338109485735
2010-03-30,1075.106067379354
2010-03-31,1076.1632230166697
2010-04-01,1100.7765701291817
2010-04-02,1100.7765701291817
2010-04-05,1115.5879510254572
2010-04-06,1119.3537001694494
2010-04-07,1113.5329714029988
2010-04-08,1108.5595966821006
2010-04-09,1098.1706134571814
2010-04-12,1078.8881992760744
2010-04-13,1083.0522962232014
2010-04-14,1096.7430131795338
2010-04-15,1090.279805554951
2010-04-16,1078.012032203477
2010-04-19,1070.6676717669525
2010-04-20,1080.1389574048658
2010-04-21,1085.6634491977604
2010-04-22,1087.3392876716127
2010-04-23,1094.2575922839824
2010-04-26,1095.771875298831
2010-04-27,1063.2665963456295
2010-04-28,1073.6614108226115
2010-04-29,1100.2963647227207
2010-04-30,1087.2206001423208
2010-05-03,1083.148184462499
2010-05-04,1053.2426571641408
2010-05-05,1039.9202955435974
2010-05-06,1021.2187868622448
2010-05-07,999.3446674730252
2010-05-10,1047.818137534231
2010-05-11,1053.7625512114714
2010-05-12,1070.9620160617594
2010-05-13,1073.477347135932
2010-05-14,1059.6509621230207
2010-05-17,1053.8407545766413
2010-05-18,1031.1754190933123
2010-05-19,996.6082155656858
2010-05-20,944.9269042960447
2010-05-21,951.211302642644
2010-05-24,975.0974639466782
2010-05-25,950.7856003060649
2010-05-26,985.4269555156176
2010-05-27,1007.8597032500853
2010-05-28,1004.0435713124971
2010-05-31,1028.35883535412
2010-06-01,997.6005272352752
2010-06-02,1002.5374910557442
2010-06-03,1010.2523062115847
2010-06-04,1003.1579758977815
2010-06-07,997.3318111793234
2010-06-08,997.7208618877922
2010-06-09,999.7448503892733
2010-06-10,1028.8762495695826
2010-06-11,1044.473679739592
2010-06-14,1034.9208792410584
2010-06-15,1043.1479362987736
2010-06-16,1054.2089190306963
2010-06-17,1056.2701225845217
2010-06-18,1058.1349831928053
2010-06-21,1069.9573470622263
2010-06-22,1081.356828519065
2010-06-23,1070.822035273906
2010-06-24,1060.9046114132095
2010-06-25,1081.2666734087788
2010-06-28,1085.0023915033662
2010-06-29,1065.0029528895723
2010-06-30,1049.0535154731133
2010-07-01,1029.7897773753293
2010-07-02,1039.3151694294356
2010-07-05,1043.4812389527144
2010-07-06,1055.1295490447337
2010-07-07,1059.7037660714366
2010-07-08,1056.5506450759722
2010-07-09,1065.227493700794
2010-07-12,1062.8512650878636
2010-07-13,1072.7509714544046
2010-07-14,1049.2877457938944
2010-07-15,1024.5067952790164
2010-07-16,1002.6638655014523
2010-07-19,1009.8888273324195
2010-07-20,1031.963071551905
2010-07-21,1040.5593631631132
2010-07-22,1057.0355375629665
2010-07-23,1070.6887010793948
2010-07-26,1057.7549345170119
2010-07-27,1061.2974066499996
2010-07-28,1062.0573878701423
2010-07-29,1068.35470629975
2010-07-30,1079.503961807892
2010-08-02,1080.9796801051248
2010-08-03,1067.5504576219773
2010-08-04,1081.6885354473347
2010-08-05,1085.1721905509285
2010-08-06,1068.5364344538596
2010-08-09,1064.3814108807258
2010-08-10,1069.156356631501
2010-08-11,1062.2142283809699
2010-08-12,1069.1256101046106
2010-08-13,1069.1233923757393
2010-08-16,1079.5170355467785
2010-08-17,1082.9375735060187
2010-08-18,1089.8965866726926
2010-08-19,1083.263379478616
2010-08-20,1099.8246128047135
2010-08-23,1097.9426461180942
2010-08-24,1090.4156328170498
2010-08-25,1087.5052937147364
2010-08-26,1082.8464245111322
2010-08-27,1109.9929703803307
2010-08-30,1102.3318667314716
2010-08-31,1095.5527001571413
2010-09-01,1121.0823693230523
2010-09-02,1113.7265445529981
2010-09-03,1118.8396885897089
2010-09-06,1118.5090038392948
2010-09-07,1131.059880377974
2010-09-08,1120.9357463938513
2010-09-09,1123.0338637181403
2010-09-10,1137.2461563168702
2010-09-13,1138.1558854281288
2010-09-14,1144.3294818691966
2010-09-15,1142.8851183461684
2010-09-16,1125.2580808349583
2010-09-17,1126.453922443119
2010-09-20,1131.3662332530175
2010-09-21,1116.2776387257152
2010-09-22,1107.768304036951
2010-09-23,1112.2407395893215
2010-09-24,1099.0537903343713
2010-09-27,1106.3503542882281
2010-09-28,1109.6848971109857
2010-09-29,1109.8452329132458
2010-09-30,1117.4617500738404
2010-10-01,1133.1974817435496
2010-10-04,1143.365688520915
2010-10-05,1140.3457412793096
2010-10-06,1130.1776202118813
2010-10-07,1117.776598256128
2010-10-08,1126.6374016436848
2010-10-11,1148.8637615040475
2010-10-12,1149.7629506627618
2010-10-13,1151.176223892232
2010-10-14,1126.160658095623
2010-10-15,1129.7286692322352
2010-10-18,1138.1187370913092
2010-10-19,1117.109987320811
