Date,WORLD ex USA SMALL CAP EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0001326158537
1999-01-04,1005.2983301031958
1999-01-05,1003.6528258715617
1999-01-06,1011.0555323486419
1999-01-07,1018.2748953061097
1999-01-08,1014.9172897096342
1999-01-11,1026.576002585086
1999-01-12,1013.0802750658056
1999-01-13,994.651305522057
1999-01-14,998.5781676476063
1999-01-15,992.9708073401775
1999-01-18,998.1288577369446
1999-01-19,1005.1321053888736
1999-01-20,1007.3817189193929
1999-01-21,1009.0998720382909
1999-01-22,995.2474160222729
1999-01-25,996.9539311898641
1999-01-26,1003.7378518530743
1999-01-27,999.5234549772115
1999-01-28,992.611708391475
1999-01-29,997.4376990998702
1999-02-01,1005.6186212989759
1999-02-02,1018.2922830033713
1999-02-03,1014.2960153365962
1999-02-04,1016.3892774399646
1999-02-05,1009.8225972044452
1999-02-08,1006.1311116568188
1999-02-09,999.6512219273498
1999-02-10,994.5658785689496
1999-02-11,997.8592086933013
1999-02-12,999.5179868396406
1999-02-15,995.8674528272858
1999-02-16,987.7056033175888
1999-02-17,980.763768736323
1999-02-18,975.6293466066527
1999-02-19,971.6521186595523
1999-02-22,977.1331406383765
1999-02-23,978.8031437737649
1999-02-24,972.9355706623791
1999-02-25,980.8255807615379
1999-02-26,984.4228463270119
1999-03-01,978.927119891931
1999-03-02,973.1656167588145
1999-03-03,970.9896542988572
1999-03-04,961.6379167384212
1999-03-05,984.0705387373386
1999-03-08,984.4510259830033
1999-03-09,989.5152484557276
1999-03-10,1004.2217757620687
1999-03-11,1005.2916691249673
1999-03-12,1016.6768784978683
1999-03-15,1026.2707239282313
1999-03-16,1041.32531256363
1999-03-17,1045.7690831409307
1999-03-18,1036.4676504051592
1999-03-19,1050.624481204432
1999-03-22,1049.6874654370047
1999-03-23,1045.572434463684
1999-03-24,1041.4304104495386
1999-03-25,1047.980958535749
1999-03-26,1039.9514297765334
1999-03-29,1044.0278544400694
1999-03-30,1040.8332872162011
1999-03-31,1054.8321574484487
1999-04-01,1059.3028882523083
1999-04-02,1059.8654388403622
1999-04-05,1063.9165436139042
1999-04-06,1070.7281691076273
1999-04-07,1081.3047274643673
1999-04-08,1098.3161080451239
1999-04-09,1102.7266769392725
1999-04-12,1103.617167983473
1999-04-13,1112.3260834785879
1999-04-14,1119.0544913829942
1999-04-15,1120.5459459339484
1999-04-16,1132.988222176993
1999-04-19,1136.6627821393186
1999-04-20,1128.505190536608
1999-04-21,1117.0293311350506
1999-04-22,1124.8026274220585
1999-04-23,1137.7950389495152
1999-04-26,1147.6410563725656
1999-04-27,1150.156461828135
1999-04-28,1154.6639191832498
1999-04-29,1155.7387337174366
1999-04-30,1162.8418040746428
1999-05-03,1164.210169362259
1999-05-04,1166.624972453232
1999-05-05,1169.49280487221
1999-05-06,1189.333858111664
1999-05-07,1186.8386888502287
1999-05-10,1196.9298313058794
1999-05-11,1190.8352721320102
1999-05-12,1190.9899449688214
1999-05-13,1181.5675974822243
1999-05-14,1181.426789300364
1999-05-17,1158.5391316369928
1999-05-18,1154.20028559726
1999-05-19,1140.4506529504704
1999-05-20,1141.1777751802697
1999-05-21,1138.7912494094824
1999-05-24,1138.856981389428
1999-05-25,1134.288299344264
1999-05-26,1129.2683325879698
1999-05-27,1128.7618685891025
1999-05-28,1123.5360838163856
1999-05-31,1119.0935479789514
1999-06-01,1132.7702041003447
1999-06-02,1131.9016569896187
1999-06-03,1130.7220377852527
1999-06-04,1132.4629491120445
1999-06-07,1143.365640972829
1999-06-08,1156.3664203388048
1999-06-09,1165.8805918064652
1999-06-10,1179.316545491371
1999-06-11,1186.2065728288142
1999-06-14,1178.9690630760613
1999-06-15,1173.4309028720802
1999-06-16,1180.3739812670929
1999-06-17,1192.058669323218
1999-06-18,1191.1689211399698
1999-06-21,1195.8978515706672
1999-06-22,1198.541899720474
1999-06-23,1196.4179723656082
1999-06-24,1190.5995820080761
1999-06-25,1194.647137754348
1999-06-28,1196.1082848775382
1999-06-29,1198.3637725170797
1999-06-30,1196.3343042260979
1999-07-01,1207.5431497217724
1999-07-02,1211.4211137981376
1999-07-05,1214.1056281914823
1999-07-06,1214.5860948334478
1999-07-07,1211.8779026927002
1999-07-08,1205.8247110295774
1999-07-09,1209.813930936337
1999-07-12,1214.0393539848762
1999-07-13,1215.4712616899528
1999-07-14,1225.1089737437508
1999-07-15,1232.686204268488
1999-07-16,1220.8431960965795
1999-07-19,1227.7505894001486
1999-07-20,1233.540549575287
1999-07-21,1234.8485053086222
1999-07-22,1226.2968487099633
1999-07-23,1220.609506964942
1999-07-26,1225.3071513889977
1999-07-27,1218.6160996713552
1999-07-28,1223.7602314525195
1999-07-29,1233.656665637813
1999-07-30,1234.1761828959925
1999-08-02,1225.48628290219
1999-08-03,1220.3126453353714
1999-08-04,1226.3122441338714
