Date,MSCI World Small Cap Momentum Index
1999-05-31,1000.0
1999-06-01,1009.3862885590034
1999-06-02,1012.8805090672646
1999-06-03,1013.2545944765943
1999-06-04,1018.8741355541235
1999-06-07,1031.6102499314338
1999-06-08,1036.1359044778037
1999-06-09,1043.7593608359507
1999-06-10,1046.9452131876296
1999-06-11,1052.9198924410075
1999-06-14,1045.9070245877126
1999-06-15,1040.7452126630703
1999-06-16,1049.7042100320543
1999-06-17,1064.5932641879635
1999-06-18,1070.661178770311
1999-06-21,1081.1321660906015
1999-06-22,1088.154346309324
1999-06-23,1094.9315633288193
1999-06-24,1087.6814936934084
1999-06-25,1087.8412163568046
1999-06-28,1093.615230525785
1999-06-29,1101.2735579809867
1999-06-30,1108.8113814353032
1999-07-01,1122.8590198623262
1999-07-02,1135.9776919007597
1999-07-05,1137.997665273785
1999-07-06,1140.1590315330652
1999-07-07,1128.146849168716
1999-07-08,1127.446625273925
1999-07-09,1128.9604637325472
1999-07-12,1138.788899996168
1999-07-13,1139.101026347116
1999-07-14,1147.1952448683548
1999-07-15,1162.928639581587
1999-07-16,1158.518309913911
1999-07-19,1156.750224972488
1999-07-20,1154.9418392653151
1999-07-21,1152.8785892134974
1999-07-22,1143.141432659274
1999-07-23,1132.9620451965784
1999-07-26,1131.4419700111675
1999-07-27,1129.9683298119912
1999-07-28,1148.0619549949
1999-07-29,1162.9379858767502
1999-07-30,1167.8959663094242
1999-08-02,1157.3327530852264
1999-08-03,1150.939450446156
1999-08-04,1151.6796386591818
1999-08-05,1140.6246368235618
1999-08-06,1134.4641306090218
1999-08-09,1124.5116412536286
1999-08-10,1122.518805749863
1999-08-11,1127.9680946918143
1999-08-12,1138.0334506130857
1999-08-13,1150.3241099213624
1999-08-16,1164.79721591958
1999-08-17,1166.3657407505973
1999-08-18,1178.9771042573245
1999-08-19,1181.4486095323732
1999-08-20,1186.449658437473
1999-08-23,1192.496777202131
1999-08-24,1196.394793056321
1999-08-25,1203.5064131977006
1999-08-26,1191.5862979493231
1999-08-27,1189.070187590409
1999-08-30,1191.7059419737157
1999-08-31,1198.166237069713
1999-09-01,1209.0391553450515
1999-09-02,1217.7717541973764
1999-09-03,1217.6467461147886
1999-09-06,1228.8727042881621
1999-09-07,1230.5762938296587
1999-09-08,1226.7600793912773
1999-09-09,1238.2918798472501
1999-09-10,1245.0769346939583
1999-09-13,1258.7245467261396
1999-09-14,1254.8495932179615
1999-09-15,1250.4074573892724
1999-09-16,1228.1514901294395
1999-09-17,1223.487855150705
1999-09-20,1224.5641813074838
1999-09-21,1219.710042380443
1999-09-22,1205.989001017574
1999-09-23,1203.5504046283647
1999-09-24,1180.6232910841736
1999-09-27,1181.3220643241068
1999-09-28,1191.5206695183433
1999-09-29,1184.9612412884067
1999-09-30,1202.2849880747979
1999-10-01,1212.280790956203
1999-10-04,1206.45904358603
1999-10-05,1208.74384147829
1999-10-06,1209.1916150116926
1999-10-07,1222.9306453023175
1999-10-08,1218.0257072358445
1999-10-11,1224.1572082810314
1999-10-12,1222.284509853883
1999-10-13,1210.852964824591
1999-10-14,1210.4102001407778
1999-10-15,1195.6267791380901
1999-10-18,1159.841081749021
1999-10-19,1160.7168331204564
1999-10-20,1180.8759940657533
1999-10-21,1179.8768427160394
1999-10-22,1186.3760877032184
1999-10-25,1189.9399660126044
1999-10-26,1184.4048451641881
1999-10-27,1183.6859555593696
1999-10-28,1185.1059392917741
1999-10-29,1203.3159203124271
1999-11-01,1210.1609170206839
1999-11-02,1224.057729664927
1999-11-03,1231.422546830135
1999-11-04,1245.4788058083254
1999-11-05,1237.2043764062828
1999-11-08,1230.048077326018
1999-11-09,1236.5244131517668
1999-11-10,1249.956701984295
1999-11-11,1260.1988027474652
1999-11-12,1260.2964769740963
1999-11-15,1271.2017736568791
1999-11-16,1274.5447089630377
1999-11-17,1287.896965780419
1999-11-18,1290.4862260387647
1999-11-19,1297.2347794282443
1999-11-22,1304.4471657118036
1999-11-23,1306.178996679575
1999-11-24,1298.3436268316543
1999-11-25,1290.966073461444
1999-11-26,1307.1141687723152
1999-11-29,1315.5772686522512
1999-11-30,1311.033608175049
1999-12-01,1302.76964215264
1999-12-02,1330.6424142716762
1999-12-03,1359.2277224489
1999-12-06,1381.1952340519217
1999-12-07,1409.3383210090374
1999-12-08,1419.9934132926487
1999-12-09,1413.1311059293957
1999-12-10,1420.6517431112134
1999-12-13,1437.15629610294
1999-12-14,1411.1108640081043
1999-12-15,1387.5695786929778
1999-12-16,1420.329878167452
1999-12-17,1426.17072249793
1999-12-20,1422.5242008192656
1999-12-21,1429.5533065671457
1999-12-22,1444.3273700766704
1999-12-23,1455.7747990187058
1999-12-24,1460.8227756654337
1999-12-27,1461.607476408486
1999-12-28,1471.986826940317
1999-12-29,1508.2592217502474
1999-12-30,1514.8048652831583
1999-12-31,1537.5135470238245
2000-01-03,1524.807214333383
2000-01-04,1471.9695662044032
2000-01-05,1435.3125462125415
2000-01-06,1414.1467962879524
2000-01-07,1435.5361253008703
2000-01-10,1479.0271123220605
2000-01-11,1474.319623264094
2000-01-12,1454.154650599391
2000-01-13,1483.4954769386834
2000-01-14,1502.782385277513
2000-01-17,1519.8973467904652
2000-01-18,1546.7084799894249
2000-01-19,1540.698719360678
2000-01-20,1567.675891643354
2000-01-21,1592.10024496467
2000-01-24,1557.247206838679
2000-01-25,1551.1896194511237
2000-01-26,1554.4124645569896
2000-01-27,1563.1740166325767
2000-01-28,1525.5577684427071
2000-01-31,1497.6481516706185
2000-02-01,1514.4477402819612
2000-02-02,1531.8441178554472
2000-02-03,1570.7073261164571
2000-02-04,1595.7264287485852
2000-02-07,1622.1844264664849
2000-02-08,1646.835685120042
2000-02-09,1662.5569081967412
2000-02-10,1685.213423508257
2000-02-11,1688.7862407865962
2000-02-14,1678.0858135636554
2000-02-15,1666.7323055502154
2000-02-16,1704.9670585183553
2000-02-17,1731.7277038093519
2000-02-18,1705.044869118745
2000-02-21,1700.932195609056
2000-02-22,1689.703129228321
2000-02-23,1723.6338735115141
2000-02-24,1748.2212369715364
2000-02-25,1781.4867574653538
2000-02-28,1789.9449462611087
2000-02-29,1850.4090057631988
2000-03-01,1888.2245169580024
