Date,WORLD ex USA SMALL CAP MOMENTUM
1999-05-31,1000.0
1999-06-01,1011.4876413847635
1999-06-02,1013.0416366915285
1999-06-03,1013.6210396196826
1999-06-04,1015.7280394755275
1999-06-07,1026.4608927848715
1999-06-08,1035.3210185367602
1999-06-09,1042.420823309054
1999-06-10,1051.0963380962276
1999-06-11,1059.2534679298924
1999-06-14,1052.6193926004123
1999-06-15,1045.9178204392394
1999-06-16,1051.6112271320087
1999-06-17,1066.2152550677752
1999-06-18,1069.610920753312
1999-06-21,1076.0160704235134
1999-06-22,1080.7718063141415
1999-06-23,1085.9550702393897
1999-06-24,1081.013916706386
1999-06-25,1082.2026879302066
1999-06-28,1083.4848745861127
1999-06-29,1089.1142615000538
1999-06-30,1088.1105590459736
1999-07-01,1104.2477125450293
1999-07-02,1114.9661758164123
1999-07-05,1117.4938278314453
1999-07-06,1118.3640368874605
1999-07-07,1110.4033446676858
1999-07-08,1106.4268618503152
1999-07-09,1107.1131443888266
1999-07-12,1114.332831651402
1999-07-13,1116.0088915275157
1999-07-14,1122.0800635463636
1999-07-15,1130.8497253823566
1999-07-16,1122.6740859189847
1999-07-19,1126.9729189772288
1999-07-20,1132.2907061604808
1999-07-21,1126.636302233399
1999-07-22,1117.9495430858622
1999-07-23,1107.430441868846
1999-07-26,1109.762820666945
1999-07-27,1104.0744286032955
1999-07-28,1118.3003905755859
1999-07-29,1134.1553584859755
1999-07-30,1136.5748734672031
1999-08-02,1129.249897128474
1999-08-03,1129.0892635475445
1999-08-04,1137.3247351119849
1999-08-05,1121.1015164555442
1999-08-06,1116.265731924501
1999-08-09,1111.6815934162491
1999-08-10,1111.9406013222792
1999-08-11,1109.5780927174415
1999-08-12,1119.6142548530288
1999-08-13,1121.5610785795573
1999-08-16,1140.4024023689374
1999-08-17,1139.9711620677788
1999-08-18,1160.1387412546349
1999-08-19,1165.2310074424122
1999-08-20,1169.6043107131345
1999-08-23,1171.2313081883701
1999-08-24,1170.6149427186408
1999-08-25,1173.9792786287885
1999-08-26,1164.971617451517
1999-08-27,1165.468537539913
1999-08-30,1172.4661961622403
1999-08-31,1181.6176955018877
1999-09-01,1191.1004881563176
1999-09-02,1199.0908818606633
1999-09-03,1192.039300606587
1999-09-06,1203.005287715821
1999-09-07,1200.7501691524178
1999-09-08,1196.8640040720334
1999-09-09,1210.849017704567
1999-09-10,1215.1273753581754
1999-09-13,1227.7280501354119
1999-09-14,1223.7640089846268
1999-09-15,1221.7540747359112
1999-09-16,1204.172798263801
1999-09-17,1199.4119589038462
1999-09-20,1201.8796997220588
1999-09-21,1204.18813292367
1999-09-22,1187.9666564587646
1999-09-23,1188.2843581664624
1999-09-24,1166.5794598391778
1999-09-27,1159.9573900293087
1999-09-28,1171.4716360731422
1999-09-29,1167.5002028825181
1999-09-30,1184.6856936061802
1999-10-01,1201.3424778876877
1999-10-04,1198.3784768066373
1999-10-05,1198.7346114767656
1999-10-06,1197.8154420929125
1999-10-07,1211.392381413824
1999-10-08,1205.2173288458414
1999-10-11,1210.7438483093417
1999-10-12,1211.8853738703622
1999-10-13,1193.6762545346996
1999-10-14,1196.897111744438
1999-10-15,1187.115176807945
1999-10-18,1151.9984611985703
1999-10-19,1147.6012985932823
1999-10-20,1169.0023477393074
1999-10-21,1164.6369439344335
1999-10-22,1166.1673568903366
1999-10-25,1172.1543495615015
1999-10-26,1166.5753060062552
1999-10-27,1164.5343696811424
1999-10-28,1162.8775572154518
1999-10-29,1180.6549993189133
1999-11-01,1180.1025725075615
1999-11-02,1185.987849111329
1999-11-03,1184.4291542378544
1999-11-04,1193.909195686321
1999-11-05,1187.8445101533873
1999-11-08,1181.1397871631405
1999-11-09,1186.9138789783462
1999-11-10,1195.636335290054
1999-11-11,1187.1850735460357
1999-11-12,1180.5616201528655
1999-11-15,1181.9690578310401
1999-11-16,1179.5191309538711
1999-11-17,1196.585932868503
1999-11-18,1199.3484530029039
1999-11-19,1203.4807300758494
1999-11-22,1211.483124663335
1999-11-23,1212.588354647015
1999-11-24,1202.8398645053971
1999-11-25,1197.3434193537857
1999-11-26,1206.1169681856725
1999-11-29,1208.330635899372
1999-11-30,1202.44278989049
1999-12-01,1193.2500095105543
1999-12-02,1190.7972114353904
1999-12-03,1208.723632953481
1999-12-06,1224.1117480342054
1999-12-07,1241.4396936372814
1999-12-08,1242.9940975067195
1999-12-09,1244.9471989319748
1999-12-10,1243.3224206391633
1999-12-13,1240.8357199772945
1999-12-14,1226.7272700980516
1999-12-15,1214.4509780149258
1999-12-16,1238.434401517779
1999-12-17,1232.3450924533065
