Date,THAILAND HIGH DIVIDEND YIELD
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,998.9228825459969
1999-01-05,1016.3810383088455
1999-01-06,1024.1419111011378
1999-01-07,1023.5304890494311
1999-01-08,1062.5861587906927
1999-01-11,1068.413956785512
1999-01-12,1069.4806833714115
1999-01-13,1020.0916598436281
1999-01-14,1000.8994636688664
1999-01-15,1002.4851898023888
1999-01-18,1002.4454213769369
1999-01-19,1009.2959989116705
1999-01-20,1013.193763464834
1999-01-21,989.3167094237931
1999-01-22,975.4092671216304
1999-01-25,937.2921315905925
1999-01-26,959.6280267812775
1999-01-27,946.8139626721232
1999-01-28,964.4486897191456
1999-01-29,1014.422437128103
1999-02-01,1016.9598470857838
1999-02-02,973.7332292822122
1999-02-03,961.8690860038857
1999-02-04,986.3817942881358
1999-02-05,979.1427142417417
1999-02-08,993.101498050457
1999-02-09,1001.433029968766
1999-02-10,990.5315095623846
1999-02-11,992.099326983045
1999-02-12,1003.2931534925794
1999-02-15,1010.9680485483813
1999-02-16,1012.3618030071989
1999-02-17,1004.9450732550108
1999-02-18,974.048057399379
1999-02-19,990.8184587836037
1999-02-22,991.0647153636125
1999-02-23,1013.7176504551517
1999-02-24,1000.1084105133137
1999-02-25,957.0648269602428
1999-02-26,1002.217319390108
1999-03-01,1006.7901160523943
1999-03-02,983.4832125829953
1999-03-03,957.2002744234197
1999-03-04,938.894115244994
1999-03-05,943.4594399111846
1999-03-08,958.9566749488412
1999-03-09,937.3940420088711
1999-03-10,921.7481046662405
1999-03-11,939.0616342938001
1999-03-12,941.4428173255784
1999-03-15,944.2497798130645
1999-03-16,965.0418241988882
1999-03-17,940.6422218696166
1999-03-18,949.0647993030236
1999-03-19,919.6531617821223
1999-03-22,948.0428145360954
1999-03-23,946.6192422135584
1999-03-24,944.1197478413857
1999-03-25,959.7480707653009
1999-03-26,971.6416547834716
1999-03-29,972.0057377083941
1999-03-30,953.6691663383843
1999-03-31,978.920220726138
1999-04-01,888.390547508309
1999-04-02,893.1305653428973
1999-04-05,887.1409746262871
1999-04-06,881.6650889444974
1999-04-07,918.5523867560751
1999-04-08,900.1086458922019
1999-04-09,896.9657635304693
1999-04-12,868.8565323870006
1999-04-13,874.9044598786336
1999-04-14,879.5135962676645
1999-04-15,887.3030586213653
1999-04-16,932.538592322879
1999-04-19,947.0880231272453
1999-04-20,938.2446066911817
1999-04-21,927.4218007298388
1999-04-22,953.7699963042452
1999-04-23,944.625368480359
1999-04-26,942.7910207759822
1999-04-27,946.8949259950754
1999-04-28,963.6730697961327
1999-04-29,971.6596292163131
1999-04-30,1090.4834432365658
1999-05-03,1096.151839098364
1999-05-04,1128.9530682201662
1999-05-05,1121.247960885614
1999-05-06,1101.2411101591963
1999-05-07,1077.9371262369582
1999-05-10,1083.8077637171323
1999-05-11,1080.4701616272787
1999-05-12,1092.9635414074307
1999-05-13,1081.5442412364664
1999-05-14,1080.9645731943222
1999-05-17,1068.585917655257
1999-05-18,1075.9536231418037
1999-05-19,1071.5750632018649
1999-05-20,1064.7351079019727
1999-05-21,1058.077769155071
1999-05-24,1051.4077180640477
1999-05-25,1040.1159253916942
1999-05-26,1032.8063605150849
1999-05-27,1047.8732037951193
1999-05-28,1020.2983369774345
1999-05-31,1024.4167298586883
1999-06-01,1043.5838124413644
1999-06-02,1057.951671113533
1999-06-03,1049.280006011336
1999-06-04,1066.1083995927552
1999-06-07,1064.6484900341009
1999-06-08,1062.7170121881616
1999-06-09,1082.5733857601708
1999-06-10,1071.66968776752
1999-06-11,1086.059433772682
1999-06-14,1127.7474763855344
1999-06-15,1145.5500501505337
1999-06-16,1153.893211567243
1999-06-17,1171.0776786216406
1999-06-18,1166.3414568461963
1999-06-21,1175.5148696854203
1999-06-22,1203.0294908643364
1999-06-23,1197.8776382519545
1999-06-24,1206.4657581228778
1999-06-25,1174.1224451533033
1999-06-28,1153.484876417145
1999-06-29,1172.7016062697912
1999-06-30,1190.1458751938617
1999-07-01,1199.9269967228906
1999-07-02,1173.9062189432511
1999-07-05,1186.747943482961
1999-07-06,1172.9377914884983
1999-07-07,1151.5902304027315
1999-07-08,1149.678965061571
1999-07-09,1144.5129293828675
1999-07-12,1158.5903174893908
1999-07-13,1111.9125032266184
1999-07-14,1122.800898526937
1999-07-15,1117.1677376873592
1999-07-16,1113.4582353905876
1999-07-19,1115.3487261438784
1999-07-20,1097.0025170808967
1999-07-21,1087.2579210440715
1999-07-22,1073.8817673201474
1999-07-23,1059.165448924993
1999-07-26,1015.6681138340717
1999-07-27,993.5799976652338
1999-07-28,1001.2907389813658
1999-07-29,1009.4921530813331
1999-07-30,1018.4390491172584
1999-08-02,1027.3611866204787
1999-08-03,1061.2349864629398
1999-08-04,1048.6753222076231
1999-08-05,1020.6926012729866
1999-08-06,1017.4637155657041
